# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(6,8),(6,14),0.0419355 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0130599 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0149494 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0149495 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0109127 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0149544 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0122192 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0109127 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0314204 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0505902 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0636181 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0237952 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0368603 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0174167 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0387764 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.023819 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0238189 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0368603 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0238127 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0265453 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0368603 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0022264 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.183928 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.136365 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.129585 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.317764 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.137183 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.136396 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.136396 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.129585 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.136382 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.138623 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.129585 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.153165 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.00513347 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00319779 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00670431 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.00127764 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.00511968 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00511969 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.00319779 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0051236 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.00238364 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.00319779 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.00904102 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00621094 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0463283 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.00835806 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0112524 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0112524 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00621094 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0112573 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.00852214 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.00621094 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0391196 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0174167 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0387764 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.023819 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0238189 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0368603 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0238127 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0265453 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0368603 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0022264 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00832123 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0272451 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0272441 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00530958 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0272417 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0299799 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.00530958 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0354223 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0225413 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0225413 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0316494 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.022535 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0252676 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0316494 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0130693 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.0112456 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0061404 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0112505 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.00851531 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0061404 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0391264 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.00972603 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0124538 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.00971858 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.00972603 # DEPENDENCYPART_SIBL
(6,18),(6,23),0.0378693 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0238127 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0265453 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0368603 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0022264 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.00851857 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.00614347 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0391187 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.00868454 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0553133 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0022264 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0672417 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.03988 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00225304 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0350725 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.144728 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0370295 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0225869 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.000897701 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00701369 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0225869 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.282475 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.120701 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.245889 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.158687 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.041831 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0205398 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0211081 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00760552 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0205398 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0217936 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.105145 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.205025 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0061634 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0206321 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0431871 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0309756 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0206321 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.171907 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.153447 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0304851 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0495243 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0213382 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00339195 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0495243 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.154702 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0120211 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0189315 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00643326 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0563747 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0189315 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0376848 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0665387 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0184249 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0432464 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0665387 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.00550709 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0389605 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0328756 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.00550709 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0904807 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0361463 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.000574325 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.364674 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.162391 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0261606 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0659228 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0326473 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.00241269 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.034912 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.144727 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0456961 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.26575 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.116291 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.241478 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.154584 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0191094 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0218238 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.105114 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.205164 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0207531 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.169707 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.151407 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0897334 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.152658 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.132524 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0142242 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0129962 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.190771 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.025528 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.092186 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.206982 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.145326 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.133437 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00907785 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00426474 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00331961 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.007886 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00331973 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.00394414 # DEPENDENCYPART_SIBL
(9,1),(9,22),-0.00331961 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0285178 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.641687 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.162272 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.277193 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.160386 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0402795 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0286095 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00283849 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0446666 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00337853 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.00554635 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00337853 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0439595 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.00337853 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.041682 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0210498 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.156434 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.154826 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0191378 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0167214 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0346477 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00379424 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00844461 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0359751 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00844461 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.00411403 # DEPENDENCYPART_SIBL
(9,3),(9,22),-0.00844461 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0238545 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.157146 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.054559 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0143143 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0234519 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0259314 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0624022 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0151936 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0382005 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0151936 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0619523 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0151936 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0937087 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0557903 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0407536 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0314482 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0113354 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0750866 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0134043 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.12638 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0134043 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0746367 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0134043 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.215983 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0701295 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0776461 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0187826 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0228143 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00104419 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0306594 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00104419 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0224935 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00104419 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.131073 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.010301 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0329173 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.000208837 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00460121 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0419993 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00460121 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.000113169 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.00460121 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.00430434 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00930306 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.016623 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0223434 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0274178 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0223434 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.016301 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0223434 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0132013 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.15328 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.342981 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.417611 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.342981 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.15329 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.342981 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0787788 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0546804 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0630546 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0546804 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00594699 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0546804 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.106003 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0549649 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00471394 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0611696 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00471394 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0485651 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.076536 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0377805 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.076536 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.190365 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0611696 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.00471394 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0485651 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0547405 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.105998 # DEPENDENCYPART_SIBL
(9,22),(9,23),0.0485651 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.03085 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.000119004 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0641126 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0937503 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.222765 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0766843 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0128165 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.229477 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0384732 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.092186 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.206982 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.145326 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.133437 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0129962 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.190771 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.662013 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.165079 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00331961 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00331973 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00331961 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0557903 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0407536 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0314482 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0135451 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0716173 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.448274 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0465217 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0114387 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0134043 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0134043 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0701295 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0776461 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0508537 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.325491 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.353512 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0643865 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00104419 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.00104419 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.00104419 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.010301 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00387132 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.439493 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.662708 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00375851 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00460121 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00460121 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.00460121 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0111211 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.421235 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.669001 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00255372 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0223434 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0223434 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0223434 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.641687 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.317123 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0462295 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00337853 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.00337853 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00337853 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.408123 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0227776 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00844461 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00844461 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.00844461 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.165079 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00331961 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00331973 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00331961 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00414976 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00414976 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00414976 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0112041 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0112041 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.00471394 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.150738 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.157305 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0142454 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0152254 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0188678 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0196066 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0559422 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.150738 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0768979 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0164008 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0559422 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0544932 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0409128 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0388699 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0437645 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0532858 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0390748 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.037615 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0532858 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0131442 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.206146 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.000816637 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0931645 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.00789838 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00315498 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00779614 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.119773 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0867779 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.00818026 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00779614 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00735232 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.000409889 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0156829 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0181281 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.00614493 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0156869 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0135519 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.00614493 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0333555 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0384841 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.110317 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.134331 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.133867 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.210027 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.296892 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0176716 # DEPENDENCYPART_SIBL
