# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
(7,13),(7,18),0.00665887 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0124747 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.00886404 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.793481 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0239993 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.189229 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.164023 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0278648 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0447606 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.110619 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0942261 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.106361 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0267185 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0459341 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0259968 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0341465 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0886002 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.014585 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.23047 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.075794 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00181335 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0159472 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.075794 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00754004 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.00112796 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.00987927 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0176588 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0125003 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0946848 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0176588 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00330798 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0140934 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.003771 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00423979 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00657174 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0195239 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.00524992 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00386784 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0180547 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0720185 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0137508 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0031582 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00384408 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0362983 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0106896 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.207924 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.20817 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0194835 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.00524992 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00386784 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0180543 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00459405 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0637203 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0355927 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.352068 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.088145 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.50339 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.153739 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.207494 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.00452041 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.547915 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0819413 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0165824 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0146658 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0121052 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0202729 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.105068 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.269774 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.153384 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.528908 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.137545 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.343642 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.01662 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0148303 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00364304 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00617436 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0267382 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.265254 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0709478 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.203729 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0658774 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.299726 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0132482 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0410892 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00639769 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00544396 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0289004 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.153739 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.207494 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.00452041 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.547915 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0819413 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0165824 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0146658 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0121052 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0202729 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.321586 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0372212 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.353541 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0187971 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0117368 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.037861 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0368681 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.123646 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0210498 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.408123 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0675285 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0346477 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0197033 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0294804 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0238545 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.419223 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00488769 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0259314 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0318611 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0327552 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0937087 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0775362 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00907785 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00629979 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00861762 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0285178 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0627278 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0454405 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0455986 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0791323 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.422792 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.424364 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0787787 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.059229 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.238508 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.210461 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.454326 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.127634 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0473591 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.020866 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.101878 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0489399 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.047048 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.127346 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0281956 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0073833 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0638823 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.049254 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0165756 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00579023 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0297745 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0113338 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0047276 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0943572 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0170605 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0106484 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0235084 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.091275 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0188648 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00101842 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.000332543 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0541034 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00515597 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.224418 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.224664 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.052631 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0282814 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0268993 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0185322 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00877068 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0815255 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0533979 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.038134 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.106348 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0284111 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0320467 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.00742533 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.015601 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.145752 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.127998 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0301493 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0847873 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0122401 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0363962 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.036946 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.00346869 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0262961 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0231205 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0155209 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0249495 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.00464814 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0135531 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0189934 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0371617 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0646188 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0142227 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0116557 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00284407 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0394493 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0123942 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00449544 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0298887 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0345619 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0323219 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00733357 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0284111 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0320467 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.00742533 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.015601 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.145752 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.127998 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0301493 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0847873 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0122401 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0363962 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.036946 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00346869 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0262961 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0231205 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0155209 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0150119 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.00744145 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.048812 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0973597 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.20149 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0131146 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0299957 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0135504 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0388713 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.00583005 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00929095 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00612906 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00067564 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0051115 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0164046 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0956371 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.111069 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0619144 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0287096 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0342302 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00637658 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00290169 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0207151 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0106718 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00472638 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0168585 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.00695274 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.102885 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0901057 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.058219 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00268887 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0205497 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0177659 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.00098788 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.020885 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0238651 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.000129176 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.000779553 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.027698 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.182279 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.10614 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00503117 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0200936 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00490476 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00248497 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0116264 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0180136 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00226975 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00805589 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0213227 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.00448254 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.20857 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0910967 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.102315 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0116636 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.109596 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00812445 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0825441 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0811008 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0765262 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0193614 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0592451 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0377119 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0259395 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0223062 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0245112 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0163995 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0132262 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0634118 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0359673 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0100311 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00877975 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0243696 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0157593 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00855045 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0206826 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.000267634 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.029437 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.002657 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.101137 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0743489 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00685302 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00524002 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00113524 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.81544 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.124212 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.07652 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.215597 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.190391 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0489202 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0755384 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0142557 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.122838 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.106445 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.124079 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0110333 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.02196 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0376669 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0284786 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.00214795 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0213636 # DEPENDENCYPART_SIBL
(13,17),(13,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0393381 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0975424 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0235272 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0194483 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0263814 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.327313 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0194484 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0131999 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0280236 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.327313 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0154723 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.161076 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.135093 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.10308 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0294429 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.389874 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0198471 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.00257301 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0326418 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0804009 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.139075 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.113259 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.13343 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.440396 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.000180988 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0216854 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0188599 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.440396 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.109269 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.132564 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.10638 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0528092 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00229213 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0424699 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0657353 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0255207 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0175236 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.344081 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.295521 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.213472 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0029312 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.032283 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0796843 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.13899 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.113174 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.131647 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0355926 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.320375 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00941276 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.196749 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.17576 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0196773 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.434738 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.124001 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.12439 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.098206 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.042562 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0175236 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.344081 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.295521 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.213472 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.046027 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0418348 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00247674 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0114345 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0711526 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0322664 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.299726 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0715783 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.203729 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.218773 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.299726 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00639769 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.20699 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.190771 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0973065 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.662013 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00629979 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.313879 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.101088 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.353507 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0359789 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.105326 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.408123 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0197033 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.403357 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0123777 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00629979 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0433522 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0914453 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0157266 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0168755 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.00811277 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.144337 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0138291 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.083372 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0212551 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.00811277 # DEPENDENCYPART_SIBL
