# _root_ Egyértelmű sikernek könyvelheti el , hogy a sokáig kizárólag klasszikusokhoz szoktatott , jómódú salzburgi publikum idővel hajlandónak mutatkozott befogadni a kortárs zenét is .
#goldHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,18,18,3,18,22,22,19,18,3,
#predictedHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,17,19,3,18,22,22,19,18,3,
(15,13),(15,22),-0.004344 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0346491 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00462292 # DEPENDENCYPART_SIBL
(15,14),(15,22),3.81923e-05 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.031043 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0420139 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0545168 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.451628 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0732038 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.16729 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.121408 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.118892 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.118892 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.118872 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.121408 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0680679 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0424915 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0461691 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0903454 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0920269 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.02455 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0640561 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0422657 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0277472 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0302467 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0302467 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0309655 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0277472 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.068748 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00669075 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.00801022 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0493389 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0499548 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.030989 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.133604 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0465037 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0875718 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0875718 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0868074 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0465037 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0320725 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0282731 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0257115 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0607451 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0609003 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0283913 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.209184 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.127767 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.127767 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.127754 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.209184 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0958812 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0347828 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0349922 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.149794 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.150431 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.00388492 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0707045 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0707045 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0704057 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0758919 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.115992 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00867623 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0130649 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0962854 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0967274 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.00287301 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0798892 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0798638 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0741387 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0659832 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0154832 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0154832 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.126674 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.126974 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00917209 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0798638 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0741387 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0659832 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0154832 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0154832 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.126674 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.126974 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00917209 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0737687 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0659783 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0153479 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0153479 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.126651 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.126951 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00916434 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.115992 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00867623 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0130649 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0962854 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0967274 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00287301 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0116065 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.011787 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.019455 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0194827 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.00779104 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.00619459 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0193987 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0194266 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.000383531 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0193987 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0194266 # DEPENDENCYPART_SIBL
(16,19),(16,23),-6.6663e-05 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00530309 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0194114 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.019481 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0751526 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0813557 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0813394 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.187944 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.105076 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.013133 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0133423 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0435898 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0440554 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0118302 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0477978 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0242569 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0249737 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0485465 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0280267 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0367032 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0220022 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0202079 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0206234 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0275989 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0204113 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0336344 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0135812 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0345255 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0155444 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0155444 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0224861 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0225742 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0105779 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.00976971 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.013198 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0345153 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.015674 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.015674 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0224688 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0225568 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0105813 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.00977847 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.149888 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0064617 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0108504 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0203086 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0205507 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.00743075 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0621801 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0147918 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0150011 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0397653 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0402308 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.00915048 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0621261 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0161922 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0265988 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0265985 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0346956 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0737863 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0265988 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0265985 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0343787 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0759838 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.000606492 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.020943 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0135206 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0209431 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0131614 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0670323 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.00932101 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.00333206 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0692323 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0884831 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.202155 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0143003 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00690074 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0145702 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.018578 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0692323 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.018578 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0186223 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0145702 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0172463 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.00303536 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0141814 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0124873 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.00639661 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.00851696 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0164935 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.0318992 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.000431247 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.149227 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0678393 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0521058 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.03371 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0575612 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0213466 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.02301 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.149227 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.02301 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.022681 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0213466 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0159198 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0437838 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0200116 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0153934 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0156031 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.017878 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0279421 # DEPENDENCYPART_SIBL
(18,2),(18,24),0.0438841 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0977998 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0413088 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0664173 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0101257 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0119004 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0260255 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.000141723 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0977998 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.000141723 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.000188994 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0260255 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0148925 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0154009 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0203452 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.032455 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00809424 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.00305658 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.00763158 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.03837 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0656892 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0845317 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.00465082 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0284012 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.019348 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0237442 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.051892 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0237442 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0244397 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.019348 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.00665621 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0548069 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.000143439 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.00163962 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0049206 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.00736995 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.00273828 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.0688998 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.104685 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0286749 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.000449901 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.121865 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0550569 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.254444 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0550569 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0558486 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.121865 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.027178 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0333196 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0601923 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0464815 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0175661 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0155362 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.046097 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.0392833 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0446349 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0232523 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.017867 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.011543 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0290329 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.011543 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0110606 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.017867 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0420694 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00399963 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0214474 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0223062 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0203418 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0183134 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0411555 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0402023 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0214129 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.00926438 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0298259 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0616806 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0298259 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.029789 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.00926438 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0207536 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0479447 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0626608 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0934138 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00450614 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.00147726 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0674257 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.00673456 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.050768 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0246036 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0778487 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0246036 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0245666 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.050768 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.013221 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0427224 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.027092 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0692466 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0212761 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0243049 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0383343 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.0371331 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0159812 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.133545 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0159812 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0156522 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0219899 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0183317 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.036755 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0291591 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0241841 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00891129 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.00663635 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0366472 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0327902 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0678251 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0168472 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0168914 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0143716 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0163362 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.00130454 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0175198 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0124249 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.00658214 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.00870249 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0164081 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0250542 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0237442 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0244397 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.019348 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00665621 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0548069 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.000143439 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00163962 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0049206 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.00736995 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.00273828 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0688998 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0168914 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0143716 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0163362 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00130454 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0175198 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0124249 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00658214 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.00870249 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0164081 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0250542 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0147467 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0163445 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00214776 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0176577 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0124334 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.00655166 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.00867201 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0164229 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0250336 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0183317 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.036755 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0291591 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0241841 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00891129 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00663635 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0366472 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0327902 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0303901 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0377814 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0786149 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.000747443 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00228143 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0473715 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.042296 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0141649 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00907 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.00992348 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0120438 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0130532 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0368188 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0271537 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00595874 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0050489 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0211952 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0195023 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00970744 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0106173 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0244401 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0263335 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0198585 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0673606 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.00474011 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.068589 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.00570334 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.035927 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.00996138 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.00311815 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0502192 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0784901 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.202151 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0171207 # DEPENDENCYPART_SIBL
