# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(4,6),(4,16),0.0534008 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.00375506 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.0390268 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0501188 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.119741 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.246916 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0957285 # DEPENDENCYPART_SIBL
(4,7),(4,14),0.0930404 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.000392409 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0912272 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.119852 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.0641731 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.026085 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0186701 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.0112707 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.00555359 # DEPENDENCYPART_SIBL
(4,8),(4,15),0.00468921 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.00616409 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.026005 # DEPENDENCYPART_SIBL
(4,8),(4,20),0.0548242 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.0028503 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0033405 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0546462 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0542 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.0530771 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.00407878 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0380617 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.021336 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.00854094 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.129845 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.00772829 # DEPENDENCYPART_SIBL
(4,11),(4,19),0.0586128 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.0784173 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0146561 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.030379 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0153035 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.00468285 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0137964 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.0428022 # DEPENDENCYPART_SIBL
(4,14),(4,16),6.18889e-06 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0271897 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.112906 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0912272 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.119852 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0641731 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.0226609 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.107083 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0390268 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0657935 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0162602 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0676294 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.131194 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.41417 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00753475 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0467676 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0934685 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.194191 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0672588 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00503892 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0344549 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.161402 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.353507 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0137764 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0352971 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.38724 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00749354 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0149444 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00907785 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0086177 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.425607 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.055064 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0195176 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.073605 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0621189 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0297158 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.129251 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0670359 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0116494 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0316296 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0588936 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00236032 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0710654 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00543553 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0128686 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.00237942 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0118002 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.00459423 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0326704 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0267955 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.13807 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0143454 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.168805 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0112175 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0479208 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0679556 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0149823 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00388898 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0112603 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00739973 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0480716 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.00387779 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0480716 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0292415 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00620166 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0766955 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0648871 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.258194 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0353745 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0505888 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0347536 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0309845 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0215197 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0708923 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0243044 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0504396 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0214982 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0504375 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.10897 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0480932 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0229349 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0858919 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0347705 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0258856 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00152811 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0468937 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0294893 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0195454 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0345604 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0250151 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0294587 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0257348 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0782783 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0208669 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0465569 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0502486 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.010591 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0406771 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0685293 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.012189 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.06956 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0162703 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0103445 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0121804 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0103445 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.053423 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.244032 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0124745 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0948664 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.028175 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0490322 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00332131 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0308971 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00633833 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.093798 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00334844 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0953596 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.03157 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0498137 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.049394 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.163531 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0170965 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0476543 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0139564 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0417417 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.049547 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0477 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.049547 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.338188 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0227801 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0703688 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.034942 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0389029 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.023804 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0393523 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0226536 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0388972 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0226536 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0492902 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0502073 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0167817 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0187388 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0166409 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0171697 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.031343 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0187733 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.031343 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00639384 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.049442 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0270929 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.16406 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0262802 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0782389 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0270988 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0782389 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.125485 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0257297 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.020588 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.026377 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0130039 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0257238 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0130076 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0158856 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00620189 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0315789 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00220271 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0312897 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00220271 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.035494 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.048837 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0775263 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0506614 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0775263 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.00583574 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.00673318 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0350418 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.00673318 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0296686 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.019097 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0285663 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.00406434 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.00218935 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0355194 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.00542877 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0668515 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0444386 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.307926 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.200446 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0668515 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0318367 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.003678 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0114474 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.189572 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.145278 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.662792 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0790181 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00331968 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.636906 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.427894 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.323765 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.025736 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00329173 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.284939 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.395145 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0691922 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00844467 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.380306 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.036815 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.013153 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0790181 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00331968 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0552093 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0215414 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.00598664 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0740137 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0687743 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0616667 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0562074 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00518895 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0687743 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0616096 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0418414 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.000567963 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0360109 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0204517 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0162772 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0432375 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0360122 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0408659 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0513231 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0422066 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0520245 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0383556 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0516478 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0313575 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00779516 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0383556 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0520621 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0275169 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0215427 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0495044 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.055835 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0621546 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0401747 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0495099 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0404094 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.03158 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00396443 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0660861 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0263397 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0793449 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0305092 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0660861 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0268636 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00586292 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0116248 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0142035 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00227714 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0256403 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00849685 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0141988 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.00872941 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0157563 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0832964 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0220403 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0822038 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0300608 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0832964 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0214419 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0422261 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.048921 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.01455 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.085532 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.000610043 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0298996 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0145649 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0282236 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.123651 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0174639 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0102192 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0202658 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.125584 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0172908 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00587091 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0450632 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0025406 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0377119 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0101744 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0242765 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00253382 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0245112 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0634118 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0956371 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00109179 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0619144 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.024917 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0207733 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0272295 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00615706 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00637658 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.027699 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0135537 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00615082 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0106718 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.00695274 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0443103 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.10614 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.014936 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0116391 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00943395 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0173242 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00490476 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0348294 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0177789 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0172967 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0180136 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0213227 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.113786 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0715726 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0205528 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0092954 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0233208 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0026701 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0372639 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0182722 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0233059 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0199482 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0679238 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0172908 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00587091 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0450632 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0025406 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0377119 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0101744 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0242765 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00253382 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0245112 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0634118 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0171163 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0241057 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00257681 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.000651588 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0241187 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00989688 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00257057 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00701496 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0166303 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0625891 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0732693 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0529556 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.069851 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0709268 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0732681 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0709158 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0526229 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00126452 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0263673 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00399051 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0520258 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00126693 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0520221 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00660792 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.000360313 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0371317 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0236265 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0345333 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0236301 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0109299 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0557609 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0765237 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.060497 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.07652 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0489202 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0379112 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0488297 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0379149 # DEPENDENCYPART_SIBL
