# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(4,2),(4,19),0.0817958 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0467697 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0885067 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0351182 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0750787 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0351182 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.297142 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00885234 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0221512 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.297142 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.0221512 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0768402 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.204637 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.112594 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.213472 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.0258881 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0209422 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0240434 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0258881 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0414629 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.013313 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0247047 # DEPENDENCYPART_SIBL
(4,6),(4,15),-0.0414629 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.0247047 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.00435711 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0408184 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0177225 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.00247674 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0325385 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0334195 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0117658 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0421194 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0215844 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0357751 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.0421194 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.0357751 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.00643724 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.037376 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.0642416 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0382633 # DEPENDENCYPART_SIBL
(4,8),(4,9),0.00695602 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.000990942 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0248456 # DEPENDENCYPART_SIBL
(4,8),(4,12),0.0192264 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.00718923 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0248456 # DEPENDENCYPART_SIBL
(4,8),(4,16),0.00718923 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.0258996 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0217164 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.00911421 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.0332401 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.0258881 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0414629 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.013313 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0247047 # DEPENDENCYPART_SIBL
(4,9),(4,15),-0.0414629 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0247047 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.00435711 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.0408184 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0177225 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.00247674 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0421194 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.0215844 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0357751 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.0421194 # DEPENDENCYPART_SIBL
(4,10),(4,16),-0.0357751 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.00643724 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.037376 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0642416 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0382633 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.137759 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.151061 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0217105 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.151061 # DEPENDENCYPART_SIBL
(4,11),(4,18),5.74647e-05 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0286257 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.0263108 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0329812 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0320559 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.227816 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.0320559 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.00998845 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.223142 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.126832 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0259896 # DEPENDENCYPART_SIBL
(4,14),(4,15),0.00996707 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0146816 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.00552125 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.00536873 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.0333711 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0408288 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.151061 # DEPENDENCYPART_SIBL
(4,15),(4,18),5.74647e-05 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0286257 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.0263108 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0329812 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.00552125 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.00536873 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0333711 # DEPENDENCYPART_SIBL
(4,16),(4,22),-0.0408288 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0411923 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0184964 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0170065 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.00132466 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.0199529 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.00643712 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0427912 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0716173 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.102266 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.448274 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0487815 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0750653 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0134043 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0487815 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.117646 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0113354 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.017901 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.017901 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.110499 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.000507116 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.215983 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.429141 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.294166 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.668452 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.12861 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.000113611 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0053533 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.12861 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0384981 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0349701 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.058417 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.058417 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0488919 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0395948 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0105136 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.105326 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.408123 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0483807 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00394458 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00844461 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0483807 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0278874 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0346477 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0507504 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0507504 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0482197 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0680585 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0238545 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.403357 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00201311 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0195549 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0114091 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.00201311 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00319815 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0401258 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0207583 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0207583 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00260181 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0377792 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0872952 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.118008 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00423744 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00331961 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.118008 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0086177 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00907785 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0530946 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0530946 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.00725609 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0771751 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0285178 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0264362 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0701835 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0305097 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.135197 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0349967 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0280619 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0280619 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.131704 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.039798 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0261875 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0547218 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.061644 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0558519 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0901542 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0874843 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0874843 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0598853 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0339286 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.105957 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0153997 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.058216 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.103086 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0612693 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0612693 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0598479 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0213523 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0485651 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.135197 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0349967 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0280619 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0280619 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.131704 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.039798 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0261875 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.169079 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.182878 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.182878 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0453598 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0636611 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.211166 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0110456 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0110456 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.422478 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.17996 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0787788 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0890418 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.160794 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0872655 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.069421 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.160794 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0872655 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.069421 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0630168 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.20415 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0847939 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.13448 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.117934 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.200489 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.105352 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.133054 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0136804 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0256608 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00645075 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0201809 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.254991 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.220259 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.229478 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00888058 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.117628 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0459647 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0183299 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0124063 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0995751 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.131379 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0485461 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0649919 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.000281135 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0431696 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0352525 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0987147 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0340742 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0128931 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0346091 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0392431 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0123174 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0679514 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.113029 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0593277 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.000880212 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0162047 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0895439 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0110767 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0211606 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0374338 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.351274 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0168813 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00593151 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0558607 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0866281 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.223589 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0427912 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0716173 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.102266 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.448274 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0135451 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00973457 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.039605 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0487815 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.117646 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0113354 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.017901 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.117646 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.017901 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.048962 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.110499 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.000507116 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.215983 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.429141 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.294166 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.668452 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0140975 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.225921 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0102462 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.12861 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0384981 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0349701 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.058417 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0384981 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.058417 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0718371 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0488919 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0395948 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0105136 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.105326 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.408123 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0569251 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0935034 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0148062 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0483807 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0278874 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0346477 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0507504 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0278874 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0507504 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.108474 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0482197 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0680585 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0238545 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.403357 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0944221 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0123104 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.118623 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00201311 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00319815 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0401258 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0207583 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00319815 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0207583 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0752321 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00260181 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0377792 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0872952 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0129962 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.361265 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.136714 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.118008 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0086177 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00907785 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0530946 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0086177 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0530946 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.134737 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00725609 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0771751 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0285178 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.2264 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0376138 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0131405 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00765816 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00283849 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.042831 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00765816 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.042831 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0480862 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.014032 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0173084 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.041682 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0590574 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.616632 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0134393 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0607558 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.21415 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0134393 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.21415 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0575743 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0219792 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0272092 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0142176 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.12993 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0400828 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0329278 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0564932 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0400828 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0564932 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0712922 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0504765 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0390499 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00426009 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.135197 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0349967 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0280619 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.135197 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0280619 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.02729 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.131704 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.039798 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0261875 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.169079 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.182878 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0510458 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.182878 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.043313 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0453598 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0636611 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.211166 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0110456 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.425607 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0110456 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0531641 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.422478 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.17996 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0787788 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.164151 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0890418 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0437946 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.160794 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0872655 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.069421 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.182878 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.043313 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0453598 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0636611 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.211166 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0437946 # DEPENDENCYPART_SIBL
