# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(5,11),(5,25),0.0844447 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.0681756 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0124558 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0360576 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0124558 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0124558 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.00309534 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0124558 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0101643 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.00722358 # DEPENDENCYPART_SIBL
(5,12),(5,25),0.0153027 # DEPENDENCYPART_SIBL
(5,12),(5,26),-0.0165333 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0439353 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00655597 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.00655597 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0407275 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.00655597 # DEPENDENCYPART_SIBL
(5,13),(5,22),0.0352655 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0117882 # DEPENDENCYPART_SIBL
(5,13),(5,25),0.000560266 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.0280435 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.109035 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.109035 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.035567 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.109035 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.029588 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.103802 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.111881 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0153496 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.00655597 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0407275 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00655597 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0352655 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0117882 # DEPENDENCYPART_SIBL
(5,16),(5,25),0.000560266 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.0280435 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0407275 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.00655597 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0352655 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0117882 # DEPENDENCYPART_SIBL
(5,18),(5,25),0.000560266 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0280435 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.0206108 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0332987 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.025843 # DEPENDENCYPART_SIBL
(5,19),(5,25),-0.0177639 # DEPENDENCYPART_SIBL
(5,19),(5,26),0.00418003 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.0352655 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0117882 # DEPENDENCYPART_SIBL
(5,21),(5,25),0.000560266 # DEPENDENCYPART_SIBL
(5,21),(5,26),0.0280435 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0314933 # DEPENDENCYPART_SIBL
(5,22),(5,25),-0.0234141 # DEPENDENCYPART_SIBL
(5,22),(5,26),-0.00419561 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.00466404 # DEPENDENCYPART_SIBL
(5,24),(5,26),0.00192197 # DEPENDENCYPART_SIBL
(5,25),(5,26),0.0342512 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0254705 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.542227 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0165824 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00571552 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0165824 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.00571554 # DEPENDENCYPART_SIBL
(7,1),(7,25),-0.00571586 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0202729 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.323082 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0209198 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00791376 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0209198 # DEPENDENCYPART_SIBL
(7,3),(7,24),-0.00838418 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.00709646 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0204848 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00907785 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00331961 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00907785 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.00331963 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.00331995 # DEPENDENCYPART_SIBL
(7,6),(7,26),-0.0285178 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.342981 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00482316 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.342981 # DEPENDENCYPART_SIBL
(7,8),(7,25),0.34298 # DEPENDENCYPART_SIBL
(7,8),(7,26),0.0787788 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.103086 # DEPENDENCYPART_SIBL
(7,10),(7,24),0.00471393 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.00613433 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.0485651 # DEPENDENCYPART_SIBL
(7,11),(7,24),0.342981 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.34298 # DEPENDENCYPART_SIBL
(7,11),(7,26),0.0787788 # DEPENDENCYPART_SIBL
(7,24),(7,25),0.00613431 # DEPENDENCYPART_SIBL
(7,24),(7,26),0.0381165 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.049934 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0332285 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0129962 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.662013 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00907785 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00331961 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00331961 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00331961 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.00331963 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.00331995 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0285178 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.317123 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00283849 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00337853 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00337853 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.00337853 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0029081 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.00419582 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.041682 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00907785 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00331961 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00331961 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00331961 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00331963 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.00331995 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0285178 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,25),0.34298 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.0787788 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.00471394 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.00471394 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.00471393 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.00613433 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.0485651 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.00471394 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.00471393 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.00613433 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0485651 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.00471393 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.00613433 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.0485651 # DEPENDENCYPART_SIBL
(10,24),(10,25),0.00613431 # DEPENDENCYPART_SIBL
(10,24),(10,26),0.0381165 # DEPENDENCYPART_SIBL
(10,25),(10,26),0.049934 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.138684 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.662013 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0129962 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.662013 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.00331995 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0129962 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.662013 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.00331995 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.317123 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.00419582 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.00331995 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.00650024 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0106699 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0513495 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0106699 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.370758 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0157668 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0106699 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.370758 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0157668 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0106699 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0477938 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.240019 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.240019 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0279639 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.240011 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0278212 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.239548 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.241527 # DEPENDENCYPART_SIBL
(14,2),(14,26),-0.00205369 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0058607 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0503077 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0058607 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.373499 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0168004 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0058607 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.373499 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0168004 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0058607 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0471853 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.226914 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.226914 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0271458 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.226906 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0270031 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.226443 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.227732 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.0244938 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.05135 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.00574894 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.375892 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0157665 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.00574894 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.375892 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0157665 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0477941 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.233831 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.233831 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0279642 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.233824 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0278215 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.233361 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.234649 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.00815188 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0246619 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.437328 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0166129 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0246619 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.437328 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0166129 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0246619 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0626272 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0129426 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0129426 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0452003 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0129451 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0452496 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0129426 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.0129426 # DEPENDENCYPART_SIBL
(14,5),(14,26),0.182666 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.375892 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0157665 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00574894 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.375892 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0157665 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0477941 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.233831 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.233831 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0279642 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.233824 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0278215 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.233361 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.234649 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.00815188 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00113436 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0324195 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0345787 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.00113436 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0324195 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0876369 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0218518 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0218518 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0700147 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0218493 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.070174 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0218518 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0204612 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.198796 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0116838 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.144914 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.102369 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0116838 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.12504 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0114531 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0114531 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.00783845 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0114506 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.00858918 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0114531 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0114531 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.0952526 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.375892 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0157665 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0477941 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.233831 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.233831 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0279642 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.233824 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0278215 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.233361 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.234649 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.00815188 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00113436 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0324195 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0876369 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0218518 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0218518 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0700147 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0218493 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.070174 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0218518 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0204612 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.198796 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0116838 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.12504 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0114531 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0114531 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.00783845 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0114506 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00858918 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0114531 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.0114531 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.0952526 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0477941 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.233831 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.233831 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0279642 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.233824 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0278215 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.233361 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.234649 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.00815188 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0307177 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0307177 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.044379 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0307177 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0443791 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0307177 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0307177 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0413139 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0462163 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00632275 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0462163 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0071753 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0462163 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0447938 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.0584892 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.00632275 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0462163 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0071753 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0462163 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0447938 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0584892 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0144106 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0392317 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0144106 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0144106 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.0488019 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0071753 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0462163 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.0447938 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.0584892 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0124989 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.0124989 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0556152 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0447938 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0689378 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0571123 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.113615 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.662013 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0129962 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.138025 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.662013 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.00331961 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00206171 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00331961 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00427239 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.00331963 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.00331995 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0285178 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0129962 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.138025 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.662013 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00331961 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00206171 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00331961 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00427239 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.00331963 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.00331995 # DEPENDENCYPART_SIBL
(16,12),(16,26),-0.0285178 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.794005 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.317123 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00337853 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.045963 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00337605 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0465649 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0029081 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.00419582 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.041682 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.38659 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00798823 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.030653 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00798823 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0321273 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.00798824 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.00904512 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0197197 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.00331961 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00206171 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.00331961 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00427239 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00331963 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00331995 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0285178 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0596592 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.00471393 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0609626 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.00471393 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.00613433 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0485651 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0539914 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00519911 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0539914 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0539904 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.102773 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0609626 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0047139 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0061343 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.048565 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0547282 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0547271 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.105402 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.00613431 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.0381165 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.049934 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0310296 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.000112129 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.063902 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.662013 # DEPENDENCYPART_SIBL
