# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(19,13),(19,23),-0.0223931 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.022646 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0188504 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.0124763 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0248208 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0188504 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0169485 # DEPENDENCYPART_SIBL
(19,13),(19,30),-0.0188504 # DEPENDENCYPART_SIBL
(19,13),(19,31),-0.00661581 # DEPENDENCYPART_SIBL
(19,13),(19,32),-0.0191626 # DEPENDENCYPART_SIBL
(19,13),(19,33),0.0147442 # DEPENDENCYPART_SIBL
(19,13),(19,34),0.0230779 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0130188 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0372317 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0130188 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0147813 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0603788 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00745202 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0545438 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0442381 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.00369503 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0146731 # DEPENDENCYPART_SIBL
(19,14),(19,26),-0.00589819 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.00954118 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.0146731 # DEPENDENCYPART_SIBL
(19,14),(19,29),0.0153104 # DEPENDENCYPART_SIBL
(19,14),(19,30),-0.0146731 # DEPENDENCYPART_SIBL
(19,14),(19,31),-0.0272504 # DEPENDENCYPART_SIBL
(19,14),(19,32),0.01177 # DEPENDENCYPART_SIBL
(19,14),(19,33),0.0643777 # DEPENDENCYPART_SIBL
(19,14),(19,34),0.0500934 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.129691 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0306566 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0351355 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0170717 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.000816355 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0169063 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0407717 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0298161 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.00803745 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.00462407 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0122756 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.00803745 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.00201234 # DEPENDENCYPART_SIBL
(19,15),(19,30),-0.00803745 # DEPENDENCYPART_SIBL
(19,15),(19,31),-0.02457 # DEPENDENCYPART_SIBL
(19,15),(19,32),-0.00595124 # DEPENDENCYPART_SIBL
(19,15),(19,33),0.0184373 # DEPENDENCYPART_SIBL
(19,15),(19,34),0.0127787 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0241498 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0223872 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0463679 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00947575 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00989445 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0571966 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0269969 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0130863 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.00152581 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0327755 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0130863 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.0270779 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0130863 # DEPENDENCYPART_SIBL
(19,16),(19,31),-0.0281413 # DEPENDENCYPART_SIBL
(19,16),(19,32),-0.0294164 # DEPENDENCYPART_SIBL
(19,16),(19,33),-0.0313819 # DEPENDENCYPART_SIBL
(19,16),(19,34),-0.0021499 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0351355 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0170717 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.000816355 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0169063 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0407717 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0298161 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.00803745 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.00462407 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0122756 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.00803745 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.00201234 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.00803745 # DEPENDENCYPART_SIBL
(19,17),(19,31),-0.02457 # DEPENDENCYPART_SIBL
(19,17),(19,32),-0.00595124 # DEPENDENCYPART_SIBL
(19,17),(19,33),0.0184373 # DEPENDENCYPART_SIBL
(19,17),(19,34),0.0127787 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.021609 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00595279 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00478301 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0453089 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.03043 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0131739 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.00916131 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0206053 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.0131739 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.0103421 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.0131739 # DEPENDENCYPART_SIBL
(19,18),(19,31),-0.0291073 # DEPENDENCYPART_SIBL
(19,18),(19,32),-0.014281 # DEPENDENCYPART_SIBL
(19,18),(19,33),0.0118065 # DEPENDENCYPART_SIBL
(19,18),(19,34),0.000953608 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0100428 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.01545 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0391174 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00305732 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0100428 # DEPENDENCYPART_SIBL
(19,20),(19,26),-0.00526958 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0136663 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.0100428 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.00974132 # DEPENDENCYPART_SIBL
(19,20),(19,30),0.0100428 # DEPENDENCYPART_SIBL
(19,20),(19,31),0.0220346 # DEPENDENCYPART_SIBL
(19,20),(19,32),-0.00580744 # DEPENDENCYPART_SIBL
(19,20),(19,33),-0.00855596 # DEPENDENCYPART_SIBL
(19,20),(19,34),-0.0210885 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0729781 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00787104 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.047449 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.01474 # DEPENDENCYPART_SIBL
(19,21),(19,26),-0.00883146 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0229153 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.01474 # DEPENDENCYPART_SIBL
(19,21),(19,29),0.0302405 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.01474 # DEPENDENCYPART_SIBL
(19,21),(19,31),0.0679139 # DEPENDENCYPART_SIBL
(19,21),(19,32),0.0320831 # DEPENDENCYPART_SIBL
(19,21),(19,33),0.0156445 # DEPENDENCYPART_SIBL
(19,21),(19,34),0.0146772 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.300423 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0329759 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.090857 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.0528672 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0720816 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.090857 # DEPENDENCYPART_SIBL
(19,22),(19,29),0.0760225 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.090857 # DEPENDENCYPART_SIBL
(19,22),(19,31),0.0315578 # DEPENDENCYPART_SIBL
(19,22),(19,32),0.0863737 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.256358 # DEPENDENCYPART_SIBL
(19,22),(19,34),0.0781412 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0528234 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0348396 # DEPENDENCYPART_SIBL
(19,23),(19,26),-0.00467907 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0565883 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.0348396 # DEPENDENCYPART_SIBL
(19,23),(19,29),0.060523 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.0348396 # DEPENDENCYPART_SIBL
(19,23),(19,31),-0.00153869 # DEPENDENCYPART_SIBL
(19,23),(19,32),0.062473 # DEPENDENCYPART_SIBL
(19,23),(19,33),0.0585788 # DEPENDENCYPART_SIBL
(19,23),(19,34),0.0326734 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.00817144 # DEPENDENCYPART_SIBL
(19,24),(19,26),-0.00280389 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0508318 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.00817144 # DEPENDENCYPART_SIBL
(19,24),(19,29),0.0560678 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.00817144 # DEPENDENCYPART_SIBL
(19,24),(19,31),0.0167127 # DEPENDENCYPART_SIBL
(19,24),(19,32),0.0598609 # DEPENDENCYPART_SIBL
(19,24),(19,33),-0.0162234 # DEPENDENCYPART_SIBL
(19,24),(19,34),-0.0136231 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0106367 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.02111 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.0183505 # DEPENDENCYPART_SIBL
(19,25),(19,29),0.0284353 # DEPENDENCYPART_SIBL
(19,25),(19,30),-0.0183505 # DEPENDENCYPART_SIBL
(19,25),(19,31),0.0661086 # DEPENDENCYPART_SIBL
(19,25),(19,32),0.0302779 # DEPENDENCYPART_SIBL
(19,25),(19,33),0.0138392 # DEPENDENCYPART_SIBL
(19,25),(19,34),0.00926136 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.00180768 # DEPENDENCYPART_SIBL
(19,26),(19,28),-0.0156516 # DEPENDENCYPART_SIBL
(19,26),(19,29),0.00782411 # DEPENDENCYPART_SIBL
(19,26),(19,30),-0.0156516 # DEPENDENCYPART_SIBL
(19,26),(19,31),0.0151813 # DEPENDENCYPART_SIBL
(19,26),(19,32),0.0119119 # DEPENDENCYPART_SIBL
(19,26),(19,33),0.0153524 # DEPENDENCYPART_SIBL
(19,26),(19,34),0.0108549 # DEPENDENCYPART_SIBL
(19,27),(19,28),-0.0415093 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.0426517 # DEPENDENCYPART_SIBL
(19,27),(19,30),-0.0415093 # DEPENDENCYPART_SIBL
(19,27),(19,31),-0.0297931 # DEPENDENCYPART_SIBL
(19,27),(19,32),-0.0386533 # DEPENDENCYPART_SIBL
(19,27),(19,33),-0.00940935 # DEPENDENCYPART_SIBL
(19,27),(19,34),-0.0216461 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.0284353 # DEPENDENCYPART_SIBL
(19,28),(19,30),-0.0183505 # DEPENDENCYPART_SIBL
(19,28),(19,31),0.0661086 # DEPENDENCYPART_SIBL
(19,28),(19,32),0.0302779 # DEPENDENCYPART_SIBL
(19,28),(19,33),0.0138392 # DEPENDENCYPART_SIBL
(19,28),(19,34),0.00926136 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.0215853 # DEPENDENCYPART_SIBL
(19,29),(19,31),-0.0174616 # DEPENDENCYPART_SIBL
(19,29),(19,32),-0.0272186 # DEPENDENCYPART_SIBL
(19,29),(19,33),0.00207388 # DEPENDENCYPART_SIBL
(19,29),(19,34),0.000192836 # DEPENDENCYPART_SIBL
(19,30),(19,31),0.0661086 # DEPENDENCYPART_SIBL
(19,30),(19,32),0.0302779 # DEPENDENCYPART_SIBL
(19,30),(19,33),0.0138392 # DEPENDENCYPART_SIBL
(19,30),(19,34),0.00926136 # DEPENDENCYPART_SIBL
(19,31),(19,32),0.17091 # DEPENDENCYPART_SIBL
(19,31),(19,33),0.0947571 # DEPENDENCYPART_SIBL
(19,31),(19,34),0.0373996 # DEPENDENCYPART_SIBL
(19,32),(19,33),0.0118406 # DEPENDENCYPART_SIBL
(19,32),(19,34),0.00384247 # DEPENDENCYPART_SIBL
(19,33),(19,34),0.0699282 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00907786 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.00973962 # DEPENDENCYPART_SIBL
(23,3),(23,6),0.0390855 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0199145 # DEPENDENCYPART_SIBL
(23,3),(23,9),0.0119863 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0325627 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.00973962 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.0112029 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.270243 # DEPENDENCYPART_SIBL
(23,3),(23,14),0.0960834 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0112029 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.21124 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0112029 # DEPENDENCYPART_SIBL
(23,3),(23,18),0.0111997 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0700395 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.167248 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0112029 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.270243 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0250823 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.00058969 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.0440463 # DEPENDENCYPART_SIBL
(23,3),(23,27),0.0736339 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.00058969 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.0738871 # DEPENDENCYPART_SIBL
(23,3),(23,30),0.00058969 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.0299618 # DEPENDENCYPART_SIBL
(23,3),(23,32),0.0736898 # DEPENDENCYPART_SIBL
(23,3),(23,33),0.0794936 # DEPENDENCYPART_SIBL
(23,3),(23,34),0.0987642 # DEPENDENCYPART_SIBL
(23,4),(23,6),0.0390855 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0199145 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.0119905 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.0325627 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.00850568 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.0112071 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.270243 # DEPENDENCYPART_SIBL
(23,4),(23,14),0.0960834 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0112071 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.21124 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.0112071 # DEPENDENCYPART_SIBL
(23,4),(23,18),0.0112039 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0701706 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.167248 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0112071 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.270243 # DEPENDENCYPART_SIBL
(23,4),(23,24),0.0250823 # DEPENDENCYPART_SIBL
(23,4),(23,25),0.000589748 # DEPENDENCYPART_SIBL
(23,4),(23,26),0.0440463 # DEPENDENCYPART_SIBL
(23,4),(23,27),0.0736339 # DEPENDENCYPART_SIBL
(23,4),(23,28),0.000589748 # DEPENDENCYPART_SIBL
(23,4),(23,29),0.0738872 # DEPENDENCYPART_SIBL
(23,4),(23,30),0.000589748 # DEPENDENCYPART_SIBL
(23,4),(23,31),0.0299618 # DEPENDENCYPART_SIBL
(23,4),(23,32),0.0736899 # DEPENDENCYPART_SIBL
(23,4),(23,33),0.0794936 # DEPENDENCYPART_SIBL
(23,4),(23,34),0.0987642 # DEPENDENCYPART_SIBL
(23,6),(23,8),0.06255 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.000230972 # DEPENDENCYPART_SIBL
(23,6),(23,10),0.0842767 # DEPENDENCYPART_SIBL
(23,6),(23,11),0.00646418 # DEPENDENCYPART_SIBL
(23,6),(23,12),0.00380852 # DEPENDENCYPART_SIBL
(23,6),(23,13),0.161902 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.0941658 # DEPENDENCYPART_SIBL
(23,6),(23,15),0.00380852 # DEPENDENCYPART_SIBL
(23,6),(23,16),0.0602603 # DEPENDENCYPART_SIBL
(23,6),(23,17),0.00380852 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.00380852 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.0319755 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0525218 # DEPENDENCYPART_SIBL
(23,6),(23,21),0.00380852 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.161902 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0140387 # DEPENDENCYPART_SIBL
(23,6),(23,25),0.000139571 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.0192543 # DEPENDENCYPART_SIBL
(23,6),(23,27),0.0145647 # DEPENDENCYPART_SIBL
(23,6),(23,28),0.000139571 # DEPENDENCYPART_SIBL
(23,6),(23,29),0.0147132 # DEPENDENCYPART_SIBL
(23,6),(23,30),0.000139571 # DEPENDENCYPART_SIBL
(23,6),(23,31),-0.0295285 # DEPENDENCYPART_SIBL
(23,6),(23,32),0.0137211 # DEPENDENCYPART_SIBL
(23,6),(23,33),0.0484996 # DEPENDENCYPART_SIBL
(23,6),(23,34),0.0369584 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0132839 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0622839 # DEPENDENCYPART_SIBL
(23,8),(23,11),0.0479977 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0145246 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.289765 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.114045 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0145246 # DEPENDENCYPART_SIBL
(23,8),(23,16),0.267263 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0145246 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0145246 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0453981 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.00741046 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0145246 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.289765 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0108754 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.00700938 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.00207424 # DEPENDENCYPART_SIBL
(23,8),(23,27),-0.00985173 # DEPENDENCYPART_SIBL
(23,8),(23,28),0.00700938 # DEPENDENCYPART_SIBL
(23,8),(23,29),-0.0096979 # DEPENDENCYPART_SIBL
(23,8),(23,30),0.00700938 # DEPENDENCYPART_SIBL
(23,8),(23,31),-0.0261448 # DEPENDENCYPART_SIBL
(23,8),(23,32),-0.00988952 # DEPENDENCYPART_SIBL
(23,8),(23,33),0.03767 # DEPENDENCYPART_SIBL
(23,8),(23,34),0.00830108 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0166581 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.00993393 # DEPENDENCYPART_SIBL
(23,9),(23,12),-0.0396095 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.280896 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.171547 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0396095 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.158296 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0396095 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0409677 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0397449 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.0471883 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0396095 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.280896 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0402365 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.0599968 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.0075649 # DEPENDENCYPART_SIBL
(23,9),(23,27),-0.0234976 # DEPENDENCYPART_SIBL
(23,9),(23,28),0.0599968 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.0223485 # DEPENDENCYPART_SIBL
(23,9),(23,30),0.0599968 # DEPENDENCYPART_SIBL
(23,9),(23,31),-0.0450803 # DEPENDENCYPART_SIBL
(23,9),(23,32),-0.0236104 # DEPENDENCYPART_SIBL
(23,9),(23,33),-0.00082939 # DEPENDENCYPART_SIBL
(23,9),(23,34),0.00582981 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.0813982 # DEPENDENCYPART_SIBL
(23,10),(23,12),0.0839287 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.165344 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.152271 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0839287 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0852457 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0839287 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0839287 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0416389 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.0265235 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0839287 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.165344 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0159303 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.0391832 # DEPENDENCYPART_SIBL
(23,10),(23,26),0.0119687 # DEPENDENCYPART_SIBL
(23,10),(23,27),0.0132136 # DEPENDENCYPART_SIBL
(23,10),(23,28),0.0391832 # DEPENDENCYPART_SIBL
(23,10),(23,29),0.0134931 # DEPENDENCYPART_SIBL
(23,10),(23,30),0.0391832 # DEPENDENCYPART_SIBL
(23,10),(23,31),0.0215001 # DEPENDENCYPART_SIBL
(23,10),(23,32),0.013215 # DEPENDENCYPART_SIBL
(23,10),(23,33),0.0216512 # DEPENDENCYPART_SIBL
(23,10),(23,34),0.032157 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.0112071 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.270243 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0960834 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0112071 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.21124 # DEPENDENCYPART_SIBL
(23,11),(23,17),0.0112071 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0112039 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.0701706 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.167248 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0112071 # DEPENDENCYPART_SIBL
(23,11),(23,22),0.270243 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0250823 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.000589748 # DEPENDENCYPART_SIBL
(23,11),(23,26),0.0440463 # DEPENDENCYPART_SIBL
(23,11),(23,27),0.0736339 # DEPENDENCYPART_SIBL
(23,11),(23,28),0.000589748 # DEPENDENCYPART_SIBL
(23,11),(23,29),0.0738872 # DEPENDENCYPART_SIBL
(23,11),(23,30),0.000589748 # DEPENDENCYPART_SIBL
(23,11),(23,31),0.0299618 # DEPENDENCYPART_SIBL
(23,11),(23,32),0.0736899 # DEPENDENCYPART_SIBL
(23,11),(23,33),0.0794936 # DEPENDENCYPART_SIBL
(23,11),(23,34),0.0987642 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.28143 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.172927 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.0165421 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.160314 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.0165421 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.0179003 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0385313 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0454673 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0165421 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.28143 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0373133 # DEPENDENCYPART_SIBL
(23,12),(23,25),0.0673898 # DEPENDENCYPART_SIBL
(23,12),(23,26),-0.00140125 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.01957 # DEPENDENCYPART_SIBL
(23,12),(23,28),0.0673898 # DEPENDENCYPART_SIBL
(23,12),(23,29),-0.0184209 # DEPENDENCYPART_SIBL
(23,12),(23,30),0.0673898 # DEPENDENCYPART_SIBL
(23,12),(23,31),-0.0381482 # DEPENDENCYPART_SIBL
(23,12),(23,32),-0.0196828 # DEPENDENCYPART_SIBL
(23,12),(23,33),0.00967391 # DEPENDENCYPART_SIBL
(23,12),(23,34),0.0142658 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.159111 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0454658 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.187293 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.0454658 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0428063 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.116565 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0159105 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0454658 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0394061 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0216364 # DEPENDENCYPART_SIBL
(23,13),(23,25),0.0105266 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0744475 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.0246647 # DEPENDENCYPART_SIBL
(23,13),(23,28),0.0105266 # DEPENDENCYPART_SIBL
