# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(7,2),(7,3),-0.0775954 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.00177448 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0336208 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0679518 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.224873 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0441161 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0728462 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.00897991 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0605542 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.272094 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.00449217 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0407726 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0289766 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0477526 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.362351 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0513592 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.324345 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.282675 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0600658 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00213716 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0437434 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0159771 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.193473 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.576979 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.166798 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0811211 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.000827148 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.64154 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.280966 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0504998 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0377737 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00677678 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.295844 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0263775 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0574332 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0214877 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.241321 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0540946 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0238727 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0468025 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0336077 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0356128 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0237812 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.294682 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0221535 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0223738 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.051208 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0519544 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.128182 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.000808162 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0237558 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0730677 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0975275 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.000808162 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0160351 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0770384 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.216062 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0176062 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0137558 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0940014 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0308313 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0337263 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.168785 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.106547 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0449005 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0265337 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.168637 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00285758 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0788592 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0134869 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00206603 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.127758 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.063622 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.166123 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0665909 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0532847 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0826341 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.107848 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0662671 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.011276 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0859528 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.143645 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.123828 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0197663 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0502041 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0741298 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.060226 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00366902 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0402781 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0741298 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0384286 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.00733368 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.109528 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00214007 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0686946 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0518643 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0932295 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0625345 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0355618 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0518622 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.000778321 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0610313 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0318572 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0313656 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.175083 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.110209 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0469086 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.024173 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.174934 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00411162 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0805434 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0178842 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0096978 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0227544 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0104898 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0148907 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0096978 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0244152 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.00588113 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0363995 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0815365 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0862828 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0128748 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0363995 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.000549359 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0227542 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0447041 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0421084 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0269812 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00384165 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.00301406 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0425335 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.212034 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.335321 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.108991 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.119676 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0480349 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00738851 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0865823 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0395056 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0738869 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0493521 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.00824986 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0584056 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00301406 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.0422487 # DEPENDENCYPART_SIBL
(9,20),(9,22),-0.025696 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.123 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.228566 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.121492 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.122325 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0978535 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.000694131 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0071217 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00334937 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0330862 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00229359 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0165262 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00596557 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0144003 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0071217 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0727383 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.14684 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.136597 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.12712 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.208604 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0269974 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.000476923 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0113997 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0651628 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0139817 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0106815 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.00192355 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0118639 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.000476923 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0381418 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.168618 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.188199 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.168998 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.023894 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0444788 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0204568 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0563209 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0326472 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0121995 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0426812 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0314877 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0444788 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0386488 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0993675 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.159609 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00937856 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00719888 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00572558 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.028644 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0185433 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0036735 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00603858 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00840841 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.00719888 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0404251 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.209709 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.03077 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00244963 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0134513 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0647608 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0177543 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0130184 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00100301 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0147247 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.00244963 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0384024 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0202269 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00464859 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0258712 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0262996 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0117258 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0138467 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00265563 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0104517 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.00464859 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0703173 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00317221 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0220108 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.018293 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0136152 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0175551 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00295915 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00202326 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.00317221 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0152578 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00349222 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0367377 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0210799 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0982752 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0142284 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.016004 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0147187 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0691787 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.155377 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0255662 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0156407 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.00441036 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0119062 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.00419672 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0264443 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00268399 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.000674717 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0514579 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0386135 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0512448 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0262752 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.00811456 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.00450279 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00987918 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.00428972 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.00435133 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0146505 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0145246 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0148636 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.0163159 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0158545 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0145647 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0684655 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0686622 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.00235651 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.0691787 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0167576 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0386775 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00238157 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0816803 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0775875 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0450226 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0171286 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.157795 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.121989 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0343872 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0142443 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0817933 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0225669 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0524022 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0343872 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0267314 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0145199 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0209775 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0142443 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0648829 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0896578 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0280914 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0750513 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0175329 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0131774 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0424854 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0269201 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0394191 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0430453 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0196631 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0105662 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0328149 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00300138 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0430453 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0162668 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0196631 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0295353 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.0196631 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.00551268 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0295127 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0178263 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.120484 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0154125 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0161976 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0844771 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.120149 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0228389 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.013283 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0338631 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0368934 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00201169 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0228389 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0131892 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.013283 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.00493681 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.013283 # DEPENDENCYPART_SIBL
(11,3),(11,22),-0.0865165 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.11092 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0310494 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.055016 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0247273 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.111066 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0648868 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0109116 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.00110954 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00581813 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0181094 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00413407 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0109116 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0214317 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00125818 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0109403 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.00110954 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.018849 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0480996 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0241825 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0188827 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00391856 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.14085 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0324453 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0300028 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0106067 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0301619 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00990125 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0324453 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0326469 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0303266 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0530413 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0300028 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0207218 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0555368 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0425868 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0601091 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.142677 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0361701 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00584242 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0143218 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0241329 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0132384 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0361701 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0233743 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00584242 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.00488217 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00584242 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.00904085 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.00687041 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.115041 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0707218 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0109969 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0495762 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0396729 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.041008 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0394647 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0109969 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00618181 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0495741 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0116084 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0495762 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00403153 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.130624 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.048832 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0148812 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.000766186 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00310685 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0201567 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0138559 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0148812 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0233575 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.000617551 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00204722 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.000766186 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0192799 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0359415 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0372318 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0320716 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0403755 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0435405 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00144426 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0372318 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0299995 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.03249 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0390384 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0320716 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.00191062 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.000462877 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00606106 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.023422 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0649086 # DEPENDENCYPART_SIBL
