# _root_ Éppen ezért a Simi_Kft.-vel szembeni kartell megalakítására hívja föl a vidéki csapatokat , a Nyíregyházát , a Pécset és a Százhalombattát .
#goldHeads=8,8,4,5,6,7,8,0,8,12,12,8,8,15,19,19,18,19,8,21,19,8,
#predictedHeads=8,8,4,5,6,7,8,0,8,12,12,8,8,15,8,8,18,19,8,21,19,8,
(7,5),(7,12),-0.00412845 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0329199 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00412845 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0329199 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00412845 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.00173655 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00427361 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.00751662 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.00337819 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00283849 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00337853 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00283849 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00337853 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0300658 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.041682 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.076408 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.166833 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.076408 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.166833 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.076408 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0420471 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.211141 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.103086 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00471393 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.103086 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00471393 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.000972934 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0485651 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.342981 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.00482316 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.342981 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0802639 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0787788 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.103086 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00471394 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.000972934 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0485651 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.342981 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0802639 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0787788 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.000972934 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0485651 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.195932 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0103944 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.093489 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0210375 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.00637682 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0210375 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0210375 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.000718035 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0859226 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00478316 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00691618 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00945437 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0859226 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00691602 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00945437 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00691602 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0191015 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.00691602 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0059513 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0697905 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0671042 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0642021 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0671042 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0671042 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0182809 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0640053 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0309563 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0462233 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0385007 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0640053 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0462235 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0385007 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0462235 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00442237 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0462235 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0116416 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0165256 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0368415 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0165256 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0165256 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.00136375 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0208906 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00211059 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0248877 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0281295 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0208906 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0248877 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0281295 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0248877 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.027063 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0248877 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0548527 # DEPENDENCYPART_SIBL
(8,4),(8,5),-2.54293e-05 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0320569 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0320569 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00211105 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0264551 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00986295 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0159245 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00403436 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0264551 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0159242 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00403436 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0159242 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0236292 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0159242 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0156878 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0159655 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0159655 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00445583 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00726141 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0298785 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00889091 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0231146 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00726141 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00889091 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0231146 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00889091 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0335444 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00889091 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0136391 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0320569 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00211105 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0264551 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00986295 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0159245 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00403436 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0264551 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0159242 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00403436 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0159242 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0236292 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0159242 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0156878 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00211105 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0264551 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00986295 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0159245 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00403436 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0264551 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0159242 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00403436 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0159242 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0236292 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0159242 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0156878 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.034382 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0399081 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0223931 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0184896 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.034382 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0223931 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0184896 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0223931 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0356179 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0223931 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0213962 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.016317 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00448833 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.033625 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.080961 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00448833 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.033625 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00448833 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0298337 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.00448833 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0299323 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0343194 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0212097 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0387204 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0343194 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0212097 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0343194 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0196739 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0343194 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00873733 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0138183 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0607409 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0369523 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0138183 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0369523 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.025159 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0369523 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.00128084 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.114774 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0598411 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.043663 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0598411 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0696184 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0598411 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0493196 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.00448833 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.033625 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00448833 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0298337 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.00448833 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0299323 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0138183 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0369523 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.025159 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0369523 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.00128084 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0598411 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0696184 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0598411 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0493196 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.025159 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0369523 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.00128084 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0962062 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.00806851 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.00128084 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0733363 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0733363 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.104506 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.126459 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0103886 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0103886 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0659434 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0715437 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0951734 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0955457 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00516913 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00516913 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.025121 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0951734 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0955457 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00516913 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00516913 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.025121 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0911733 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0230135 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0230135 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.124879 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0546337 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0546337 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.0190685 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0484785 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0548758 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0548758 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0390055 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.187688 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.204716 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.140922 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0631152 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0434437 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0396949 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.228851 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.180554 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0582715 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0736786 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0404553 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.148016 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0374862 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0205572 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.014166 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0762065 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0447839 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0323586 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0225869 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0194889 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0213319 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.125791 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.41363 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0398288 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0280136 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0398288 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0398288 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0686795 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.41363 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.010523 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.00388215 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0044696 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.00388215 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0044696 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0492023 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0044696 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.111988 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.416499 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0502357 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0111932 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0502357 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0502357 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0551754 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.416499 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00629739 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.015322 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0249421 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.015322 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0249421 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0449582 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0249421 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.112282 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0129962 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0978559 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0129962 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0129962 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.20699 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.662013 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.152093 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.00907785 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00331961 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.00907785 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.00331961 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00449301 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.00331961 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0285178 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0280753 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0181062 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0181062 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.153165 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.317123 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0478435 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.00283849 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00337853 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00283849 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.00337853 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0300658 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00337853 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.041682 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00988963 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00988963 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.106742 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.669484 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0161792 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0329199 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00412845 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0329199 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00412845 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.00173655 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.00412845 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.00427361 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0181062 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.153165 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.317123 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0478435 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00283849 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00337853 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00283849 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00337853 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0300658 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.00337853 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.041682 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.153165 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.317123 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0478435 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00283849 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00337853 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00283849 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00337853 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0300658 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.00337853 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.041682 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.353507 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0643861 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0139945 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00628592 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0139945 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00628592 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.033747 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.00628592 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.12131 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.152093 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00907785 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00331961 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00907785 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.00331961 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00449301 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00331961 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0285178 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0329119 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00411379 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0329119 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00411379 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00173115 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00411379 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00425068 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.342981 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00482316 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.342981 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0802639 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.342981 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0787788 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.103086 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00471394 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.000972934 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00471394 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0485651 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.342981 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0802639 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.342981 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0787788 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.000972934 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.00471394 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0485651 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0392933 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.195932 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0485651 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.041205 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0332285 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0874456 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0129962 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.190771 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.662013 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00907785 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00331961 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.00331961 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0285178 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.641684 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.317123 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00751023 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00315154 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.00315154 # DEPENDENCYPART_SIBL
