# _root_ Ugyanakkor mindkét szakember csak akkor tulajdonítana jelentőséget az eltérésnek , ha hónapokon át , tendenciaszerűen jelentkezne .
#goldHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
#predictedHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
(6,10),(6,14),-0.0129099 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0604985 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.194562 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0489202 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0472461 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0309855 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0252619 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0838105 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.069136 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00892771 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0242193 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0430489 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0263357 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0189344 # DEPENDENCYPART_SIBL
(6,12),(6,17),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0415634 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0921639 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0252286 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0111792 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0604985 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.194562 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0489202 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0297868 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.010899 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0178063 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.138672 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0498984 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0677545 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.115636 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0639253 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.00422382 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0073766 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0204235 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0073766 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.040847 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0204235 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0672514 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0463733 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.114635 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0284383 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0366282 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0994888 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0853142 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.00227257 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0125521 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0217672 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0125521 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00514446 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0217672 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0090414 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.000699733 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0143871 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.166978 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.189317 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.152818 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0246431 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.003406 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.000488522 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.003406 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0216869 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.000488522 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0455746 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00494912 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0492652 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0856494 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0479829 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.00147814 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0294479 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0235781 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0294479 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.0338458 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0235781 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0715151 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0511001 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.136189 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0785825 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00501419 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0127685 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0294919 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0127685 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0389254 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0294919 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0640645 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.0456335 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.138728 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0113638 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00602675 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0137764 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00602675 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0104119 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0137764 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0232484 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0352971 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.121936 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0427426 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0333025 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0427426 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.00888249 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0333025 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00573358 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0402739 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0512672 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.103086 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.00471394 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0225627 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.103086 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0611732 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.058216 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0485651 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.342981 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.079786 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00482316 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.153297 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.425607 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0787788 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0225627 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.103086 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0611732 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.058216 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0485651 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0998256 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.114171 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0686927 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.147318 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.153297 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.425607 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0787788 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0558709 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.106008 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.211166 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.138748 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0678318 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.115713 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0493052 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.348895 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0204235 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0073766 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0410146 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0204235 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0672514 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0463733 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0366292 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0994898 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.028829 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.327348 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0217672 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0125521 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.00531205 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0217672 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0090414 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.000699733 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0857267 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0457276 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.385231 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0235781 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0294479 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0340133 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0235781 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0715151 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0511001 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0763601 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.329497 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0294919 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0127685 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.039093 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0294919 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0640645 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0456335 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.269766 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00415006 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00304016 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0217909 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00415006 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0436728 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00747943 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0165824 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00571552 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0224887 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0165824 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0128581 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0121052 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.342981 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.079786 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00482316 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.153297 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.425607 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0225627 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.103086 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0611732 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.058216 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0998256 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.114171 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0686927 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.153297 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.425607 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0558709 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.12091 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.138885 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.145514 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0841552 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.120735 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.00536737 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.120937 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.339358 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0352397 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0231602 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0579339 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.102601 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0658317 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.148096 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.1365 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0969381 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0140114 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.00749701 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0111117 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.396383 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0878792 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0266271 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0202119 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0454337 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0563776 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.173955 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.121964 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.15217 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0220506 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.152372 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.406426 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0698789 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0174305 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0728355 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.132251 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.103237 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0975886 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.132768 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0251254 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.13297 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.368185 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0182099 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.042813 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0344619 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0844774 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.055691 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0290862 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0262565 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0290543 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.388454 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0586745 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0535536 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0041667 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.125903 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0965106 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0100244 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0147005 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.40658 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0951961 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0292988 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0191992 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0490295 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0507678 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0788936 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.321311 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0270024 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0373414 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0159964 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0887179 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0310839 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.407695 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0954257 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0282282 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0201068 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0491073 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0508233 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0466754 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.108601 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0302133 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.111196 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0861549 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.118181 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0645433 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0141675 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0432895 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.134011 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.248737 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0830139 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.040458 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0375229 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0757013 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0457276 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.385231 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0463415 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0444731 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.123263 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0340133 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0235781 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0715151 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.269766 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0190586 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.63958 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.465997 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0217909 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.00415006 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0436728 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.000855746 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.213182 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.136018 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0224887 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0165824 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0128581 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.641687 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.466839 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0219301 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00283849 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0446881 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.225533 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0397412 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0346477 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00378308 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.000481371 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.029826 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0326933 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0998256 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.114171 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.153297 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.164431 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0721568 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.167326 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.289975 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.167326 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0661958 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.024024 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0333382 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.185848 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0721886 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.166519 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.295042 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.166519 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0697002 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0258735 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0307758 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.193556 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.118246 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0599349 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.118246 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0386965 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.000357658 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00162114 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0950537 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.296206 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.166189 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0686413 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0249765 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0307064 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.193509 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0527668 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0990046 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0264887 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0183652 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.111555 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0686413 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0249765 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0307064 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.193509 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0611614 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.286379 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0630576 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0448252 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0550267 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0986694 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.172855 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.198997 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.137116 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.151855 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.158211 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0601776 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.19892 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0741495 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.184262 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.19892 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.207053 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0741495 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0476172 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0328675 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0680993 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0998031 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.112985 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0596141 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0328707 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.215266 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.278395 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0328707 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.153362 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.215266 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0139856 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.168694 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.153822 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.151373 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0441161 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0757098 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.276388 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.292002 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0757098 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.186843 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.276388 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0698387 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.146218 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.159786 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0754488 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.214698 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0680654 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.204017 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.214698 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.212038 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0680654 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0498768 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.170255 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.043426 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.218215 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0759106 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.191114 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.218215 # DEPENDENCYPART_SIBL
