# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
(7,2),(7,19),0.0117118 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0493129 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0215177 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0526318 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.016005 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0630921 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00695703 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00785506 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0158292 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00098683 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00785506 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.016005 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0289675 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0151248 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.00785506 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.00721263 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0546619 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0675172 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0306963 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0585765 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0149174 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0463756 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.00303876 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00582046 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0463756 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0306963 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.00972178 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0142994 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0463756 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0381016 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0151949 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0197557 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0709347 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0171001 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0242102 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.011515 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0673868 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0242102 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0197557 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0522331 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0116483 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0242102 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.0187124 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0168984 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0639855 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00785042 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00696167 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0161296 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00188022 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00696167 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0168984 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0298609 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0154253 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00696167 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.00394164 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.212344 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0366394 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.1272 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.275111 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0804089 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.1272 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0243552 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.783633 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.220196 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.1272 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0583782 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0385036 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0686779 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.000778582 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0497596 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0686779 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0398269 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0242434 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0569451 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0686779 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00652892 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00976604 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.029651 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0201249 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.00976604 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00530046 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0459897 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00855819 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00976604 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00212393 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.026838 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0306313 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00602445 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00627169 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.014097 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0131393 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00602445 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0041052 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0382807 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0417661 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0524304 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0141853 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0108442 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0417661 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.046469 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.10316 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0383737 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.103434 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0367315 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.10316 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0151978 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00627169 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.014097 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0131393 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.00602445 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0041052 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.783633 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.220196 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.1272 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0583782 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.158271 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00786118 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.126867 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0524164 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0284017 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0041052 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00606635 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0104492 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0291871 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00606635 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.10572 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.234836 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0735337 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0133473 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0183474 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0133473 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00620623 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0445749 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.000904886 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0133473 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0358671 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0563619 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00841572 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00836356 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.117433 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.322181 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0284352 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.124368 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0149023 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.124368 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00671298 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0130749 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00919965 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.124368 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0226073 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0970334 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0109918 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0769828 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.186973 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0346441 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0402349 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.017832 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0402349 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0400679 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00316377 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0187822 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0402349 # DEPENDENCYPART_SIBL
(9,4),(9,19),-8.85253e-05 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0320233 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.104709 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.330248 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0179681 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0550072 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0104752 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0550072 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0162461 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.003994 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0163518 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0550072 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.000384805 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.117433 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.323204 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0284352 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.124368 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0146058 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.124368 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00671298 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0130749 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00890319 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.124368 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0214185 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.391537 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0385455 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.000478845 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.108604 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.000478845 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.012392 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.12425 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.11046 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.000478845 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.194416 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0396889 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0420296 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.107966 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0420296 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0166687 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0817412 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.106284 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0420296 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.186865 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0155901 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0161118 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0155901 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0226119 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0232195 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0220118 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0155901 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.057304 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0115024 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0090425 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0393463 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.054743 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0376288 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0090425 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00992649 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0908329 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.179397 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0453709 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0335553 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0908329 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0878474 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0393463 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.054743 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0376288 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0090425 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00992649 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.197521 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.176066 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0981344 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00942262 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0193781 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0671741 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0936271 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0701927 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0547654 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00992649 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.155494 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0296633 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0768459 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.157427 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.281595 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.298928 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0205572 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0227383 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.00734391 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0205572 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.062178 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.199231 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.142105 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.160807 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0770661 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.197737 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0429239 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.04368 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0241199 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0429239 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0640803 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0453655 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.117596 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.222362 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.277307 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0144584 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0195165 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0191559 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0144584 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0121785 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.157427 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.282618 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.298928 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0205572 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0227383 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00764037 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0205572 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0609892 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.268537 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.107637 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0589124 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0742397 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0477598 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0589124 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.153517 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.206976 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0206321 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00350407 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0309668 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0206321 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0204113 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.020053 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0105797 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0142333 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.020053 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0732836 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0286813 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0361497 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.000574103 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0136211 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0527911 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0360587 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0302537 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0261608 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0539439 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0136211 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.204874 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.000855746 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00555519 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0253582 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.000855746 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.164483 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.213182 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.146825 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.203282 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00571552 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0165824 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00571552 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00337584 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0549527 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0103582 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00337584 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.123753 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.440818 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.3743 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00379814 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00411539 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.032912 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.00411539 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.165085 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00320603 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.018106 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.15869 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.640665 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.489486 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.044125 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00337853 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00283849 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00337853 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.20806 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0272689 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0939967 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0986221 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.18019 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0113409 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.00643653 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00092466 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00643653 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0164885 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0894918 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.388073 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.389213 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.00178621 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0153975 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0201917 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0153975 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.15869 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.641687 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.489486 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.044125 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00337853 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00283849 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00337853 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.325241 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.181574 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.066906 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00700892 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00469218 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00700892 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.307851 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0238872 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00844461 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0346477 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00844461 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0127334 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00566811 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0152956 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00566811 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00411379 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0329118 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00411379 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.103086 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00471394 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.342981 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0248782 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0633475 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.114347 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0547377 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0607394 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0364951 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0289276 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0880982 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0247588 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.062774 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0812105 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00477352 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00125182 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.060488 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0144306 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.00477352 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.029056 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.030174 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.042518 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0452825 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0275659 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0422524 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0900062 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.161307 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0254612 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0296004 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0108056 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0145919 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0656559 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0322203 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0024211 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0145919 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.013815 # DEPENDENCYPART_SIBL
