# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(3,7),(3,9),0.184655 # DEPENDENCYPART_SIBL
(3,7),(3,10),0.146933 # DEPENDENCYPART_SIBL
(3,7),(3,11),0.193442 # DEPENDENCYPART_SIBL
(3,7),(3,12),-0.0081586 # DEPENDENCYPART_SIBL
(3,7),(3,13),0.0846082 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.0628351 # DEPENDENCYPART_SIBL
(3,7),(3,15),0.0388162 # DEPENDENCYPART_SIBL
(3,7),(3,17),0.171458 # DEPENDENCYPART_SIBL
(3,7),(3,18),0.141596 # DEPENDENCYPART_SIBL
(3,8),(3,9),-0.0321802 # DEPENDENCYPART_SIBL
(3,8),(3,10),-0.0471311 # DEPENDENCYPART_SIBL
(3,8),(3,11),-0.0249296 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.00764684 # DEPENDENCYPART_SIBL
(3,8),(3,13),0.0402532 # DEPENDENCYPART_SIBL
(3,8),(3,14),-0.00239312 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.0181982 # DEPENDENCYPART_SIBL
(3,8),(3,17),-0.00285716 # DEPENDENCYPART_SIBL
(3,8),(3,18),-0.00233901 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.0515095 # DEPENDENCYPART_SIBL
(3,9),(3,11),-0.00864959 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.0569908 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0022091 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.0114133 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0364651 # DEPENDENCYPART_SIBL
(3,9),(3,17),-0.0101555 # DEPENDENCYPART_SIBL
(3,9),(3,18),0.0148862 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0233001 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0110234 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.00285069 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0378145 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0180916 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0206942 # DEPENDENCYPART_SIBL
(3,10),(3,18),-0.00999635 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.0599745 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.00078577 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0143606 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0335276 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.00688698 # DEPENDENCYPART_SIBL
(3,11),(3,18),0.0178063 # DEPENDENCYPART_SIBL
(3,12),(3,13),0.81544 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.127351 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0291674 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.214474 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.0489202 # DEPENDENCYPART_SIBL
(3,13),(3,14),0.037091 # DEPENDENCYPART_SIBL
(3,13),(3,15),0.0136934 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0798897 # DEPENDENCYPART_SIBL
(3,13),(3,18),0.124079 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0149918 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.016278 # DEPENDENCYPART_SIBL
(3,14),(3,18),-0.00934732 # DEPENDENCYPART_SIBL
(3,15),(3,17),-0.00245566 # DEPENDENCYPART_SIBL
(3,15),(3,18),0.0103642 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0511971 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.174159 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.0936371 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.055803 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.118366 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.255241 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0981844 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0444541 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.11084 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.112235 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0981844 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0604603 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.154096 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.230634 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.13531 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.028688 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00728441 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0176066 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.0177525 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.028688 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.01002 # DEPENDENCYPART_SIBL
(5,3),(5,17),0.0375968 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.0864882 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0298932 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0159886 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.019354 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0224783 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0298932 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.000918959 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0537617 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0611895 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.289043 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.330898 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.316637 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0248797 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.391993 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.351273 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.151684 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.107973 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.100713 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0262518 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0153803 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.088472 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0750324 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0435506 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.148633 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0410074 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0425822 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.119055 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.138616 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0353273 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0370523 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.104782 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.391993 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.351273 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.151684 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.0349187 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0773182 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.142937 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.134208 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0818345 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0926803 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.170501 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.410527 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.132936 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.29305 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.292353 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.293058 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.146556 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.149714 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.12188 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.366676 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.206544 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0424726 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0672477 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0746161 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.346676 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.039931 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.217041 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.17717 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.218301 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0270627 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0595177 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.016169 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.283465 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.149311 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0131845 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0464345 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.359975 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00157569 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.113475 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0984348 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.113488 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0323821 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.06414 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00698346 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.187708 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0885128 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0867271 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.328313 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0089955 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0304187 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.021388 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0333355 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0122409 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.00816776 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00640476 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.0914476 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0330083 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.310457 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00995089 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.171035 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.138788 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.172295 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0175786 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0389083 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.000623256 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.233747 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.0814915 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0136093 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.122553 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0786776 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.122643 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0379709 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0575573 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00705121 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.261734 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.106874 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0120993 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00783472 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0115257 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0612396 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0471345 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0419219 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00499082 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00617729 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.021488 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0143686 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.123824 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0697474 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0142862 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0150364 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0649203 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.016759 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0818276 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0823474 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0122801 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0185233 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.030342 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.122491 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0696781 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.014304 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.014831 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0621287 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.194776 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0970276 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.2418 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00946249 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0261561 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0408511 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0831228 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0424991 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.021452 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.129979 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0855116 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0868288 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0285931 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0266929 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0471423 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0628639 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0407605 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0464692 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0122393 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0266929 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0183484 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0683685 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00181953 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0843489 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0307749 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0275324 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0296351 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0174039 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0431042 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0227493 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.045647 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00218567 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.119926 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00195301 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0669799 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0964385 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0752991 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0188168 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0831601 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0255592 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00858663 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.000236672 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.146984 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0154714 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0352256 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00513093 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0898086 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0262465 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00244956 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0602964 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00419486 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0215981 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0281143 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0158168 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0136657 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0157646 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0323354 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.030773 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0633529 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.11831 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0611413 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0422902 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.071813 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00340562 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0173394 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0525351 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00384894 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0167443 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0181324 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0505929 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0281661 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.034873 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0300858 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0108317 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0776382 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0459553 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0570872 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0647061 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0078489 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0168164 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0284014 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.114497 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0575575 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0494928 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0359618 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0679001 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0346867 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0501073 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0821273 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00258547 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0287351 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00152027 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.10625 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.067306 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0944203 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0480314 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0157169 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.016187 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0548176 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0325959 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0190258 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0566288 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0176492 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0212667 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0964385 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0752991 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0188168 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0831601 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0255592 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00858663 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.000236672 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.146984 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0154714 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0333519 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0186913 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.031941 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.045907 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00979774 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0756685 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.030746 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0172356 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0665503 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0287839 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0213609 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.026326 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0036531 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00207268 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0428538 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.847905 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.132073 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0341628 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0690095 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.220798 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0732252 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0476287 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0245121 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0145862 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0968731 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.157885 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0158189 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0362966 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0170039 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0032423 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0164107 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00163827 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0238745 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.011371 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.000546899 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0762446 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0081424 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.103655 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0183589 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0294561 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00837789 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0188103 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00202958 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00926688 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0447388 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0244672 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.110134 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0583902 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.01451 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0103387 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0142166 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0194093 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0112328 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0641124 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0230516 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0449564 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0131708 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0382588 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0392243 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0313115 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00416251 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.109651 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0585332 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0589619 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00564291 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0266049 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0366706 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0402726 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0388409 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0151179 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00826103 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0187488 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00210613 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00939614 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.044622 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0225491 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0837508 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0110472 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.000861551 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0251095 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0584877 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.842413 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0897109 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.27249 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0952354 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00776158 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.12091 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.159554 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.05275 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0187772 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0918785 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0282318 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0461723 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0569716 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0392216 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0369397 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0133412 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0282318 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0462981 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0558592 # DEPENDENCYPART_SIBL
