# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(3,8),(3,10),-0.0349019 # DEPENDENCYPART_SIBL
(3,8),(3,11),0.0673632 # DEPENDENCYPART_SIBL
(3,8),(3,12),0.0634496 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0748776 # DEPENDENCYPART_SIBL
(3,8),(3,15),-0.00109794 # DEPENDENCYPART_SIBL
(3,8),(3,16),-0.048035 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.065472 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0183798 # DEPENDENCYPART_SIBL
(3,9),(3,10),-0.00640642 # DEPENDENCYPART_SIBL
(3,9),(3,11),0.0522529 # DEPENDENCYPART_SIBL
(3,9),(3,12),0.00414091 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.00714582 # DEPENDENCYPART_SIBL
(3,9),(3,15),-0.0418666 # DEPENDENCYPART_SIBL
(3,9),(3,16),-0.0250925 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.0211364 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.0377053 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0599745 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.00078577 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.00410053 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.0455009 # DEPENDENCYPART_SIBL
(3,10),(3,16),-0.0240672 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0239409 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0178063 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.81544 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0567683 # DEPENDENCYPART_SIBL
(3,11),(3,15),-0.0189304 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.159819 # DEPENDENCYPART_SIBL
(3,11),(3,17),-0.0238466 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0489202 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.0785098 # DEPENDENCYPART_SIBL
(3,12),(3,15),0.0319292 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0863912 # DEPENDENCYPART_SIBL
(3,12),(3,17),-0.0308306 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.124079 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0299193 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.0434305 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0148566 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0134063 # DEPENDENCYPART_SIBL
(3,15),(3,16),-0.0929068 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.001929 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0398374 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0129787 # DEPENDENCYPART_SIBL
(3,16),(3,19),5.42023e-05 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.425666 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.140226 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.498666 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0208437 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.156616 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0348845 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0504062 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0529394 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0221747 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0195171 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.15672 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0555547 # DEPENDENCYPART_SIBL
(5,2),(5,17),-0.025307 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.15672 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0934873 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.456087 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0194989 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.13545 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0347867 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0502203 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0547465 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.021729 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0219427 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.135554 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.0573618 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.023675 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.135554 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.11209 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.00742338 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0862185 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0423103 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0116363 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0125309 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0755656 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0255671 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0833692 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.00373546 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0450133 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0833692 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.00958973 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0183938 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0765699 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0459334 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0470907 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0612815 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0480411 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0185912 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0470894 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.0741036 # DEPENDENCYPART_SIBL
(5,6),(5,18),0.0185912 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.145263 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0811773 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0394491 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0309193 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0541644 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.00833022 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00590537 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0292411 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.10232 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.00590537 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0351916 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0048859 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00202961 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0401044 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0223489 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0337153 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00203428 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.0811459 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0337153 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.089008 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.00180849 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0815718 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00423652 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0168418 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.00563948 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0871012 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.0168418 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0645969 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0868486 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.00347927 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0151382 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00250497 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.0901256 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0151382 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0634602 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.311971 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.00395349 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.229406 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0110438 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.00395349 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0717532 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0624238 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0227205 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.00372089 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0624238 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0609573 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.029852 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.100453 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.00590673 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.0372624 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0877502 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0149063 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0594345 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.027678 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.450083 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0372624 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.127511 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0652818 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0905002 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.027175 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0458736 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.106528 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0449602 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.344132 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.00133645 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00102735 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.313756 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.000380812 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.000164792 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00351575 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0315995 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0851131 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0356618 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0555555 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0728411 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0129683 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0128911 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0417581 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0267816 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0216863 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0417581 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00238791 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0910547 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0127239 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00952486 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0238901 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.021243 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00529231 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0238901 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.132456 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00296519 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00202659 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.000707613 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0143226 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.000966852 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.000707613 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00873749 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0127414 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0246638 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0124097 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0165302 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0246638 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0479156 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0677079 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0218924 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0440859 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0677079 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0656923 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.022215 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0469036 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0656923 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.122951 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.142068 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.136957 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0564405 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0551004 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0654607 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0547522 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0496077 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.00508672 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0172102 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0193101 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0475316 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0230953 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0317963 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0643309 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0264231 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0731045 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.031487 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0428472 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0514897 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0292609 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0731045 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00606565 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0195085 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.143588 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00852714 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0235473 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0479651 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0188217 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0135799 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0324613 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00151727 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0289872 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00855416 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0193814 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00492558 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0322111 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0289872 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00813088 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0763477 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.00577695 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0293174 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0395898 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.000717474 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0112719 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.00561401 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0193947 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0298462 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0270579 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0393503 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0199262 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00901917 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0298462 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00192936 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0128117 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0266255 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0178777 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0289121 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0294064 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0298328 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.012251 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.017994 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0106557 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.00200352 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00808318 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0466883 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.017994 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0394023 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00811623 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.039651 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0587793 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0948252 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.047822 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0391292 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00690573 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0453571 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0736036 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.114519 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0322724 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00690573 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0649262 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.000931116 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0587335 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0157883 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0105861 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0471706 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0123127 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0304271 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0121009 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0300516 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00806211 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0123127 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0150082 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0316324 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0390655 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.026264 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0333195 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0567063 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0372965 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.067577 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0578715 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.000788714 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0567063 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0204089 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.080575 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0791078 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0285779 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00806032 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0347596 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0396902 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0925842 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0192298 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00806032 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0377424 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0750615 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.00886566 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00575169 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00276355 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0132632 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0221219 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0362631 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00575169 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.00189765 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.804128 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0522495 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0414637 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0087185 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.141679 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.027604 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0522495 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00283932 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00335319 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.09796 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0938541 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.107965 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0117816 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00335319 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.116064 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00414818 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0170031 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0579685 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00100102 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0393226 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0366481 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00994266 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0513374 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0161767 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0351637 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0411259 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0719519 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0341494 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0314118 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0461305 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0253009 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0128997 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0158544 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0354876 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.401345 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0366481 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0123506 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.14819 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0314408 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0178036 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0424974 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0287891 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.017153 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0304441 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00898209 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0514257 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.000272666 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.0164803 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00554864 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0208751 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0514257 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.023276 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0793449 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.0276341 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0245667 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0351152 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00825687 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0367911 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00227714 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0102151 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00872941 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0193339 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0375521 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0206229 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00363651 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00872941 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0157563 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.00704526 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.029746 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0200497 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0320238 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00352931 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00490476 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.00248497 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0180136 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0252444 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0180735 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0264048 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.000705078 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0180136 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0213227 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0147435 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0439233 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0671106 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0290541 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0255126 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00981385 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0365271 # DEPENDENCYPART_SIBL
