# _root_ A legrövidebb távot , a 2000 métert a II. korcsoport tagjai , az 1986- 1988-as születésű lányok teszik meg .
#goldHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,16,16,17,18,0,18,18,
#predictedHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,17,17,17,18,0,18,18,
(11,1),(11,9),-0.00310391 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0251144 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00991253 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0378493 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00371612 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00399646 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.00797582 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.02852 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.00698178 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.44447 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.664105 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0140664 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00698178 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.664105 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0105114 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00698178 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0340046 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0232489 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.000598514 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.00551548 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0372744 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.00451086 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.664063 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.304778 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00801357 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0127783 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.304778 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0136363 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0127783 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0060373 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00570919 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0422799 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.00120142 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.00938317 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0400307 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.391214 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.030951 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0981142 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.391214 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0294529 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0981142 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0354826 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0362236 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.00434507 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0111682 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0265752 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.0238522 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0156096 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0251144 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.662414 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00310391 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0251144 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00991253 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0378493 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00371612 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00399646 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.00797582 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.02852 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.010355 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.394688 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.02628 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.010355 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0204799 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0116654 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00672296 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0147885 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.000716699 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.020875 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.304777 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0136372 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0134923 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00580062 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00570919 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.04228 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.000955091 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00938317 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0403848 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00310391 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0251144 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00991253 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0378493 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00371612 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00399646 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00797582 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.02852 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00127996 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0255 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.011694 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00708501 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0148733 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00113195 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0172959 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00580062 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00570919 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.04228 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.000955091 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00938317 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0403848 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.203619 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.151187 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.3401 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.42435 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0779158 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0107988 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0193342 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0481618 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0938984 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0539698 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.053042 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.105991 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0558631 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0467327 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.212742 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00379183 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0550262 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0550298 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0357327 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0357327 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00540422 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0452761 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.28176 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0304585 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0757519 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0375451 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0757519 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0780466 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.28176 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0441749 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0462235 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0432976 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0224925 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0618252 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.00568969 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0474377 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.131917 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0474377 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.052712 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0580585 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0270479 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.00372546 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0056694 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0167543 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0204106 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.043416 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.070164 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.043416 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0425662 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.222611 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0552939 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0649514 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0159775 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0151361 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0117065 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0375451 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0764652 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0787598 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.282473 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0441749 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0462235 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0432978 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0224925 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0621794 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0676506 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0667928 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0398307 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.224873 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.063601 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0370979 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.000998411 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0375479 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0787598 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.282473 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0441749 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0462235 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0432978 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0224925 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0621794 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.274927 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0442895 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0461713 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0428737 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0212174 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0701253 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0270479 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00372546 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0056694 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0167543 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0204106 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0757379 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0106374 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00104406 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0146767 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0122276 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00874967 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0059337 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0307994 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.000900892 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0873401 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0303137 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0759215 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0759215 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0782161 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.281702 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0443197 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0460787 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0245644 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0437086 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0437086 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0428588 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.222661 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0552939 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0649514 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.00505059 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0766347 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0789293 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.282414 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0443197 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0460787 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0246415 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0789293 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.282414 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0443197 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0460787 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0246415 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.274869 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0444343 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0460265 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0174111 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0265617 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00421164 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0195609 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0757281 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.141099 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.017778 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.115943 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0168729 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.114081 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.67853 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.031717 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0168729 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.67853 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0192114 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0168729 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0175535 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.114081 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.583947 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0987685 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.11738 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.132136 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0300031 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0366147 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.356925 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.681675 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0316278 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0366147 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.681675 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0280728 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0366147 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0372925 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.356925 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.579595 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0413664 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0333633 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0389516 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00716841 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.557996 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.333759 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0209597 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0463545 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.333759 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0153369 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0463545 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0441663 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.557996 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.285744 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0285602 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0117633 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0083318 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.0394622 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.439727 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0794564 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0107404 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.439727 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0779583 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0107404 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0161888 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0537567 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.30513 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0680231 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0334267 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0327243 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0169159 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.031717 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0168729 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.67853 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0192114 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0168729 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0175535 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.114081 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.583947 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0987685 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.11738 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.132136 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0300031 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0335064 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.394696 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.02628 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0335064 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0341826 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.333133 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.326698 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0495738 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0167602 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0158932 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0208768 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.333759 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0153361 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0456405 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0434522 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.558711 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.285743 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0285611 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0118413 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.00840981 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0398164 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0192114 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0168729 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0175535 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.114081 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.583947 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0987685 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.11738 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.132136 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0300031 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0218714 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0225477 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.358943 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.316409 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.059976 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.00641041 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.00554343 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0172977 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0434522 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.558711 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.285743 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0285611 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0118413 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00840981 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0398164 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.551296 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.285816 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0285502 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.00464896 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00121742 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0479258 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.30513 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0680231 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0334267 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0327243 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0169159 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0773213 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.176353 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.182553 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0210263 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0916848 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0925518 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0106302 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0311322 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0072289 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00730625 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0213853 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0259449 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0255716 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.126281 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0353414 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0259449 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.126281 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0479748 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0259449 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0292959 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0255716 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.107835 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0271764 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0213947 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0144503 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0271106 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.0486492 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0552691 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.000474282 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0708012 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.197086 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.0262861 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.000474282 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.197086 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0451594 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.000474282 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.00287999 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0708012 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.128098 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0146564 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0202011 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0234361 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00182765 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0206404 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0111576 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.173602 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0219329 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0350143 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0264234 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0219329 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0123572 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0264234 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0348047 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.173602 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0152796 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.00287875 # DEPENDENCYPART_SIBL
