# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(7,2),(7,14),0.0113258 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00984862 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.00984862 # DEPENDENCYPART_SIBL
(7,2),(7,21),0.0514045 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.187493 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0164534 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.641646 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.00745107 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0102769 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00284019 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0169387 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.00485543 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.00337822 # DEPENDENCYPART_SIBL
(7,3),(7,20),0.00337822 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.041681 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0290895 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0645802 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0469473 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0457563 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.00611025 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.015281 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0106426 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.00956811 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.00956811 # DEPENDENCYPART_SIBL
(7,4),(7,21),0.123041 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.641646 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00745107 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0102769 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00284019 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0169387 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.00485543 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00337822 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.00337822 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0415062 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.028301 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.028066 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0346497 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0680531 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00844539 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00844539 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.00844539 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0238527 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0507129 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.169037 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0636249 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.076377 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.076377 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.076377 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.210672 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.167987 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.063661 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0764078 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0764078 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0764078 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.199749 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.17996 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.342981 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.342981 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.342981 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0787777 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0422459 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0422459 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0422459 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.080974 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00471389 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.00471389 # DEPENDENCYPART_SIBL
(7,14),(7,21),0.0481587 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00471389 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0485647 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0485647 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0321133 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0320467 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0640307 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0310725 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0101354 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0320629 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0255794 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00443124 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00556729 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.036946 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0140088 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.000917747 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0191842 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0162747 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.00346943 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0165026 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.00346943 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.00161154 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0388923 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0034753 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0346111 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0778234 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0389105 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.032674 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0430125 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0342289 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.035932 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0213535 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0187796 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.055124 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0456472 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0242857 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0160271 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0242857 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0219683 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0032806 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0336646 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0777583 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.037964 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0280267 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0383652 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0230039 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0312847 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0167062 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0157361 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0477775 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0426037 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0212422 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0113798 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0212422 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0205329 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0212499 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0454716 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0203944 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0324299 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0413008 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00597436 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0765063 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00439787 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00788684 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0333227 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00862774 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0031862 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.00669445 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0031862 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.012962 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0818759 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0301035 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.028114 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0384525 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0230912 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.031372 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0167935 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0158234 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0478648 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.042691 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0213295 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0114671 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0213295 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0209695 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0141695 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.040733 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0508077 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0447762 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0351602 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0408237 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0389964 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0603309 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0587546 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0415481 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0448011 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0415481 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0238092 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.029807 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0392739 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0239102 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0321911 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0180948 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0166426 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0486839 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0435102 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0221487 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0127684 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0221487 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0223532 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0161984 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0163984 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00404126 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0165125 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.027992 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0210138 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0348835 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0277561 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0116502 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0277561 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0619616 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0742263 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0983085 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0345949 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0503785 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0285825 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0350144 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0506143 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0507252 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0506143 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.00943863 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0454828 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.049701 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0327361 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0288758 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0220389 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0329719 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0548386 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0329719 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0347897 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00981098 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0107966 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0248233 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00389323 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0110324 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0046762 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0110324 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0516402 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.023857 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0286333 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0307463 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0236211 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0294283 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0236211 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0340606 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0204613 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0273089 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0195281 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0361222 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0195281 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0244122 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0920719 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.102777 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.030246 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.102777 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.030052 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0273202 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0305611 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0273202 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0342088 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0365502 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0191081 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0231803 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0233356 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0277684 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0231803 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0282634 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0281968 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.071406 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0272227 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0152633 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.028213 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0161693 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0122399 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00554216 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.036946 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0140088 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0024173 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0102467 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0177742 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.00496898 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0165026 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00496898 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0155187 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.019374 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0155226 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0150928 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.101302 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0193922 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00776333 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0132849 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0258865 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0276232 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0130447 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0134706 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.035941 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0403381 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0189767 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00771822 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0189767 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00325434 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0153279 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0141463 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.101237 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0184457 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00769883 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00863763 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0146615 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0229759 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00839736 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0104271 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0285946 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0372947 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0159332 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00307092 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0159332 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00468977 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0135026 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0376021 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0126472 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0144516 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0217564 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0111927 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0817582 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.000853981 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00113561 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0255955 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.015379 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00356503 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0014426 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00356503 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.000643838 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.105355 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0105852 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0118164 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00872494 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0147488 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0230632 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.00848467 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0105144 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0286819 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.037382 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0160205 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00315823 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0160205 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0042531 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00327618 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0338393 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00490591 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0212015 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0116274 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0172908 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0169631 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0227706 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0367213 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0195148 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0212683 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0195148 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0213182 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0134765 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00954636 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0155679 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0238822 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00978595 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0113336 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0295009 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0382011 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0168397 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00445951 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0168397 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.00286942 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0330595 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0017036 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.015545 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00236673 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0158641 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00043138 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00045771 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0133124 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00332138 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0133124 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.046469 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.100128 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.12421 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0604962 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0762785 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0709124 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0609144 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0765143 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0766266 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0765143 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0489168 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0454997 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.049718 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0327517 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.019738 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0220546 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0329876 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0548555 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0329876 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0115953 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00981097 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0107954 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0339442 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00389199 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0110312 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0046762 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0110312 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0284794 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0238582 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0195125 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0307475 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0236224 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0294283 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0236224 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0108998 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0282041 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0286889 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0209081 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0347433 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0209081 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.00263018 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0969044 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.10761 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0350796 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.10761 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.00340324 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0287002 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0291822 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0287002 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0124267 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0351713 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.0204881 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.00139823 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0233369 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.00460761 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.00139823 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0716358 # DEPENDENCYPART_SIBL
