# _root_ Nagyon kedves neki az a rózsafüzér is , amelyikkel Angelo_Acerbi pápai nuncius ajándékozta meg , amikor meglátta a gyöngyösi Mária-szobor melletti olvasókat .
#goldHeads=2,7,7,6,6,7,0,7,13,12,12,13,7,13,13,17,13,20,20,21,22,17,7,
#predictedHeads=2,3,13,6,6,13,13,13,13,12,12,13,0,13,13,17,13,20,20,21,22,17,13,
(4,3),(4,6),0.0906617 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00550316 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.096472 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0426989 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0906617 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0674096 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0906617 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0515759 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0795958 # DEPENDENCYPART_SIBL
(4,3),(4,15),0.096472 # DEPENDENCYPART_SIBL
(4,3),(4,16),0.063591 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0515759 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.0674096 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0906617 # DEPENDENCYPART_SIBL
(4,3),(4,21),0.0674093 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0906617 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.217668 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0133747 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.00349222 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.00336262 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0147187 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0982752 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.0147187 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.0210799 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.00652208 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.00349222 # DEPENDENCYPART_SIBL
(4,6),(4,16),0.00724318 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.0210799 # DEPENDENCYPART_SIBL
(4,6),(4,19),0.0982747 # DEPENDENCYPART_SIBL
(4,6),(4,20),0.0147187 # DEPENDENCYPART_SIBL
(4,6),(4,21),0.0982743 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.0191097 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.0691787 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.000845892 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.0165729 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.00330377 # DEPENDENCYPART_SIBL
(4,7),(4,11),0.0707714 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.00330377 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0303596 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0157322 # DEPENDENCYPART_SIBL
(4,7),(4,15),0.000845892 # DEPENDENCYPART_SIBL
(4,7),(4,16),-0.00633377 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0303596 # DEPENDENCYPART_SIBL
(4,7),(4,19),0.0707714 # DEPENDENCYPART_SIBL
(4,7),(4,20),-0.00330377 # DEPENDENCYPART_SIBL
(4,7),(4,21),0.0707714 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.00330377 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0755322 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0254782 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.00419672 # DEPENDENCYPART_SIBL
(4,8),(4,11),0.0156407 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.00419672 # DEPENDENCYPART_SIBL
(4,8),(4,13),0.0255662 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0342066 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0488683 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0356652 # DEPENDENCYPART_SIBL
(4,8),(4,17),0.0255662 # DEPENDENCYPART_SIBL
(4,8),(4,19),0.0156407 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.00419672 # DEPENDENCYPART_SIBL
(4,8),(4,21),0.0156387 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.00914775 # DEPENDENCYPART_SIBL
(4,8),(4,23),0.0264443 # DEPENDENCYPART_SIBL
(4,9),(4,10),0.0751753 # DEPENDENCYPART_SIBL
(4,9),(4,11),0.0820936 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0751753 # DEPENDENCYPART_SIBL
(4,9),(4,13),0.00411764 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0244801 # DEPENDENCYPART_SIBL
(4,9),(4,15),0.0694954 # DEPENDENCYPART_SIBL
(4,9),(4,16),0.0262948 # DEPENDENCYPART_SIBL
(4,9),(4,17),0.00411764 # DEPENDENCYPART_SIBL
(4,9),(4,19),0.0820936 # DEPENDENCYPART_SIBL
(4,9),(4,20),0.0751753 # DEPENDENCYPART_SIBL
(4,9),(4,21),0.0820935 # DEPENDENCYPART_SIBL
(4,9),(4,22),0.0751753 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.0016109 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0982752 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0147187 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.0210799 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.00652208 # DEPENDENCYPART_SIBL
(4,10),(4,15),0.00349222 # DEPENDENCYPART_SIBL
(4,10),(4,16),0.00724318 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.0210799 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.0982747 # DEPENDENCYPART_SIBL
(4,10),(4,20),0.0147187 # DEPENDENCYPART_SIBL
(4,10),(4,21),0.0982743 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.0191097 # DEPENDENCYPART_SIBL
(4,10),(4,23),0.0691787 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0148636 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0281883 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0203168 # DEPENDENCYPART_SIBL
(4,11),(4,15),0.00064002 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0194056 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0281883 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.00694579 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.0148636 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.00694549 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0148636 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0163159 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0210799 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.00652208 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.00349222 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.00724318 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.0210799 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.0982747 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0147187 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.0982743 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.0191097 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.0691787 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0207105 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0289551 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0156585 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0035923 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.00811431 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.00428997 # DEPENDENCYPART_SIBL
(4,13),(4,21),0.0081143 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.00428997 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.00435259 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0426421 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0556092 # DEPENDENCYPART_SIBL
(4,14),(4,17),-0.0478907 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0424204 # DEPENDENCYPART_SIBL
(4,14),(4,20),0.0884156 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.0424204 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.0884156 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.00813778 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0356652 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.0255662 # DEPENDENCYPART_SIBL
(4,15),(4,19),0.0156407 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.00419672 # DEPENDENCYPART_SIBL
(4,15),(4,21),0.0156387 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.00914775 # DEPENDENCYPART_SIBL
(4,15),(4,23),0.0264443 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.0350529 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.0672582 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.0854986 # DEPENDENCYPART_SIBL
(4,16),(4,21),0.0672581 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.0854986 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.0147303 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.00811456 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.00428972 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.00811455 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.00428972 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.00435133 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0148633 # DEPENDENCYPART_SIBL
(4,19),(4,21),-0.00694549 # DEPENDENCYPART_SIBL
(4,19),(4,22),0.0148633 # DEPENDENCYPART_SIBL
(4,19),(4,23),0.0163152 # DEPENDENCYPART_SIBL
(4,20),(4,21),0.0982743 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.0191097 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.0691787 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.0148616 # DEPENDENCYPART_SIBL
(4,21),(4,23),0.0163139 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0793388 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0296919 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0876216 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0796069 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.410669 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0160179 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0652878 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.157729 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.662885 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00769683 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0823278 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.41515 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00825867 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.103171 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00311422 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0103948 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0131605 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.035173 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0647582 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0554104 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0705121 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.111651 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.111651 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0412908 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0705121 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.00803631 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0412908 # DEPENDENCYPART_SIBL
(7,1),(7,20),0.111651 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.111651 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0252484 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0319095 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.192552 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0845173 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0927079 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0509612 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0509612 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0355545 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0927079 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.00568267 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.0355545 # DEPENDENCYPART_SIBL
(7,2),(7,20),0.0509612 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0509612 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0616652 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.254451 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.184512 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.213161 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.178157 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.178157 # DEPENDENCYPART_SIBL
(7,4),(7,13),0.218398 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.213161 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.068385 # DEPENDENCYPART_SIBL
(7,4),(7,17),0.218398 # DEPENDENCYPART_SIBL
(7,4),(7,20),0.178157 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.178157 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.161547 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0368052 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0276708 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0344946 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0344946 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0189023 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0276708 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0511402 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0189023 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0344946 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0344946 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0858304 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.112068 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.173435 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.173435 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0245602 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.112068 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.00473456 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0245602 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.173435 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.173435 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0871192 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.108991 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.108991 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.335321 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00372084 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0986233 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.335321 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.108991 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.10404 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0480349 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00370302 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0269812 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0447041 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.00254884 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0269812 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.00370302 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.000688024 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0425335 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0269812 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0447041 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.00254884 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0269812 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.00370302 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.000688024 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0425335 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.107783 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0046033 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.00112396 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.0493521 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.0493521 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0584051 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0986233 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.335321 # DEPENDENCYPART_SIBL
(7,15),(7,20),0.108991 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.10404 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0480349 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0169032 # DEPENDENCYPART_SIBL
(7,16),(7,20),-0.0220686 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0220686 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0140826 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0493521 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0493521 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.0584056 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.000688024 # DEPENDENCYPART_SIBL
(7,20),(7,23),0.0425335 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0526937 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0119913 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0119913 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0119913 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.00804692 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.012438 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.012438 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.103076 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0761312 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00405874 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.00185025 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0291579 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00110147 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00427239 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00331961 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0086177 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00607016 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00584041 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0345734 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0547467 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0558709 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.058216 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.050823 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.102488 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0584825 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0853226 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.122072 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.350627 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0605665 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0997722 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.122072 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0290266 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.024918 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.229482 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.013251 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.277296 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.257056 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0405432 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0135306 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0646777 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.08171 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.171338 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.362433 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0765359 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.105968 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.171338 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.110677 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0641229 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.240986 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.16282 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00723 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0641616 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0656062 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.14583 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0398805 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0111481 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0679518 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.355958 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.261567 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.036819 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0650242 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0155229 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0123683 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00328899 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0167101 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0485465 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0610722 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0337529 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0796069 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.410669 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.00464085 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.129223 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0569497 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0159174 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.00316765 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0351517 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.032391 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.157784 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.66294 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.00545405 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.23703 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.44039 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.00267323 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0034215 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00492035 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0405989 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.103076 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0445188 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.13581 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.305836 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0761312 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0429682 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.117844 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0291579 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.00683188 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0280396 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.190771 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00110147 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0129962 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.155843 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0086177 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.341299 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.623114 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0425545 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0244433 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0412487 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00884171 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0113041 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0649053 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0543027 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0671249 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0300014 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0275572 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0569251 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0253304 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0278874 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0383283 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0564134 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0345734 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0462258 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00765816 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0400735 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.106714 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0794329 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0709683 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.160432 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.119262 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0898607 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0398837 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.122674 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.119262 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.106714 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.119262 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0453281 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.147499 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.137335 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.138538 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.161372 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0806717 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.142459 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0806718 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.142459 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.15943 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.000126847 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.052912 # DEPENDENCYPART_SIBL
