# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,13,18,18,22,25,25,25,18,27,25,7,
(15,10),(15,14),-0.30509 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0216089 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0113041 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0114937 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.403875 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0343756 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.207215 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.408123 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0744284 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.379132 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0303114 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0771821 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.144314 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.117997 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.513332 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.139055 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.144314 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0241717 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0489672 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.106172 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0234679 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0998926 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0277007 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.0489672 # DEPENDENCYPART_SIBL
(16,7),(16,27),0.0998926 # DEPENDENCYPART_SIBL
(16,7),(16,28),0.151378 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.135155 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.257483 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.143617 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0783589 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0335388 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.00918364 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0867432 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.00194757 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0890441 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0299438 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.00918364 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.0890441 # DEPENDENCYPART_SIBL
(16,10),(16,28),0.0225821 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.194393 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0541816 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.113059 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00147649 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0132507 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0756657 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00168234 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0717281 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0051493 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0132507 # DEPENDENCYPART_SIBL
(16,11),(16,27),0.0717281 # DEPENDENCYPART_SIBL
(16,11),(16,28),0.111963 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.10736 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0279262 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0171024 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00711763 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0548374 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0645971 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0464972 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0156804 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.00711763 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.0464972 # DEPENDENCYPART_SIBL
(16,12),(16,28),0.0293266 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.107712 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0226274 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0249319 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0320368 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0243832 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0299511 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0279969 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0249319 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0299511 # DEPENDENCYPART_SIBL
(16,13),(16,28),0.0427536 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0335388 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00918385 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0867462 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00194939 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0890471 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0299438 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.00918385 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0890471 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.0225824 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0215035 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.042437 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0370263 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0407557 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0469314 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0215035 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0407557 # DEPENDENCYPART_SIBL
(16,17),(16,28),0.0449874 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0175934 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0916249 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0176913 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.081913 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.00353894 # DEPENDENCYPART_SIBL
(16,18),(16,27),0.0176913 # DEPENDENCYPART_SIBL
(16,18),(16,28),0.0512971 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0498266 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00792999 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0924917 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0278769 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.00792999 # DEPENDENCYPART_SIBL
(16,19),(16,28),0.0233339 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.00469951 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.148474 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.231216 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.00469951 # DEPENDENCYPART_SIBL
(16,20),(16,28),0.0501827 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0925059 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0284954 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.00187497 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.0126607 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.027788 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.0555631 # DEPENDENCYPART_SIBL
(16,23),(16,28),0.0591842 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0176913 # DEPENDENCYPART_SIBL
(16,25),(16,28),0.0512971 # DEPENDENCYPART_SIBL
(16,27),(16,28),0.0126607 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.144487 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.129063 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.512898 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.143757 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.144487 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.192976 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.108305 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0257167 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.102025 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0283384 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0488003 # DEPENDENCYPART_SIBL
(17,7),(17,27),0.102025 # DEPENDENCYPART_SIBL
(17,7),(17,28),0.148817 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.144016 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.254207 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.146113 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0763178 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0833296 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0938341 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.00339366 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.096135 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0341537 # DEPENDENCYPART_SIBL
(17,10),(17,25),0.0125045 # DEPENDENCYPART_SIBL
(17,10),(17,27),0.096135 # DEPENDENCYPART_SIBL
(17,10),(17,28),0.0235014 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.204651 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0696945 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.124001 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.130974 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0779141 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00394191 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0739765 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.00452673 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0130912 # DEPENDENCYPART_SIBL
(17,11),(17,27),0.0739765 # DEPENDENCYPART_SIBL
(17,11),(17,28),0.109406 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.110689 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0267929 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0291394 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0577497 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0661651 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0494095 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0143899 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.00747128 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.0494095 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.0272932 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.118653 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.134111 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0342911 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0266399 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0322055 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0273715 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0250887 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.0322055 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.0401995 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0833296 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0938372 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00339548 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0961381 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0341537 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0125047 # DEPENDENCYPART_SIBL
(17,15),(17,27),0.0961381 # DEPENDENCYPART_SIBL
(17,15),(17,28),0.0235016 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0821576 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0291883 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0850273 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.00434687 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00803987 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.0850273 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.0882394 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0482254 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0103989 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.094847 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0268173 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0103989 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.0197511 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.000428075 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.143613 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.221338 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.000428075 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.033937 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0948612 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.0274357 # DEPENDENCYPART_SIBL
(17,22),(17,27),0.00434391 # DEPENDENCYPART_SIBL
(17,22),(17,28),0.00907792 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0267109 # DEPENDENCYPART_SIBL
(17,23),(17,27),0.0584583 # DEPENDENCYPART_SIBL
(17,23),(17,28),0.0545551 # DEPENDENCYPART_SIBL
(17,25),(17,27),0.0184592 # DEPENDENCYPART_SIBL
(17,25),(17,28),0.0441289 # DEPENDENCYPART_SIBL
(17,27),(17,28),0.00907792 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.0230507 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0250151 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.00178952 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0156203 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0239258 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.000608091 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0318073 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0881556 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0956371 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0550177 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0619144 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0309984 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.098227 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.011572 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.00678408 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00637658 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0207151 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0106718 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0207733 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.00613654 # DEPENDENCYPART_SIBL
(18,2),(18,25),-0.0156883 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.0207151 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.0106718 # DEPENDENCYPART_SIBL
(18,2),(18,28),0.00695274 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0743509 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0596076 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0391842 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0272919 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0544819 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0686667 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0906618 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0661899 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0389391 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.02124 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0686667 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0196353 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0309187 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.00232357 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.00334231 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0316979 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0038361 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0108264 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0202023 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0533379 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0316979 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0038361 # DEPENDENCYPART_SIBL
(18,3),(18,28),0.0221042 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0157492 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.00478905 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0115785 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0133516 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0118273 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0936809 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.105376 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0635331 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0495671 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0110184 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0718544 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0148006 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0181861 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0171725 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.00503101 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0142984 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.000116094 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.00852596 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0040115 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.00503101 # DEPENDENCYPART_SIBL
(18,5),(18,27),0.0142984 # DEPENDENCYPART_SIBL
(18,5),(18,28),0.0257612 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.00549139 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.118413 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.00663647 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00316115 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.117479 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0783176 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.101992 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.188767 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.00316114 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.05469 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0120035 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0425047 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0187654 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.00326054 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0326383 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.00726145 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0206804 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.00769182 # DEPENDENCYPART_SIBL
(18,6),(18,26),0.00326054 # DEPENDENCYPART_SIBL
(18,6),(18,27),0.0326383 # DEPENDENCYPART_SIBL
(18,6),(18,28),0.0202678 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0264468 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.00614198 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.000794148 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.013534 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.117723 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00279242 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0538346 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.00079408 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0362777 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.000986009 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.00646638 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0216146 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0426082 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0224314 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0216552 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0286324 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.0292626 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0426082 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.0224314 # DEPENDENCYPART_SIBL
(18,7),(18,28),0.0212515 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0284203 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0320468 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0595493 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.015601 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0289492 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.127998 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0320467 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.117394 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0866604 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.00277445 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0122401 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.036946 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.00346869 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.00413848 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.0140088 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0233201 # DEPENDENCYPART_SIBL
(18,8),(18,26),0.036946 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.00346869 # DEPENDENCYPART_SIBL
(18,8),(18,28),0.0155209 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0150119 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0961917 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.048808 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.080704 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.20149 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0150119 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0688172 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0261307 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0191523 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0135504 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.00583005 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00928599 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.00162899 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0294336 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.00087532 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.00583005 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.00928599 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.0051115 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0911631 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.101638 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0580252 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0619145 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0249752 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0982271 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0115721 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00678714 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0063784 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0207151 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0106749 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0207733 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0061378 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.0156885 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.0207151 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.0106749 # DEPENDENCYPART_SIBL
(18,10),(18,28),0.00695245 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0348034 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0486373 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.111263 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0609307 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.120771 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0810463 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.029216 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0219613 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0335502 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0435696 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0403111 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0353739 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.00246457 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.0335502 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0435696 # DEPENDENCYPART_SIBL
(18,11),(18,28),0.029386 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0398436 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.10614 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00692861 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0710951 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0337001 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.000793326 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00490476 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0116264 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0180136 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0116391 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0172899 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.00508159 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0116264 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.0180136 # DEPENDENCYPART_SIBL
(18,12),(18,28),0.0213227 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.121812 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0862161 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.142939 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.102264 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0388135 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.00298879 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0461283 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0494607 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0509638 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0362616 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0233051 # DEPENDENCYPART_SIBL
