# _root_ A szponzoroknak és nekünk is szívügyünk az utánpótlás , ezért mindent elkövetünk , hogy a jövőben még több pénzt fordítsunk erre .
#goldHeads=2,4,4,6,6,10,8,6,10,0,12,10,12,12,16,20,19,19,20,12,20,10,
#predictedHeads=2,3,10,6,6,10,8,6,10,0,12,10,12,12,16,20,20,19,20,12,20,10,
(6,1),(6,9),-0.00907785 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0155236 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.0086177 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.00907785 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00332587 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0935978 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.0086177 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.0285178 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.794005 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.186658 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.354824 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0245771 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.00337653 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00283849 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00325058 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00765816 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00283849 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0018511 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0171404 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00765816 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.041682 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0188977 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0837862 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0102515 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.00798823 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0168208 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00602192 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0141082 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0168208 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.00842153 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0376632 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0141082 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0197197 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.127817 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0037409 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0107234 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.000300072 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0170579 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0467771 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.000300072 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0199855 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0334444 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0467771 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.128446 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00502414 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0158065 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00346144 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0188975 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0300014 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00346144 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0162387 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0398353 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0300014 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0872131 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0427426 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0333025 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00751118 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0402739 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0333025 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0427394 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0104727 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0402739 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0512672 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.10308 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0295774 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.058216 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.10308 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00377651 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0322881 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.058216 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.0485638 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.146401 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.425607 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00482316 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.339542 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.180609 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.425607 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0787788 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0431334 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0203572 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00288846 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.012185 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0431334 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.117044 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.169079 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.076412 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.061471 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0510458 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.211166 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.339542 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.180609 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.425607 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0787788 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0321391 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0577077 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0489443 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.020106 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0697532 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.211166 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0129962 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.138025 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0280396 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0129962 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.567434 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00907785 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.794005 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.354824 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.018106 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.269111 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00283849 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0837862 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.102991 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.291422 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0168208 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0543027 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.315329 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00346144 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.269111 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00283849 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0165824 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.160314 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.120831 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0165421 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0212333 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0165421 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.28143 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0207168 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00101516 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0146151 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0160324 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0778016 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0424513 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0199104 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0622997 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.00101516 # DEPENDENCYPART_SIBL
(10,2),(10,21),-0.0463503 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0142658 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.051076 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.010529 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.012524 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.010529 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.022343 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00977431 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0183863 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00625896 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0161485 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0251466 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.026138 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0174985 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0284792 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0183863 # DEPENDENCYPART_SIBL
(10,3),(10,21),-0.00372668 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.0813328 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.027335 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0107304 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.027335 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0625418 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00663358 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0756158 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0290857 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0442341 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0359656 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0443403 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0185225 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0437958 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0756158 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.00784236 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0727425 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0212333 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0165421 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.28143 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0207168 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00101516 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0146151 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0160324 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0778016 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0424513 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0199104 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0622997 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.00101516 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0463503 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0142658 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0437566 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.228692 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00155143 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0614854 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.00670438 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0105153 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0269241 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0480239 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0247412 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0136477 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0614854 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0107269 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0457983 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.281424 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0207171 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00101662 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0146299 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0160327 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0778009 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0424516 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0199107 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.062299 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00101662 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0463506 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0142655 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0385236 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.19644 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00710794 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0903551 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0254275 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0116599 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0373076 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0150804 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.19644 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0123534 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.260914 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0416442 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00196186 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0162394 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00324706 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00662554 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0283892 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00248879 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0416442 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0307117 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0422031 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.161574 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0410633 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0884673 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0342329 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0774112 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0869121 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00773146 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.104923 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.141406 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.222476 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.116616 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.099853 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.140361 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.114051 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.225506 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.156963 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0537729 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0732087 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0366373 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0086832 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0707883 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0335626 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0209301 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0995749 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0175519 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.00499067 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0259525 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0420585 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0635955 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.00277578 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.012153 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.00905026 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0620427 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0236639 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0184721 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00512052 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0154977 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0444148 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.0364518 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0446662 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0619308 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.0138365 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.104923 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.141406 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.0219154 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.227515 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0174639 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.038413 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0525149 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0806165 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0174639 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.106556 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0174639 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0102192 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0576789 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.104025 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0377119 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0259395 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0223062 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0281103 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0116755 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0237637 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.00374424 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0134258 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.023783 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0634118 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.129349 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00090481 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0881556 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0309984 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0239258 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0309984 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0956371 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.056789 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0856375 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.00637658 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00290169 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0207151 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0172721 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.000389533 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00374289 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.00320803 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0156883 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0407768 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.00695274 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0443027 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0172819 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0241498 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0127055 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0241498 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0199348 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0725875 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.132342 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0256083 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0115607 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0463679 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0166117 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0230173 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0115201 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0287301 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0494577 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0294363 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.00390509 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.154103 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00388319 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0476814 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00388319 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0367419 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0584062 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0479843 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0332247 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0107295 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0852004 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.00111396 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0329301 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0352731 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0285547 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0379982 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0206713 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.00244781 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0609307 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00424868 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0609307 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0348034 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0606224 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.120585 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0219613 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0574965 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0335502 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0479306 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0254887 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0164742 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0109679 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00246457 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.024233 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.029386 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0239258 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0309984 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0956371 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.056789 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0856375 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00637658 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00290169 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0207151 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0172721 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.000389533 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00374289 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.00320803 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0156883 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0407768 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.00695274 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0320468 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.015601 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0362562 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.132024 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0122401 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0363962 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.036946 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00706849 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0096266 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00159625 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0173059 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0233201 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0133394 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0155209 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0956308 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.056789 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0856375 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00639113 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00290172 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0207151 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0172724 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.000389564 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00374292 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00320776 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0156895 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0407768 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.00695267 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0682669 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0579803 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00490476 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00248497 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0116264 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0231726 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0324549 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00320723 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0170012 # DEPENDENCYPART_SIBL
