# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(15,7),(15,18),-0.00447344 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0400736 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.00411485 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.00411383 # DEPENDENCYPART_SIBL
(15,7),(15,29),-0.0412239 # DEPENDENCYPART_SIBL
(15,7),(15,33),-0.00437787 # DEPENDENCYPART_SIBL
(15,7),(15,34),-0.00425058 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.225395 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.152946 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0159952 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.6395 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.413665 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0183008 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0524531 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0010859 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00181703 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00737858 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.00191274 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.00191376 # DEPENDENCYPART_SIBL
(15,8),(15,29),0.0166362 # DEPENDENCYPART_SIBL
(15,8),(15,33),0.00147954 # DEPENDENCYPART_SIBL
(15,8),(15,34),0.0375797 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.128861 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0232636 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0127177 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0634234 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0208002 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0471235 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0116338 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0129416 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0137577 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0116219 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0116209 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.0066812 # DEPENDENCYPART_SIBL
(15,9),(15,33),-0.0110726 # DEPENDENCYPART_SIBL
(15,9),(15,34),-0.0142176 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0505085 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.315974 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0995692 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0523466 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0272418 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00288428 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00320107 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0336485 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.00280133 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.00280032 # DEPENDENCYPART_SIBL
(15,10),(15,29),0.0352461 # DEPENDENCYPART_SIBL
(15,10),(15,33),-0.00304342 # DEPENDENCYPART_SIBL
(15,10),(15,34),0.12481 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.641655 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.413607 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0204311 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0524532 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00255055 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.000352377 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00711021 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.00337739 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.00337841 # DEPENDENCYPART_SIBL
(15,11),(15,29),0.0163678 # DEPENDENCYPART_SIBL
(15,11),(15,33),0.00294419 # DEPENDENCYPART_SIBL
(15,11),(15,34),0.041682 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.105304 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0538177 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0192663 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00846784 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00917226 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0285203 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.00844567 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.00844465 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.0252349 # DEPENDENCYPART_SIBL
(15,12),(15,33),-0.00836799 # DEPENDENCYPART_SIBL
(15,12),(15,34),0.0238545 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.096274 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0206091 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0114096 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0121739 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00373462 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0114101 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0114091 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.00715115 # DEPENDENCYPART_SIBL
(15,13),(15,33),-0.0114119 # DEPENDENCYPART_SIBL
(15,13),(15,34),0.0872952 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0524532 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0025384 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.000364526 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00664771 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.00336524 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.00336626 # DEPENDENCYPART_SIBL
(15,14),(15,29),0.0159053 # DEPENDENCYPART_SIBL
(15,14),(15,33),0.00293204 # DEPENDENCYPART_SIBL
(15,14),(15,34),0.0407578 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0223457 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0221034 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0489378 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0223463 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.0223473 # DEPENDENCYPART_SIBL
(15,16),(15,29),0.0469278 # DEPENDENCYPART_SIBL
(15,16),(15,33),0.0223473 # DEPENDENCYPART_SIBL
(15,16),(15,34),0.114805 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00570385 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0578287 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.00470448 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.00470569 # DEPENDENCYPART_SIBL
(15,17),(15,29),0.0520713 # DEPENDENCYPART_SIBL
(15,17),(15,33),0.00929051 # DEPENDENCYPART_SIBL
(15,17),(15,34),0.0485428 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.057641 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.00225657 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.00225779 # DEPENDENCYPART_SIBL
(15,18),(15,29),0.0518836 # DEPENDENCYPART_SIBL
(15,18),(15,33),0.00684261 # DEPENDENCYPART_SIBL
(15,18),(15,34),0.0480377 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0764122 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.0764132 # DEPENDENCYPART_SIBL
(15,19),(15,29),0.0447658 # DEPENDENCYPART_SIBL
(15,19),(15,33),0.0764076 # DEPENDENCYPART_SIBL
(15,19),(15,34),0.210906 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.00471044 # DEPENDENCYPART_SIBL
(15,25),(15,29),0.052091 # DEPENDENCYPART_SIBL
(15,25),(15,33),0.00929526 # DEPENDENCYPART_SIBL
(15,25),(15,34),0.0485574 # DEPENDENCYPART_SIBL
(15,26),(15,29),0.0520974 # DEPENDENCYPART_SIBL
(15,26),(15,33),0.0092986 # DEPENDENCYPART_SIBL
(15,26),(15,34),0.048565 # DEPENDENCYPART_SIBL
(15,29),(15,33),0.0786295 # DEPENDENCYPART_SIBL
(15,29),(15,34),0.202494 # DEPENDENCYPART_SIBL
(15,33),(15,34),0.0500687 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0326668 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0352094 # DEPENDENCYPART_SIBL
(16,13),(16,34),0.0828777 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0713067 # DEPENDENCYPART_SIBL
(16,14),(16,34),0.0726005 # DEPENDENCYPART_SIBL
(16,15),(16,34),0.0720197 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.00652846 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.348869 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.130236 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.00469037 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.00652846 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0361168 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.645099 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.417051 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0170062 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0164949 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00367205 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.105326 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0538293 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0564907 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.041728 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0962669 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0918862 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0203998 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0171538 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00367205 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00367205 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0332656 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.00507326 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.00573887 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.34844 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.130172 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.00390078 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.00573887 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0360447 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.000149721 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0178545 # DEPENDENCYPART_SIBL
(18,3),(18,26),-0.0178345 # DEPENDENCYPART_SIBL
(18,3),(18,33),-0.0178477 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0328903 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0313075 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0642064 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.115026 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0294695 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0313075 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.133106 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0252128 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.011408 # DEPENDENCYPART_SIBL
(18,4),(18,26),0.009349 # DEPENDENCYPART_SIBL
(18,4),(18,33),0.00932113 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0170796 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.638552 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.413335 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0193853 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.018874 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.000296711 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0203835 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.00202723 # DEPENDENCYPART_SIBL
(18,8),(18,26),0.00111907 # DEPENDENCYPART_SIBL
(18,8),(18,33),0.000684855 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.640707 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.413277 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0215155 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0210042 # DEPENDENCYPART_SIBL
(18,11),(18,16),5.77283e-05 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0225138 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0034919 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.00258373 # DEPENDENCYPART_SIBL
(18,11),(18,33),0.00214951 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.103764 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0501429 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0528043 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0431319 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0470218 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0101572 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.00899705 # DEPENDENCYPART_SIBL
(18,12),(18,33),-0.00892039 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0970896 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0927089 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0203477 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0985399 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0129161 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.011596 # DEPENDENCYPART_SIBL
(18,13),(18,33),-0.0115988 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0216631 # DEPENDENCYPART_SIBL
(18,14),(18,16),5.77283e-05 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0231726 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.00347975 # DEPENDENCYPART_SIBL
(18,14),(18,26),0.00257158 # DEPENDENCYPART_SIBL
(18,14),(18,33),0.00213736 # DEPENDENCYPART_SIBL
(18,15),(18,16),5.77257e-05 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0221334 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.00225922 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.00135105 # DEPENDENCYPART_SIBL
(18,15),(18,33),0.000916827 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00199289 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0153259 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0153454 # DEPENDENCYPART_SIBL
(18,16),(18,33),0.0153431 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00340582 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.00249765 # DEPENDENCYPART_SIBL
(18,17),(18,33),0.00206343 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.00313348 # DEPENDENCYPART_SIBL
(18,23),(18,33),0.0077183 # DEPENDENCYPART_SIBL
(18,26),(18,33),0.00915733 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.124095 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.0364901 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0227081 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0150131 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.030935 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0227081 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.027133 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0348272 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.019645 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.00607589 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0368489 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0318151 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0302506 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0348838 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0424875 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0121945 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0775797 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.00296437 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.016156 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.00306637 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.0105967 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.0105969 # DEPENDENCYPART_SIBL
(19,1),(19,27),0.026256 # DEPENDENCYPART_SIBL
(19,1),(19,28),0.0716396 # DEPENDENCYPART_SIBL
(19,1),(19,29),-0.0613557 # DEPENDENCYPART_SIBL
(19,1),(19,31),-0.00545666 # DEPENDENCYPART_SIBL
(19,1),(19,32),0.00306442 # DEPENDENCYPART_SIBL
(19,1),(19,33),0.0104915 # DEPENDENCYPART_SIBL
(19,1),(19,34),0.0102596 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0703122 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0392165 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0477711 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0657921 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0392165 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0712212 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0660685 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.030079 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0264425 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0680902 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0584155 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0135566 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0646987 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0727054 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0170911 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0336386 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0355821 # DEPENDENCYPART_SIBL
(19,2),(19,23),-0.0471831 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0354623 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0459852 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0459852 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.0218729 # DEPENDENCYPART_SIBL
(19,2),(19,28),0.0250188 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0166465 # DEPENDENCYPART_SIBL
(19,2),(19,31),-0.0412763 # DEPENDENCYPART_SIBL
(19,2),(19,32),-0.0354646 # DEPENDENCYPART_SIBL
(19,2),(19,33),-0.0460657 # DEPENDENCYPART_SIBL
(19,2),(19,34),0.0288985 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.00255033 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0225578 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0123615 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.00255033 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0108657 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.00846935 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0463267 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0216191 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.00644763 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0114814 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0426274 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.00841271 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.000809035 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.00593796 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0861987 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.00539649 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.00549932 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0052945 # DEPENDENCYPART_SIBL
(19,4),(19,25),-0.0110586 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.0110584 # DEPENDENCYPART_SIBL
(19,4),(19,27),-0.0261987 # DEPENDENCYPART_SIBL
(19,4),(19,28),0.0632026 # DEPENDENCYPART_SIBL
(19,4),(19,29),-0.0652025 # DEPENDENCYPART_SIBL
(19,4),(19,31),-0.0138175 # DEPENDENCYPART_SIBL
(19,4),(19,32),-0.00529645 # DEPENDENCYPART_SIBL
(19,4),(19,33),-0.0111638 # DEPENDENCYPART_SIBL
(19,4),(19,34),-0.00404963 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0284833 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0279567 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.116119 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0319368 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.026793 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0227282 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.00418122 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0300627 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0242083 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.00379727 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0261691 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0357524 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0331421 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.00304319 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0115748 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0256614 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0114861 # DEPENDENCYPART_SIBL
(19,6),(19,25),0.0263467 # DEPENDENCYPART_SIBL
(19,6),(19,26),0.0263467 # DEPENDENCYPART_SIBL
(19,6),(19,27),-0.0255363 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.000284745 # DEPENDENCYPART_SIBL
(19,6),(19,29),-0.00518354 # DEPENDENCYPART_SIBL
(19,6),(19,31),-0.0222991 # DEPENDENCYPART_SIBL
(19,6),(19,32),-0.0114897 # DEPENDENCYPART_SIBL
(19,6),(19,33),0.0268078 # DEPENDENCYPART_SIBL
(19,6),(19,34),0.0267651 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.00791228 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0335338 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0149777 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00744126 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0730149 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0890574 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0103819 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00442922 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0189107 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00607255 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0142307 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00997801 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.00583196 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0295208 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.00832724 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0294355 # DEPENDENCYPART_SIBL
(19,7),(19,25),0.00696094 # DEPENDENCYPART_SIBL
(19,7),(19,26),0.00696094 # DEPENDENCYPART_SIBL
(19,7),(19,27),0.0135485 # DEPENDENCYPART_SIBL
(19,7),(19,28),0.0489453 # DEPENDENCYPART_SIBL
(19,7),(19,29),-0.00157176 # DEPENDENCYPART_SIBL
(19,7),(19,31),-0.0348812 # DEPENDENCYPART_SIBL
(19,7),(19,32),-0.0294409 # DEPENDENCYPART_SIBL
(19,7),(19,33),0.00660396 # DEPENDENCYPART_SIBL
(19,7),(19,34),0.0048648 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0177038 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.00578794 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0221903 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.11176 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0540107 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0251391 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0227668 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.00672692 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0208468 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0321714 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0396493 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.016337 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.00196313 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.00821497 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.00176264 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0115352 # DEPENDENCYPART_SIBL
(19,8),(19,26),-0.0115352 # DEPENDENCYPART_SIBL
(19,8),(19,27),0.0183484 # DEPENDENCYPART_SIBL
(19,8),(19,28),0.101554 # DEPENDENCYPART_SIBL
(19,8),(19,29),-0.000451991 # DEPENDENCYPART_SIBL
(19,8),(19,31),-0.0145389 # DEPENDENCYPART_SIBL
(19,8),(19,32),-0.00177902 # DEPENDENCYPART_SIBL
(19,8),(19,33),-0.0120879 # DEPENDENCYPART_SIBL
(19,8),(19,34),0.0031159 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0319368 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.026793 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0227282 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.00418122 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0300627 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0242083 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.00379727 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0261691 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0357524 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0331421 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00304319 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0115748 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0256614 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0114861 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.0263467 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.0263467 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.0255363 # DEPENDENCYPART_SIBL
(19,9),(19,28),-0.000284745 # DEPENDENCYPART_SIBL
(19,9),(19,29),-0.00518354 # DEPENDENCYPART_SIBL
(19,9),(19,31),-0.0222991 # DEPENDENCYPART_SIBL
(19,9),(19,32),-0.0114897 # DEPENDENCYPART_SIBL
