# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,25,16,16,4,18,5,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
(11,5),(11,32),0.118383 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.105324 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.273529 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0294368 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0565751 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0496569 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0667288 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00845382 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00417518 # DEPENDENCYPART_SIBL
(11,6),(11,32),0.0238537 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.287473 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.106908 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0947752 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0108482 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0386079 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0114212 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.018691 # DEPENDENCYPART_SIBL
(11,7),(11,32),0.0872915 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.198203 # DEPENDENCYPART_SIBL
(11,8),(11,10),-5.02371e-05 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00249461 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0822278 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00573437 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0133257 # DEPENDENCYPART_SIBL
(11,8),(11,32),-0.0202815 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0056032 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0221823 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0401393 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00519349 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00398225 # DEPENDENCYPART_SIBL
(11,9),(11,32),-0.00531277 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0246559 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0116055 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00251919 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0501205 # DEPENDENCYPART_SIBL
(11,10),(11,32),0.0401817 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.011932 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0427419 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0061773 # DEPENDENCYPART_SIBL
(11,12),(11,32),0.0512637 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0480378 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0439751 # DEPENDENCYPART_SIBL
(11,13),(11,32),0.0803998 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0606643 # DEPENDENCYPART_SIBL
(11,15),(11,32),0.0485582 # DEPENDENCYPART_SIBL
(11,16),(11,32),0.109665 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00957463 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0502116 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.125572 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0172525 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.162103 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0482723 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.120507 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.119854 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.166558 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0953621 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0706865 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0202474 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0440712 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0706802 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.128214 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0982341 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.123734 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00737558 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.0114814 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.127606 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0989037 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.124247 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00767367 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0120424 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.193787 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.115903 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0363641 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0415615 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.118833 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0595502 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.034937 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0225715 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0256604 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.232183 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.198863 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.000855746 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.497702 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0149582 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0104723 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0165824 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00571552 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0121052 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.00495954 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.562373 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0558809 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0655963 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.038284 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00517692 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0411732 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.267949 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.17295 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.193456 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00317406 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00260932 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.00705965 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0149582 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0104723 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0165824 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00571552 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0121052 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0654175 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00260702 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0346606 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0429119 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00723706 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0148528 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0473036 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.342981 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.425607 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.058216 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.315096 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0610332 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.158102 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.305448 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.275787 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0301434 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0911787 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0907285 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0393819 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.126105 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.128256 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0921915 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0161225 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0428225 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0422511 # DEPENDENCYPART_SIBL
(16,2),(16,25),0.0102711 # DEPENDENCYPART_SIBL
(16,2),(16,31),0.0405644 # DEPENDENCYPART_SIBL
(16,2),(16,32),0.0741258 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.049294 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.225971 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.129084 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0857543 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0239346 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0428902 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0395913 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0324826 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0430508 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0664997 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0428902 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0422299 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.00683164 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.00576825 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0241627 # DEPENDENCYPART_SIBL
(16,3),(16,31),0.00612989 # DEPENDENCYPART_SIBL
(16,3),(16,32),0.0511079 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.110532 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.128761 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.146268 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0340543 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0400102 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0385829 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0890656 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0442023 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0441446 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0400102 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.00980537 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0810309 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0503517 # DEPENDENCYPART_SIBL
(16,4),(16,25),0.0144593 # DEPENDENCYPART_SIBL
(16,4),(16,31),0.0810258 # DEPENDENCYPART_SIBL
(16,4),(16,32),0.046717 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.254406 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0634293 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0150076 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.00255774 # DEPENDENCYPART_SIBL
(16,5),(16,11),7.86538e-06 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0390592 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0206228 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0292065 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.00255774 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0110131 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0645807 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0231597 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.0405061 # DEPENDENCYPART_SIBL
(16,5),(16,31),0.0643777 # DEPENDENCYPART_SIBL
(16,5),(16,32),0.115031 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0963084 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0226793 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0531236 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0516964 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0302998 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00481499 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.00834449 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0531236 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0425219 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0486272 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0211898 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0153629 # DEPENDENCYPART_SIBL
(16,6),(16,31),0.0461704 # DEPENDENCYPART_SIBL
(16,6),(16,32),0.0340426 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0367604 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0362135 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0404742 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0291551 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00134164 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0199485 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0362135 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0589428 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0159249 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00416684 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0306681 # DEPENDENCYPART_SIBL
(16,7),(16,31),0.0152232 # DEPENDENCYPART_SIBL
(16,7),(16,32),0.0497488 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0202457 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0188044 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.200617 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0114674 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.00715147 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0202457 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0292406 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0303047 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.000737867 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0203929 # DEPENDENCYPART_SIBL
(16,9),(16,31),0.0292056 # DEPENDENCYPART_SIBL
(16,9),(16,32),-0.0123439 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0886309 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0391263 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.126271 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.128422 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.090094 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0124404 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0437785 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0380475 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0106529 # DEPENDENCYPART_SIBL
(16,10),(16,31),0.0415204 # DEPENDENCYPART_SIBL
(16,10),(16,32),0.0704153 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0429734 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.122152 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.124303 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0862081 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0122907 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0440272 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.037563 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0107662 # DEPENDENCYPART_SIBL
(16,11),(16,31),0.0417691 # DEPENDENCYPART_SIBL
(16,11),(16,32),0.0693898 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0280054 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0115019 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0838711 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00893035 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0312872 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.00219901 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.0123513 # DEPENDENCYPART_SIBL
(16,12),(16,31),0.0312781 # DEPENDENCYPART_SIBL
(16,12),(16,32),-0.0193759 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0442357 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.170399 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0275539 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0450736 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00369467 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0180201 # DEPENDENCYPART_SIBL
(16,13),(16,31),0.0435772 # DEPENDENCYPART_SIBL
(16,13),(16,32),0.0317005 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.171675 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0288172 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0372814 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.010934 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.00504648 # DEPENDENCYPART_SIBL
(16,14),(16,31),0.0357851 # DEPENDENCYPART_SIBL
(16,14),(16,32),0.0392051 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0127751 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0445461 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0380475 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0112506 # DEPENDENCYPART_SIBL
(16,15),(16,31),0.042288 # DEPENDENCYPART_SIBL
(16,15),(16,32),0.0718359 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.156312 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0800137 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.365774 # DEPENDENCYPART_SIBL
(16,17),(16,31),0.154954 # DEPENDENCYPART_SIBL
(16,17),(16,32),0.0809155 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0362441 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0464526 # DEPENDENCYPART_SIBL
(16,20),(16,31),0.00909081 # DEPENDENCYPART_SIBL
(16,20),(16,32),0.0281008 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0198738 # DEPENDENCYPART_SIBL
(16,21),(16,31),0.049304 # DEPENDENCYPART_SIBL
(16,21),(16,32),0.0110745 # DEPENDENCYPART_SIBL
(16,25),(16,31),0.0269445 # DEPENDENCYPART_SIBL
(16,25),(16,32),0.0736783 # DEPENDENCYPART_SIBL
(16,31),(16,32),0.0271824 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.124787 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.00582219 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0520738 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.25298 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.251551 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.00785849 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0403738 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0393874 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0363597 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0560241 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0393601 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00902827 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.25298 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0542715 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0941323 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0220399 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.013826 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0300602 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.014087 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.00732476 # DEPENDENCYPART_SIBL
(18,2),(18,28),-0.00722572 # DEPENDENCYPART_SIBL
(18,2),(18,29),0.0323514 # DEPENDENCYPART_SIBL
(18,2),(18,30),-0.00760259 # DEPENDENCYPART_SIBL
(18,2),(18,31),0.0918679 # DEPENDENCYPART_SIBL
(18,2),(18,32),0.0198538 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0922803 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.00344001 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0269833 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0667012 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0503821 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.108862 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.109807 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0566591 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0155081 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.108862 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0526408 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0269833 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0620598 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0677809 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0528588 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0326073 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.0617362 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.0120963 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0484583 # DEPENDENCYPART_SIBL
(18,3),(18,28),-0.0484581 # DEPENDENCYPART_SIBL
(18,3),(18,29),7.31182e-05 # DEPENDENCYPART_SIBL
(18,3),(18,30),-0.0485628 # DEPENDENCYPART_SIBL
(18,3),(18,31),-0.0684843 # DEPENDENCYPART_SIBL
(18,3),(18,32),0.0637135 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0433452 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.22655 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.218186 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0616446 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.00948286 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.00948366 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0315397 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0452204 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.00948235 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0557952 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.22655 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0220508 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0217808 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.00192939 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0108248 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.000169643 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.116689 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.0139556 # DEPENDENCYPART_SIBL
(18,4),(18,28),-0.0139205 # DEPENDENCYPART_SIBL
(18,4),(18,29),0.0252431 # DEPENDENCYPART_SIBL
(18,4),(18,30),-0.0139903 # DEPENDENCYPART_SIBL
(18,4),(18,31),0.0217741 # DEPENDENCYPART_SIBL
(18,4),(18,32),0.0147431 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.324689 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.110236 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0393877 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0578159 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0584533 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0447532 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0196937 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0578154 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0484716 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.324689 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0537253 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0577734 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0420017 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0121218 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.00600827 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.11366 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0197837 # DEPENDENCYPART_SIBL
(18,5),(18,28),-0.0197939 # DEPENDENCYPART_SIBL
(18,5),(18,29),0.0131903 # DEPENDENCYPART_SIBL
(18,5),(18,30),-0.019952 # DEPENDENCYPART_SIBL
(18,5),(18,31),-0.0579776 # DEPENDENCYPART_SIBL
(18,5),(18,32),0.1489 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.233696 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0316679 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.023934 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0239348 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0354028 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.00311349 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0239335 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0437655 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0295501 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0424621 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.00167119 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0116535 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.0367946 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.00392966 # DEPENDENCYPART_SIBL
(18,6),(18,25),0.203045 # DEPENDENCYPART_SIBL
(18,6),(18,27),-0.000698718 # DEPENDENCYPART_SIBL
(18,6),(18,28),-0.000679094 # DEPENDENCYPART_SIBL
(18,6),(18,29),0.106207 # DEPENDENCYPART_SIBL
(18,6),(18,30),-0.00146272 # DEPENDENCYPART_SIBL
(18,6),(18,31),-0.000787307 # DEPENDENCYPART_SIBL
(18,6),(18,32),0.295501 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0740901 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.158029 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.159462 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0687208 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0297287 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.158029 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0763416 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0266196 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0360742 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.02628 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0326724 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.00666839 # DEPENDENCYPART_SIBL
