# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(7,9),(7,19),-0.0203054 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.183268 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0253991 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.038453 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0130787 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0315539 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.025401 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00887843 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00874835 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0289306 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00812224 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0109623 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0315321 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0289315 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00744434 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0194507 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0824282 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0504216 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0188142 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0170329 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0450017 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0432512 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0668365 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0244616 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0265694 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00834986 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0073989 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.00515167 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.00794057 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.024795 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00422454 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0163201 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0381076 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0446212 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0450017 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0432512 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0259562 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.128545 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.058995 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0365048 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0016609 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0222517 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0127085 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0305434 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00666225 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0023511 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0174346 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00997997 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0155156 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00498816 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0381711 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00998051 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0341796 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0360675 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.088075 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.00472572 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.00413575 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0430188 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0908022 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0134293 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.04599 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0503119 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0230757 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0134336 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0336772 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0471772 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00546554 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0134332 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0128721 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0897675 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0113519 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.000756153 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0201161 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0548245 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0264808 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0396543 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0250937 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0223062 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0269961 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.000335026 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0207247 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0475545 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0269965 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0294053 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0475856 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00372684 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0259824 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0072978 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0327505 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00870687 # DEPENDENCYPART_SIBL
(8,4),(8,11),2.9275e-05 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0197564 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0169633 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.017837 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00730967 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0451544 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0169639 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0363867 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.032272 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.018004 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00071862 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0147105 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0107894 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0391104 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00642984 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.00585573 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0325387 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0163465 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0100846 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00585536 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0176892 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0179635 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0102771 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.019158 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.011438 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0196119 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00833289 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0124702 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00670297 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00400266 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0406613 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0124708 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0228574 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0445935 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.279803 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0106619 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00197025 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0810951 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.155136 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0972543 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.079866 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.174848 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.155137 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.274533 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0167296 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0186448 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0111093 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0127158 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.025217 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0098937 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0475605 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0202232 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0252198 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0420995 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0206219 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.826298 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.117507 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0671853 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0373115 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0307041 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0596641 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0671787 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.17149 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0265125 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0732938 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0194154 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0903639 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0120404 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0191179 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.01942 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0919167 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.117828 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00861996 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0105539 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00526958 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.010392 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00861721 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0455657 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.041693 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0173171 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0139964 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0165302 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0233517 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0318887 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0150705 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0146923 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0249349 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0258505 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0229016 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.030259 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.016807 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0170752 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0237186 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00974631 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0162412 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0165255 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0115981 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0318888 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0150705 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0298981 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.106367 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0565194 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.02624 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00300947 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0119869 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0074301 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.00569443 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0112124 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00680564 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0220468 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00923403 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0198576 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00960077 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0374251 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.00923456 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0208499 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0114747 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.104902 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00386715 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0238273 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0344259 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0444704 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0156696 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00709546 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.000479618 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0116271 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0147093 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.000759763 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.012474 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0226773 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0147097 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0066163 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0286907 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00929929 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00803144 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0180635 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0709477 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0206525 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.039902 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0279442 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0223062 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0212063 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.000595449 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0207251 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0417647 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0212067 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0148223 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0560423 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00507541 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0157175 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.00201944 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0111051 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.013257 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00912746 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0243686 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0162173 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0221791 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0119223 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0444084 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0162179 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.023057 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0076793 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0178519 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0145528 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0102827 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0105268 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0362406 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00644874 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0116344 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0322972 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0163267 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00430589 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.011634 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.00313149 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00949686 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00499869 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0152372 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00688784 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0104552 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0129451 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0117243 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.011045 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.000609949 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0399154 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0117248 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00952769 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0200008 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0351966 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0120575 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0144139 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0723164 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.140433 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0879913 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0710876 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.160145 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.140434 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.251521 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.01139 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.000944921 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0104901 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0292677 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00511569 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0200461 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00477684 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0226308 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00511606 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0119531 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0459186 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.809976 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.121422 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0736608 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0417823 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0346181 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0661396 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0736542 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.185018 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0426249 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0742927 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0155401 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0918237 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0130389 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0152426 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0155448 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0991906 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.119621 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0110023 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0102463 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00527 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0127744 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0109995 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.039552 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0307774 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0188027 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0128492 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0125013 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0193228 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0247312 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00283867 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0146903 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0225478 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0234634 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0168854 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0193409 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.014426 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0146942 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0177064 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00116726 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0122123 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00936791 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.000633795 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0247312 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00283867 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0116198 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.389845 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.021166 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0269311 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0201213 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0125587 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0313784 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0326145 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.389845 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0803918 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0440621 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0433306 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0887682 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0803915 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.111718 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.132924 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00164616 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0326917 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0144848 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00483231 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0646217 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0632348 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0255207 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0175236 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0797163 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.111627 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0563847 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0175235 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.296397 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.213472 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0302837 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0170961 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0125667 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0313864 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0326225 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.389872 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.078038 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0440474 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0433165 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0864144 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0780376 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.111738 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.132181 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0236025 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0129135 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0265025 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0275409 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.322291 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0157582 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0954046 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0576346 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00385699 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0157583 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.134298 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.101009 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0110109 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0265726 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0278087 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.376265 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0707779 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0402278 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0395894 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0791542 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0707775 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.106833 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.12295 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00548041 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.00654596 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.317318 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.015526 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0161413 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0292464 # DEPENDENCYPART_SIBL
