# _root_ Lajtos és Rózsavölgyi él-hal a sportágért , így aztán nem csoda , ha nem sajnálják a pénzt a futballra .
#goldHeads=4,4,4,9,6,4,9,9,0,13,13,13,9,15,13,17,15,19,15,9,
#predictedHeads=4,4,4,8,6,4,8,0,15,15,13,13,15,15,8,17,15,19,15,8,
(4,10),(4,12),0.00764684 # DEPENDENCYPART_SIBL
(4,10),(4,13),-0.00831026 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.0202408 # DEPENDENCYPART_SIBL
(4,10),(4,15),-0.0295759 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.0261864 # DEPENDENCYPART_SIBL
(4,10),(4,19),0.0333192 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.00233901 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0396092 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.00514067 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.00123299 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0215575 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0309673 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.019522 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.00233185 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.303455 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.13247 # DEPENDENCYPART_SIBL
(4,12),(4,15),0.188849 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0592774 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.07652 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0489202 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0270742 # DEPENDENCYPART_SIBL
(4,13),(4,15),0.0665465 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0426642 # DEPENDENCYPART_SIBL
(4,13),(4,19),0.0472461 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.00892771 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0295759 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0261864 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0333192 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.00233901 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.016427 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.00748709 # DEPENDENCYPART_SIBL
(4,15),(4,20),0.00965325 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.00154468 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.00623513 # DEPENDENCYPART_SIBL
(4,19),(4,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.794005 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.018106 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.153199 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.317123 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00283849 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.010874 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.00412255 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00248792 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.00283849 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.00475443 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.102991 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.131112 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.38659 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0168208 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0055484 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.00299886 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00800475 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0168208 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0141082 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.153199 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.317123 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.00283849 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.010874 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00412255 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00248792 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00283849 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00475443 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.353507 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0137764 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0278749 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0321003 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00604006 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0137764 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0352971 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00907785 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0159836 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0155297 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00331961 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.00907785 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0086156 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.150461 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.135703 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.342976 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00482316 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.424045 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0114155 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0131876 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0165915 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0305337 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.00554727 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0353757 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0460148 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0996868 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0581996 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.424045 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.200514 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0167431 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.072473 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0093822 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0167431 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.364222 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0349883 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0187892 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0848246 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0380572 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0450621 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0187892 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0371108 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0813771 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0864672 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0897431 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0271685 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0026715 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.105006 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0271685 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0109722 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00856007 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.00960105 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0221897 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0441998 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0135937 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00960105 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0627543 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0132341 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0214212 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.161556 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.072473 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0093822 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0167431 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.364222 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0349883 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0187892 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0848246 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0380572 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0450621 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0187892 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0371108 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0813771 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0864672 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0897431 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.040099 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0236394 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.38292 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0234003 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0226037 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0466324 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0350681 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00677363 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0226037 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.170429 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0408117 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0458671 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.217267 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0151522 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0919767 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0405999 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0492079 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0245337 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0754358 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0485652 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0492079 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0251388 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0251185 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0237818 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00602475 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.364222 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0349883 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0187892 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0848246 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0380572 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0450621 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0187892 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0371108 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0813771 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0864672 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0897431 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0224821 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0260415 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00722332 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0447621 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00437072 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0260415 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.239965 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.014112 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.00955821 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.314001 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0314156 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0303048 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0130152 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0639252 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0314156 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0383181 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.027691 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0283187 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.073692 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00894409 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0663006 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.040111 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0322559 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.029326 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.00513648 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00448909 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0350098 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00232891 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0685141 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0379904 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0526833 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0323098 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.029502 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00455219 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0205111 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0993549 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.177998 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0784876 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0844982 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.000818859 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0254934 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0286747 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0278153 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.028443 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0599452 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.029326 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.00513648 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.00448909 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0350098 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0850212 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0865806 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.15317 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0198991 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.00345996 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.00333509 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.148572 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0171498 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0622801 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.024108 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0171498 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.36008 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.12043 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00929738 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.122687 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00906041 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0196838 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00929738 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00622491 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.119247 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.124337 # DEPENDENCYPART_SIBL
(9,1),(9,20),0.0144741 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.00978949 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0532321 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0791435 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00978949 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0395743 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0408061 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00672086 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0152513 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0308996 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0246969 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00672086 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0189711 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00628144 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0144686 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.0284604 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0622801 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.024108 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0171498 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.36008 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.12043 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00929738 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.122687 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.00906041 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0196838 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00929738 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00622491 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.119247 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.124337 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0144741 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0357334 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00225614 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.41139 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0839806 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0302056 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00975736 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00713759 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0403733 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0302056 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.112208 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00392951 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00898496 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.12744 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.00308553 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.107981 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.02768 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0440737 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00393058 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.050308 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0273642 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0440737 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0208926 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00335296 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00468967 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0790436 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.36008 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.12043 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00929738 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.122687 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00906041 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0196838 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00929738 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00622491 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.119247 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.124337 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0144741 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.203756 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0386258 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.062633 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.000668336 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0540974 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0386258 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.149731 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0695288 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.064975 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.200826 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.015021 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0353672 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00207739 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0155039 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.015021 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0217522 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0302744 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0345845 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0941384 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.000209792 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0740641 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0376784 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0311218 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0199704 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0040174 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0046648 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0193202 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0182212 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0579135 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0285999 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0350254 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0136702 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0108623 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00154705 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0459916 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.122815 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.210065 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.109763 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.115774 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0248682 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0251123 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0191774 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0196702 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0202979 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0382824 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0199704 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0040174 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0046648 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0193202 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0821265 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.083686 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0907266 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00105822 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.000250001 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00654505 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.367034 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.215692 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.215641 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.188574 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0305209 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0246872 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0303676 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.190426 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.193992 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.101702 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.203382 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.190061 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.116642 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.064355 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0128106 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0033012 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.128677 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.121986 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0642981 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.101758 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0934242 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0195718 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00795641 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0264116 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.103995 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0979782 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.158004 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0994901 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00644826 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0115798 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0110495 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.113178 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.107108 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.134709 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.021321 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0341302 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.00556065 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0327329 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0301305 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00925857 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0802095 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.211087 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.00939475 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.00379334 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.087121 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00965419 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0349977 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0358307 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0187538 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.00123109 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00258461 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0542115 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0206067 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.00853367 # DEPENDENCYPART_SIBL
