# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(5,11),(5,18),0.0365418 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0553507 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0123893 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0674785 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0282685 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.00356398 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.00938991 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.012028 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0602063 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.00520118 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0355009 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.017329 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0184673 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.00371825 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0104356 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0521179 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0073226 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.00399399 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0131901 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0146925 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0552121 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0137195 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.0459838 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0117495 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0591928 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0165183 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0246452 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0309935 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.0191973 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.0483005 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.00592631 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0694066 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0549574 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.0539573 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.046328 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0248708 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.0322678 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0029431 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0317054 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.0105635 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.00225044 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.117939 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.101847 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.11161 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0107689 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0378674 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0200278 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00818681 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.012911 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00182863 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0102314 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00669943 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0378674 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.012911 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.024605 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.0198621 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0104086 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0465686 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.102263 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.100104 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00731626 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00548578 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0120538 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00597124 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.00597124 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0185901 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00596964 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.00597124 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00548578 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.00597124 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.00371002 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0104878 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.00597124 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0397242 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.108799 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00356625 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00864848 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0347921 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00129821 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00342602 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0148029 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.000746357 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.00278559 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.00864848 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.00342602 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.00990996 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0346264 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.000923594 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0461725 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00527003 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00358541 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0292514 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00496511 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00440025 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00955238 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.00424542 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.00496424 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00358541 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00496511 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.0160981 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0285563 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0049651 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0514669 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00454189 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00513206 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0164697 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.013623 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0212307 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0124309 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.0117661 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.00454189 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.013623 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.0977325 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.00489394 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0104928 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.083385 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.028535 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00465274 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00464513 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0248482 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00514371 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.00465828 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0488683 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00419672 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0151864 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0200959 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.00875975 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0264443 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.115984 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.115984 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0421464 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.115802 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.115984 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.118338 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.115984 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.111108 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0411279 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.115984 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.0257081 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00335403 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0183204 # DEPENDENCYPART_SIBL
(6,11),(6,15),7.20942e-05 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.00084093 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.00873065 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.00335403 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0979566 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.00509763 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.000223834 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0598134 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0181974 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0156809 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0150161 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00900559 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.016873 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0979566 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.00509767 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0137428 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0716257 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.00294475 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00551563 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0241952 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.00551563 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.00684549 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.00301399 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.00551566 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.00676065 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0029052 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00609339 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0059629 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0958494 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.00297431 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.00229214 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.0639011 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.000621034 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0121282 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0979566 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.00509763 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.00640839 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0675802 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.00419672 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0151864 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0200959 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.00875975 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0264443 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0979566 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.00509767 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0115885 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.0691787 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0209887 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0145842 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0161642 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0746587 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.0027131 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0689016 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0472597 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0183924 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0910481 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0852725 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.381417 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0192664 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0092249 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0147012 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0147012 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00211435 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0147012 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0192664 # DEPENDENCYPART_SIBL
(8,1),(8,24),0.0162876 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.050317 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.147098 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0547975 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.31901 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00479757 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00889302 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0130271 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00830285 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00501832 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0145145 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00479757 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.0181398 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.149332 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0636816 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.313625 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0061198 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.00889141 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.000184218 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00490846 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00609313 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.00130316 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0061198 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0387951 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.063315 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.346068 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0137461 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00161456 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00798521 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00855007 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0348141 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00798608 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0137461 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.111267 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.127695 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0151812 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00153902 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.000106988 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.000106988 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0354323 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00227664 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0151812 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.0328269 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00736393 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0314075 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00346279 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00346279 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0216578 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00346279 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00736393 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0308656 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.178942 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.333211 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.333219 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.412543 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.333206 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00936173 # DEPENDENCYPART_SIBL
(8,9),(8,24),0.0557564 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0227161 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0227172 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00382407 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0227172 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.021774 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.0546197 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00803547 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0564586 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0105486 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.103363 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0287248 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0565828 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.00362737 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.103639 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0405383 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0704734 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.156392 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.19052 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.094013 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.0364928 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0557564 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0071094 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0103913 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00962249 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0071094 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0102396 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00521743 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00455262 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00640955 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00327937 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.00755822 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.00450053 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.00817127 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.00166474 # DEPENDENCYPART_SIBL
(10,17),(10,23),-0.00405502 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.00112506 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0614503 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.353509 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0614977 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.313876 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0254386 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00659482 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0932855 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.074376 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.296046 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.103841 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00185044 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0181304 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.180981 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0198631 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00331991 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.649481 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0216516 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00281284 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0680179 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0084448 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00810608 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0427154 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0138481 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0920702 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0823832 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.387834 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0150651 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.403349 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0073216 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0146538 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0181376 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0166492 # DEPENDENCYPART_SIBL
(12,1),(12,18),-0.0193071 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0166492 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.00501263 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0166491 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0431497 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.150935 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0490865 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.322612 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0373282 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.591887 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0299179 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0452057 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.00862489 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0121414 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00532765 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.00592983 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0435455 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.00843226 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.153169 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0579706 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.317227 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0169895 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.639625 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0210338 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.024867 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00458642 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00106986 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.00558972 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.00728148 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0438482 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.00477905 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0614479 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.353507 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.051705 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.313878 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0254361 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0512356 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00676478 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00603064 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0137794 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.00602977 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0231747 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.00602978 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.103076 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0450048 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.305836 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0940507 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0463909 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00278315 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0040199 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00620366 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00185025 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.00411486 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.000971529 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0112408 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.190771 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0100725 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0121894 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0033925 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00331961 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00907785 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00331961 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0041874 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00331961 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.649484 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0216554 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0264822 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00550679 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00938981 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00751797 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00281173 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0436133 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.00567662 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0680177 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0549376 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00993304 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0091791 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0346477 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00844461 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00416124 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00917104 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0745403 # DEPENDENCYPART_SIBL
