# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,23,4,11,11,11,11,11,4,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,23,
(17,16),(17,20),-0.0176379 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0176379 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.012177 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0176069 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0176082 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0533653 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0533653 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.00354849 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0760523 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.186745 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0389352 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.259058 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.00653525 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.447445 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.00653525 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.613107 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.270524 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0176379 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0045867 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.476615 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0045867 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.654885 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0394553 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0041138 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.172987 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0173915 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.317123 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.074688 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.00337853 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.00653525 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.613107 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.270524 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0176379 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.317123 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.074688 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.00337847 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.166484 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.00331961 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00443081 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.00505202 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.0101368 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0911955 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.121674 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.0314957 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0656428 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0115514 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.0314957 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0141365 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0520629 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.00404856 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.048197 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0202574 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0520629 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.046089 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.066356 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00106359 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.048197 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0143117 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0342688 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.0140756 # DEPENDENCYPART_SIBL
(21,2),(21,25),-0.027467 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.0236233 # DEPENDENCYPART_SIBL
(21,2),(21,27),-0.00863986 # DEPENDENCYPART_SIBL
(21,2),(21,28),-0.00749083 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.00359108 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.048812 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.106352 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.103799 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0454266 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0338131 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.103799 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.00310668 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.169922 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0218823 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0195495 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0413857 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.169922 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0188704 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.20149 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0212734 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0195495 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0135488 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.0374203 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.0294371 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.00673942 # DEPENDENCYPART_SIBL
(21,3),(21,26),-0.000876877 # DEPENDENCYPART_SIBL
(21,3),(21,27),0.00772829 # DEPENDENCYPART_SIBL
(21,3),(21,28),0.00184435 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0903448 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.102247 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.308159 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0585758 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0156619 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.308159 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0269046 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0710516 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.00545392 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0271864 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0210462 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0710516 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0265073 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0595565 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.00523734 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0271864 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.00393606 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0202828 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0115097 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0123544 # DEPENDENCYPART_SIBL
(21,4),(21,26),-0.00973351 # DEPENDENCYPART_SIBL
(21,4),(21,27),0.0128422 # DEPENDENCYPART_SIBL
(21,4),(21,28),0.0290298 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.202136 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.00467404 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.00693859 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0274168 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.00467404 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0130063 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.179399 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.00901992 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0114967 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.106575 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.179399 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0108176 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.106156 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.00374567 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0114967 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.00493006 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.022795 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0173172 # DEPENDENCYPART_SIBL
(21,5),(21,25),-0.0206013 # DEPENDENCYPART_SIBL
(21,5),(21,26),-0.00510689 # DEPENDENCYPART_SIBL
(21,5),(21,27),0.0114499 # DEPENDENCYPART_SIBL
(21,5),(21,28),0.0180091 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.0340371 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0938213 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.109115 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0340371 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0268217 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0140132 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.0505029 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.168927 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0118771 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0140132 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.169606 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0413052 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0475928 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.168925 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0694103 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0237261 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.00889638 # DEPENDENCYPART_SIBL
(21,6),(21,25),0.0423236 # DEPENDENCYPART_SIBL
(21,6),(21,26),-0.0501931 # DEPENDENCYPART_SIBL
(21,6),(21,27),0.0509798 # DEPENDENCYPART_SIBL
(21,6),(21,28),-0.108939 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.00411612 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0162205 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.756233 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0675502 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.145004 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0179139 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.079693 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0866562 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.145004 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0790139 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.101586 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0103946 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.079693 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.000890059 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0255932 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0266282 # DEPENDENCYPART_SIBL
(21,7),(21,25),0.0285487 # DEPENDENCYPART_SIBL
(21,7),(21,26),-0.0207003 # DEPENDENCYPART_SIBL
(21,7),(21,27),0.0114829 # DEPENDENCYPART_SIBL
(21,7),(21,28),0.105747 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.024638 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.00615723 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0181494 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0668579 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0193716 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.0416685 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0449537 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0668579 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0423476 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0969614 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0164615 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0416673 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.00076837 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0165034 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.0175208 # DEPENDENCYPART_SIBL
(21,8),(21,25),0.0466474 # DEPENDENCYPART_SIBL
(21,8),(21,26),-0.033506 # DEPENDENCYPART_SIBL
(21,8),(21,27),0.0411787 # DEPENDENCYPART_SIBL
(21,8),(21,28),0.0327014 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.0379356 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0289888 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0870482 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0231056 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.00551558 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0670467 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0870482 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.00619465 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0729631 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0126607 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.00551558 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.011921 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0744102 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0166121 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.00853066 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.0132425 # DEPENDENCYPART_SIBL
(21,9),(21,27),0.0708653 # DEPENDENCYPART_SIBL
(21,9),(21,28),0.00237078 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0675502 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.145004 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0179139 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.079693 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0866562 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.145004 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0790139 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.101586 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0103946 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.079693 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.000890059 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0255932 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0266282 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0285487 # DEPENDENCYPART_SIBL
(21,10),(21,26),-0.0207003 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.0114829 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.105747 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0779309 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.00517039 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0312267 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.00250526 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0779309 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0305477 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.066433 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00538697 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0312267 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00127518 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0247703 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0148727 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0120575 # DEPENDENCYPART_SIBL
(21,11),(21,26),-0.0150719 # DEPENDENCYPART_SIBL
(21,11),(21,27),0.00306657 # DEPENDENCYPART_SIBL
(21,11),(21,28),-0.00229584 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0520132 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0237492 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.000579817 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.155579 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0230701 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.162653 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0517387 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0237492 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.102184 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0539748 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.033862 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0306273 # DEPENDENCYPART_SIBL
(21,12),(21,26),-0.0450235 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0107379 # DEPENDENCYPART_SIBL
(21,12),(21,28),-0.113545 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0196224 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0400297 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.169931 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0189434 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.201498 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0188796 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0196224 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0134266 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.037428 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0294874 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.00673175 # DEPENDENCYPART_SIBL
(21,13),(21,26),-0.00240935 # DEPENDENCYPART_SIBL
(21,13),(21,27),0.00771571 # DEPENDENCYPART_SIBL
(21,13),(21,28),-0.000102284 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0202574 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0520629 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.046089 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.066356 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00106359 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.048197 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0143117 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0342688 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0140756 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.027467 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0236233 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.00863986 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.00749083 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.138417 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0771249 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0945266 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0580957 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0778039 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0482999 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0469043 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.051256 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.133038 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0153262 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.026912 # DEPENDENCYPART_SIBL
(21,15),(21,28),-0.0243423 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0230701 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.162653 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0517387 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0237492 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.102184 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0539748 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.033862 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0306273 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0450235 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.0107379 # DEPENDENCYPART_SIBL
(21,16),(21,28),-0.113545 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0656706 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.000378199 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0480539 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0081399 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0290232 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0116763 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0244643 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0208796 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.00563705 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.00199585 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0207745 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0129258 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0377119 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0309529 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00253859 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0270596 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0134258 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.00278184 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0666774 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0224074 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0131958 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0374562 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0294832 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00657014 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.00102997 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.00768524 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.00161374 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0143117 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0342688 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0140756 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0274675 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0236233 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.00863986 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.00749083 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0709146 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0604985 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0765194 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.194562 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0681635 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.0470798 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0299412 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.107611 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0220002 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0611895 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.00156372 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0236223 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0297874 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0176515 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.01274 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0198546 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.00742035 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.00461722 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.00599077 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0159659 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0176988 # DEPENDENCYPART_SIBL
(23,2),(23,3),0.00190322 # DEPENDENCYPART_SIBL
(23,2),(23,4),0.0482607 # DEPENDENCYPART_SIBL
(23,2),(23,5),0.375892 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.0856969 # DEPENDENCYPART_SIBL
(23,2),(23,8),0.043695 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.00310151 # DEPENDENCYPART_SIBL
(23,2),(23,10),-0.0856969 # DEPENDENCYPART_SIBL
(23,2),(23,11),0.0449475 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.00153456 # DEPENDENCYPART_SIBL
(23,2),(23,14),0.00574894 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0890328 # DEPENDENCYPART_SIBL
(23,2),(23,17),0.00646343 # DEPENDENCYPART_SIBL
(23,2),(23,18),-0.0157665 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.00605548 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0057475 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.0513971 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.375892 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0259515 # DEPENDENCYPART_SIBL
(23,2),(23,25),0.233831 # DEPENDENCYPART_SIBL
(23,2),(23,26),-0.000171722 # DEPENDENCYPART_SIBL
(23,2),(23,28),-0.00815188 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.060219 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.298983 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.0280858 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.018433 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.00226542 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.0280858 # DEPENDENCYPART_SIBL
(23,3),(23,11),0.0594385 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.0101825 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0142338 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0354682 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.0142338 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.161126 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0120107 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.0142352 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0652816 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.298983 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.0853312 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.00894992 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.00509443 # DEPENDENCYPART_SIBL
(23,3),(23,28),0.0296997 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.444229 # DEPENDENCYPART_SIBL
(23,4),(23,7),0.00893761 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0464899 # DEPENDENCYPART_SIBL
(23,4),(23,9),0.0172498 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.00893761 # DEPENDENCYPART_SIBL
(23,4),(23,11),0.00249907 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0155788 # DEPENDENCYPART_SIBL
