# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(14,3),(14,16),0.0684407 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00801667 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0405043 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0405043 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.014496 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.012302 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0405043 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0340167 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0731486 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.131384 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0242345 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.120093 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0242345 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0304454 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0242345 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0203614 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0242345 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0116955 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0290399 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0283366 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0360918 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0423185 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0423185 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0156367 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0149692 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0423185 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.00708315 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.0482282 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.124081 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0971575 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.124081 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0426046 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.124081 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.117801 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.124081 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0106556 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0711143 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.00909137 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.061321 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.127691 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.127691 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0428118 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0719727 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.127691 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0830053 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.0278634 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.152831 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0301681 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0992518 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0301681 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0264778 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0301681 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.000337708 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.058395 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0723556 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00433297 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0368206 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0368206 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0108123 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0159857 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0368206 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.0395222 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.0768324 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0130808 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0316058 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0130808 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0167811 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0130808 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0139925 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.120699 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.130117 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0421925 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.000575829 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.000575829 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0443936 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0435758 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.000575829 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0884171 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.120643 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0992518 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0301681 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0264778 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0301681 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.000337708 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.058395 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0723556 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00433297 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0368206 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0368206 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0108123 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0159857 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0368206 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0395222 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0768324 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0358181 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0420334 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0358181 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.00513156 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0294015 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0719868 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0347086 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0314003 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0314003 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0029477 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0117143 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0314003 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.014438 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0501051 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0264778 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0301681 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.000337708 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.058395 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0723556 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00433297 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0368206 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0368206 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0108123 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0159857 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0368206 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0395222 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0768324 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0303487 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.000337708 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0463641 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0662721 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0104164 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0471444 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0471444 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0168958 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00835356 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0471444 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0334387 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.0707357 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.000337708 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.058395 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0723556 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00433297 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0368206 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0368206 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0108123 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0159857 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0368206 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0395222 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0768324 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0259433 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0740024 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.016844 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0315047 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0315047 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0217052 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0370944 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0315047 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0109214 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0223124 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.824419 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.116204 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0414213 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0414213 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0628634 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0504771 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0414213 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.138191 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.025486 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0802542 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0288867 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0288867 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0602704 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0841222 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0288867 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0961594 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.124889 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00495076 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00495076 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0646213 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0138443 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00495076 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0474727 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0367928 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0415384 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0232901 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.011041 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0415384 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0439768 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0299884 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0232901 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.011041 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0415384 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0439768 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0299884 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.00525414 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0362076 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0114146 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0149454 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0253941 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0262708 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.00748221 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0439768 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0299884 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0323868 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0446044 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.0115077 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.170229 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0161346 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0161346 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.133192 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0161346 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0149698 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0161346 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0497129 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.155394 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.245361 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.108541 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.108541 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.00617672 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.108541 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.112264 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.121043 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0412125 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.141515 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0365856 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0365856 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.116833 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0365856 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0377523 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0365856 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0714363 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.126683 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.327923 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0392465 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0392465 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0197046 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0392465 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.113968 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.115361 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0325949 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.034122 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0202306 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0272791 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0217635 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.389761 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0804009 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0489263 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0804009 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.117664 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.13343 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.00472021 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.00472021 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0211296 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00472021 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.00472479 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.00472021 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0138028 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0293862 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.434733 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.124005 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.124005 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0335143 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.124005 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.103222 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0425526 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0200428 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0341802 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0200428 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0202306 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0200428 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0272791 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0217956 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0804009 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0489263 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0804009 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.118574 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.13343 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0341802 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0200428 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0202306 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0200428 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0272791 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0217956 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0804009 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0489263 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0804009 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.118574 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.13343 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.00397591 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0029895 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.00397591 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0133148 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0249036 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0710186 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0776679 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0776679 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0065434 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0776679 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0219747 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0185283 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0202306 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0200428 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0272791 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0217956 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0804009 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0489263 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0804009 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.118574 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.13343 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0202234 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0272791 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0216475 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.389571 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0782075 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0782075 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0481514 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0782075 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.118574 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.133421 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0272791 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0217956 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0804009 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0489263 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0804009 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.118574 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.13343 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.013169 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.327313 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0154723 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0154723 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0975974 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0154723 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.140035 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.10308 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.434375 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.129529 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.129529 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0333804 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.129529 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0999144 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0365687 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0175236 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0175236 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0754458 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0175236 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.308895 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.213472 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0240434 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0210323 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0240434 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0427346 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.00247674 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0210323 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0240434 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0427346 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.00247674 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00638659 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0257747 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0321151 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0427346 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.00247674 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0324859 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.403357 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.102991 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.103978 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.102991 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00289837 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.122283 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0394076 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0200801 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.38659 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.102991 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0102515 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0324198 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.00798823 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0182938 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.018106 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0462258 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.148696 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.641687 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.413639 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.317123 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.018106 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0245771 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0446771 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00337853 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0182866 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0462258 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.148548 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.641384 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.413453 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.317123 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0182866 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0245772 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0439018 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0011849 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0462258 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.148696 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.641687 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.413639 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.317123 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.018106 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0245771 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0446771 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.00337853 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.103376 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.440921 # DEPENDENCYPART_SIBL
