# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(5,9),(5,17),-0.0197518 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0151204 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.0243293 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0151204 # DEPENDENCYPART_SIBL
(5,9),(5,25),0.0383797 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0296038 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0436892 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0904805 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.00138783 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.000575028 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.00138783 # DEPENDENCYPART_SIBL
(5,11),(5,25),0.0136187 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0320557 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0454216 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.00235538 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.00651256 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.00235538 # DEPENDENCYPART_SIBL
(5,14),(5,25),0.00672769 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0893266 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0398127 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0265972 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0398127 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.0701701 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.00481492 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.162352 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.00481492 # DEPENDENCYPART_SIBL
(5,17),(5,25),0.0898468 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.00738341 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.0500303 # DEPENDENCYPART_SIBL
(5,19),(5,25),0.0112764 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.00138814 # DEPENDENCYPART_SIBL
(5,23),(5,25),0.0130976 # DEPENDENCYPART_SIBL
(5,24),(5,25),0.0112764 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.409449 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0338966 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.132277 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.00356281 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.341725 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0197578 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0129962 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0280396 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.155843 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.567434 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00907785 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.354824 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0462276 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.269111 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00283849 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0671244 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.315329 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00346144 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.560599 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0290059 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0165824 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0938231 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.240397 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0477785 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00137694 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0938231 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.269103 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0758363 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0132763 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0939422 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.135883 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0186692 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0500455 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0163725 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.0758351 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0163725 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.088405 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.112203 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.002062 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0192314 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.015163 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.328314 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.108112 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.017584 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0485724 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0362471 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.00730592 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.00900934 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0352688 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.107611 # DEPENDENCYPART_SIBL
(9,3),(9,24),-0.0352688 # DEPENDENCYPART_SIBL
(9,3),(9,25),0.0351764 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0450081 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00435789 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0180432 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.115784 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0417744 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0486761 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00662365 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0620219 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0192379 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0380495 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0572336 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0425075 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0572336 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.0217004 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.138122 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0241602 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.266373 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0114436 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.000473505 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0899252 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.060492 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0070525 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0439714 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0131272 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.0114363 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0131272 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0349102 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.046776 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.23521 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0254428 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0378619 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0186127 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0654045 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.029077 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0138231 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0537138 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0251866 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0537138 # DEPENDENCYPART_SIBL
(9,6),(9,25),0.00936273 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.328314 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.108112 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.017584 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0485724 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0362471 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00730592 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00900934 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0352688 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.107611 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0352688 # DEPENDENCYPART_SIBL
(9,7),(9,25),0.0351764 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0040556 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0181156 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0157008 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.12347 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0379709 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0575573 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0875923 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.002521 # DEPENDENCYPART_SIBL
(9,8),(9,24),-0.0875923 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.106874 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0178243 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0310472 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0242952 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00921639 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0645161 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0262428 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0168432 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.0262428 # DEPENDENCYPART_SIBL
(9,11),(9,25),-0.00563335 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00880647 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0358541 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0232522 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0552232 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.00784972 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0110661 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.00784972 # DEPENDENCYPART_SIBL
(9,12),(9,25),-0.0179203 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0121669 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00914372 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.017542 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00561075 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0130343 # DEPENDENCYPART_SIBL
(9,14),(9,24),-0.00561075 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0578093 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.114422 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.078212 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0668345 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0652938 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0668345 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0563181 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.194776 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0574426 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.102245 # DEPENDENCYPART_SIBL
(9,17),(9,24),-0.0574426 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.00946249 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0145678 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.069771 # DEPENDENCYPART_SIBL
(9,18),(9,24),-0.0145678 # DEPENDENCYPART_SIBL
(9,18),(9,25),0.0831228 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.00914146 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.061323 # DEPENDENCYPART_SIBL
(9,19),(9,25),0.0137682 # DEPENDENCYPART_SIBL
(9,23),(9,24),-0.0262428 # DEPENDENCYPART_SIBL
(9,23),(9,25),-0.00615353 # DEPENDENCYPART_SIBL
(9,24),(9,25),0.0137682 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.409449 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.341725 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0338966 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.409449 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0133324 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.567434 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0129962 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.662013 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.077227 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.000855746 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.542227 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0824618 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.317123 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0234459 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.077227 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.131059 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0627606 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0707681 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.249262 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.139634 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0707681 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.115149 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0112302 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0389608 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00165363 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.00208353 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0693908 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0916242 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0693908 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.0215312 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.1564 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.112639 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.193155 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0542275 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.112639 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0463453 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0117406 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.000440263 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.00293544 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0447946 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0478637 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0722738 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0478637 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.11051 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0721472 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.226863 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.13963 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0721472 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0653641 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0177346 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0258051 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0126909 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0346937 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0203307 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.126197 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0203307 # DEPENDENCYPART_SIBL
(12,5),(12,25),0.061687 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.249262 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.139634 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0707681 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.115149 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0112302 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0389608 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00165363 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.00208353 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0693908 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0916242 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0693908 # DEPENDENCYPART_SIBL
(12,7),(12,25),0.0215312 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.107473 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0276372 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0667769 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00703442 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00862311 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0665602 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0182379 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0862286 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0459911 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0862286 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0276086 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.107305 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0248587 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0264162 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0243014 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.025617 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.00106045 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0616479 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0307811 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0616479 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0413216 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.115149 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0112302 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0389608 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00165363 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00208353 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0693908 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0916242 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0693908 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0215312 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0138896 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.041624 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00350804 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0522293 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0227807 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0184821 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0227807 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0108945 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0737012 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0816036 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.00162812 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.111192 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0172024 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.111192 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0411532 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.036756 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0419888 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0671317 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0409789 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0671317 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.043826 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.327746 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0274965 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.00520511 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0274965 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0490222 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0360489 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0565332 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0360489 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.0538452 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.0391225 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0184229 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.000786543 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0333106 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.0132344 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.000786543 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.191393 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.109794 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0952879 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.18214 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.203571 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0952879 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.154216 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0173643 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.011139 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0196893 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0113848 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0456861 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0165591 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0218019 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.014935 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.00744534 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0165591 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0344928 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.112551 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0798299 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0213965 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0253204 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0798299 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0785291 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00446892 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.000544772 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0234881 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0382159 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00747014 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00192345 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0143169 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00445939 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0126404 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.00192345 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.068664 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0953843 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.154959 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.187652 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0953843 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0782736 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.000202006 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0148856 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0185442 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00702431 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0130564 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0318898 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.000640956 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.000201602 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.0165976 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0318898 # DEPENDENCYPART_SIBL
(13,5),(13,25),0.0299592 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.18214 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.203571 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0952879 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.154216 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0173643 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.011139 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0196893 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0113848 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0456861 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0165591 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0218019 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.014935 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00744534 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.0165591 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0344928 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.208055 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.16004 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.129567 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0115819 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00209136 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0127902 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0108678 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0194027 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.00805549 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.000161974 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0122857 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0690963 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.00805549 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.0672959 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0823859 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0852124 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.00479908 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.000469689 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0158592 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0465013 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00884108 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0123477 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0115942 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.00480861 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.0181161 # DEPENDENCYPART_SIBL
