# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(7,2),(7,4),0.440304 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.178707 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00738622 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00290992 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0135597 # DEPENDENCYPART_SIBL
(7,2),(7,18),-0.00718569 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.164597 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.19421 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.149416 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00140794 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0182058 # DEPENDENCYPART_SIBL
(7,3),(7,12),9.42928e-05 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.000186752 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.098598 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0448093 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0338015 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0810226 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00760255 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0433467 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.109987 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00737909 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00322687 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0105499 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00484607 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.173602 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0439829 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0492225 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0555251 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0487664 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.341836 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.146674 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0991697 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0771999 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.10125 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0725458 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0807376 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.143577 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.109318 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0186471 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0807376 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.192655 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0038284 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.00824898 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0280184 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.00599413 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0270861 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0106388 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0106388 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0275152 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0146804 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0264554 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.284134 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.155324 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0748228 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.198077 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0218936 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.022737 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0374337 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.023177 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0193747 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0432958 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0432958 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0182173 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.070759 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.257194 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0292786 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.012025 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.149271 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0163035 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0239398 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0118514 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0124128 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0281923 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00322092 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00322092 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0256628 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00428933 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00799427 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0470468 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.124721 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0431697 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00350407 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0352525 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0102393 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0202672 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.005666 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00566601 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0206321 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0204076 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.198289 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.239972 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0280456 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0457209 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00401526 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0168333 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0315119 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0381241 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0381241 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0463452 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0476079 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.197055 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0215767 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.022738 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0374338 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0201672 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0217143 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.043303 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0433029 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0205569 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0617546 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0294874 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0865943 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0248439 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0144692 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0864008 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.037368 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.037368 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0880744 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.125578 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.337358 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.223588 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.375657 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.162211 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.116245 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.116245 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.162399 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.089895 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0129253 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0249653 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.03617 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00135185 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00135185 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0360587 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0302525 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0398497 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0548886 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0431737 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0431737 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0551621 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0365084 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.030353 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0037449 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0037449 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0276225 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0710359 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0298832 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.029883 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.00654601 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.00458851 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0272528 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00651542 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.000901308 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.00651541 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.000901306 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0136199 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0268833 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.392788 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0232444 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0223221 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.00907173 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.020291 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.392788 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0370027 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.197794 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0845751 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.054486 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.054486 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0836054 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.153121 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.327293 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0130922 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0210138 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0170099 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0264577 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.327293 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.065569 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.18721 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0100382 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0975724 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0975724 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0124148 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.108531 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0743317 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.000792422 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0475624 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0415804 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0255207 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.12063 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.375353 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0169777 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0754555 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0754555 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0175236 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.213472 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0545772 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0606918 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0283961 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.28934 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0317715 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.204895 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00566792 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0644566 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0644566 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0093178 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0255667 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.00988835 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0207315 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.389874 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0314501 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.186445 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0813702 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0489425 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0489425 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0804006 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.133008 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0963896 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.281397 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0417522 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.183513 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.031611 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0574818 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0574818 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0334392 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0936636 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.320362 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.059439 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.174959 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0192527 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0914452 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0914452 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0216293 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0845673 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.12063 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.375353 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0169777 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0754555 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0754555 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0175236 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.213472 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.016986 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00422257 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0100322 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0100322 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.00390691 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0238569 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0751464 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0139482 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0139482 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0724734 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0515585 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0207463 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0207461 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0300785 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00664909 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0278132 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.00701692 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0333718 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.00701692 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0333718 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.00247674 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.207132 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.183305 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.18502 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.10883 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.11336 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0325681 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0429321 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0307347 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0089683 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0669982 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0432618 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.00899709 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.0307347 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0089683 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0574816 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0429996 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0085147 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0125259 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0134747 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0134747 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0159685 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.00566411 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.00412914 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.00995144 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.096364 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0454512 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.049968 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0227872 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.009895 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.096364 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.061745 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0578653 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00825389 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0165766 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00376964 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00376961 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.00909608 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0152812 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0181219 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0464897 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00709177 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.021376 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0308474 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0191972 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0464897 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0919093 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.000995177 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.026906 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0266109 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0199729 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0199729 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0175941 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0336334 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0132427 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0367592 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0173213 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0353029 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.00712846 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.000326151 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0415204 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0454289 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0121922 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.00880649 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00933811 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00933811 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0133155 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.000732728 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0197554 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.100872 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.046603 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0568559 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.083361 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0605345 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0423917 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0265631 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0235457 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0253156 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0253156 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0276122 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0198344 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.000109909 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0168089 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.00620786 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0909684 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0578375 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0498318 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00658612 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.020512 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.000158482 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00015851 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00516796 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0136135 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0021462 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0529741 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0335888 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.053714 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0490069 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.00301821 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.000365831 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.00450372 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00450372 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0124086 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0145212 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0192965 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0506211 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0976673 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00202992 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0238215 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0266136 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0199718 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0199718 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0175929 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0305489 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00157896 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0415204 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0454289 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0121922 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00880649 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00933811 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00933811 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0133155 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.000732728 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0197554 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.014634 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0565926 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0549365 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0533072 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0533072 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.045731 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0319622 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0304911 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0470932 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0161725 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0106027 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0106027 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0128644 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00557004 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0211711 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00313825 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0114169 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.011417 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0012005 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.065078 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0747182 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0658731 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0658731 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0710065 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00946068 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0176629 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0367804 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.031677 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0251771 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0261919 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.031677 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0251771 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0261919 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0248916 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0198997 # DEPENDENCYPART_SIBL
