# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(4,17),(4,22),0.0500028 # DEPENDENCYPART_SIBL
(4,17),(4,26),0.0222026 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.0202563 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0237449 # DEPENDENCYPART_SIBL
(4,20),(4,26),0.0370943 # DEPENDENCYPART_SIBL
(4,21),(4,22),0.0168325 # DEPENDENCYPART_SIBL
(4,21),(4,26),0.0721937 # DEPENDENCYPART_SIBL
(4,22),(4,26),-0.0412236 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00182866 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0325776 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0187366 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.0298522 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0298522 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.0298522 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0298522 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0398771 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0298522 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0177171 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0279107 # DEPENDENCYPART_SIBL
(5,2),(5,26),-0.0407879 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0795495 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.275404 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0198727 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0198727 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0198727 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0198727 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0754509 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0198727 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0221268 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0201296 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0135015 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0576367 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0109176 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0109176 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0109176 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0109176 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0399149 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0109176 # DEPENDENCYPART_SIBL
(5,4),(5,17),0.0125681 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0109176 # DEPENDENCYPART_SIBL
(5,4),(5,26),-0.0458778 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0620475 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0620475 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0620475 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.0620475 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00588816 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0620475 # DEPENDENCYPART_SIBL
(5,6),(5,17),0.144034 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0628944 # DEPENDENCYPART_SIBL
(5,6),(5,26),0.0339732 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.103192 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.103192 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.103192 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.1504 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.103192 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.1002 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.098512 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.113594 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.103192 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.103192 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.1504 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.103192 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.1002 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.098512 # DEPENDENCYPART_SIBL
(5,9),(5,26),0.113594 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.103192 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.1504 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.103192 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.1002 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.098512 # DEPENDENCYPART_SIBL
(5,11),(5,26),0.113594 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.1504 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.103192 # DEPENDENCYPART_SIBL
(5,13),(5,17),0.1002 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.098512 # DEPENDENCYPART_SIBL
(5,13),(5,26),0.113594 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.125385 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.355178 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.127079 # DEPENDENCYPART_SIBL
(5,14),(5,26),0.0491309 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.1002 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.098512 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.113594 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0665458 # DEPENDENCYPART_SIBL
(5,17),(5,26),0.105129 # DEPENDENCYPART_SIBL
(5,19),(5,26),0.111461 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0252154 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0252154 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0429715 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.209265 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.019643 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.356792 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0367256 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0299091 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0651483 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.297081 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0330674 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0625005 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.24343 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0446142 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0183636 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00571552 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0201647 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0595269 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0972208 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.317207 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0730447 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0288741 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.317207 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.025138 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.051069 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.0171396 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0171396 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.00330497 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0280537 # DEPENDENCYPART_SIBL
(9,1),(9,25),0.0171396 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.209265 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0114388 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.019643 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.209265 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.356792 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0328201 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0367256 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0367256 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0039704 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0519186 # DEPENDENCYPART_SIBL
(9,2),(9,25),0.0367256 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00764509 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0651483 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.872954 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.297081 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0200475 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0330674 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0330674 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.056362 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0490937 # DEPENDENCYPART_SIBL
(9,3),(9,25),-0.0330674 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0395435 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.352408 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0566243 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.04013 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00470951 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00470951 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00605925 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0286715 # DEPENDENCYPART_SIBL
(9,4),(9,25),0.00470951 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.298031 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.24343 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0681269 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0446142 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0446142 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0419364 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0268961 # DEPENDENCYPART_SIBL
(9,5),(9,25),0.0446142 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.297081 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0200475 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0330674 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0330674 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.056362 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0490937 # DEPENDENCYPART_SIBL
(9,6),(9,25),-0.0330674 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.000855746 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00571552 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00571552 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0165824 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0247806 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.00571552 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00337853 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00337853 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00283849 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.000103434 # DEPENDENCYPART_SIBL
(9,8),(9,25),0.00337853 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00471394 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.103086 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0610271 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.00471394 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.103086 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0610271 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.00471394 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.482727 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.342981 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.0741054 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.160858 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.256483 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.160858 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0147628 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.242463 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.242463 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0730772 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0219559 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.189722 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.654579 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0616185 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0175999 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0175999 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0626527 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.00248675 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.163213 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0200679 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.124376 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.124376 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0562945 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0203207 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0616185 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0175999 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0175999 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0626527 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00248675 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0727294 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0727294 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0275152 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0154589 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0545508 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.020519 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00504199 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.020519 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.00504199 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0484648 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.209265 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0114388 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.019643 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.209265 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.356792 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0328201 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0328201 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0192667 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0367256 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0039704 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0367256 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0519186 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0487103 # DEPENDENCYPART_SIBL
(11,2),(11,25),0.0367256 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.0274711 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00764509 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0651483 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.872954 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.297081 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0200475 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0200475 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0307057 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0330674 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.056362 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0330674 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0490937 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0455758 # DEPENDENCYPART_SIBL
(11,3),(11,25),-0.0330674 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.0219017 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0395435 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.352408 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0566243 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.04013 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.04013 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.052544 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00470951 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00605925 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00470951 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0286715 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.00462476 # DEPENDENCYPART_SIBL
(11,4),(11,25),0.00470951 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.0368675 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.298031 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.24343 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0681269 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0681269 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0332464 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0446142 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0419364 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0446142 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0268961 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0455345 # DEPENDENCYPART_SIBL
(11,5),(11,25),0.0446142 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0409888 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.297081 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0200475 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0200475 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0307057 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0330674 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.056362 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0330674 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0490937 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0455758 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.0330674 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0219017 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.000855746 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.000855746 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.20642 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00571552 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0165824 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00571552 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0247806 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.00679508 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.00571552 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.082182 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.018106 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0409604 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00337853 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00283849 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00337853 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.000103434 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0193701 # DEPENDENCYPART_SIBL
(11,8),(11,25),0.00337853 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.0343194 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0409604 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00337853 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00283849 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00337853 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.000103434 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0193701 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.00337853 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0343194 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00508179 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0343685 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.00508179 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0552979 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.00263942 # DEPENDENCYPART_SIBL
(11,10),(11,25),-0.00508179 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0582408 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.103086 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00471394 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0610271 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00278576 # DEPENDENCYPART_SIBL
(11,13),(11,25),0.00471394 # DEPENDENCYPART_SIBL
(11,13),(11,26),0.110931 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.342981 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.482727 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.356704 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.342981 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.13058 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0610271 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.00278576 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.00471394 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.110931 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.077064 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.0741054 # DEPENDENCYPART_SIBL
(11,17),(11,26),0.181439 # DEPENDENCYPART_SIBL
(11,21),(11,25),0.00278621 # DEPENDENCYPART_SIBL
(11,21),(11,26),0.116668 # DEPENDENCYPART_SIBL
(11,25),(11,26),0.110931 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00822399 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00962319 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0209857 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.00744975 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0200107 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0258041 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.00822399 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.00790324 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.00962319 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.00848801 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0218844 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0889923 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0201905 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.114301 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.00812247 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0534757 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0219237 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0218844 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0463626 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0161478 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00215587 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0116458 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.000617884 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.00670442 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.00246581 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.00252389 # DEPENDENCYPART_SIBL
(12,16),(12,26),0.0740664 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00532596 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00290157 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.00233572 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0420913 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.00534991 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.00532596 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.0191123 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0116458 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.000617884 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00670442 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.00246581 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.00252389 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.0719339 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0258133 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0314503 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0358658 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0358338 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.035348 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00858458 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.00108967 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.00114774 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.0804569 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0219237 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0218844 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.0463626 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.000784048 # DEPENDENCYPART_SIBL
(12,24),(12,26),0.07372 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.0740664 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.209265 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0114388 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.019643 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.209265 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.356792 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0328201 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0328201 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0192667 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0328201 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0516895 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0039704 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0367256 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0519186 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0374787 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0311214 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0487103 # DEPENDENCYPART_SIBL
(13,2),(13,22),0.0039704 # DEPENDENCYPART_SIBL
(13,2),(13,24),0.0367165 # DEPENDENCYPART_SIBL
(13,2),(13,25),0.0367256 # DEPENDENCYPART_SIBL
(13,2),(13,26),0.0274711 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.00764509 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0651483 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.872954 # DEPENDENCYPART_SIBL
