# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(4,5),(4,11),-0.0585823 # DEPENDENCYPART_SIBL
(4,5),(4,15),-0.0585823 # DEPENDENCYPART_SIBL
(4,5),(4,16),-0.0954198 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.0851612 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0127277 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0525789 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0155397 # DEPENDENCYPART_SIBL
(4,6),(4,8),0.0278054 # DEPENDENCYPART_SIBL
(4,6),(4,11),0.0155397 # DEPENDENCYPART_SIBL
(4,6),(4,15),0.0155397 # DEPENDENCYPART_SIBL
(4,6),(4,16),-0.00209189 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.0192019 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.0103379 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.02605 # DEPENDENCYPART_SIBL
(4,7),(4,8),0.0384703 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0159816 # DEPENDENCYPART_SIBL
(4,7),(4,15),-0.0159816 # DEPENDENCYPART_SIBL
(4,7),(4,16),0.0338729 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.0176024 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.0138993 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.0497837 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.0585823 # DEPENDENCYPART_SIBL
(4,8),(4,15),-0.0585823 # DEPENDENCYPART_SIBL
(4,8),(4,16),-0.0954198 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.0851612 # DEPENDENCYPART_SIBL
(4,8),(4,22),0.0127277 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.0525789 # DEPENDENCYPART_SIBL
(4,11),(4,15),-0.0159816 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0338729 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0176024 # DEPENDENCYPART_SIBL
(4,11),(4,22),0.0138993 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0497837 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0338729 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0176024 # DEPENDENCYPART_SIBL
(4,15),(4,22),0.0138993 # DEPENDENCYPART_SIBL
(4,15),(4,23),-0.0497837 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.0618427 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.234284 # DEPENDENCYPART_SIBL
(4,16),(4,23),0.0160359 # DEPENDENCYPART_SIBL
(4,19),(4,22),0.00529139 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.100748 # DEPENDENCYPART_SIBL
(4,22),(4,23),0.0178285 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0807288 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.160132 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.059401 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.192267 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0276672 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0275152 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00382845 # DEPENDENCYPART_SIBL
(6,1),(6,15),0.0275152 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.00382845 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.00554123 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0146767 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.151681 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.238628 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.293291 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00358007 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0205572 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0211606 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0205572 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0211606 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.0111077 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.06218 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.106355 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.3023 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0126213 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0597656 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0237382 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.0597656 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0237382 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.048479 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.125238 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0922765 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.015755 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0538398 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0281518 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0538398 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0281518 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0193887 # DEPENDENCYPART_SIBL
(6,4),(6,23),0.0448831 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.420307 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0631697 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0272235 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0631697 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0272235 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.00664723 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0955724 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0343043 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0337513 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0343043 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0337513 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.123033 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.00991247 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0904807 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.000574103 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0904807 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.0448828 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0136211 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.162399 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0298811 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.383608 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0898977 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0904807 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0448828 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0136211 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.383608 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0898977 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.0787328 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.000855746 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.159954 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0183099 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.401396 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.196579 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0806853 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0128593 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.00571552 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0165824 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00571552 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.00571552 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0165824 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00571552 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0446204 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0121307 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0202729 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.153199 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.220915 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.481184 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0468467 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.042831 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.044567 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.00337853 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.00283849 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00337853 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00337853 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.00283849 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.00337853 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0319549 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.00790367 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.041682 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0621108 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.419854 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0650857 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0337668 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0232399 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00602675 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0137764 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.00602675 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00602675 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0137764 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.00602675 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.00796167 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0347212 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.121936 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.199917 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0107309 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0550729 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0860075 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0340956 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0452271 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0340956 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0340956 # DEPENDENCYPART_SIBL
(7,4),(7,16),0.0452271 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0340956 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.00954544 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.0633584 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.121569 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0277582 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.288957 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00698584 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0330674 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.056362 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0330674 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0330674 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.056362 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0330674 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0486886 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0450236 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0415529 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0565021 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.000189638 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00415825 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0329548 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00415825 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00415825 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0329548 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00415825 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0388123 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0382558 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0052772 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0875141 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.151575 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.00263645 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.151575 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.151575 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.00263645 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.151575 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0208797 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.167136 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.069421 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0544162 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0901171 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0544162 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0544162 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0901171 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0544162 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.00523345 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0557984 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.10582 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.103086 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00471394 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00471394 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.103086 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.00471394 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.013255 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0593376 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0485651 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.342981 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.342981 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.00482316 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.342981 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.00563924 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.431597 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0787788 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00471394 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.103086 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00471394 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.013255 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.0593376 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0485651 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.103086 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00471394 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.013255 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0593376 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0485651 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.342981 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00563924 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.431597 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0787788 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.013255 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.0593376 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0485651 # DEPENDENCYPART_SIBL
(7,19),(7,22),0.0211697 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0434864 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.213907 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.137097 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0526322 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0195152 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0686539 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0255063 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.022226 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0965343 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.000468301 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.302034 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0329741 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0597656 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.232073 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.088172 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0671873 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0535899 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.29089 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0471497 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0203072 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.061142 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0630864 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0273507 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.000855746 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.159954 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0183099 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.401396 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.196579 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.000855746 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.401396 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.497702 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.177655 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0165824 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00571552 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.00571552 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0165824 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00571552 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0446204 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.0121307 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0202729 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.153199 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.220915 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.481184 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0468467 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.018106 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.481184 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.269111 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0390308 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00283849 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00337853 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00337853 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00283849 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.00337853 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0319549 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.00790367 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.041682 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0621108 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.419854 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0650857 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0504274 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.419854 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.270863 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0695532 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0137764 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00602675 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00602675 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0137764 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00602675 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.00796167 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0347212 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.121936 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.199917 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0107309 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0963955 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.199917 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.348046 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0117931 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0452271 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0340956 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0340956 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0452271 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0340956 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00954544 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0633584 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.121569 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0277582 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0200475 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.872954 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.297081 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0343832 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.056362 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0330674 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0330674 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.056362 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0330674 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0486886 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0450236 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0415529 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00667759 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.523515 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.564145 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0013774 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0329548 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00415825 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00415825 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0329548 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00415825 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0388123 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0382558 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0052772 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.481184 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.269111 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0390308 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00283849 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.00337853 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.00337853 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.00283849 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.00337853 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0319549 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.00790367 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.041682 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.297081 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0343832 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.056362 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0330674 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0330674 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.056362 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0330674 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0486886 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0450236 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0415529 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.177655 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0165824 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.00571552 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00571552 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0165824 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00571552 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0446204 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0121307 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0202729 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0347977 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00668251 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.00668251 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0347977 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.00668251 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0406625 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0401162 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.00594409 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.342981 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.342981 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00482316 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.342981 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00563924 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.431597 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0787788 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00471394 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.103086 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00471394 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.013255 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0593376 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.0485651 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.103086 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.00471394 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.013255 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0593376 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0485651 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.342981 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.00563924 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.431597 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0787788 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.013255 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0593376 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0485651 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0211697 # DEPENDENCYPART_SIBL
