# _root_ Az érdekvédők továbbra is ragaszkodtak ahhoz , hogy az ÉT még április 9. , a részben helyébe lépő Gazdasági_Tanács összehívása előtt üljön össze .
#goldHeads=2,5,5,5,0,5,5,5,10,22,22,13,21,21,19,18,18,19,20,21,22,6,22,5,
#predictedHeads=2,5,5,5,0,5,5,5,10,13,13,13,5,22,19,18,18,19,20,21,22,6,22,5,
(5,9),(5,24),-0.00671869 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0275323 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0265202 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0191053 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0472804 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.00365157 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0210166 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0263357 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0191053 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0191053 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.023333 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0189347 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.000309522 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.000126986 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0893922 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0927642 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.00691943 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0758464 # DEPENDENCYPART_SIBL
(5,11),(5,17),0.0921271 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0845053 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0927642 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0927642 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0332915 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.00445277 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0764494 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0235023 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0241034 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.0382331 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.000257165 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0260146 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0226958 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0241034 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0241034 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0269262 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0228511 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.00421826 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.00674708 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0472804 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.00365157 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0210166 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0263357 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0191053 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.0191053 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.023333 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0189347 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.000309522 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.000126986 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0981849 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.0779227 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.062573 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0785945 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0785945 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0336537 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.196636 # DEPENDENCYPART_SIBL
(5,14),(5,23),0.0945462 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0508839 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.0270223 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.0465579 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0276594 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0276594 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00282599 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0291633 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0143927 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0164677 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0256381 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0198029 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0198029 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0240306 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0196324 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.00100714 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.00363567 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0236206 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0236206 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0263474 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0297871 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.016762 # DEPENDENCYPART_SIBL
(5,18),(5,24),-0.0110097 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0191053 # DEPENDENCYPART_SIBL
(5,19),(5,21),-0.023333 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0189347 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.000309522 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.000126986 # DEPENDENCYPART_SIBL
(5,20),(5,21),-0.023333 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.0189347 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.000309522 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.000126986 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0319975 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.0589409 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.00376657 # DEPENDENCYPART_SIBL
(5,22),(5,23),0.00142497 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.0176952 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.033571 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.163443 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.191111 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0965043 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0105211 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0461886 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00655654 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0125318 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00397041 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.00655654 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0105211 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0200209 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.00810105 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0132357 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.00655654 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00655654 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.000969985 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.014993 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0166538 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0336947 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.185599 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0781935 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0165864 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0221958 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0310693 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0227653 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0309233 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0310693 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0165864 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0141366 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0299822 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0148299 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.0310693 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0310693 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.00140065 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.0112352 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.00314448 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.122262 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.151294 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0370963 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00804803 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0118478 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0209589 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0118273 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0118478 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0370963 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0210374 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.011046 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00632036 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0118478 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0118478 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0102182 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.000348458 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0142055 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0677685 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00734941 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0125932 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0125261 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0179574 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0122279 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0125261 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.00734941 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0166107 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0125057 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00650518 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0125261 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.0125261 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.013587 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00678322 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0184596 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0579418 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.162785 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0416131 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0138333 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0418726 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0416131 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0727768 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0248983 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0416582 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0208218 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0416131 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.0416131 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0719618 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0270181 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.025353 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.003488 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0601324 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0247211 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0603117 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0601324 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0614173 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0282804 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0601427 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00741204 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0601324 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0601324 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0635936 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.00110898 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0288994 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0188748 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0389663 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00273704 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.000371154 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00235261 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0196294 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.00101859 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0880574 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.000371154 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.000371154 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0217358 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0172831 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0185617 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.054756 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.11273 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.113058 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00697229 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0447943 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.113048 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0951833 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.113058 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.113058 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.05009 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.00369236 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0461245 # DEPENDENCYPART_SIBL
(6,11),(6,24),0.0230079 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00113085 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.000451503 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0194446 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.00177829 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0880073 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00113085 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.00113085 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0217308 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.017475 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0183769 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0531598 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.00235261 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0196294 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00101859 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0880574 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.000371153 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.000371153 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0217358 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0172831 # DEPENDENCYPART_SIBL
(6,13),(6,23),0.0185617 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.054756 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0248983 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0416582 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0208218 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0416131 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0416131 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0719618 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0270181 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.025353 # DEPENDENCYPART_SIBL
(6,14),(6,24),-0.003488 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0981916 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.079248 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.098202 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.098202 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0412394 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00672073 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.00530306 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0176333 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0880471 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.000381445 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.000381445 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0217256 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0172934 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0185515 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.0533093 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00107407 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00107407 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0155346 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0140024 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.00381972 # DEPENDENCYPART_SIBL
(6,18),(6,24),0.0063025 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.000371153 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.0217358 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0172831 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0185617 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.054756 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0217358 # DEPENDENCYPART_SIBL
(6,20),(6,22),-0.0172831 # DEPENDENCYPART_SIBL
(6,20),(6,23),0.0185617 # DEPENDENCYPART_SIBL
(6,20),(6,24),0.054756 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.00633324 # DEPENDENCYPART_SIBL
(6,21),(6,23),0.0856501 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0429834 # DEPENDENCYPART_SIBL
(6,22),(6,23),-0.00525587 # DEPENDENCYPART_SIBL
(6,22),(6,24),-0.0112684 # DEPENDENCYPART_SIBL
(6,23),(6,24),0.0244701 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0150597 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0119847 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0326418 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0138546 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.389874 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0804009 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0147272 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0804009 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0210176 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0236372 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0489424 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.113961 # DEPENDENCYPART_SIBL
(8,2),(8,24),0.13343 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.143982 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.038557 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.065823 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.295012 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0294058 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00842705 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0294058 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0351645 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0153635 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0670573 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.157904 # DEPENDENCYPART_SIBL
(8,3),(8,24),0.0504393 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.069805 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0505073 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.164619 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0607187 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0245193 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0607187 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00812461 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00851975 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0229078 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.134233 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0482174 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0113697 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.434738 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.124001 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0362186 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.124001 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0949829 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0191244 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0335064 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0982859 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.042562 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.211179 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00594442 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0145673 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00594442 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0201083 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00161531 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0165812 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.157768 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0609874 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0175236 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0701039 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0175236 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00885234 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.10857 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0754555 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.297142 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.213472 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0130348 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0240434 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.013313 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0162486 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0210349 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0414629 # DEPENDENCYPART_SIBL
(8,10),(8,24),0.00247674 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00636352 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00719278 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0130098 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0169226 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0550752 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0183443 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.013313 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0162486 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0210349 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0414629 # DEPENDENCYPART_SIBL
(8,13),(8,24),0.00247674 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.125325 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0849268 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.227816 # DEPENDENCYPART_SIBL
(8,14),(8,24),0.0259896 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0103644 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0392279 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.00166298 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0247902 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.0333718 # DEPENDENCYPART_SIBL
(8,22),(8,24),0.0329812 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0858176 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.139755 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.163487 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.109346 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.165408 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.101048 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.104008 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.106616 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.00462929 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0377081 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.106616 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.021467 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.00423442 # DEPENDENCYPART_SIBL
(11,2),(11,24),0.000936853 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.203443 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.111533 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.134549 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.217703 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.154285 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.154446 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0104579 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0151121 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.154446 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0184669 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0178117 # DEPENDENCYPART_SIBL
(11,3),(11,24),0.116211 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.230218 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0876214 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.125659 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0837536 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0837917 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00967279 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.00187255 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0837917 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0397213 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.00726613 # DEPENDENCYPART_SIBL
(11,4),(11,24),0.0897316 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0821262 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.127473 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.101616 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.101931 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0310196 # DEPENDENCYPART_SIBL
