# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(5,18),(5,23),0.0518695 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.00323952 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.071956 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.0751122 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.071956 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.0214735 # DEPENDENCYPART_SIBL
(5,21),(5,22),0.0933157 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.00860841 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.093672 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0256557 # DEPENDENCYPART_SIBL
(5,22),(5,24),0.00326132 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.093672 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.015306 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.162484 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.015306 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0200603 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0090866 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0155214 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00860895 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0285265 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.056173 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0158376 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0292035 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.00283866 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.000616061 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00764249 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0397175 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.00308616 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0229004 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0329162 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00567672 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0400779 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.00425496 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0212351 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00283849 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.000616109 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00765816 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.041682 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.054321 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.019426 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0533062 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0288423 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.134205 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.425607 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.0787788 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0446985 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.112651 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.211166 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0173623 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0164009 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0174639 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.112352 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0145971 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0377119 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0321952 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.00840915 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0245126 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0134258 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0450632 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.00199443 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0245116 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0247031 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0377119 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.00266481 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0117884 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0245112 # DEPENDENCYPART_SIBL
(7,1),(7,23),-0.0245112 # DEPENDENCYPART_SIBL
(7,1),(7,24),-0.0634118 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.000896701 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0366738 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0997347 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0429261 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00735882 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.031763 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0156518 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0116782 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.016686 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.0282116 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.00859067 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.011675 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0137471 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.00735882 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0104107 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0197746 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0116688 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0116688 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.00204198 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0150119 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.084537 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0178825 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0135504 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0120847 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.00948653 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00928597 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.00087532 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0327758 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0299805 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00929095 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00909326 # DEPENDENCYPART_SIBL
(7,3),(7,17),0.0135504 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0334285 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0139088 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.00929095 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.00929095 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.0051115 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0994671 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0372507 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00637658 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0307809 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0146695 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0106812 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0156883 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0272295 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.00760817 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.010678 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0127501 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00637658 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0113928 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0187923 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0106718 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0106718 # DEPENDENCYPART_SIBL
(7,4),(7,24),0.00695274 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0145582 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0133376 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0792974 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0415035 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0400531 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0760206 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0215348 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0494419 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0400517 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0373801 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0133376 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0214467 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0450228 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0400517 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0400517 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.00225034 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00742232 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0318266 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0164829 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0122876 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.016734 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0282753 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00865391 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0122844 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0143565 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00742232 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0103471 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0206057 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0122782 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0122782 # DEPENDENCYPART_SIBL
(7,6),(7,24),0.00436808 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.26736 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0942495 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.076517 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.194562 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0711085 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0600328 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.07652 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0742853 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0129099 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.0693805 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0912275 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.07652 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.07652 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0489202 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.053325 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0927072 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0605065 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.080037 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0965586 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0927103 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.09112 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.0298255 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.101608 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0529096 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0927103 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0927103 # DEPENDENCYPART_SIBL
(7,9),(7,24),0.0499781 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0307834 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0271972 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0344842 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0479597 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0307838 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0298355 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0111312 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0287993 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0157481 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0307844 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0307844 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0145168 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0189394 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0358047 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0260469 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0191059 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0205959 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0430485 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0681474 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.000865741 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0191059 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0191059 # DEPENDENCYPART_SIBL
(7,11),(7,24),-1.84193e-05 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0187983 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.00659031 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00448328 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.00542363 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0599745 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00601051 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.00291595 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.00448328 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.00448328 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.0178063 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00141361 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0520221 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0510818 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0263673 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.00939046 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.00787304 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0520221 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0520221 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.00660792 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0241232 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0250813 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00128847 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.00125846 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.018883 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0241232 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.0241232 # DEPENDENCYPART_SIBL
(7,14),(7,24),-0.0113592 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0205956 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0430465 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0681478 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.000866138 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0191055 # DEPENDENCYPART_SIBL
(7,15),(7,23),-0.0191055 # DEPENDENCYPART_SIBL
(7,15),(7,24),-2.536e-05 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0207105 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0645119 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.00684503 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0254748 # DEPENDENCYPART_SIBL
(7,16),(7,23),-0.0254748 # DEPENDENCYPART_SIBL
(7,16),(7,24),-0.00797725 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0693805 # DEPENDENCYPART_SIBL
(7,17),(7,19),0.0912275 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.07652 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.07652 # DEPENDENCYPART_SIBL
(7,17),(7,24),0.0489202 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.070088 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0540016 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0540016 # DEPENDENCYPART_SIBL
(7,18),(7,24),0.0375067 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0298747 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.0298747 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.0226075 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.0191053 # DEPENDENCYPART_SIBL
(7,21),(7,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(7,23),(7,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.038922 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.000918616 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.00529233 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00129951 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0577901 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.303602 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00710888 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.114283 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0226487 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0395526 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.114285 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.113319 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00347294 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0079252 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.114291 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.042269 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.114291 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.0313862 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0091217 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00567373 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00912556 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0424985 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.228464 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0334231 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.041131 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0384866 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.1087 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0411344 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.041129 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0448759 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0324533 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0411344 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.109076 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0411344 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.0934122 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00331039 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.000421374 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0578057 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.303964 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00707882 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.114343 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0225885 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0395831 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.114344 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.113378 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00344296 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00789514 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.114351 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0422994 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.114351 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0333809 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0603434 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0482657 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.216998 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0154787 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.077728 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0933263 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0206063 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.077728 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0791588 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0570728 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0147365 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.077728 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0210842 # DEPENDENCYPART_SIBL
(9,5),(9,23),0.077728 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0737576 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0578057 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.303964 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00746267 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.114059 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0225885 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0395831 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.114061 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.113094 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00344296 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00827899 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.114067 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0422994 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.114067 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0326114 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.347204 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0246374 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00968412 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.105789 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0365262 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00968388 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00977822 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00899988 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0241923 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.00968388 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0369943 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.00968388 # DEPENDENCYPART_SIBL
(9,7),(9,24),0.130876 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00479992 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.009578 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0876926 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0169277 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00959025 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00952638 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.038132 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00651766 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00959025 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0177443 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.00959025 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.143202 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00656147 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0321055 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00187212 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00656201 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00656574 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0467883 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0401051 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00656147 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.00167064 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.00656147 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.016029 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0021511 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0546118 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00375526 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00403012 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.054742 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.00105881 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00375526 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.0548482 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.00375526 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0390258 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00837279 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0586128 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0586128 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.129845 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0128146 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0586128 # DEPENDENCYPART_SIBL
(9,12),(9,22),0.00854581 # DEPENDENCYPART_SIBL
(9,12),(9,23),0.0586128 # DEPENDENCYPART_SIBL
(9,12),(9,24),0.0784173 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0267695 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0267538 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0423153 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.00362048 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0267695 # DEPENDENCYPART_SIBL
(9,14),(9,22),-8.60252e-05 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0267695 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.112518 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00403016 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0547396 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00105881 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.00375531 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.0548482 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00375531 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0390176 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0467554 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00172983 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00375506 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0548482 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00375506 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0382299 # DEPENDENCYPART_SIBL
