# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(13,7),(13,24),0.0106241 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0285697 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0285697 # DEPENDENCYPART_SIBL
(13,7),(13,27),0.108529 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.168685 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.21775 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0695554 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0276242 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00584618 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00938452 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0172067 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0695554 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.00231853 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0117086 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0695554 # DEPENDENCYPART_SIBL
(13,9),(13,26),0.0695554 # DEPENDENCYPART_SIBL
(13,9),(13,27),0.0677242 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0957949 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00627438 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0481442 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00587942 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0290227 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0226251 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.00627438 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0128989 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0141965 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.00627438 # DEPENDENCYPART_SIBL
(13,10),(13,26),0.00627438 # DEPENDENCYPART_SIBL
(13,10),(13,27),0.0345043 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0144569 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.000266718 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00397241 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0173621 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0111686 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0144569 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00195228 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0032463 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.0144569 # DEPENDENCYPART_SIBL
(13,11),(13,26),0.0144569 # DEPENDENCYPART_SIBL
(13,11),(13,27),0.062505 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0270612 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00679684 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00635734 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0162834 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00963785 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0260266 # DEPENDENCYPART_SIBL
(13,15),(13,24),0.100123 # DEPENDENCYPART_SIBL
(13,15),(13,25),0.00963785 # DEPENDENCYPART_SIBL
(13,15),(13,26),0.00963785 # DEPENDENCYPART_SIBL
(13,15),(13,27),0.0581861 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0179736 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00500835 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00349866 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.00040676 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0123879 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0672192 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.00040676 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.00040676 # DEPENDENCYPART_SIBL
(13,16),(13,27),-0.0726369 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0476239 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.02662 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0397161 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0047902 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0219059 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.0397161 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.0397161 # DEPENDENCYPART_SIBL
(13,17),(13,27),-0.00702044 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0464519 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0856473 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.00378887 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0958421 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0856473 # DEPENDENCYPART_SIBL
(13,18),(13,26),0.0856473 # DEPENDENCYPART_SIBL
(13,18),(13,27),0.00784068 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.103103 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0165607 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.081863 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.103103 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.103103 # DEPENDENCYPART_SIBL
(13,19),(13,27),0.0166889 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0260266 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.100123 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.00963785 # DEPENDENCYPART_SIBL
(13,21),(13,26),0.00963785 # DEPENDENCYPART_SIBL
(13,21),(13,27),0.0581861 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.00387756 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.00681918 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.00681918 # DEPENDENCYPART_SIBL
(13,22),(13,27),-0.0100971 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.0274571 # DEPENDENCYPART_SIBL
(13,24),(13,26),0.0274571 # DEPENDENCYPART_SIBL
(13,24),(13,27),0.0216955 # DEPENDENCYPART_SIBL
(13,25),(13,26),0.00963785 # DEPENDENCYPART_SIBL
(13,25),(13,27),0.0581861 # DEPENDENCYPART_SIBL
(13,26),(13,27),0.0581861 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0925736 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0267672 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.304955 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0038019 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.00379998 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.432281 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0121481 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.121312 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0320911 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0771944 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.123887 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.122475 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.069966 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.048892 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.119251 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.122433 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0361358 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.060447 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0479153 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.122475 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.112902 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0280514 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.132681 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0917709 # DEPENDENCYPART_SIBL
(16,1),(16,25),0.132681 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.132681 # DEPENDENCYPART_SIBL
(16,1),(16,27),0.142048 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.235876 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.136796 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.132873 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.198981 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.235876 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0987612 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0890236 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0648649 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.235876 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.114676 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0112149 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.121018 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0408428 # DEPENDENCYPART_SIBL
(16,5),(16,25),0.121018 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.121018 # DEPENDENCYPART_SIBL
(16,5),(16,27),0.057448 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0997267 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0704977 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.216062 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0536145 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0362593 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0170149 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0488551 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0536145 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.106547 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00132813 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.168785 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0265337 # DEPENDENCYPART_SIBL
(16,6),(16,25),0.168785 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.168785 # DEPENDENCYPART_SIBL
(16,6),(16,27),0.0788592 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0243299 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0678927 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.100564 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0196419 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0329376 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0701685 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.100607 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0954262 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0200739 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.141306 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0518558 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.141306 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.141306 # DEPENDENCYPART_SIBL
(16,7),(16,27),0.0625542 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0598991 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0825347 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.000189935 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.024835 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0838114 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0825773 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.099765 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.000195796 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.133535 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0471047 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.133535 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.133535 # DEPENDENCYPART_SIBL
(16,8),(16,27),0.0677747 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0791383 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.078282 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0391034 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0607685 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0791384 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0532847 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.000625118 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0665909 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.107848 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.0665909 # DEPENDENCYPART_SIBL
(16,9),(16,26),0.0665909 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.0859528 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0362591 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.017015 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0488553 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0536143 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.106547 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00132822 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.168785 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0265335 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.168785 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.168785 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.078859 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0499473 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0676877 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0159922 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0273721 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.015488 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0127538 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0705025 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0127538 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0127538 # DEPENDENCYPART_SIBL
(16,11),(16,27),0.0261488 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.218913 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.138268 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.203376 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0739717 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.166263 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.17887 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.166263 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.166263 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0782625 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0391508 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0276708 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0517763 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0344946 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0189023 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0344946 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0344946 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0858304 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.106547 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00132813 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.168785 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0265337 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.168785 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.168785 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0788592 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.122911 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.108991 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.335321 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.108991 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.108991 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0480349 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0270458 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0116751 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0270458 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0270458 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.019212 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0269812 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.00370302 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.00370302 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0425335 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0493521 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0493521 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0584056 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.00370302 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0425335 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.0425335 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0928556 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.00804375 # DEPENDENCYPART_SIBL
(18,21),(18,26),0.00804375 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0109349 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.0109349 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.00804375 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.10636 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.224996 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.182095 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.111854 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.101013 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.172966 # DEPENDENCYPART_SIBL
(19,8),(19,25),0.172966 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.172966 # DEPENDENCYPART_SIBL
(19,8),(19,27),0.179312 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.140364 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0916933 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.500411 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.128496 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.103028 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.103028 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.103028 # DEPENDENCYPART_SIBL
(19,11),(19,27),0.136044 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.134062 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.289593 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0241695 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.104748 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.104748 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.104748 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0281352 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.216906 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.10079 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0779482 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0779482 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.0779482 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.114383 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0310997 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0782739 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0782739 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.0782739 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0545567 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.246272 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.246272 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.246272 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.126475 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.00681823 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.00681823 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0156444 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.00681823 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0156444 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.0156444 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.121312 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.050708 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.106254 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.121312 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.0060347 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.0060347 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00110495 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0196309 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.662013 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.00331961 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.00331961 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0868015 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0614649 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00686977 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.00686977 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.432272 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00970219 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00970219 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.00331961 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.00331961 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.00471394 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0204022 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0364492 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.000916683 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0346623 # DEPENDENCYPART_SIBL
(22,1),(22,7),0.0286025 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0424837 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.0530384 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0345348 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.00203753 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0475675 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0824895 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0346623 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.186655 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0530384 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.039811 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.00606109 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0824895 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0346623 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.00216256 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.0223627 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.00516333 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.00516333 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.098144 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0180159 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0208857 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0211139 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.0104549 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0486388 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0414715 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0211564 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.00581277 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.086527 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.203702 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0211139 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0945448 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.0414715 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0791605 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0261803 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.203702 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0211139 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0321862 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0338742 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.0083647 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.0083647 # DEPENDENCYPART_SIBL
(22,3),(22,27),0.00216261 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.00862334 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0314646 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0503465 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0505866 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0948336 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0315071 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.00844522 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0963947 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0613741 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0314646 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0873813 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0948336 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0875296 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.00684803 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0613741 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0314646 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0255289 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.00855203 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.00906665 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.00906665 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.0154519 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.112717 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.0434485 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.00710839 # DEPENDENCYPART_SIBL
(22,5),(22,9),0.0402743 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.112674 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0257316 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0398877 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0133648 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.112717 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0924968 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0402743 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0309454 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0182658 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0133648 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.112717 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.00951928 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.00205428 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.000407201 # DEPENDENCYPART_SIBL
(22,5),(22,26),0.000407201 # DEPENDENCYPART_SIBL
(22,5),(22,27),0.0311933 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.0488408 # DEPENDENCYPART_SIBL
