# _root_ E társaság tulajdonosai 150_millió forintot keresnek a Márkus_Kft.-n , mondván , ekkora összegben helyeztek el náluk importletétet .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
(5,2),(5,3),-0.0302547 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0153796 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.00281175 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0105236 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.00454317 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.00731468 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.00839683 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.000698806 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00900055 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00645753 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0041832 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0141533 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0247647 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0206382 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.000201735 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.103083 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.0269607 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0554906 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.205904 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.430421 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0285867 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.107593 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.114585 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0490982 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0999884 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0685872 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0815737 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.120872 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0255383 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.120872 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0734751 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0845859 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.124015 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0522404 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.0681666 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0815737 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.0818527 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0381449 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.014414 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0174058 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0280558 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0309298 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0225308 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0363491 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0225308 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0315902 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0339577 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0213884 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.00643812 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0181499 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0309298 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0153035 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0210975 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0214672 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0227864 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0156456 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0123527 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0400041 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0123527 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0262334 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0186735 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.020806 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.00278304 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0144949 # DEPENDENCYPART_SIBL
(6,3),(6,17),-0.0156456 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.00175671 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.00815984 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00187891 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00812663 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0133256 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0783725 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0133256 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.00126103 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.00631611 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0144879 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0694523 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0459702 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00812663 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00302439 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0379785 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0304639 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0440816 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0326882 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0440816 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0407386 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0334918 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0451786 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0100604 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0218108 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0304639 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0214914 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.00728509 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00601978 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00728509 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00183829 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.00983162 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0347726 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0162795 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0110815 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.0110333 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.028888 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0428441 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0303732 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0428441 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0447135 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0217133 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0232164 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00670488 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00518481 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.01931 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.00103987 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.169537 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0129099 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0196656 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0741168 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.206205 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0681635 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.100065 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.07652 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0485107 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0910853 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0373894 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0472572 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0117594 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.0013242 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00753793 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0484588 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0276432 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0196656 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0741168 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.206205 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0681635 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.100065 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.07652 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0485107 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.00645706 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0370363 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0216474 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0289751 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0076587 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00636321 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.026553 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.010091 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.00179867 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0230893 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00600627 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00735325 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00904853 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00139926 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0162541 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0173062 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0312049 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0191298 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0412624 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.00569365 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.00103987 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00907785 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0771741 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00907785 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0365658 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00331961 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00861752 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00331961 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.206078 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00482316 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.189499 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.342381 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.430821 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.342981 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0843821 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0326405 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0419815 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0286669 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0419815 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.189499 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.342381 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.430821 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.342981 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.01717 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00737013 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.01717 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0551902 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.00410969 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0764127 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0600784 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0681534 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0613198 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.236783 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0180301 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00666272 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0754627 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00114214 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0760714 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00736132 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.070805 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0644394 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.243178 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0153679 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00674733 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0800706 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00326752 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0806793 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0133981 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0619387 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.221529 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0243404 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00674659 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0802772 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00842257 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0808859 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00890288 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.237646 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.013398 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00674733 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0814231 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00287226 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0820318 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0142999 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0872095 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0115263 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0314366 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0144145 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0314366 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0150733 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0507423 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.00806473 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.239233 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.00746391 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.031541 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.000887843 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.007939 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.000887843 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0212228 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0673464 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0226379 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0290483 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0193232 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0430331 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0302433 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0901242 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0983615 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0966181 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0913657 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.181756 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.164966 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.181756 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00143679 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0111848 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0213024 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0184102 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0020455 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0277733 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.100987 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0968183 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0944588 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.188121 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.16485 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.188121 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00623561 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0131033 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0218491 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.018957 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00684431 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0339937 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0965365 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0922075 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.166941 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.164313 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.166941 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0069651 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0178783 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0178947 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0150219 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0075738 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0298444 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0888723 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.224879 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0921109 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.224879 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0160436 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.000177548 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.013442 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0138518 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0160436 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0611562 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.182589 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.16485 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.182589 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0075881 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.012708 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0218433 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0189512 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00819681 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0348955 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.136158 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0485749 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0709698 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00491879 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0112123 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0186178 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0709698 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0678182 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00991112 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0235787 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00308059 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00140101 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0117913 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0241797 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.12025 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0709698 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00491879 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0112123 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0186178 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0709698 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0678182 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0104589 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0256905 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0243205 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00737033 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0610602 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0069833 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00260243 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00747614 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00701732 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00670297 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0950398 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.029548 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.10365 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0200587 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0622552 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0797835 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0814199 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0335235 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0753392 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0902554 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0601147 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0792175 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.289579 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0793792 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.289579 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0715342 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.00538247 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0283561 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00681284 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0203674 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.150989 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.319136 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0254712 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.63725 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.184701 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.63725 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0475167 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.00280868 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0137956 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0103789 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.157295 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.313274 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0150148 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.659508 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.191082 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.659508 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0536592 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.000695736 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0227162 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0884947 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.39141 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0196764 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.387403 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0836478 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.387403 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00915243 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0152999 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.152223 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.318462 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0222008 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.624868 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.185754 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.624868 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0488292 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00275518 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.353507 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0504274 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.313879 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0435616 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.313879 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0161675 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00602675 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0129962 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.190771 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0276259 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.190771 # DEPENDENCYPART_SIBL
(13,7),(13,12),-5.54874e-05 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00331961 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.641687 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.186985 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.641687 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0495627 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.00337853 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0665473 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0456326 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0272497 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00844461 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0503981 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0144359 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.00295636 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0272497 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00844461 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00341596 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0856053 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0925973 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0424763 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0780007 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0624564 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0182198 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0913373 # DEPENDENCYPART_SIBL
