# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,18,12,18,11,18,11,
(9,7),(9,14),0.00492722 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00125037 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0133197 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0278157 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0266488 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0331081 # DEPENDENCYPART_SIBL
(9,8),(9,13),1.75145e-05 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00470586 # DEPENDENCYPART_SIBL
(9,8),(9,15),1.75146e-05 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0331081 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00117899 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.00444547 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.160689 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.34298 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.153297 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00482316 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.103364 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0787774 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0521766 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00595373 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0876025 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0126015 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.105217 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0608696 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.105471 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0379931 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.045099 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0902075 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0133935 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.106006 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.103364 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0787774 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.077973 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0338519 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0204515 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0419935 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00593258 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0201853 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0379817 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.382985 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0440807 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0939953 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0400917 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0389012 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0148506 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.117116 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0256747 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0278898 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0195406 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0254085 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0238779 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.387286 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0501239 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0717547 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0461349 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0320566 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0069374 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.122428 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0226382 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0143512 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.01157 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0197323 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.327313 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0975427 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0154723 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.097602 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.00135196 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0427873 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.10308 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0219986 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.023616 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0205051 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.389567 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0500796 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0816594 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0460906 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0270721 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0076682 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.146565 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.142895 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0359272 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.367197 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0578769 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0553417 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0579507 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0449312 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00814424 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0388633 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0197375 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.327291 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0975382 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0156758 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0975974 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00134992 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0427873 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.103079 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.389384 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0560598 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0833619 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0520708 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0234051 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00534095 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.129834 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0744223 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0152339 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0754555 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00885234 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0830676 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.213472 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00443024 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0278319 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0167093 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0452951 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0325307 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0207323 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.015698 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0696075 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.00098751 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0193346 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0444844 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0333718 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0106961 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0259896 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0248703 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0996621 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.206141 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.030335 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0106156 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.0181807 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0251257 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0283144 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.026831 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0084344 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.0517232 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.208379 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.035249 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0111994 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0230947 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0205405 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0307923 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0257353 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00530227 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0324042 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00403484 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0149751 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00802927 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0181818 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0113205 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0297302 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0321153 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0726776 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00480372 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0373105 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00989065 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00101208 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.000617391 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00394441 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00775853 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0614007 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0272962 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0091936 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.031181 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0250548 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0287183 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0101432 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00187454 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00042592 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.00419694 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00671817 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0530587 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00290022 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0668035 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00493991 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0204016 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0316173 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0207838 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0312843 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0490265 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.00873978 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.054177 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0496084 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0208597 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0660582 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.278461 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.26736 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0415413 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0432595 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00676863 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0316073 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0487287 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0247178 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0708081 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.282086 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.259928 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0466965 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.039375 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.00261323 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.025776 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.145197 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0787921 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.108823 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.125021 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.035011 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0106388 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.00782391 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0349691 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0118519 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.257177 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.222164 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0399578 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00321823 # DEPENDENCYPART_SIBL
(13,8),(13,18),-3.79285e-05 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0180562 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.277173 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.26535 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.041739 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0471043 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00615654 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0313491 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0995683 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0467146 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.005666 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00344024 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0435103 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0750614 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00627017 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0135137 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0356722 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0291176 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.00893482 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0174628 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0103871 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0212465 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0285802 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0145026 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0129932 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.155842 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0284806 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.567434 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0625589 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.155061 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0129956 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.190771 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0973065 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0122351 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.152458 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00427239 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0090819 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00109964 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.0153618 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0681993 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0183672 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.263921 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.193436 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0682208 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0210184 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.672342 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.423283 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0340485 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0639799 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0515082 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00121016 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0173567 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.046202 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0176914 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.269111 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.190712 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0462235 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0203426 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.643013 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.413346 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0314193 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0419826 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0446453 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.011003 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0121213 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.000834418 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.560599 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0530597 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.00585238 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0033448 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.440921 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.303846 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0153016 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00210592 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.000234157 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0333666 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00143546 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.26793 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.196166 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0461485 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0146547 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.646769 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.408915 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0368732 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0419075 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0430637 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00822116 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.00983015 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0953523 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.209505 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.000855282 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.213182 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0923601 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.00929424 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.196852 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0128581 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0165864 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.00356138 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.17256 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0426151 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.340028 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.189933 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0634699 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.158312 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00125062 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0133238 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0278157 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.00277271 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.441463 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.304419 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.014724 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0038821 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.000432946 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0335628 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.00162969 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.641507 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.411114 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0314047 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0418072 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0484805 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00469998 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0115018 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.105326 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0139564 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0183675 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00378308 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0346518 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0091497 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0289419 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.114575 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0196323 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0401299 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.000115446 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0816094 # DEPENDENCYPART_SIBL
(14,12),(14,15),-8.4455e-05 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00488099 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0196037 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00120925 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0344486 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0023406 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0902052 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0133944 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.103353 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0762046 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0586676 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0307064 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0705488 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.294194 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.275747 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0431921 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.030031 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0698651 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00969674 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.00328745 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0401533 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0583337 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0623807 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.026157 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0742619 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.283764 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.272657 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.046853 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0254817 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0735781 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0129995 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.00676863 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0316073 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0558983 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0300151 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0790118 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.287388 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.265225 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0520081 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0293398 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.078328 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0129115 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.00261323 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.025776 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.074291 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.013305 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.257179 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.222164 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0399719 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0342565 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0135756 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0162794 # DEPENDENCYPART_SIBL
(15,8),(15,18),-3.79285e-05 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0180562 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00977043 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.282475 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.270648 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0470507 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0255328 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0766266 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0193115 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00615654 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0313491 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.059253 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0995751 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0467386 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0210535 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.048545 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0431696 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00344024 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0435103 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0204113 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0750755 # DEPENDENCYPART_SIBL
