# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(10,8),(10,14),-0.052628 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0535341 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.027459 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0396512 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.00819169 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0104182 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.233007 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.233789 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0104312 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.233831 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.000237296 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.000738169 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00815188 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0130124 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0130135 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0518116 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0130124 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.054467 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.05991 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0358877 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0472158 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0564731 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0470354 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0634183 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.06088 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0597449 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0547172 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0462163 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0634182 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0606702 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0591663 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0272408 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0470747 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0417531 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0618977 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0634182 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0606702 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0584892 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.038282 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0303775 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.172322 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0432988 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.502466 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00589313 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.116258 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.502466 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00571552 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00589313 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.116258 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.502466 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00571552 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.791533 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.271583 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.00337853 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.291422 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00798823 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00571552 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0181302 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.641683 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0212424 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.641683 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.269113 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0181302 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.794003 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.269113 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0374585 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0300658 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00337853 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.027185 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.641683 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0212424 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.641683 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.269113 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0181302 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.794003 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.269113 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0374585 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0300658 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00337853 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.027185 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.055863 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0456284 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.273532 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0568985 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.231583 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.273532 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0225893 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00334054 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00844461 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0684331 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.654653 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.256104 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.000117367 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.812266 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.256104 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.019211 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0300643 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00336068 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0271884 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.273532 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0568985 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.231583 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.273532 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0225893 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00334054 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.00844461 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0684331 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.000833333 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.121022 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.497702 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00735702 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00521889 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00571552 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0816442 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.794003 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.269113 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0374585 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0300658 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00337853 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.027185 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.291422 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0949088 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.016823 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00798823 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.027403 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00735702 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00521889 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.00571552 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0816442 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.02417 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.00479379 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0301813 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0392933 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0429409 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0240655 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.00574894 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.375892 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.00469539 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.375892 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.00574894 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.161179 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.000514563 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00299468 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.233831 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00718982 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.000237296 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.000738169 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.00815188 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.375892 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.00469539 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.375892 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00574894 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.161179 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.000514563 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00299468 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.233831 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00718982 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.000237296 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.000738169 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00815188 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0324129 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0345787 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0324195 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.182278 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.059293 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0186562 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0324195 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0218518 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.036368 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0327957 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.199287 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.198796 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.375802 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.00830891 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.163768 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.000551601 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.000434712 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00830891 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.23378 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.00721143 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.000258926 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.000720181 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.00817786 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0324195 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.182278 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.059293 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0186562 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0324195 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0218518 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.036368 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0327957 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.199287 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.198796 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.161179 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.000514563 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.00299468 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.233831 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00718982 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.000237296 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.000738169 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00815188 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00633642 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00246403 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00250116 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0118434 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00244694 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.00739986 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00997108 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.039344 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.027156 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0272663 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0535341 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0255024 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.027459 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0396512 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00819169 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.00315667 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.229466 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00725899 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.000306472 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.000446087 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0149516 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.233831 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00718982 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.000237296 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.000738169 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00815188 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0471338 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0634182 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0606702 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0584892 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0806439 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0635717 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00427279 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.038282 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0303775 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.172322 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.018106 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0212182 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.641687 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.269111 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.018106 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.794005 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.269111 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0374343 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.018106 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.794005 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.027185 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.00836374 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.041682 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0212182 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.641687 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.269111 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.018106 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.794005 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.269111 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0374343 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.018106 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.794005 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.027185 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.00836374 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.041682 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.654657 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.256102 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.000141575 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.812268 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.256102 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0191868 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.000141575 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.812268 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0271884 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00836271 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0416738 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.273529 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0569251 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.231586 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.273529 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.0226159 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0569251 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.231586 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0684331 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0247221 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0238545 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.000855746 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.121022 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.497702 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.00733461 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.000855746 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.121022 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0816442 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0124916 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0202729 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.794005 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.269111 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0374343 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.018106 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.794005 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.027185 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00836374 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.041682 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.291422 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.094931 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.102991 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.016229 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.027403 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0138102 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0197197 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00733461 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.000855746 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.121022 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0816442 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0124916 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0202729 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0172691 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.811266 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0301813 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00493395 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0319563 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.794005 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.027185 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00836374 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.041682 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.027403 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0138102 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0197197 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0314175 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0781372 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.211507 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0698624 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.271435 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0698624 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.011907 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0178933 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.267347 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0724501 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.012125 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0246227 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.168583 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0375948 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0319866 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.012125 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0246227 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0539928 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0750037 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.367034 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0739624 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0750037 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0663023 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0750037 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.309419 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0750037 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.188844 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0341812 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.101702 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.367034 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0739624 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0750037 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0663023 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0750037 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.309419 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0750037 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.188844 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0341812 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.101702 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.00748133 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.00748133 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0062224 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.00748133 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.184792 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00748133 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0729444 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.00667717 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0642981 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0776148 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0689134 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0776148 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.312046 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0776148 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.19158 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0341802 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.101694 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0663023 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0750037 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.309419 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0750037 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.188844 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0341812 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.101702 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0724161 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.313507 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0724161 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.188844 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0339631 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0949725 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.309419 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0750037 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.188844 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0341812 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.101702 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.164264 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.153606 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0514043 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0568785 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.188844 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0341812 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.101702 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0203735 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.220353 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0573157 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0491374 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.00667949 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.130823 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0111489 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.00563437 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.130823 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0111489 # DEPENDENCYPART_SIBL
