# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(5,13),(5,14),-0.040077 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0103067 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.00261443 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.00659638 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0114137 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0333688 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0129707 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0246007 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.255594 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.220731 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00128849 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0197098 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0165467 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0187248 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0176154 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0190908 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.0138094 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.157575 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.280657 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.270602 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0296279 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0158347 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0079962 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.0169054 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.00357921 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0169942 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0556757 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0885367 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.212802 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0144015 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0257748 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0524114 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0143102 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.048057 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0256907 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.065047 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0953399 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0124485 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0178382 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0229598 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0453909 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0326142 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0231818 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0163963 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.00150402 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0124863 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0194029 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0414641 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0219459 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0150168 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0574009 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0456038 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0213914 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0538231 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0204135 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.045601 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0129949 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.041429 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0874529 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0386891 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00423807 # DEPENDENCYPART_SIBL
(6,8),(6,21),0.00935286 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0962283 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0135644 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.0262646 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0724047 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.366679 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.162453 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0844485 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.02532 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0642366 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0118432 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.108992 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.00479629 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.159113 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.0260511 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0105139 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0036798 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0111215 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0105139 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0692798 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.328677 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0256053 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0421706 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.025819 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0409959 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0421706 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0178633 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0051537 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00815235 # DEPENDENCYPART_SIBL
(7,3),(7,14),0.0538309 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.00822559 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.00815235 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0157754 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0457047 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0235722 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0403478 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0457047 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0144863 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00459033 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0150938 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0144863 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0871451 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0859996 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.0883157 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0570053 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0570064 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.0870886 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.00592159 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0868706 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.438144 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.302534 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0179051 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0312294 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0335497 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0418919 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.00450141 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.228578 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.641687 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.413639 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.026716 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0611517 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00283849 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.00289146 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.041682 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0716863 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.116807 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00900914 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0419293 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0294464 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0983249 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.176147 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.105326 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0107196 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0175719 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0346477 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0375694 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0238545 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.111887 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.058533 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0401258 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00630534 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0872952 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0288878 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0397286 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0448711 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0051161 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0245136 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0219772 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0975103 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.417409 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0787788 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.202969 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0156037 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00818386 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0482466 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0790955 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0274286 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0440601 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0156037 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00944342 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.019545 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0132852 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.00803066 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00649062 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0327437 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.016138 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0131171 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0294734 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.00918087 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.00505933 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.050234 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0956371 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0468174 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00508906 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0253875 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0309984 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0146562 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0227535 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00637658 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.012407 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0254141 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0272295 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.000739875 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0334594 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.00613671 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0106718 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00695274 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.00824886 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0189118 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00273527 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0043089 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0150402 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0128421 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0268915 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0551062 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0142413 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0786376 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0102502 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0338916 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0180928 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.032667 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0264695 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0573905 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0307099 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00602984 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0100543 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00692861 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.022991 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0140396 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.00490476 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0212068 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0199094 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00943395 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.000273057 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.022646 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0172901 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0180136 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0213227 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0538894 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0411626 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.128377 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0341212 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0310681 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.044926 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0313059 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0534199 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00995792 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00711641 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0377253 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0317324 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.019771 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0165303 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.059379 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00504038 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00395721 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.026083 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.02095 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00254445 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0011993 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0392903 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0171805 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0196551 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0230941 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0102234 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0225297 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0404987 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00636465 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0240317 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0394581 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00453753 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0487603 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00348427 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0226891 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0303337 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00855125 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0151343 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.00137104 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0146562 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0227535 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00637658 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.012407 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0254141 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0272295 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.000739875 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0334594 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00613671 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0106718 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00695274 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0259907 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.021454 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00380482 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0249132 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0405037 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0434161 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0242837 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0542687 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.037542 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00704835 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0209587 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0310834 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0431717 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0418959 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0175861 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00162112 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.0676142 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0117778 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00331073 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.100125 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.175268 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0711085 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0822322 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0175178 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0604956 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.07652 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.0489202 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0344608 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0359189 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0387882 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.019699 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0496839 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0329141 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.01163 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0167282 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00408087 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0271769 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00466227 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00720544 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.00778598 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0551486 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00369317 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.00126584 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0520221 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.00660792 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.043067 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0257864 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0221018 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.00442768 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0559961 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00718094 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0210132 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0236218 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0109065 # DEPENDENCYPART_SIBL
(9,19),(9,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.064598 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0283621 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.179432 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0632353 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0136538 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.00191219 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0547042 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0687491 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0499608 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0303641 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0465782 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.244688 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0488773 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00976928 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0282323 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0628344 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.032074 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0609041 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0967153 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0961663 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00634806 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0423037 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00843469 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0972976 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.115995 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0967346 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0265953 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0222657 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0208749 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0441278 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0926288 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0680685 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0920296 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.126364 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.163604 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.223048 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.00853885 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0599449 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.00728466 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0552555 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0203184 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0470198 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.094905 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.045646 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0497363 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0182463 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0414336 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0182475 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.047389 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.11492 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.00419698 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.021983 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.0194834 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.00970674 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0195122 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.134523 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0616511 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0861948 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0726337 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0961554 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.251767 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0972931 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0967301 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0265904 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.101857 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.100977 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.046574 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.244688 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.311138 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0628324 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0609021 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0967127 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0913169 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.069756 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.110062 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.238928 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.121005 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.122821 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0680106 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.164773 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0954751 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.151411 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.137535 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.138155 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.106762 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0961554 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.251767 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0972931 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0967301 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0265904 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.452148 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0926251 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0920259 # DEPENDENCYPART_SIBL
