# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(6,2),(6,3),0.155008 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.267302 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0181977 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00297755 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00752409 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.000156087 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0105486 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.000183904 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.0413907 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.270863 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0504274 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0137764 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0352971 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00624367 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.034296 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00602675 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.121936 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.000855746 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0165824 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0121052 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.00571629 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0127426 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.00571552 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0202729 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00283849 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00765816 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.00335071 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0106827 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.00337853 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.041682 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.425607 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.342962 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.425213 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.342981 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0787788 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.07641 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0516139 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0764132 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.211166 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0561811 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.00471394 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0485624 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0756876 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.212752 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0485651 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0326418 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0219438 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0219438 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.389874 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.113827 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0683792 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0489143 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0771443 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0211567 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0490527 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.127307 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0772063 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.133139 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00471806 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00471806 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.434738 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.098539 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0131781 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0335342 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.124243 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0949829 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0335701 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.10736 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.124001 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.042562 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0200428 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.389874 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.113961 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0683792 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0489143 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.080339 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0210176 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0490527 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.127441 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0804009 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.13343 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.389874 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.113961 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0683792 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0489143 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.080339 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0210176 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0490527 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.127441 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0804009 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.13343 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.297142 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0977805 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0754255 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0174912 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00885234 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0702323 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.313423 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0175236 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.213472 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0246547 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00328625 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0612609 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.137759 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00325905 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0199982 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0612641 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0329812 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00819209 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0122907 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.042939 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00845801 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0277924 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0122907 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.0251203 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00700783 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0193285 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0278547 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0258323 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00700783 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0333565 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.013312 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.019422 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0423542 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0240443 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00247198 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.08179 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.228975 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.121388 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0259896 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0225121 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0018963 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0356209 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.062594 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0407571 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.00247674 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0152369 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0272811 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.106556 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0174639 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0174639 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0102192 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0424639 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0278763 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0768103 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00253907 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0255948 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0377119 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0269974 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.00854949 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0131625 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0245112 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0245112 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0634118 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0127986 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0277409 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0386154 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0386154 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.091822 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0430024 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.110276 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.103216 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00976044 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0218028 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0102681 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.036632 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0205351 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0125973 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0206751 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0206744 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.00275685 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0121793 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0263397 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0263397 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0793449 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.050802 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0314355 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0805381 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.014201 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0102453 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00227714 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0266572 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0253337 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0123014 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00872941 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.00872941 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0157563 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0320467 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0320467 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.015601 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0514229 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0360675 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0466667 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0140073 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00455227 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0122401 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0102599 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00291957 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.023056 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00346869 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00346869 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0155209 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0309984 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0956371 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0468174 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.113889 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0996027 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00614708 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0118002 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00637658 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0330187 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0169217 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.00871583 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0106725 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0106718 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00695274 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0956371 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0468174 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.113889 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0996027 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00614708 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0118002 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00637658 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0330187 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0169217 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00871583 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0106725 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0106718 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.00695274 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0307099 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0115637 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.077413 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0172987 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0191105 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00490476 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0204324 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.038717 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00469826 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0180145 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0180136 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0213227 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00246383 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0881044 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0317337 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0212772 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.044926 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0369739 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.050536 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0444543 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.019771 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.019771 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0165303 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0781017 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0853465 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0560246 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0603339 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0813858 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0802997 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.034588 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0559859 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0560606 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0702243 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00527125 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0699526 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0639367 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0591656 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00075184 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0918347 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0699129 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0699129 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0694218 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0236578 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.000360313 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0158793 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0390823 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0253393 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0236218 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0236218 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0109035 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0430433 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0404216 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0186635 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0136504 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0194716 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0191108 # DEPENDENCYPART_SIBL
(9,13),(9,21),-2.61902e-05 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00832714 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0497981 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.206344 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0763484 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.07652 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0489202 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0579635 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0384169 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00547491 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00547491 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.00931491 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0140404 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0292365 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0292365 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00167732 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00563458 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00563428 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0181181 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0147381 # DEPENDENCYPART_SIBL
(9,19),(9,21),-1.62297e-05 # DEPENDENCYPART_SIBL
(9,20),(9,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.119534 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.451135 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0713044 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.115844 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.0829522 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0281283 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0831683 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0831683 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.088409 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.244292 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.125643 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0790833 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0915505 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00373141 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0915768 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0915775 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.00251657 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0613771 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.169366 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0450692 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.065498 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.045075 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0450759 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.00481493 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.231651 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0568715 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0502627 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0570828 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0570828 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0705056 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0829522 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0281283 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0831683 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0831683 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.088409 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0538338 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.00395322 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00431405 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0176526 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00535607 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.00552771 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0528778 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.00868125 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0176553 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0176553 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0863879 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0863879 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.222681 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0769484 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0582056 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.00684966 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0183426 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00172845 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00121935 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.00682687 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.00441355 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0185582 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0185587 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0596526 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0896408 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.178742 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.205852 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0939098 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00624162 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0195785 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0324766 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0455516 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.00608549 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0319318 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0195529 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0195514 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.000222039 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.178742 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.205852 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0939098 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00624162 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0195785 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0324766 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0455516 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.00608549 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0319318 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0195529 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0195514 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.000222039 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.17779 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.217243 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00707067 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0593441 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.00849705 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.00931193 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0018997 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00729905 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0593493 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0593507 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0535126 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.156789 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0151542 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.00665317 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0192187 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0163708 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0190185 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0266438 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00686395 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.00686447 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0599439 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00684966 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0183426 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00172845 # DEPENDENCYPART_SIBL
