# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(6,8),(6,18),0.027049 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.090631 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.00294259 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.122318 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0103158 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00741033 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0181432 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.013007 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.013007 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0631047 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.00624495 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0418362 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00741033 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.013007 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0225097 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0534251 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.000419862 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0344806 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0344806 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0262959 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0129496 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0592767 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0534251 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.0344806 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0196987 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00055174 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00954392 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00954392 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0538961 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0108126 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0413479 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0161164 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.00954392 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0153887 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0734087 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0734087 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.017311 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0292917 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0435521 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0447127 # DEPENDENCYPART_SIBL
(6,13),(6,21),0.0734087 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0173082 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0259527 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0717567 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0143008 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0498921 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.001403 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0259527 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0288827 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0717567 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0143008 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0498921 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.001403 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0259527 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0288827 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0598171 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0823994 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.184395 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.0998846 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0560078 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0125891 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0669086 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0168101 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0465319 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0472721 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0235524 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0271878 # DEPENDENCYPART_SIBL
(6,19),(6,21),0.00954392 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0153887 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0288827 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0109881 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0276077 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0288127 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.175039 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.133918 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.000540011 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.21915 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0871138 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.000540199 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.000540199 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0153626 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.21915 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.000540199 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0457735 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0823639 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.071002 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.19455 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.427431 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0511064 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0525797 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0512601 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.051102 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.051102 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0782332 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0525797 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.051102 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0335124 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00112186 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.052604 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.410393 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0832741 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.113996 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0212891 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0834799 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0834799 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0114572 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.113996 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0834799 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.136387 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0408176 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.389874 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0801951 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.113961 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0157273 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0804009 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0804009 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0210176 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.113961 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0804009 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.13343 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.446192 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.120993 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.105517 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0116462 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.120983 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.120983 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0924894 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.105517 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.120983 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0535398 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0175232 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.297142 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.107534 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0175236 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0175236 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00885234 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.297142 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0175236 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.213472 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0414701 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0151917 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0275218 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0275218 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0119871 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0414701 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0275218 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00228023 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0261293 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0612641 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0612641 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.137759 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0217105 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0612641 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0329812 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00669894 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00669894 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0504209 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0414129 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00669894 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00358161 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0240434 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.013313 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0414629 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0240434 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.00247674 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.013313 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0414629 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0240434 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.00247674 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.227816 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.121388 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0259896 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0612641 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0329812 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.00247674 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.1194 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.386138 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.1975 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.044869 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.00282989 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.353649 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.105814 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.273487 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00656971 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.118816 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.360343 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00844582 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.333732 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0114091 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0176379 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0601379 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.308423 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.23535 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.149256 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0574441 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.15469 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.15469 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.00305857 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0141073 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.15469 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.0447743 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.159721 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.369423 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.192566 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0810611 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.194792 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.194792 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.0376041 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0307005 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.194792 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.103381 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.561213 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.110461 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.126301 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.151918 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.151918 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0182236 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0502281 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.151918 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.195222 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.118615 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.00222104 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.121986 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.121986 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.064355 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0033012 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.121986 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0642981 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.042984 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.11336 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.11336 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0501459 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0317271 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.11336 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.132256 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.193985 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.193985 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0305197 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0332705 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.193985 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.101681 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0265967 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0301388 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0024927 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0265967 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0146208 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0301388 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0024927 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0265967 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0146208 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.212649 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00379334 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.087121 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.00258461 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0567861 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0146208 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0185248 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0731975 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0743994 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0751249 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0926225 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0208054 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.027769 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.144988 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.077779 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0249935 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0206179 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0311363 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0311363 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.000864756 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0288349 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.00317039 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.020675 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.0293929 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0311363 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.109061 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0283222 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00367244 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0154133 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.494016 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.775315 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0677226 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0125647 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0153951 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.070887 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.055536 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.042228 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.042228 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0588004 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0536363 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0199537 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.00274244 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0321653 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.042228 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0200598 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0101313 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0172775 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0290069 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0626823 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0842934 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0313495 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0176654 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0150267 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0390632 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0460662 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0460662 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0846922 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0541438 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0143532 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0963791 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0442283 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0460662 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0437634 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00417082 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.000312038 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.107324 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0586977 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0368598 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.00515772 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0447128 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0181068 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.00975206 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00975206 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0278677 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0273468 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0480209 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00285491 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.00601814 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00975206 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0297042 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0139953 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0956371 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0468174 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0476213 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0319853 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0290878 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0374859 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0106718 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0106718 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00637658 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.046726 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0286417 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0156883 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0207151 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0106718 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.00695274 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0826511 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0523988 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0788895 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0260437 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.00210502 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0168089 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0106251 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0106251 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00027851 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0297538 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0104768 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0117701 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0332324 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0106251 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0167263 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0307099 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.179384 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0122032 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0222991 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0382968 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0180136 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0180136 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.00490476 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0359603 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00431876 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00508159 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0116264 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0180136 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0213227 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.107516 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.128393 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00106147 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0478517 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.019771 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.019771 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.044926 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0459524 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0176459 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0462302 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.042521 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.019771 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0165303 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0179305 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.080926 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0316342 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0280789 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0280789 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.102184 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0374892 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0012822 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0450235 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00743305 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0280789 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.110279 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0315907 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0374912 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0106817 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0106817 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00638201 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0467313 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0286364 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0156935 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0207203 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0106817 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00691464 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.040408 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00207447 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00207447 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00959942 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0148808 # DEPENDENCYPART_SIBL
