# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(3,9),(3,19),-0.043256 # DEPENDENCYPART_SIBL
(3,9),(3,20),-0.0283921 # DEPENDENCYPART_SIBL
(3,10),(3,11),0.0583626 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.00421412 # DEPENDENCYPART_SIBL
(3,10),(3,13),-0.00224031 # DEPENDENCYPART_SIBL
(3,10),(3,14),-0.036888 # DEPENDENCYPART_SIBL
(3,10),(3,15),-0.00721554 # DEPENDENCYPART_SIBL
(3,10),(3,16),0.0502089 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.00899272 # DEPENDENCYPART_SIBL
(3,10),(3,19),-0.00224031 # DEPENDENCYPART_SIBL
(3,10),(3,20),0.0369846 # DEPENDENCYPART_SIBL
(3,11),(3,12),0.82489 # DEPENDENCYPART_SIBL
(3,11),(3,13),0.0824176 # DEPENDENCYPART_SIBL
(3,11),(3,14),0.0329356 # DEPENDENCYPART_SIBL
(3,11),(3,15),0.0711122 # DEPENDENCYPART_SIBL
(3,11),(3,16),0.0972756 # DEPENDENCYPART_SIBL
(3,11),(3,17),0.0663972 # DEPENDENCYPART_SIBL
(3,11),(3,19),0.0824176 # DEPENDENCYPART_SIBL
(3,11),(3,20),0.0662958 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0102275 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.00349071 # DEPENDENCYPART_SIBL
(3,12),(3,15),-0.015204 # DEPENDENCYPART_SIBL
(3,12),(3,16),0.0400356 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.0862261 # DEPENDENCYPART_SIBL
(3,12),(3,19),-0.0102275 # DEPENDENCYPART_SIBL
(3,12),(3,20),0.142803 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0307525 # DEPENDENCYPART_SIBL
(3,13),(3,15),-0.0294315 # DEPENDENCYPART_SIBL
(3,13),(3,16),0.0305269 # DEPENDENCYPART_SIBL
(3,13),(3,17),0.0263311 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0191085 # DEPENDENCYPART_SIBL
(3,13),(3,20),0.0176669 # DEPENDENCYPART_SIBL
(3,14),(3,15),-0.0358538 # DEPENDENCYPART_SIBL
(3,14),(3,16),-0.00889025 # DEPENDENCYPART_SIBL
(3,14),(3,17),-0.00581783 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0308794 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.013458 # DEPENDENCYPART_SIBL
(3,15),(3,16),0.0279963 # DEPENDENCYPART_SIBL
(3,15),(3,17),0.0232604 # DEPENDENCYPART_SIBL
(3,15),(3,19),-0.0162063 # DEPENDENCYPART_SIBL
(3,15),(3,20),0.00678454 # DEPENDENCYPART_SIBL
(3,16),(3,17),0.0582158 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0223861 # DEPENDENCYPART_SIBL
(3,16),(3,20),0.000538745 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.0236263 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.000532706 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0103508 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.0725001 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.26372 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0419422 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.160895 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0461807 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0597509 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.088354 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.17881 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.000709439 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0138534 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00756223 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.00976012 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.00755659 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0188246 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00722738 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.0372099 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.00751842 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.111805 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0673951 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.00433066 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0279965 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0128462 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00753475 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0128402 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0467676 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0156404 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0265459 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0104729 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.128995 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0534433 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0173986 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.00604061 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0138794 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0060463 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0352905 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00637546 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0304506 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.00604093 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.121822 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0419351 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00804709 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0362371 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00805284 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0420106 # DEPENDENCYPART_SIBL
(5,4),(5,13),5.55485e-05 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.00564466 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00815526 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0066149 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0176082 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0124631 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0175964 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.0183186 # DEPENDENCYPART_SIBL
(5,6),(5,13),0.017586 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.01318 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0176041 # DEPENDENCYPART_SIBL
(5,6),(5,20),0.0357031 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.103086 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0047022 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.058216 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00454489 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0235228 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.00202937 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0485651 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.342958 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.425607 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.342959 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.1644 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.339786 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0787788 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0550372 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0045198 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0235097 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.00200427 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.0412247 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.076391 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0564524 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.076412 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.211166 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0234428 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.00194919 # DEPENDENCYPART_SIBL
(5,13),(5,20),0.0557851 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0215239 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.112878 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0479971 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.00341525 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.657329 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0362371 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00805284 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0420106 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.00564466 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.00804709 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.317123 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00283849 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00671134 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.00765816 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.0621731 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.00337853 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00907785 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.00334779 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0086177 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0134485 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00331961 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.342958 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.425607 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.1644 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.342981 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0550372 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0235097 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.00468884 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0564524 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0764132 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0215243 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0888292 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.179289 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.000997838 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00519334 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.363696 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.00519334 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.172252 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00977145 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.00722697 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0372099 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00751801 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0321343 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.00756182 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0673773 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.00504485 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0415169 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.414171 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0415169 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0570085 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00751094 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0156312 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0265371 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0104637 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0641075 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.012837 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0527314 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0527433 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.355146 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0527433 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.310098 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0138967 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00638137 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0304451 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00604684 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0232148 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.00604652 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.00264559 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.656552 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00264559 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.462558 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0362508 # DEPENDENCYPART_SIBL
(9,4),(9,13),5.27268e-05 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00564224 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00815808 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.00137888 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00804991 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.317162 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0181529 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.641593 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00285805 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00150917 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.062166 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.00130523 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0446588 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.003371 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0128571 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.190579 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00910891 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00500943 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0134636 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00333594 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0042346 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00333557 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.641593 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00285805 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00150917 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.062166 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00130523 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0446588 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.003371 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0346687 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.00878607 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0193097 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0122137 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00382155 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00845122 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.342851 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.164387 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.339678 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.153263 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.342873 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0233117 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00163185 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0609275 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.00431641 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0214297 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0133667 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0214301 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0621226 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00987273 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0546372 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0635401 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.199048 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.0536732 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0286009 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0399286 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0286009 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.311569 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.037396 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0428105 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0213397 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.00570109 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00808252 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0146238 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00229916 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0316061 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0349508 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.00570109 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0413711 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.00598664 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.0368624 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0616667 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0687743 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0616667 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0562074 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0615567 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0204517 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.039256 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.043995 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.00131183 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0273497 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.11256 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.0360163 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0512392 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0408659 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0513231 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0073007 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0268951 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0662579 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0268951 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0779034 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0270408 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.00191025 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0103808 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.00891796 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0132277 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0177886 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0114638 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.014367 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0322657 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00891796 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.0153731 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0192944 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.202174 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0192944 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0553592 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0185219 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00949812 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0370895 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0141093 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00800796 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00330869 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0200501 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0311556 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.00753438 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.00567172 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00273258 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0619144 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0309984 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0956371 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.033212 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00637658 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00290169 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0121988 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00374289 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0287362 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0286417 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.00614075 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0207151 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0106718 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.00695274 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0174639 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0102192 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0187472 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0377119 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0259395 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0251807 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0237637 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0333819 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0149274 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00253803 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0223062 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0245112 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0634118 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0956371 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.033212 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00637658 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00290169 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0121988 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00374289 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0287362 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0286417 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00614075 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0207151 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0106718 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00695274 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0028092 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00490476 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00248497 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0180136 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00320723 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0340512 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00431876 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0173069 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0116264 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0180136 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0213227 # DEPENDENCYPART_SIBL
(10,9),(10,11),-8.12445e-07 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0062476 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0134554 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.000451092 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0299929 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0327608 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00203198 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0165211 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0119285 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0195116 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.81544 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.07652 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0270347 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0652147 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0913808 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0604963 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.124212 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.07652 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0489202 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0142557 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.000540173 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0192322 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0360089 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0821952 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0755384 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0142557 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.124079 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0307515 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0294284 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0305309 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.026332 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0707783 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0191055 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00729988 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0358517 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00888716 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.00581783 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0343794 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0308773 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0238268 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0280003 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0232613 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0682058 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0162033 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.00358249 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0582177 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.044737 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.022391 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00982811 # DEPENDENCYPART_SIBL
