# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(7,3),(7,21),-0.0271208 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0161577 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.149728 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0400277 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.00751995 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0368783 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0328441 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0836229 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.00274593 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0249744 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0836229 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00274593 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0409554 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0368783 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00610322 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.00274593 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0384903 # DEPENDENCYPART_SIBL
(7,4),(7,22),0.027537 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0265655 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0547059 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.000769546 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0265373 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0637482 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0593017 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00592175 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0637482 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0593017 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0344356 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.000769546 # DEPENDENCYPART_SIBL
(7,5),(7,18),0.00360271 # DEPENDENCYPART_SIBL
(7,5),(7,20),0.0593017 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0340821 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.0359049 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0145148 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0073307 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.021473 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0744022 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0191107 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00441115 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0744022 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0191107 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0265226 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0073307 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00302944 # DEPENDENCYPART_SIBL
(7,6),(7,20),0.0191107 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.029629 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00780073 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0328548 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0242192 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0676457 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0232776 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.0301067 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0676457 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0232776 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0672962 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.0328548 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.000825342 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0232776 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.00431221 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.00775062 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0928266 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.124212 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0768167 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.0743064 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.124212 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0768167 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0252461 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0129099 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.127351 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.0768167 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.13247 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.0489202 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0772417 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0930608 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0263047 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0772417 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0930608 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0608781 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00268792 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0548031 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0930608 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.0780724 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.023613 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0113299 # DEPENDENCYPART_SIBL
(7,11),(7,13),0.0373359 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0888948 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0113299 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.0288025 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.00728509 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00523151 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0113299 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.00459117 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0284786 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0379329 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0719229 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0182154 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0751085 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.0441934 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.00528304 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0182154 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00019812 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.00112834 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0677911 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.1113 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.029502 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.000738832 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0486508 # DEPENDENCYPART_SIBL
(7,13),(7,20),0.1113 # DEPENDENCYPART_SIBL
(7,13),(7,21),0.0294083 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00510006 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0113299 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.0288025 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.00728509 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.00523151 # DEPENDENCYPART_SIBL
(7,14),(7,20),0.0113299 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.00459117 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0284786 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0751085 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0441934 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.00528304 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0182154 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.00019812 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00112834 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.0710246 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.107215 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.0861817 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.0884928 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.0371759 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.127351 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.0768167 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.13247 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0489202 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.0437917 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0206907 # DEPENDENCYPART_SIBL
(7,18),(7,22),-0.00934732 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.00019812 # DEPENDENCYPART_SIBL
(7,20),(7,22),0.00112834 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.00233901 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.21098 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0137232 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0178542 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0249639 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0271874 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.207949 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00619484 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0942471 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0048026 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0048026 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0737216 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0813659 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0048026 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0291708 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00542197 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0463315 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0828686 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.072194 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.118627 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0237693 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0438289 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00191598 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00191598 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.034224 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0392287 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.00191598 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.00187486 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.15235 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.202361 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.186079 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.152955 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.000972883 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0172725 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00250831 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00250831 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0320871 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0109253 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.00250831 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0415459 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.179029 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.138788 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0842542 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00305621 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0329834 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00183359 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00183359 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0211234 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0190891 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00183359 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.153337 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0785356 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0477054 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0110091 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0538228 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.00865721 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00865721 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0384402 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0381961 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.00865721 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.10709 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0697717 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0126028 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0336393 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0100354 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0100354 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0190819 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0207235 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0100354 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.122353 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00971699 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0260727 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00672376 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00672376 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00795662 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0163443 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00672376 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.121926 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.180201 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.342035 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.342035 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00523124 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.192154 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.342035 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0783512 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0454983 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0454983 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00460675 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00746965 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0454983 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0697419 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.00437525 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0133317 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0163458 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00437525 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0484733 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0133317 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0163458 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00437525 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0484733 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0140682 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0143897 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0434752 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0426451 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.076944 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0484733 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.158951 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.150456 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.109346 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.103089 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.281754 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.106616 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.00359016 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.106616 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.00957142 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.00462929 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0401256 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.106616 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.000936853 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.186168 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0948499 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.215677 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.059272 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.110749 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.00765205 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.110749 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0408878 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0340698 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0129546 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.110749 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.114301 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.102695 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.228253 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0837276 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.142828 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0170268 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.142828 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0379067 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0281117 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0182388 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.142828 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.115099 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.133448 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.455224 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.101931 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0135015 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.101931 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0150882 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0310196 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0165837 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.101931 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.106554 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.274716 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.118709 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0118913 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.118709 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.000503192 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.00599521 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.04829 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.118709 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0139921 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0641379 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0264137 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0641379 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0396269 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0710907 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0152499 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0641379 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.015814 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.000686627 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0159816 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0176024 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.0338729 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0663065 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0159816 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0497837 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0202212 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0797183 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0402746 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0422609 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0202212 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0152066 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0176024 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0338729 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0663065 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0159816 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0497837 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0102466 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0512636 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0401248 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.100748 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.170595 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.000332769 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0160359 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0337998 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.00321194 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0497837 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0847548 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0584827 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.197086 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.398165 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00322163 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.313871 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.062103 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.353514 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00602676 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.116909 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.408123 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00844461 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.417148 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0340956 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00331961 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0541695 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.043695 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0410587 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0513976 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.00414826 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.375892 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0865241 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0157665 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00574894 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0477941 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.233831 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00470338 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.000560421 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0186051 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.233831 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.000237296 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00815188 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.036516 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00108544 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00585778 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0129237 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.150169 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0565927 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0759651 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0160676 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0297975 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00993956 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0558941 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0718389 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0447455 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00993956 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0363855 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.00696141 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0243782 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0125626 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0181572 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.155211 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0248426 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0817944 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0199544 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0362844 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0253608 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.066582 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0794126 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0581996 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0253608 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.052533 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0261639 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.00968256 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.024395 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.168576 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.00871729 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0769027 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0275605 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0323524 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0148602 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0594545 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0578886 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0474446 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0148602 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0396419 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.024589 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0221749 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.437808 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00734894 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.01647 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0242734 # DEPENDENCYPART_SIBL
