# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,14,11,22,22,19,19,20,22,22,0,22,22,
(11,15),(11,22),0.228072 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.134301 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.0826421 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0895273 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0930804 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0704488 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00517955 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0331476 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0491214 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0704488 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0385434 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0101928 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.019752 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00463913 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.0161038 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.038809 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.019752 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0324941 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0149893 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00920113 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0101449 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0327412 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0149893 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0150034 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0112793 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0194799 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0190135 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.00548844 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0057125 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0370517 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0358508 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0227724 # DEPENDENCYPART_SIBL
(11,20),(11,24),-0.0157236 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0318196 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.0671472 # DEPENDENCYPART_SIBL
(11,21),(11,24),0.0194802 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0014409 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.00163593 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0057125 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.132147 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0499893 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0579516 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0391417 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0640779 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.22095 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0239101 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.00251229 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0551851 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0353013 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0192171 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0284935 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0895867 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0180072 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0295961 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.0608167 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0508353 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.0692083 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.136516 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0608167 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.043055 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0311408 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0317521 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0460025 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0421997 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0140271 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0328326 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00276487 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.00303826 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0377926 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0390509 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0174653 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.00987287 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0110913 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.0163908 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0661521 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0466208 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0226052 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0245638 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0661521 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0119693 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0108321 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0324023 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0132041 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.189666 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00100856 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0250495 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0200555 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0282838 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.000385842 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0724333 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0627885 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0384126 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0744483 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.000544552 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.00398021 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0678132 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0258823 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.000544552 # DEPENDENCYPART_SIBL
(12,3),(12,24),0.0585099 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0325715 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.0521545 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.133125 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0728685 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.09727 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.090041 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0283946 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0727829 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0199873 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0398221 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00891574 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0189789 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0119142 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0355604 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0336966 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.0142414 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.0119142 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0270992 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.042458 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.295379 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0219157 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0116165 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00610122 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0423178 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0444034 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00515336 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00152535 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0307645 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00414757 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0633072 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0378209 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.00568852 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0902762 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.0633072 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0811942 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.212493 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.108612 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.133014 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.137282 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.063534 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0373812 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0387555 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0015708 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0304365 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0397639 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0371447 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0102015 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0692929 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0349002 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0371447 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.0385778 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0243637 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0344431 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.019674 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0582765 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.079412 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0204928 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0403353 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0106057 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0185414 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0351704 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0290382 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0256487 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0699767 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.0351704 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.100861 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0073384 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0594223 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0350916 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00515502 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0144311 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0448445 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00395855 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0155337 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0513105 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0367733 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0405564 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.111224 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0513105 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.0289416 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0808398 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0489001 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00573722 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0134478 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0385578 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00371135 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0145504 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.037675 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0358244 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0368196 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.108389 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.037675 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0247062 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0599111 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0333388 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0158743 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0251098 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00496703 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0168802 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.092793 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0161515 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0578536 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.00764339 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.092793 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0496986 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0508352 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0115336 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0034138 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0223552 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0105278 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0670974 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0442528 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00319783 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0766954 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0670974 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.0709181 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0339597 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0101736 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.013386 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.03352 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.000983485 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0101576 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.012217 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.017772 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.000983485 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0102718 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0443703 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0241399 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0174831 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00959956 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0215371 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0382779 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00429625 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.00959956 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0708709 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.158449 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.124274 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.140774 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0768273 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0204882 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.310739 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.140774 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.126683 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0119338 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0196069 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00197935 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0585208 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.019903 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0196069 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.0924838 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00966094 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0215992 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0383625 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.00435746 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00966094 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0711544 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0269118 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0930492 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.020692 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.00255546 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0495592 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0846477 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.00740386 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.0367707 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.036339 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0688166 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0311586 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0443965 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0842958 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.13274 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0495592 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0665348 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0363014 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.066569 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0222929 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00542522 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0863139 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.00413065 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.125198 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.212859 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0869558 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0207006 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.124984 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.218803 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0870201 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00408286 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.12133 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0324804 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0294235 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0168315 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00126703 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00382845 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.132147 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0499893 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0579516 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0391417 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0640779 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.22095 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0551851 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0353013 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.12474 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.164833 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0546818 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.22095 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0469591 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0295961 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0608167 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0508353 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0692083 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.136516 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0608167 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.043055 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0311408 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0317521 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0460025 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0421997 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0140271 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.00303826 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0377926 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0122314 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0231795 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0301912 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0140271 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0293142 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0163908 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0661521 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0466208 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0226052 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0245638 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0661521 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0119693 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0108321 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0324023 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0132041 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.189666 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0200555 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0282838 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0825667 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.150244 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0255121 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.189666 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0160477 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0744483 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.000544552 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00398021 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0678132 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0258823 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.000544552 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.0585099 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0325715 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0521545 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.133125 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.090041 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0283946 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.122025 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.027238 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0270073 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.133125 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0622295 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.0189789 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0119142 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0355604 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0336966 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0142414 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0119142 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0270992 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.042458 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.295379 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.00610122 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0423178 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0243034 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0229025 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0391937 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.295379 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0164241 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.00414757 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0633072 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0378209 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.00568852 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0902762 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0633072 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.0811942 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.212493 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.137282 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.063534 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.166722 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00849967 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0765463 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.212493 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0264008 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0397639 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0371447 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0102015 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0692929 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.0349002 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0371447 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.0385778 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.019674 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0582765 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.129312 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00100068 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0425678 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.045069 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0198593 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0185414 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0351704 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0290382 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0256487 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0699767 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0351704 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.100861 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0599111 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.119121 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00213659 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0165047 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.286404 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00869507 # DEPENDENCYPART_SIBL
