# _root_ Orbán egyetlen " házon belüli " kritikusa , Tölgyessy_Péter már hónapokkal ezelőtt jelezte , hogy a kormányfő megválasztása után egyfajta elnöki rendszer kiépítésébe fogott .
#goldHeads=7,7,7,5,7,7,13,13,13,13,12,13,0,13,13,17,24,19,24,22,22,23,24,13,13,
#predictedHeads=2,4,4,5,7,7,13,13,13,13,12,13,0,13,13,17,18,19,24,22,22,23,24,13,13,
(13,17),(13,23),-0.0262645 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0197383 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.0235646 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.005495 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0249203 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0247859 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.0284304 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0229769 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0152287 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0149134 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0508182 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.050844 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.00466372 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.000689702 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.0514998 # DEPENDENCYPART_SIBL
(13,19),(13,25),-0.0250021 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0358312 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0318995 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.027762 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0261249 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.0256137 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0296709 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0255334 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.024612 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.0226223 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.026166 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.0209684 # DEPENDENCYPART_SIBL
(13,22),(13,25),-0.0231095 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.0152279 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.0148961 # DEPENDENCYPART_SIBL
(13,24),(13,25),-0.00353261 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0213425 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0164669 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0271687 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.051124 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0164669 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.389816 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0164669 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00713843 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0169356 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.00103493 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0360008 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.389816 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0783074 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0806104 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0482486 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.048886 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0786532 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.08062 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.114239 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.134637 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0106043 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.000831657 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0295309 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0106043 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.34087 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0106043 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0162493 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0106043 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.00478757 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0442474 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.34087 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.00356865 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00481739 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.100976 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.101005 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.00483027 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.00481739 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.142932 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.115277 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0271531 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0510951 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0200428 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.389874 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0200428 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.00747932 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0205114 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00103493 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0360089 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0780883 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0803914 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0482897 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0489271 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0784341 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0804009 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.113961 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.13343 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.027429 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0194885 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.328361 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0194885 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0223451 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0194885 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.00982406 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0339148 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.328361 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00708717 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0154732 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0975606 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0975898 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0154861 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0154732 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.135109 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.103079 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.00102818 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0667424 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.00102818 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0501631 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.000983824 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0191027 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0864946 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0667424 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0653751 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0633407 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0186718 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0179679 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0631578 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0630289 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.138635 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.0103005 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.389874 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0200428 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.00747932 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0205114 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00103493 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0360089 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0780883 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0803914 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0482897 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0489271 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0784341 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0804009 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.113961 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.13343 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00229214 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0757157 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00220344 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.026513 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.085201 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0255207 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0119024 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0168998 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0744433 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0754343 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0172726 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0175236 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.297142 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.213472 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00747932 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0205114 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.00103493 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0360089 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0780883 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0803914 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0482897 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0489271 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0784341 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0804009 # DEPENDENCYPART_SIBL
(15,9),(15,24),0.113961 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.13343 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.025489 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0666223 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0200578 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.266579 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0204975 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0222175 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0511023 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0513447 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0220886 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0222178 # DEPENDENCYPART_SIBL
(15,10),(15,24),0.134126 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0301311 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00313158 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0360089 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0811241 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0834272 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0482897 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0489271 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0814699 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0834367 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.113961 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.132774 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0360678 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.255447 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0197452 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0197187 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0416318 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0420584 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0201068 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0197264 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.10096 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0397113 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.406654 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.139963 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.140595 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0512878 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0512805 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.140614 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.140594 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0768112 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.00993969 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0119024 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0168998 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0744433 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0754343 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0172726 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0175236 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.297142 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.213472 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0253721 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.018878 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0186768 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0261173 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0253704 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0432038 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.00243037 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0210176 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0208164 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0254609 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.024714 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0414629 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.00246024 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0280799 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00617689 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.00626344 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0252625 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0321909 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.00690492 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.00699147 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0247975 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0333608 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0240457 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0424107 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.000212652 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0414629 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.00247674 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0317105 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.411004 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0114384 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00333739 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.308977 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.10275 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.353665 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.039606 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0220244 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00574881 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.00572427 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.105326 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.408123 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.066346 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.004772 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00870119 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.00844461 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.403357 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0805587 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0196106 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0114369 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0114091 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.018603 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00426898 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00333048 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00331961 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.043708 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00345766 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00543135 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0539084 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0540028 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00471003 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.128439 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.352347 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0275212 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.13001 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.12811 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0263181 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0256886 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0616771 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.059717 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.351684 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0281835 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.130466 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.128566 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0263181 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0256886 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0586413 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0566812 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0574832 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00926859 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0116505 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0259658 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0249818 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0531514 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0529054 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.101167 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0976762 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00929816 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00930158 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0185447 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0185426 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.134376 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0264266 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0257971 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.059341 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0573808 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0263181 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0256886 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0619112 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.059951 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00190305 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0471564 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0472458 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0478813 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0479706 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0853565 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.191131 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.204051 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.153681 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0597354 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.188607 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0867598 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.190371 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.190909 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.188537 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0248678 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0514004 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0515233 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.16937 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.148586 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.281596 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.2713 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0384336 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0746905 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0748167 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.166641 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0432884 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0216234 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0235817 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.113013 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.134918 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.16879 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0269867 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.132664 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.134322 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.172547 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0338806 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0746283 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0742421 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.24825 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0682885 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0785769 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.00125194 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.00185183 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.084977 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0356236 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0571015 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0571156 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0991242 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.131382 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0454972 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0462908 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.116878 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.00567119 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0203875 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0206317 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0995854 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0349793 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0371602 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0536719 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0062689 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.015264 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0152794 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0646665 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0666023 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.126058 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.037099 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0225865 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0225866 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0770436 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.16336 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.043169 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0209128 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0228711 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.164567 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0432884 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0183535 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0203118 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0235063 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0578779 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0574918 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00641058 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00649607 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.000576314 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.204065 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0597891 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.189071 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0867462 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.191736 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.192274 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.18855 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0839602 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.134959 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.169236 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0269863 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.134011 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.135669 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.172548 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.053987 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.099575 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.131379 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0468465 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0476401 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.116881 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0307365 # DEPENDENCYPART_SIBL
