# _root_ A Realbank kárvallott , körülbelül 2600 részvényesének soraiban még nem tört ki a pereskedési láz , de várható .
#goldHeads=2,7,7,7,7,7,8,11,11,11,17,11,15,15,11,17,0,17,17,
#predictedHeads=2,7,7,7,7,7,11,11,11,11,17,11,15,15,11,17,0,17,17,
(8,3),(8,7),-0.00307513 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0464197 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00411485 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0132675 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00512511 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0773624 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0452011 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0569251 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0881843 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00844461 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0156606 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00409144 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.22961 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0332009 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0388006 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00205521 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00489342 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0613907 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0159741 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0324331 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0154455 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0151724 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00637616 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0171404 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00337853 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00980668 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0510601 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0457267 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.033653 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0356492 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0442832 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.060669 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0125773 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0901258 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.130795 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00316811 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.102485 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.102485 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00545323 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.111702 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00233037 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00542229 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00197837 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0980305 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00733366 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0810931 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0810931 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0185172 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.154668 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0110254 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.00775555 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0539789 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.162216 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.191268 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.191268 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0137459 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.137846 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00571791 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0204895 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0999324 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0977563 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0977563 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0333938 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.153561 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.026022 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0080663 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0541408 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.101048 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00384227 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.106616 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.00462929 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00735939 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.000936853 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00384227 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.106616 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00462929 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00735939 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.000936853 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0142956 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0886788 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0117734 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0111685 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0338729 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0369353 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0497837 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0383892 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0160359 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0452974 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00748133 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.00748133 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0972031 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.121986 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.064355 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0176413 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0642981 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0750037 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.201094 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.193992 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0305209 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0407629 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.101702 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.201094 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.193992 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0305209 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0407629 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.101702 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.219058 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0242305 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0167248 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.196771 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0301388 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0233469 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0146208 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0570952 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.087121 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0384745 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0132639 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0164053 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0102192 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0611668 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0349087 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0139486 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0139486 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0459236 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.055484 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0306669 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0223062 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.00254058 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0214235 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.035478 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.062322 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0138625 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0440373 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.00367541 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.101372 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0290867 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0100892 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0232349 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0232349 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0582456 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0435092 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.158285 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.011203 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0256619 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0401985 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0448908 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0139968 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0508437 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0668121 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.048812 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0440939 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0361571 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.018528 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.018528 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00759935 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.020846 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0264985 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00583175 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0294368 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0123754 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0157814 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0584144 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00763641 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.0244832 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0501333 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0297455 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0104439 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0104439 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00416287 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.025065 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.00877311 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0116265 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0172899 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0149259 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.00267089 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0569702 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0059962 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0406971 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0600626 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0447064 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0447064 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0132301 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0313362 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0386293 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.101062 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0227192 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0404962 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0614516 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.144428 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.011331 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.000180377 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00598741 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00598741 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0255103 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0165205 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0845458 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00188121 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0180161 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0127666 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0110893 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0794965 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.006535 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0179796 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0226273 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.063276 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0485395 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.145771 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.000958176 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0136204 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0171449 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0178481 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0306263 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0388022 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.05919 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.063276 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0485395 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.145771 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.000958176 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0136204 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0171449 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0178481 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0306263 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0388022 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.05919 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0416922 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.076885 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0553533 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0399527 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0400682 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0299763 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0747797 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0513408 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0153373 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.151585 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0513632 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0347838 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0240524 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00922535 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0878827 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0461391 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0447051 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.093632 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.10394 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0824815 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0977341 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0110204 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.122905 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.120687 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00981166 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0157702 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00593664 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0202536 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.00284993 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00818557 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0188828 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0128619 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00185083 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0266763 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.00939454 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0755301 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0241958 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.046645 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0388367 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.168594 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0763463 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0760867 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0313818 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00281652 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0391022 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0716464 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0716464 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0832405 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.089574 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0845926 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.121819 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.00876027 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.00469603 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0399118 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0641126 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.116919 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.141063 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0652439 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0915775 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00373141 # DEPENDENCYPART_SIBL
(12,7),(12,17),-5.57451e-05 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00251657 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.116919 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.141063 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0652439 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0915775 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00373141 # DEPENDENCYPART_SIBL
(12,8),(12,17),-5.57451e-05 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00251657 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.176603 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0685134 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.14702 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.017079 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00946229 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0725517 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0620708 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.145085 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0832112 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0141077 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.189384 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0799047 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0312953 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.00373714 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0758749 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0538338 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00990016 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0176553 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0467833 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0528778 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00513694 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0390055 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.000111662 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0748849 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.126006 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0845504 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0434119 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0945215 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0319614 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0369385 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.158226 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.190772 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0561357 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.00207813 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0352006 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0921863 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.20699 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.662013 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.160989 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.00907876 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0127623 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.00374333 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0285185 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.44092 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.0783369 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.00991213 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0874248 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.132852 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.113553 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.662675 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0104972 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0329134 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0132678 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.00512476 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.00425095 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0773624 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0452011 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.116909 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.156434 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.140124 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.408123 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0304758 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0346478 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0156606 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00409144 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0238545 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.22961 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.164857 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.19849 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0947922 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.386228 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0242882 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.00642866 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.00489342 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0613907 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.111925 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0933007 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.145478 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0896837 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.390221 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.00837482 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0196372 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0151724 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00637616 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0208839 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.197409 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0810905 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.417148 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0132084 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0452271 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0173466 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0857525 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.121569 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0517287 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.448274 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0515835 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0113353 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0100302 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.074817 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.215983 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.353507 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0592549 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0137838 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0202339 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0230261 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.117704 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.160989 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00907876 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0127623 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00374333 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0285185 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0329122 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0132669 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00512632 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00425094 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0963164 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.15509 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0787783 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0125773 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.108839 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.10967 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.018997 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.244943 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0258148 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0227814 # DEPENDENCYPART_SIBL
