# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(6,7),(6,22),0.078778 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.103086 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.000973046 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0309028 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00471386 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.00198352 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0547238 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.00471386 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0485645 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0802637 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.16283 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.342981 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.33988 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.452039 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.342981 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.078778 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0364478 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0392929 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0394297 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0893046 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0392929 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.19593 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0236176 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0227522 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0493233 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0236176 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.117486 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00198352 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0547238 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.00471386 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.0485645 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0521373 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.00663469 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.0562676 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0745715 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.191835 # DEPENDENCYPART_SIBL
(6,21),(6,22),0.0483669 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.080477 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0933138 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.157115 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0886586 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0292215 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0301637 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0618368 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0143387 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0292215 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0286209 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.00553487 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.018852 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.029216 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0292215 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0100273 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.09131 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0883857 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.224866 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0151221 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.045737 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00816885 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00641976 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0151221 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0132402 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0126211 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00291687 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0151199 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0151221 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0586408 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0952214 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.157953 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0149423 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0386406 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0305377 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00164151 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0149423 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0147329 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00309895 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.000133247 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0149402 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0149423 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0306648 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.182196 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00453289 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0428842 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0329676 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.000236335 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00453289 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00905189 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0169918 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0125704 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00451996 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.00453289 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0289978 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0881413 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.083267 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00248842 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.041543 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0881413 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0925965 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.04255 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0306808 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0881322 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0881413 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0833218 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0236632 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00296429 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0531602 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00666673 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00456704 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0231401 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0922609 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00666395 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.00666673 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0576425 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.121651 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0390394 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00417095 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00176473 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.16506 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.01973 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.00416303 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.00417095 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0368166 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0201376 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00336519 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00255009 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.143834 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00668829 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.00336736 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00336519 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.00106017 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0114851 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0113144 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0354323 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0174582 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0114835 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0114851 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0119576 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.00456704 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0231401 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0922609 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.00666395 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.00666673 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0576425 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0205712 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0897361 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.00933121 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.00933399 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0678237 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.00748512 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00367085 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0036724 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0141877 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0113573 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0113611 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0126537 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.00666514 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0576371 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0575876 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0896543 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.390221 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.00322942 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0159741 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.388592 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00997597 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.390221 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0196372 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0154455 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.002369 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.0154455 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.0208839 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.353566 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0644003 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0504403 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.313877 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0165327 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.353566 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0137776 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0060287 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.0360742 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00602898 # DEPENDENCYPART_SIBL
(10,3),(10,22),0.121929 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.155843 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0129962 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.190771 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.001118 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.662013 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.00907785 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00331961 # DEPENDENCYPART_SIBL
(10,4),(10,17),3.59593e-06 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.00331961 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0285178 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.00307544 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.440921 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.00241027 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.662675 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0329118 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.00411379 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0328136 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.00411401 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.00425058 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.641668 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0546145 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.317125 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0028392 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00336482 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00673405 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0033537 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0416808 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0278281 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.408123 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0346477 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00844461 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0199875 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.00845018 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0238545 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0681594 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00437439 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00583347 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.029636 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00582959 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0231965 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.00907785 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00331961 # DEPENDENCYPART_SIBL
(10,9),(10,17),3.59593e-06 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.00331961 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0285178 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.452039 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.342976 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0787788 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0547239 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.0047129 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.0485651 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0745715 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.191836 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0485608 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0168588 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0242888 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.437803 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00210933 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0165325 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0242755 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.437803 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0626258 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.060344 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0124672 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0172692 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.239197 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0452545 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0124854 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0124672 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.183622 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0142355 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.298983 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0135517 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.161126 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0142338 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.298983 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0281179 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.016588 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00894992 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00584585 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0308509 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0853312 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.00893173 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.00894992 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0296997 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.375874 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0206303 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0157679 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00573969 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.375874 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0477932 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0342706 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.233817 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.235433 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00103461 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.025951 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.233777 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.233817 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.00815345 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0103914 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.00113436 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0324195 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0345787 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0876369 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0861819 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0218518 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0213293 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.249172 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0701818 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0218246 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0218518 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.198796 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.172719 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0141551 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.291903 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0401846 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00829091 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0532389 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0485419 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0899949 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00969062 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0532131 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0532389 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.000474445 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0116838 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.144914 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.12504 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0269907 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0114531 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00855134 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00432461 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.00859441 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0114351 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0114531 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0952526 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.375892 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0477941 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.034271 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.233831 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.235447 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00103502 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0259515 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.233791 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.233831 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00815188 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0876369 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0861819 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0218518 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0213293 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.249172 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0701818 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0218246 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0218518 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.198796 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0130706 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0307177 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0307683 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0759121 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.044377 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0307178 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0307177 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0413139 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0270166 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0270357 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0508687 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0247045 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0270167 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0270166 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0227381 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0481002 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0683369 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.007389 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0462173 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0462163 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0584892 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0686075 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.00691801 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.041247 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0412459 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0464334 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0096944 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0621104 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0621105 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.119714 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0124793 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0124781 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0562241 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0462187 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0584986 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.058544 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0271228 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.211759 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0667735 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0709642 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.096441 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00540539 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.008731 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0120541 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.00525208 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0897421 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.00727518 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.353566 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0644003 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0504403 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.313877 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0165327 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.353566 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0504274 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.313877 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.287852 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.353566 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.00778217 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0089784 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.00602898 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00622062 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.155843 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0129962 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.190771 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.001118 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.662013 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0129962 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.190771 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.138025 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.662013 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0858411 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.00440504 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00331961 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.00351153 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.00307544 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.440921 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00241027 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.662675 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00307406 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.440921 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.577907 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.662675 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0148184 # DEPENDENCYPART_SIBL
