# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,19,19,15,19,19,18,19,20,26,22,26,25,25,26,10,10,
(16,6),(16,17),0.00821953 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0118434 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0118434 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0140482 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0118434 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.0217671 # DEPENDENCYPART_SIBL
(16,6),(16,25),-0.0177894 # DEPENDENCYPART_SIBL
(16,6),(16,26),0.0178158 # DEPENDENCYPART_SIBL
(16,6),(16,27),0.039344 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.375892 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.170097 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0157665 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0105768 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.375892 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0157665 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.00275263 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0477941 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.233831 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.233831 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.00470338 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.233831 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0531325 # DEPENDENCYPART_SIBL
(16,8),(16,25),0.225495 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.0259515 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.00815188 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.551134 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.00113436 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0359947 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0345787 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.00113436 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0328365 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0876369 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0218518 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0218518 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0297933 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0218518 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.128002 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.00971182 # DEPENDENCYPART_SIBL
(16,9),(16,26),0.0701818 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.198796 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0325824 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0183527 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.182751 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0325824 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.020643 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0488548 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0161394 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0161394 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0337456 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0161394 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0544938 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0102986 # DEPENDENCYPART_SIBL
(16,10),(16,26),0.0208644 # DEPENDENCYPART_SIBL
(16,10),(16,27),0.247434 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0117129 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.144914 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.102369 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0117103 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.12504 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0114531 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0114531 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0510351 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0114531 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.00788971 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.00602745 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.00859441 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.0952526 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.381352 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0161024 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00230522 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0476288 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.236892 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.236892 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00487119 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.236892 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0529646 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.228556 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0257724 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.00584091 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00113436 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0328365 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0876369 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0218518 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0218518 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0297933 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0218518 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.128002 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.00971182 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.0701818 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.198796 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0117103 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.12504 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0114531 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0114531 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0510351 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0114531 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.00788971 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.00602745 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.00859441 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.0952526 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0477789 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.228207 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.228207 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00477152 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.228207 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0531046 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.219871 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0259248 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.016788 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0307177 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0307177 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0470865 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0307177 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0143093 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0307265 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.044377 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.0413139 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0462163 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0499353 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0462163 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0197214 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0486242 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.007389 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.0584892 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0499353 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0462163 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0197214 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0486242 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.007389 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.0584892 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0409662 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0127363 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.038635 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0163571 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.0270585 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0197214 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0486242 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.007389 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.0584892 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0146823 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.0150074 # DEPENDENCYPART_SIBL
(16,24),(16,27),0.0585556 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.00601555 # DEPENDENCYPART_SIBL
(16,25),(16,27),-0.0624792 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.0562241 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0279944 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.662013 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0139309 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.138025 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.662013 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.00331961 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0139309 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.138025 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.662013 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00331961 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.798934 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.313695 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00473984 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.38659 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00798823 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00331961 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.519824 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.028728 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.790464 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.028728 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.638146 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.534611 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.320663 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0134628 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.638146 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.320663 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0296191 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.790464 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.320663 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.028728 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0320354 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.00334933 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0562426 # DEPENDENCYPART_SIBL
(19,2),(19,25),0.00162543 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0210572 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0657334 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0210572 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.0649604 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.164504 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.386401 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0142735 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0649604 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.386401 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0236754 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0657334 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.386401 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0210572 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0124498 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.00256137 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.0263149 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.00322835 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.790464 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.028728 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.638146 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.534611 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.320663 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0134628 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.638146 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.320663 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0296191 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.790464 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.320663 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.028728 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0320354 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.00334933 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.0562426 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.00162543 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0994507 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0394076 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.1165 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.38659 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.106234 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0394076 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.38659 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0942867 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.016229 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.38659 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0994507 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.035676 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.00798823 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0231523 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.00870825 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.638146 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.534611 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.320663 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0134628 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.638146 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.320663 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0296191 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.790464 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.320663 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.028728 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0320354 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.00334933 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0562426 # DEPENDENCYPART_SIBL
(19,8),(19,25),0.00162543 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.569029 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.408123 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0673785 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0456326 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.408123 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0572429 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.231586 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.408123 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0533845 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0480204 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.00844461 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0338528 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0130728 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.347663 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00889716 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.111435 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.347663 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.000504781 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0652889 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.347663 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.00211339 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0265156 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0132787 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0234262 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0139457 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0162393 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.190771 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.662013 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0103903 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.138025 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.662013 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.00945552 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0730987 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00332049 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0177059 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.00395042 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.654161 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.317858 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0269954 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.793267 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.317858 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0261042 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0240864 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0184794 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0641889 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.0167555 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.408123 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0572429 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.231586 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.408123 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0533845 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0480204 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00844461 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0338528 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0130728 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0103903 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.138025 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.662013 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00945552 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0730987 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00332049 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0177059 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.00395042 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.795393 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.317236 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0234821 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0338456 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.00476904 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0544708 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.00649295 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.38659 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0994507 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.035676 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00798823 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0231523 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.00870825 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00945552 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0730987 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00332049 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0177059 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.00395042 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0320354 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00334933 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0562426 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.00162543 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0141641 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00054036 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.0121296 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0304775 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.00199468 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0273558 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0651513 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0536145 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.216062 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0426201 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0584424 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.216062 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0506235 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0792269 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0488551 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0536145 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.052931 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0225978 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.168785 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.0547753 # DEPENDENCYPART_SIBL
(20,2),(20,25),0.160492 # DEPENDENCYPART_SIBL
(20,2),(20,26),0.0646759 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.0788592 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.108587 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.114251 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0969996 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.108558 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.114251 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.106271 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0384115 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0107246 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.108587 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.108587 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.0144642 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.0552011 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.044735 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0493823 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.044447 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.0959995 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.216062 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0426201 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0584424 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.216062 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0506235 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0792269 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0488551 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0536145 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.052931 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0225978 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.168785 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0547753 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.160492 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0646759 # DEPENDENCYPART_SIBL
(20,8),(20,27),0.0788592 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.353376 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0827136 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0682486 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0795591 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0336015 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0607685 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0791384 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0791384 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.00383567 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0665909 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0680544 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0544741 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.038521 # DEPENDENCYPART_SIBL
(20,9),(20,27),0.0859528 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.105552 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.126874 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.103265 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0984117 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0222657 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.105581 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.105581 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0638961 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.109096 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0908571 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.103277 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.087223 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.31466 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.221522 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0501761 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0788883 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.049191 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0531671 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0524836 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0224326 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.171846 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0546075 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.163552 # DEPENDENCYPART_SIBL
