# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(12,9),(12,15),-0.0290488 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0144746 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0208602 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0208602 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0231884 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0307134 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.011365 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0144703 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0208602 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0255222 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.0277416 # DEPENDENCYPART_SIBL
(12,9),(12,27),-0.0208602 # DEPENDENCYPART_SIBL
(12,9),(12,28),0.0129313 # DEPENDENCYPART_SIBL
(12,9),(12,29),-0.0120063 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0757967 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00720456 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0420321 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.00583005 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0294336 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00752988 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00752988 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00272896 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00720456 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0388068 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0294336 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.00752988 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.000882057 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.00132837 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.00752988 # DEPENDENCYPART_SIBL
(12,10),(12,28),-0.0121354 # DEPENDENCYPART_SIBL
(12,10),(12,29),0.00056838 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0493015 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0519009 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.027225 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0369927 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0254582 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0254582 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0728909 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0493015 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0260297 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0369927 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0254582 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.073795 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0307699 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.0254582 # DEPENDENCYPART_SIBL
(12,11),(12,28),-0.00966464 # DEPENDENCYPART_SIBL
(12,11),(12,29),-0.023827 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.256606 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.116623 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0529097 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0654181 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0654181 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.191239 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0262585 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.807528 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0529097 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0654181 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.186957 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.0681098 # DEPENDENCYPART_SIBL
(12,13),(12,27),0.0654181 # DEPENDENCYPART_SIBL
(12,13),(12,28),0.0367833 # DEPENDENCYPART_SIBL
(12,13),(12,29),0.0254302 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0519887 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0400252 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0301723 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0301723 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00935235 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0609921 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.025501 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0400252 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0301723 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.00388557 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.032776 # DEPENDENCYPART_SIBL
(12,14),(12,27),0.0301723 # DEPENDENCYPART_SIBL
(12,14),(12,28),0.0321635 # DEPENDENCYPART_SIBL
(12,14),(12,29),0.000356303 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00981099 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00764487 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00764487 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0333058 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.013045 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0686029 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00981097 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.00764487 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0359872 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0103473 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.00764487 # DEPENDENCYPART_SIBL
(12,15),(12,28),-0.0171196 # DEPENDENCYPART_SIBL
(12,15),(12,29),-0.0385619 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0270098 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0270098 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0271136 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00612351 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0633799 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0345318 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0270098 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.029794 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0243073 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0270098 # DEPENDENCYPART_SIBL
(12,16),(12,28),-0.04184 # DEPENDENCYPART_SIBL
(12,16),(12,29),-0.020986 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.028988 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0171577 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0340323 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0419755 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0230791 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.028988 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0221966 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.026378 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.028988 # DEPENDENCYPART_SIBL
(12,17),(12,28),0.0110011 # DEPENDENCYPART_SIBL
(12,17),(12,29),-0.0133943 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0171577 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.0340323 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0419755 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0230791 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.028988 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0221966 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.026378 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.028988 # DEPENDENCYPART_SIBL
(12,18),(12,28),0.0110011 # DEPENDENCYPART_SIBL
(12,18),(12,29),-0.0133943 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0536613 # DEPENDENCYPART_SIBL
(12,19),(12,21),3.21573e-05 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00619625 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.00902157 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.00593993 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.00641157 # DEPENDENCYPART_SIBL
(12,19),(12,27),-0.00902157 # DEPENDENCYPART_SIBL
(12,19),(12,28),-0.00460046 # DEPENDENCYPART_SIBL
(12,19),(12,29),0.00140185 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.807528 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0529097 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.0654181 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.186957 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0681098 # DEPENDENCYPART_SIBL
(12,20),(12,27),0.0654181 # DEPENDENCYPART_SIBL
(12,20),(12,28),0.0367833 # DEPENDENCYPART_SIBL
(12,20),(12,29),0.0254302 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.0821972 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0176441 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.108297 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0150404 # DEPENDENCYPART_SIBL
(12,21),(12,27),-0.0176441 # DEPENDENCYPART_SIBL
(12,21),(12,28),0.0737957 # DEPENDENCYPART_SIBL
(12,21),(12,29),0.113995 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0270087 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0297923 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0243063 # DEPENDENCYPART_SIBL
(12,22),(12,27),-0.0270087 # DEPENDENCYPART_SIBL
(12,22),(12,28),-0.04184 # DEPENDENCYPART_SIBL
(12,22),(12,29),-0.0209823 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0221966 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.026378 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.028988 # DEPENDENCYPART_SIBL
(12,23),(12,28),0.0110011 # DEPENDENCYPART_SIBL
(12,23),(12,29),-0.0133943 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.00526166 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.00787166 # DEPENDENCYPART_SIBL
(12,24),(12,28),-0.00404713 # DEPENDENCYPART_SIBL
(12,24),(12,29),0.00772289 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.0311999 # DEPENDENCYPART_SIBL
(12,25),(12,28),0.00882452 # DEPENDENCYPART_SIBL
(12,25),(12,29),-0.0144475 # DEPENDENCYPART_SIBL
(12,27),(12,28),0.0110011 # DEPENDENCYPART_SIBL
(12,27),(12,29),-0.0133943 # DEPENDENCYPART_SIBL
(12,28),(12,29),-0.025341 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0456215 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.012444 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0556786 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0598137 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.0020143 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0388329 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0020143 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0556775 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.260648 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00629119 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00422121 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0962876 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0962876 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0122962 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.00944403 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0228112 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.00421694 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0962876 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0154861 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.0950694 # DEPENDENCYPART_SIBL
(14,2),(14,27),0.0962876 # DEPENDENCYPART_SIBL
(14,2),(14,28),0.00700026 # DEPENDENCYPART_SIBL
(14,2),(14,29),0.0185967 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0229478 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.01348 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0695356 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0134971 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0414551 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0134971 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.01348 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.107567 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0489803 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00268983 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.00671261 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.00671261 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.022009 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0461096 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0269511 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.00269472 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.00671261 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.0255838 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.00732177 # DEPENDENCYPART_SIBL
(14,3),(14,27),0.00671261 # DEPENDENCYPART_SIBL
(14,3),(14,28),0.0113622 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.0128477 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0355751 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0454042 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0532945 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.00324981 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0532945 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0355748 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.23559 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0110668 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0436565 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0293784 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0293784 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.007955 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.00934209 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0217188 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0436565 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0293784 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.0115298 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.0298118 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0293784 # DEPENDENCYPART_SIBL
(14,4),(14,28),-0.0364152 # DEPENDENCYPART_SIBL
(14,4),(14,29),0.0200299 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0899651 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0348441 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0531905 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0348441 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0257323 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.338088 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0101459 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0130451 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0510387 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0510387 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.121986 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0202903 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0424763 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0130405 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0510387 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.125561 # DEPENDENCYPART_SIBL
(14,5),(14,25),-0.05104 # DEPENDENCYPART_SIBL
(14,5),(14,27),-0.0510387 # DEPENDENCYPART_SIBL
(14,5),(14,28),-0.0140843 # DEPENDENCYPART_SIBL
(14,5),(14,29),0.164136 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.019444 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0247579 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.019444 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.208491 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0697593 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0231789 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.013997 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0783011 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0783011 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.202434 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0383913 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.0525099 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.0139936 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.0783011 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.207822 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0792129 # DEPENDENCYPART_SIBL
(14,6),(14,27),-0.0783011 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.0102821 # DEPENDENCYPART_SIBL
(14,6),(14,29),0.218044 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0376995 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0159801 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0487568 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.202509 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00197691 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0437474 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0128369 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0128369 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0244168 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00201243 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0263615 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0437474 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0128369 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0332711 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0137151 # DEPENDENCYPART_SIBL
(14,8),(14,27),-0.0128369 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.0458929 # DEPENDENCYPART_SIBL
(14,8),(14,29),0.0531721 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.00271873 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0543876 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.256866 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00701666 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00494669 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0955294 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0955294 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0104047 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0133009 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0235372 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.00494241 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0955294 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.0135946 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0943112 # DEPENDENCYPART_SIBL
(14,9),(14,27),0.0955294 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.00627478 # DEPENDENCYPART_SIBL
(14,9),(14,29),0.015869 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0487568 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.202509 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00197691 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0437474 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0128369 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0128369 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0244168 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00201243 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0263615 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0437474 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0128369 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0332711 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0137151 # DEPENDENCYPART_SIBL
(14,10),(14,27),-0.0128369 # DEPENDENCYPART_SIBL
(14,10),(14,28),0.0458929 # DEPENDENCYPART_SIBL
(14,10),(14,29),0.0531721 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.334853 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0114074 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0143068 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0523193 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0523193 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.119467 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0215518 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0412148 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0143021 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0523193 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.123042 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0523205 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0523193 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0153459 # DEPENDENCYPART_SIBL
(14,12),(14,29),0.16034 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0264294 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.000673139 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00167119 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00167119 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.195843 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0330044 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0527831 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.000667476 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.00167119 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.203045 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.000755967 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.00167119 # DEPENDENCYPART_SIBL
(14,13),(14,28),0.00280346 # DEPENDENCYPART_SIBL
(14,13),(14,29),0.295501 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0340516 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0085702 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0085702 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0678311 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0153098 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0666917 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0340516 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0085702 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0678241 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.0085702 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0085702 # DEPENDENCYPART_SIBL
(14,15),(14,28),-0.0340996 # DEPENDENCYPART_SIBL
(14,15),(14,29),-0.040499 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0134467 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0134467 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0402106 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0182758 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0441467 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0254558 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0134467 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0402027 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.0134467 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.0134467 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.0255037 # DEPENDENCYPART_SIBL
(14,16),(14,29),0.0423317 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0145053 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0419014 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0245169 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0781167 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0274369 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0145053 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.0430041 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0145955 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0145053 # DEPENDENCYPART_SIBL
(14,17),(14,28),0.0248848 # DEPENDENCYPART_SIBL
(14,17),(14,29),-0.00465341 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0419014 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0245169 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0781167 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0274369 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0145053 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0430041 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0145955 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.0145053 # DEPENDENCYPART_SIBL
(14,18),(14,28),0.0248848 # DEPENDENCYPART_SIBL
(14,18),(14,29),-0.00465341 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.188163 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0452188 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0462189 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.113096 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0111015 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.113006 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.113096 # DEPENDENCYPART_SIBL
(14,19),(14,28),0.0442769 # DEPENDENCYPART_SIBL
(14,19),(14,29),0.175189 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.204799 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.104703 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.147022 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.233776 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.147017 # DEPENDENCYPART_SIBL
(14,20),(14,27),0.147022 # DEPENDENCYPART_SIBL
