# _root_ Külön biztató , hogy a részvények nemcsak a hazai , hanem a külföldi befektetők számára is újra vonzóak .
#goldHeads=4,4,4,0,6,18,18,18,8,18,18,14,14,15,18,18,18,4,4,
#predictedHeads=4,4,4,0,6,7,4,14,14,11,4,14,14,15,18,18,18,11,4,
(7,2),(7,11),0.0617421 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0728134 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.00506183 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0138618 # DEPENDENCYPART_SIBL
(7,2),(7,16),0.0165463 # DEPENDENCYPART_SIBL
(7,2),(7,17),0.00715234 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0738849 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0179669 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.203059 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0520702 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0147501 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.0024028 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0117431 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0450131 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0903423 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.0113468 # DEPENDENCYPART_SIBL
(7,3),(7,14),9.07137e-05 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.0646852 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.00354834 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.00783889 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.0117691 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.123553 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0837822 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0992413 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0169349 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00550654 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0277769 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0231556 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.00596191 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0203276 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00612162 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0188063 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0293442 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.00547543 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.0521081 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00953095 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0554942 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.00342766 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0551896 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00220155 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00400291 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0108631 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0244 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0467235 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0461351 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00341536 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.105601 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0149681 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00320059 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0281106 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0218144 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00263809 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0838089 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.00217207 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0337173 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0266719 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.00324039 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0316209 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0329572 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.027984 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0426883 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0335569 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0278218 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.000908475 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0430614 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.031946 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0329568 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0558279 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00792171 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0351367 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0202121 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.00161339 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0319675 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0364898 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0111368 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0200903 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0406593 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0535499 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0636165 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0730617 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.00183245 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0850782 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0796235 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0638118 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.00237093 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0134099 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0387763 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00194838 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0676534 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0182126 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0130655 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0450171 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.00300895 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0318477 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0373053 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0113684 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0204303 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0371635 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0262827 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0383037 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0167313 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.0269125 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0209541 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0211395 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0501508 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.0871067 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.0238835 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0056388 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0212702 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00569231 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00547916 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0165366 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0406844 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0952553 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0949229 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.000126251 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.205845 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0780763 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.170767 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.214455 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0780763 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0108602 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0428718 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0103079 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.0314837 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0535747 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0987209 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0363706 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0942314 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0987209 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0392662 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.015247 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0281449 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00626882 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0586229 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0634912 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.116802 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.232893 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.000913056 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0225361 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0136041 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0370872 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0403551 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.342511 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0412557 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0196593 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0173979 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00889524 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.041686 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0562484 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0748548 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0260329 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0240182 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00155964 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00732694 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0423369 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.000913056 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0225361 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0136041 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0370872 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0403551 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.162361 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00178071 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.116235 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.089157 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0211138 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0300672 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0135281 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0260737 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0677607 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.000174951 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0182933 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.169225 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.30499 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.00309306 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0831008 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0576423 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.016928 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.169225 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0505925 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0103556 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0464272 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.013292 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0316457 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0376327 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0103266 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0322187 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.200697 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.244259 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.046387 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0573263 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.207379 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0250059 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.200697 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00437157 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0565021 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.00959732 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00321474 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0207271 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00290437 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0575736 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.05322 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.257581 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0159818 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.15665 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0593654 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00569181 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0118146 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0204833 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0144565 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.0530943 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0780368 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0445588 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0192366 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0148788 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.220141 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.142633 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0358044 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0896748 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0564112 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.062587 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0148 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0161731 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00610415 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0079711 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0184849 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0199176 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0156866 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.101551 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.167484 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.000256396 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0421798 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.330126 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0181576 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0105678 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.093792 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.00803355 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0320524 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0279332 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.00996553 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0159922 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0372882 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0370052 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.108869 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0273513 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0311438 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0262032 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0176096 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0436846 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0227281 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0306587 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.070002 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.00316209 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.054019 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0499348 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.018784 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00105383 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0325937 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0463641 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0482649 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0181965 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0680451 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.1915 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00354652 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0482406 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00284248 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00472892 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0109997 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00612811 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0493121 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0337924 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0204833 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0144565 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0530943 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0780368 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0445588 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0192366 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0148788 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.220141 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0346536 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0158325 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00137784 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0604075 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0172126 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0340535 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0375165 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00248549 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.02762 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0614484 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00315409 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0277128 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0437377 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.036478 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0514954 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00983942 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0342704 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0307348 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0443681 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0589745 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0801075 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0244464 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0107838 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0180957 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0343104 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00887125 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00882302 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0472586 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.000227098 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.229755 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0158385 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0158385 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0164566 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.061829 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.4161 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.022512 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.159708 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.4161 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0119328 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.061829 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.172786 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.4161 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.00227018 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0302646 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0191198 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.440921 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.662962 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.00682628 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.366758 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.662962 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0201726 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.440921 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.338401 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.662962 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0265735 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00771277 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0394522 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.40841 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0511362 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.291949 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.40841 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0430257 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0456326 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.285274 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.40841 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0559427 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.01162 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0741132 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.00939285 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.155782 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.662301 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.14783 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.190771 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.13535 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.662301 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.166197 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0079406 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0776201 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.526442 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.314206 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0578272 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.644003 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.461187 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.314206 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0832195 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0419516 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0171218 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.386688 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0413351 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0649603 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0511417 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.386688 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.018819 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.021683 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0270443 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.14783 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.190771 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.13535 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.662301 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.166197 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0079406 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0776201 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.464034 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.359322 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.652587 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0469734 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.00113554 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.032207 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.285274 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.40841 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0559427 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.01162 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0741132 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.391912 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0437628 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.014033 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0329822 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.166197 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0079406 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0776201 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0078576 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0396047 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.108228 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.156467 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.132246 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.166337 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0148211 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.156467 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.148269 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.189985 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0190136 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.13408 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0289925 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.000718649 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.00649445 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0769156 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0364706 # DEPENDENCYPART_SIBL
