# _root_ De például a májjal már más a helyzet : a sertés mája más enzimeket termel , mint az emberé , más nagyságú vörösvérsejteket hoz létre és így tovább .
#goldHeads=0,6,4,6,6,1,8,6,1,11,12,15,14,15,26,15,15,19,15,26,22,23,24,26,24,1,28,26,1,
#predictedHeads=0,15,4,2,15,8,8,15,1,11,12,15,14,15,1,15,15,19,24,24,23,23,24,26,24,13,28,24,1,
(15,7),(15,20),-0.0377119 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0114335 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.00253731 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0245112 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0134259 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.00806794 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.0309529 # DEPENDENCYPART_SIBL
(15,7),(15,27),0.000653714 # DEPENDENCYPART_SIBL
(15,7),(15,28),-1.13746e-05 # DEPENDENCYPART_SIBL
(15,7),(15,29),-0.0634118 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0193403 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0698614 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0333055 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0333055 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.096587 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0333055 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0181177 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.00111793 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0363218 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0260338 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0181177 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0296958 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0155077 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0260338 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0214858 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0281131 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.0382439 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.0362055 # DEPENDENCYPART_SIBL
(15,8),(15,28),-0.0272897 # DEPENDENCYPART_SIBL
(15,8),(15,29),-0.0126273 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.094496 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0732053 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0732053 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0501814 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0732053 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0482493 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.011402 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0238839 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.130411 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0482493 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0172273 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0512057 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.130411 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0152804 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0386421 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.0468537 # DEPENDENCYPART_SIBL
(15,9),(15,27),-0.0360942 # DEPENDENCYPART_SIBL
(15,9),(15,28),-0.0419406 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.0209921 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0174639 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0174639 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.113216 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0174639 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0377119 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0130341 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0450632 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0245112 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0377119 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0114335 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.00253731 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0245112 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0134259 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.00806794 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0309529 # DEPENDENCYPART_SIBL
(15,10),(15,27),0.000653714 # DEPENDENCYPART_SIBL
(15,10),(15,28),-1.13746e-05 # DEPENDENCYPART_SIBL
(15,10),(15,29),-0.0634118 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0309984 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0947723 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0309984 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00637658 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0118176 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0272295 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0106718 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.00637658 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0205183 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.00614098 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0106718 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0167244 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0153449 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0263338 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.0234373 # DEPENDENCYPART_SIBL
(15,11),(15,28),-0.0145215 # DEPENDENCYPART_SIBL
(15,11),(15,29),0.00695274 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0947723 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0309984 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00637658 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0118176 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0272295 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0106718 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00637658 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0205183 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00614098 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0106718 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0167244 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0153449 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0263338 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0234373 # DEPENDENCYPART_SIBL
(15,12),(15,28),-0.0145215 # DEPENDENCYPART_SIBL
(15,12),(15,29),0.00695274 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0416023 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0766291 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0704715 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0267449 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0407208 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0766291 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0367862 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0542168 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0407208 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0896823 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0485263 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0928813 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0262858 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.024141 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.0590813 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00637658 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0118176 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0272295 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0106718 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00637658 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0205183 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00614098 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0106718 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0167244 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0153449 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0263338 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0234373 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.0145215 # DEPENDENCYPART_SIBL
(15,14),(15,29),0.00695274 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.434999 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0711085 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.07652 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0129099 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0279247 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0604977 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.07652 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.193214 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0950555 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.0709146 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.15719 # DEPENDENCYPART_SIBL
(15,16),(15,28),0.0849124 # DEPENDENCYPART_SIBL
(15,16),(15,29),0.0489202 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0571621 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0334164 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0308615 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.068755 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0961261 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0334164 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0133531 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0532018 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0223968 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.0738267 # DEPENDENCYPART_SIBL
(15,17),(15,28),0.0464131 # DEPENDENCYPART_SIBL
(15,17),(15,29),0.0183355 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0520221 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0263673 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0011975 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00126421 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0520221 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.000231333 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.00892139 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.039084 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.0253651 # DEPENDENCYPART_SIBL
(15,18),(15,28),0.00692567 # DEPENDENCYPART_SIBL
(15,18),(15,29),-0.00660792 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0430489 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0476944 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0263355 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0191053 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0193476 # DEPENDENCYPART_SIBL
(15,19),(15,25),9.84862e-05 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.0300049 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.0278448 # DEPENDENCYPART_SIBL
(15,19),(15,28),0.00489511 # DEPENDENCYPART_SIBL
(15,19),(15,29),-1.62179e-05 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0279247 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0604977 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.07652 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.193214 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0950555 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.0709146 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.15719 # DEPENDENCYPART_SIBL
(15,20),(15,28),0.0849124 # DEPENDENCYPART_SIBL
(15,20),(15,29),0.0489202 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0771955 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0272922 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0230637 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0435286 # DEPENDENCYPART_SIBL
(15,21),(15,26),0.00894247 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.062973 # DEPENDENCYPART_SIBL
(15,21),(15,28),0.0378704 # DEPENDENCYPART_SIBL
(15,21),(15,29),0.0246278 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0236213 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0297884 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0161498 # DEPENDENCYPART_SIBL
(15,22),(15,26),-0.0195125 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.00801587 # DEPENDENCYPART_SIBL
(15,22),(15,28),-0.0145954 # DEPENDENCYPART_SIBL
(15,22),(15,29),-0.0108992 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0193476 # DEPENDENCYPART_SIBL
(15,23),(15,25),9.84862e-05 # DEPENDENCYPART_SIBL
(15,23),(15,26),0.0300049 # DEPENDENCYPART_SIBL
(15,23),(15,27),0.0278448 # DEPENDENCYPART_SIBL
(15,23),(15,28),0.00489511 # DEPENDENCYPART_SIBL
(15,23),(15,29),-1.62179e-05 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.00300337 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.0588126 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.0247916 # DEPENDENCYPART_SIBL
(15,24),(15,28),-0.00158771 # DEPENDENCYPART_SIBL
(15,24),(15,29),0.0174674 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.0266718 # DEPENDENCYPART_SIBL
(15,25),(15,27),-0.0160288 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.0273705 # DEPENDENCYPART_SIBL
(15,25),(15,29),-0.0321527 # DEPENDENCYPART_SIBL
(15,26),(15,27),0.0547906 # DEPENDENCYPART_SIBL
(15,26),(15,28),0.0293287 # DEPENDENCYPART_SIBL
(15,26),(15,29),0.00340412 # DEPENDENCYPART_SIBL
(15,27),(15,28),-0.0351593 # DEPENDENCYPART_SIBL
(15,27),(15,29),-0.0230426 # DEPENDENCYPART_SIBL
(15,28),(15,29),0.0269566 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0864763 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.0132079 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.00468128 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0215607 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0154512 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.125375 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0132079 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.0132079 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0215607 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0132079 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.047075 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.241635 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0578994 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0088057 # DEPENDENCYPART_SIBL
(17,1),(17,22),0.0380026 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.0578994 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0522635 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.00174494 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.00840167 # DEPENDENCYPART_SIBL
(17,1),(17,28),0.0442994 # DEPENDENCYPART_SIBL
(17,1),(17,29),0.21628 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.114411 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.100118 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.14222 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.118437 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.143216 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.114411 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.114411 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.14222 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.114411 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0596964 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.397248 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.157603 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0542939 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.129738 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.157603 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.0802884 # DEPENDENCYPART_SIBL
(17,2),(17,25),0.0522535 # DEPENDENCYPART_SIBL
(17,2),(17,26),0.0314306 # DEPENDENCYPART_SIBL
(17,2),(17,28),0.0846362 # DEPENDENCYPART_SIBL
(17,2),(17,29),0.0399565 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.109439 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0608881 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0472493 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.210138 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0495198 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0495198 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0608881 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0495198 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0601102 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.472387 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.156402 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.018942 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0452958 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.156402 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0134052 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.0159681 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0338607 # DEPENDENCYPART_SIBL
(17,4),(17,28),0.0424636 # DEPENDENCYPART_SIBL
(17,4),(17,29),-0.00161408 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.118841 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0923844 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0868452 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0883584 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0883584 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.118841 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0883584 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0321111 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.333513 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.174973 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0210066 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.109152 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.174973 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.0027862 # DEPENDENCYPART_SIBL
(17,5),(17,25),0.016554 # DEPENDENCYPART_SIBL
(17,5),(17,26),0.0120986 # DEPENDENCYPART_SIBL
(17,5),(17,28),0.0489878 # DEPENDENCYPART_SIBL
(17,5),(17,29),0.0170317 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.106543 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.252427 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.102874 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.102874 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0819485 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.102874 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.105193 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.515015 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.203424 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0369869 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.102446 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.203424 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.13367 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.0736738 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.00204075 # DEPENDENCYPART_SIBL
(17,6),(17,28),0.111734 # DEPENDENCYPART_SIBL
(17,6),(17,29),0.0883343 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.2176 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0612968 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0612968 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0681594 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0612968 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.067325 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.480967 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.153069 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0159103 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0481088 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.153069 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.00125562 # DEPENDENCYPART_SIBL
(17,8),(17,25),0.0171082 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.0363547 # DEPENDENCYPART_SIBL
(17,8),(17,28),0.0436037 # DEPENDENCYPART_SIBL
(17,8),(17,29),-0.00152768 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0253028 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0253028 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0660735 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0253028 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.143695 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.159585 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0237674 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0173881 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0387322 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0237674 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0920375 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.027998 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0332661 # DEPENDENCYPART_SIBL
(17,9),(17,28),0.071545 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.0513343 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0495198 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0608881 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0495198 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0601102 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.472387 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.156402 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.018942 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0452958 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.156402 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0134052 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.0159681 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0338607 # DEPENDENCYPART_SIBL
(17,11),(17,28),0.0424636 # DEPENDENCYPART_SIBL
(17,11),(17,29),-0.00161408 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0608881 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0495198 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0601102 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.472387 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.156402 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.018942 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0452958 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.156402 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0134052 # DEPENDENCYPART_SIBL
(17,12),(17,25),0.0159681 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.0338607 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.0424636 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.00161408 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.102874 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.105193 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.515015 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.203424 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0369869 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.102446 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.203424 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.13367 # DEPENDENCYPART_SIBL
(17,13),(17,25),0.0736738 # DEPENDENCYPART_SIBL
(17,13),(17,26),0.00204075 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.111734 # DEPENDENCYPART_SIBL
(17,13),(17,29),0.0883343 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0601102 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.472387 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.156402 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.018942 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0452958 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.156402 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0134052 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.0159681 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0338607 # DEPENDENCYPART_SIBL
(17,14),(17,28),0.0424636 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.00161408 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.449925 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0190656 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.028107 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0298799 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0190656 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0666765 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.00982646 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.0235423 # DEPENDENCYPART_SIBL
(17,15),(17,28),0.0716369 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0619477 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.177356 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0291361 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.108431 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.177356 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.128072 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.0736625 # DEPENDENCYPART_SIBL
(17,16),(17,26),0.00296 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.120456 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.151895 # DEPENDENCYPART_SIBL
