# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(16,12),(16,14),0.0129962 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.014487 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00331961 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.00792063 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0162567 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0142106 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00684399 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0357091 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0175391 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0032102 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.00874356 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0125076 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.000323921 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0462911 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0690828 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0314017 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0505826 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.118412 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.071743 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.0498791 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0176454 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0498791 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0777028 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.117521 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.071743 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0172537 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0501226 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.020253 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0498791 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0011477 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0212284 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0640324 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0149421 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0212284 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.00598507 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.00762123 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.059177 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0282255 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0323638 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.117049 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0280238 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0176158 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0280236 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0102025 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.136112 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.117049 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0210855 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0281454 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0228326 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0280236 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.00791914 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0253952 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0507585 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.00587069 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0253952 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.00857713 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.0469573 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0354985 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0028251 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.127998 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0353275 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0284111 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0353275 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.015601 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.145752 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.127998 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0276003 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0354494 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0325664 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0353275 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0122401 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.00346869 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.00838832 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0140088 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.00346869 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0223217 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.00186444 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.131521 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0628483 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0366412 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.000280797 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0366412 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0952425 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.112483 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0628483 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.000672588 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0368848 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0109996 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0366412 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.010759 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0173021 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0619501 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0108564 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0173021 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0125373 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0235183 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.119437 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0229933 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.00830276 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0229933 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0192718 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.126007 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.119437 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.00362343 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0227049 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.048045 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0229933 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0264125 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0130537 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0579393 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0282223 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0130537 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0551294 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.023703 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0141832 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0164009 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0141832 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0102192 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.121541 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.125584 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0168696 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0140613 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0316683 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0141832 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0377119 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0245112 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0499639 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.00254055 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0245112 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.0116292 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0807971 # DEPENDENCYPART_SIBL
(17,7),(17,8),5.69858e-05 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0331363 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0963005 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.110404 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0612489 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.000448776 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0333799 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.00940022 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0331363 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0103233 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0146188 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0612577 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0100836 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0146188 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0117963 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0222729 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0182927 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.048812 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0973597 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.20149 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0308267 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0184153 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.037216 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0182927 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0135504 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.00929095 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.030406 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0294336 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.00929095 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.00594705 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0122738 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0963025 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.110403 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0612489 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.000449176 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0333788 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.00940022 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0331352 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0103233 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0146185 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0612577 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0100834 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0146185 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0117956 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0222726 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.182279 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.106141 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0233874 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0103362 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0304135 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0102095 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00490476 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0180136 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0283193 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.01729 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0180136 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.000913088 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.00393736 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0039386 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.111388 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.187429 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.131246 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.187551 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.104034 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00984333 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0753003 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0230828 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.00984333 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0795396 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0990681 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0168696 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0140613 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0316683 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0141832 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0377119 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0245112 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0499639 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.00254055 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0245112 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0116292 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0807971 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0202571 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0377479 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0201345 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0115087 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00631843 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0309076 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0298374 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.00631843 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00563996 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0143829 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00734704 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0293352 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00232001 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0128313 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0573004 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0081305 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0128313 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.00984018 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0203198 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00395434 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0157966 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.00677186 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0768209 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0188536 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.00677186 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0141979 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0196665 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0103233 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0146185 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0612577 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0100834 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0146185 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0117956 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0222726 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.07652 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.238947 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0604985 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.07652 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.227854 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0489202 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0254269 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0263357 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0191053 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.000662972 # DEPENDENCYPART_SIBL
(17,19),(17,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0464899 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00725645 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.00680652 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0159931 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0236208 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0162507 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.010899 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.000662972 # DEPENDENCYPART_SIBL
(17,22),(17,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0391759 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.153503 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0129962 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.014487 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0129962 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.20699 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.190771 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0192324 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.00427239 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00331961 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0162567 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0142106 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0162559 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.101283 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.406311 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00988648 # DEPENDENCYPART_SIBL
(19,13),(19,21),4.71769e-05 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.00684399 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0175391 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0173644 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.153197 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.641575 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00362481 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0446853 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0032102 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0272747 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.134829 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.451384 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0248169 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00696822 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0125076 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.153199 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.641687 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0046257 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0446879 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.00337853 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.313879 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0269894 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0232484 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00602675 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0175547 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00378308 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00844461 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0211754 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.000371006 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0547457 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.197758 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0803786 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0656052 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0277324 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.197758 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0656052 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0327505 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.0733549 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.0485791 # DEPENDENCYPART_SIBL
(20,2),(20,24),-0.0216502 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0058822 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0449915 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0743216 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0205045 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0449915 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.050843 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.086232 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.234537 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.153392 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0542986 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0494305 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.356139 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0542986 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0054736 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.069035 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0519942 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0564899 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0688409 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.363494 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0580523 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0361717 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.189231 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0374366 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0155339 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.375291 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.00706371 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0241736 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0140731 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.158844 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0921707 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0449915 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.050843 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.086232 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.234537 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.153392 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0361717 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.189231 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0374366 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0155339 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0165439 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0267886 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0342476 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0327595 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0224602 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.109005 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0440441 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.117149 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.23121 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0440441 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.252235 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.151693 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.282618 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.076847 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.268913 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.256209 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.000778602 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0736795 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0485465 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0604075 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.268913 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.38659 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.102991 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.00289837 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.38659 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.00432224 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.102888 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.00349064 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.102991 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.131112 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0394076 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.102991 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0144024 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.00289408 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.0129961 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.155843 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.662013 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.153503 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0129962 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.014487 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0129962 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.20699 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.190771 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0129962 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.105626 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.155821 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.0462213 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.317126 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.0470498 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0181743 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.0175358 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0181116 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.153195 # DEPENDENCYPART_SIBL
