# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,3,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(13,11),(13,14),-0.0290969 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0188148 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.452132 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0718898 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.118206 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.154197 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.118453 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.118453 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0136461 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0852908 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.112341 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.0448456 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0632366 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0296331 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.139681 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.024328 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0253024 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0219736 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0420117 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0643958 # DEPENDENCYPART_SIBL
(14,7),(14,29),0.00626762 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0857817 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0193041 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0425594 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0425594 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.016729 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0499408 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0878547 # DEPENDENCYPART_SIBL
(14,8),(14,29),-0.0308004 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.241336 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0728042 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0728042 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0249294 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.116693 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.136561 # DEPENDENCYPART_SIBL
(14,10),(14,29),0.0113508 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.164283 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.164283 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0262073 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0335969 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.07031 # DEPENDENCYPART_SIBL
(14,11),(14,29),-0.0441006 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.074488 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00726985 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0852734 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.12695 # DEPENDENCYPART_SIBL
(14,12),(14,29),0.00152381 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00680102 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0806941 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.12237 # DEPENDENCYPART_SIBL
(14,13),(14,29),0.00532337 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0143892 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0150393 # DEPENDENCYPART_SIBL
(14,16),(14,29),0.313116 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00847658 # DEPENDENCYPART_SIBL
(14,19),(14,29),0.0249095 # DEPENDENCYPART_SIBL
(14,22),(14,29),0.0320463 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.00342315 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.00605913 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0978782 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.018066 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0506899 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0187814 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0525526 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0381594 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0171006 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0179671 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0582863 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0530459 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0197238 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00833999 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0232953 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0177602 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0175029 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0232118 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0177602 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0458753 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.0110015 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.0177602 # DEPENDENCYPART_SIBL
(15,1),(15,26),0.0179403 # DEPENDENCYPART_SIBL
(15,1),(15,27),-0.0177602 # DEPENDENCYPART_SIBL
(15,1),(15,28),0.0458753 # DEPENDENCYPART_SIBL
(15,1),(15,29),-0.0188179 # DEPENDENCYPART_SIBL
(15,1),(15,31),0.0262968 # DEPENDENCYPART_SIBL
(15,1),(15,33),0.0204364 # DEPENDENCYPART_SIBL
(15,1),(15,34),-0.0374008 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.0504114 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.123425 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.03218 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0952229 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.00849705 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0136073 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0678558 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0331454 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0375257 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0317419 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0370843 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0785017 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.0707079 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0277652 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0348459 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0722661 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.0467243 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0348459 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0943777 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0717726 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0348459 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.0727035 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.0348459 # DEPENDENCYPART_SIBL
(15,2),(15,28),0.0943777 # DEPENDENCYPART_SIBL
(15,2),(15,29),0.0845505 # DEPENDENCYPART_SIBL
(15,2),(15,31),0.08106 # DEPENDENCYPART_SIBL
(15,2),(15,33),0.0751995 # DEPENDENCYPART_SIBL
(15,2),(15,34),0.102559 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0660861 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.00480183 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0886979 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0793449 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.050802 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0121793 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00576524 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.00868443 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0260652 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0263397 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.036386 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00363651 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0116248 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00762995 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.00909789 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.014192 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00762995 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.00703336 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.00227714 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.00762995 # DEPENDENCYPART_SIBL
(15,3),(15,26),-0.00872941 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.00762995 # DEPENDENCYPART_SIBL
(15,3),(15,28),0.00703336 # DEPENDENCYPART_SIBL
(15,3),(15,29),-0.0114048 # DEPENDENCYPART_SIBL
(15,3),(15,31),-0.00366208 # DEPENDENCYPART_SIBL
(15,3),(15,33),-0.00623338 # DEPENDENCYPART_SIBL
(15,3),(15,34),0.0157563 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0164009 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.119582 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0102192 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0424639 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.106556 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0204403 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.038413 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0177381 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.0174639 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0805606 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.047921 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0450632 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0207247 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.024745 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0025406 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0207247 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0154767 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0377119 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.0207247 # DEPENDENCYPART_SIBL
(15,4),(15,26),-0.0245112 # DEPENDENCYPART_SIBL
(15,4),(15,27),-0.0207248 # DEPENDENCYPART_SIBL
(15,4),(15,28),-0.0154767 # DEPENDENCYPART_SIBL
(15,4),(15,29),-0.012862 # DEPENDENCYPART_SIBL
(15,4),(15,31),-0.0189268 # DEPENDENCYPART_SIBL
(15,4),(15,33),-0.0220152 # DEPENDENCYPART_SIBL
(15,4),(15,34),-0.0634118 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0844211 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.048812 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0789166 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.131921 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0228002 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.154784 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0147374 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0150119 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0486846 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0121802 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0327758 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0169386 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00904741 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0294336 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0169386 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.0171148 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.0135504 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.0169386 # DEPENDENCYPART_SIBL
(15,5),(15,26),0.00929095 # DEPENDENCYPART_SIBL
(15,5),(15,27),0.0169384 # DEPENDENCYPART_SIBL
(15,5),(15,28),0.0171148 # DEPENDENCYPART_SIBL
(15,5),(15,29),-0.000311587 # DEPENDENCYPART_SIBL
(15,5),(15,31),0.0129192 # DEPENDENCYPART_SIBL
(15,5),(15,33),0.011787 # DEPENDENCYPART_SIBL
(15,5),(15,34),0.0051115 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0581129 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0845491 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.110586 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.00541332 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0124241 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0364519 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0329484 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.021686 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0473565 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0028588 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0178661 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0220753 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0231681 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0178661 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0171745 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.000335049 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0178661 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.021663 # DEPENDENCYPART_SIBL
(15,6),(15,27),-0.0178661 # DEPENDENCYPART_SIBL
(15,6),(15,28),-0.0171745 # DEPENDENCYPART_SIBL
(15,6),(15,29),-0.0718866 # DEPENDENCYPART_SIBL
(15,6),(15,31),-0.0174342 # DEPENDENCYPART_SIBL
(15,6),(15,33),-0.019167 # DEPENDENCYPART_SIBL
(15,6),(15,34),0.000381815 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0307099 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.084078 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0108468 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0442236 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.00829592 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.00692861 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.0780294 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.000705078 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00943395 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0124763 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0189053 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0172899 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0124763 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.00418635 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.00490476 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0124763 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.0180136 # DEPENDENCYPART_SIBL
(15,7),(15,27),0.0124763 # DEPENDENCYPART_SIBL
(15,7),(15,28),-0.00418635 # DEPENDENCYPART_SIBL
(15,7),(15,29),-0.00488607 # DEPENDENCYPART_SIBL
(15,7),(15,31),-0.00131528 # DEPENDENCYPART_SIBL
(15,7),(15,33),-0.016756 # DEPENDENCYPART_SIBL
(15,7),(15,34),0.0213227 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0420669 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0678204 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0847105 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.128102 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.128377 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0789942 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0148229 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00995792 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00675089 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0200136 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0317322 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.00675089 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00126003 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.044926 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.00675089 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.019771 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.00675089 # DEPENDENCYPART_SIBL
(15,8),(15,28),0.00126003 # DEPENDENCYPART_SIBL
(15,8),(15,29),-0.0461586 # DEPENDENCYPART_SIBL
(15,8),(15,31),-0.0150604 # DEPENDENCYPART_SIBL
(15,8),(15,33),-0.017275 # DEPENDENCYPART_SIBL
(15,8),(15,34),0.0165303 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0212581 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.00118485 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0317724 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0320467 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.103407 # DEPENDENCYPART_SIBL
(15,9),(15,16),3.41105e-05 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0814325 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00654112 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00370765 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0140088 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.00654112 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.00561856 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0122401 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.00654112 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.00346869 # DEPENDENCYPART_SIBL
(15,9),(15,27),0.00654087 # DEPENDENCYPART_SIBL
(15,9),(15,28),0.00561856 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.0227564 # DEPENDENCYPART_SIBL
(15,9),(15,31),0.00190426 # DEPENDENCYPART_SIBL
(15,9),(15,33),-0.000972666 # DEPENDENCYPART_SIBL
(15,9),(15,34),0.0155209 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.152076 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0143017 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0145763 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0509261 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0135924 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0322228 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0163856 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.008454 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0299869 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0163856 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0165214 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0112791 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0163856 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.00869754 # DEPENDENCYPART_SIBL
(15,10),(15,27),0.0163854 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.0165214 # DEPENDENCYPART_SIBL
(15,10),(15,29),-0.000963015 # DEPENDENCYPART_SIBL
(15,10),(15,31),0.0123257 # DEPENDENCYPART_SIBL
(15,10),(15,33),0.0111936 # DEPENDENCYPART_SIBL
(15,10),(15,34),0.00434192 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0244243 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0241498 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0827286 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0604518 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00868881 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00152581 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0124892 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0274181 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.00152581 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.00818337 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0256083 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.00152581 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0122495 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.00152581 # DEPENDENCYPART_SIBL
(15,11),(15,28),0.00818337 # DEPENDENCYPART_SIBL
(15,11),(15,29),-0.04914 # DEPENDENCYPART_SIBL
(15,11),(15,31),-0.00818043 # DEPENDENCYPART_SIBL
(15,11),(15,33),-0.00975347 # DEPENDENCYPART_SIBL
(15,11),(15,34),-0.00390509 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00699877 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.00627621 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.00561543 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0250298 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00606736 # DEPENDENCYPART_SIBL
(15,12),(15,19),-6.706e-05 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.00721781 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00606736 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0167356 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.000884413 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.00606736 # DEPENDENCYPART_SIBL
(15,12),(15,26),0.000689365 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.00606744 # DEPENDENCYPART_SIBL
(15,12),(15,28),0.0167356 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.0182848 # DEPENDENCYPART_SIBL
(15,12),(15,31),0.0149767 # DEPENDENCYPART_SIBL
(15,12),(15,33),0.00736667 # DEPENDENCYPART_SIBL
(15,12),(15,34),0.0121431 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0507304 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0043534 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0272295 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00826693 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0114282 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00613654 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00826693 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.00537438 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00637658 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00826693 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0106718 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.00826701 # DEPENDENCYPART_SIBL
(15,13),(15,28),0.00537438 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.0128854 # DEPENDENCYPART_SIBL
(15,13),(15,31),0.00361555 # DEPENDENCYPART_SIBL
(15,13),(15,33),-0.0039945 # DEPENDENCYPART_SIBL
(15,13),(15,34),0.00695274 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0240039 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0404923 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0364906 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0188301 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0120052 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0364906 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00150736 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0441414 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0364906 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0183928 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0364906 # DEPENDENCYPART_SIBL
(15,14),(15,28),0.00150736 # DEPENDENCYPART_SIBL
(15,14),(15,29),-0.0390818 # DEPENDENCYPART_SIBL
(15,14),(15,31),-0.0100363 # DEPENDENCYPART_SIBL
(15,14),(15,33),-0.0158967 # DEPENDENCYPART_SIBL
(15,14),(15,34),-0.0274358 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0480042 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0025263 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0261286 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0303516 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0025263 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0241527 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00917053 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0025263 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0259369 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.00252606 # DEPENDENCYPART_SIBL
(15,16),(15,28),-0.0241527 # DEPENDENCYPART_SIBL
(15,16),(15,29),0.266908 # DEPENDENCYPART_SIBL
(15,16),(15,31),-0.0438216 # DEPENDENCYPART_SIBL
(15,16),(15,33),-0.0259369 # DEPENDENCYPART_SIBL
(15,16),(15,34),0.425666 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00248485 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0518922 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00126419 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.00248485 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0515085 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0263673 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.00248485 # DEPENDENCYPART_SIBL
(15,17),(15,26),0.0520221 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.00248485 # DEPENDENCYPART_SIBL
(15,17),(15,28),0.0515085 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.00152685 # DEPENDENCYPART_SIBL
(15,17),(15,31),0.0400011 # DEPENDENCYPART_SIBL
(15,17),(15,33),0.0520221 # DEPENDENCYPART_SIBL
(15,17),(15,34),-0.00660792 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0148056 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00776146 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00357626 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0153598 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0181619 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.00357626 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0146592 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.00357661 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0153598 # DEPENDENCYPART_SIBL
(15,18),(15,29),-0.0158927 # DEPENDENCYPART_SIBL
