# _root_ 1994-ben Márkus_Gyulával közösen alapítója volt a privatizációk lebonyolítására szakosodott Márkus_Pénzügyi_Gazdasági_Tanácsadó_Kft.-nek , amely utóbb fiktív cégnek bizonyult ( HVG , 1998. február 28. ) .
#goldHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,5,18,22,22,18,18,5,
#predictedHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,16,18,22,22,18,18,5,
(5,2),(5,19),0.0110516 # DEPENDENCYPART_SIBL
(5,2),(5,21),-0.0284963 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.028496 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0809038 # DEPENDENCYPART_SIBL
(5,2),(5,24),0.0122873 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0191459 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.041929 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0160711 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0148439 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.00581866 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0160711 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.058236 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0283864 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.0602377 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.00582055 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0160711 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0152323 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.127123 # DEPENDENCYPART_SIBL
(5,3),(5,18),0.00640661 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.058236 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0160711 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.0160711 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.113532 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.0168407 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0249528 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.018199 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0148548 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.110366 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.018199 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0224076 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0803589 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0322345 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.110364 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.018199 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0120925 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0591712 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0401807 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.0224076 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0181992 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.018199 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0725498 # DEPENDENCYPART_SIBL
(5,4),(5,24),0.0268712 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0276071 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0257175 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00285607 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0276071 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.013207 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00261581 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00683137 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.00285733 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0276071 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00733157 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0385887 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.00730562 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.013207 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.0276071 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0276071 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0349279 # DEPENDENCYPART_SIBL
(5,6),(5,24),-0.021544 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0917729 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.023155 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0934474 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0123802 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0421195 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00104343 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0231537 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0934511 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0124757 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.073562 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0738655 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0123802 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0934515 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.0934474 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.0412801 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.00504017 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0231153 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0934871 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0123405 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0420799 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.00108308 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.023114 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0934907 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0124361 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0736017 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0739052 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0123405 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.0934912 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0934871 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0413198 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.00567732 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0404561 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.02858 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0107606 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.0118167 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0070373 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0404597 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0339717 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0102079 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.021892 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.02858 # DEPENDENCYPART_SIBL
(5,9),(5,21),-0.0404561 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0404561 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.00336449 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.00417466 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0123802 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0421195 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.00104343 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.0231537 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0934511 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0124757 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.073562 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0738655 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0123802 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0934515 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0934474 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0412801 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.00504017 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0563219 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0995896 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0653636 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.00488509 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.259997 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0825753 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.0511986 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0363566 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.00487111 # DEPENDENCYPART_SIBL
(5,11),(5,22),0.0048851 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0486757 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0721213 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.118767 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.185067 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0573971 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0601871 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0496905 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0792341 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.10439 # DEPENDENCYPART_SIBL
(5,12),(5,21),0.0573971 # DEPENDENCYPART_SIBL
(5,12),(5,22),0.0573971 # DEPENDENCYPART_SIBL
(5,12),(5,23),0.0562866 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0881316 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.051062 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.00656019 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.00107272 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.027958 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0105543 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0137511 # DEPENDENCYPART_SIBL
(5,13),(5,21),-0.00656019 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.00656019 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.0243732 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.00159356 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0404632 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0339713 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0102091 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0218956 # DEPENDENCYPART_SIBL
(5,14),(5,19),0.0285788 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0404596 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0404596 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.00336564 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.00417466 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0124757 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0735622 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0738785 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0123798 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0934645 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0934604 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0412803 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.00504017 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0194273 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0323654 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0404017 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.0564812 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0564812 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0253479 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0120804 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0444788 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.042967 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0866821 # DEPENDENCYPART_SIBL
(5,17),(5,22),-0.0866751 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.0650723 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.00131777 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0298914 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0841461 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.084142 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0185867 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0247562 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.00487111 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.0048851 # DEPENDENCYPART_SIBL
(5,19),(5,23),-0.0486757 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.0721213 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.0934509 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0412961 # DEPENDENCYPART_SIBL
(5,21),(5,24),-0.00504559 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0412801 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.00504017 # DEPENDENCYPART_SIBL
(5,23),(5,24),-0.00319183 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.357729 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0241297 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.000806092 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0248013 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0931 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.390518 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0241297 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0261304 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.000229904 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0113218 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.00654837 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0257633 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.0261304 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0380729 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0160186 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.155965 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.317123 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0183407 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.00337853 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00283849 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0171689 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00515207 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0193701 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.00337853 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00295458 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0995254 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.662972 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00228038 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00381432 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0281769 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0359257 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0417559 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.00137196 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00381432 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.153172 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.319934 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0237743 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0130555 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00834488 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0119456 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0148608 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.029047 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.0130555 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.357729 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0578712 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0143816 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0120969 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0155463 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0232974 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0129265 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0143816 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0127609 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00331961 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00907785 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0771741 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00853359 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0043079 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.00331961 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00337853 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00283849 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0171689 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00515207 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0193701 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00337853 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.103086 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0229281 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0569364 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.00278576 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00471394 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.178763 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.427504 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.356704 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.342981 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0294818 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0405357 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0422363 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0791939 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0762329 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.00278621 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0374613 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0374519 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.112516 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.070205 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0374613 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0374613 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0245875 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0261994 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0802302 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.145405 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0374862 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.076847 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.076847 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0211606 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00803758 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.145198 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0377114 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.075878 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.075878 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0251289 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0111219 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0787179 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00398129 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00398129 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0416384 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0350139 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0679518 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0679518 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.000880212 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00570435 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.076847 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0211606 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00803758 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0211606 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00803758 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.38002 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0380732 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0157839 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.317123 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.018106 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.018106 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0439987 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00283849 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0446853 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.00337853 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.00515207 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0657147 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0193701 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00283849 # DEPENDENCYPART_SIBL
(10,2),(10,22),0.00337853 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0785934 # DEPENDENCYPART_SIBL
(10,2),(10,24),0.041682 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.00271937 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.662972 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00204518 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00204518 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.00121176 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0281769 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.000202604 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00381432 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0417559 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0556873 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00137196 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0281769 # DEPENDENCYPART_SIBL
(10,3),(10,22),-0.00381432 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0535898 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.00477819 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.319934 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0235396 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0235396 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0397099 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00834488 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0499068 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0130555 # DEPENDENCYPART_SIBL
(10,4),(10,16),0.0148608 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0575114 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.029047 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.00834488 # DEPENDENCYPART_SIBL
(10,4),(10,22),0.0130555 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0703901 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0561027 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0129962 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0129962 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.144707 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00907785 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00427125 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00331961 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.00853359 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0761411 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0043079 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00907785 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.00331961 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0857761 # DEPENDENCYPART_SIBL
(10,6),(10,24),-0.0285178 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.018106 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0439987 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00283849 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0446853 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.00337853 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00515207 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0657147 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0193701 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00283849 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00337853 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0785934 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.041682 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0439987 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00283849 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0446853 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.00337853 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00515207 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0657147 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0193701 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00283849 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.00337853 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0785934 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.041682 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0329118 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00021423 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00411379 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0401499 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0578376 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.00167143 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0329118 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00411379 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.05574 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00425058 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.153295 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.427504 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0167394 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.356704 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00482316 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.342981 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.0670589 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0787788 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0547395 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0552762 # DEPENDENCYPART_SIBL
