# _root_ Óriási tévedés azt gondolni , hogy szórólapot terjeszteni semmivel sem nehezebb , mint mondjuk influenzát .
#goldHeads=2,4,4,0,4,4,8,3,8,8,8,8,8,3,14,4,
#predictedHeads=2,4,4,0,4,4,8,3,8,8,8,3,3,3,14,4,
(6,1),(6,3),0.0131608 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0280236 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.327313 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0154723 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.135109 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.0976008 # DEPENDENCYPART_SIBL
(6,1),(6,12),0.00135196 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0402173 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.153156 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0154723 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.10308 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0125665 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0326415 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.392963 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0804009 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.114478 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.051336 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0210176 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0146058 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.143227 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0804009 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.13343 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00657476 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.317318 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.015526 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.176189 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0219527 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0550616 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00225102 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.205346 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.015526 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0149483 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.434738 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.124001 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.098539 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0335067 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0949829 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0377278 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.118827 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.124001 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.042562 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0175236 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.297142 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0805636 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.00885234 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0981886 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.326785 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0175236 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.213472 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0417917 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0210338 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.013313 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0445176 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0250202 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0240434 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.00247674 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00322863 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.137759 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0307945 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.000684273 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0612641 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.0323141 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.0163378 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0182001 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0168678 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.00402012 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0243005 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.142885 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.254025 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.121388 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0259896 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0319817 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0445965 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0244846 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0853747 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0640876 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00247674 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.0543963 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.151395 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.641067 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.414347 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0470339 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0028385 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0115309 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.00337852 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.136154 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.3742 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.233335 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.00720113 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0436853 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0177515 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0304822 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.313879 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.101088 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0232006 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0137764 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.0368708 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.00602675 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.105326 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00127758 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0346477 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0261843 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.00844461 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0184893 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0401258 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.00356966 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0114091 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.0901602 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.0531645 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0546991 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.426371 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.342981 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.0834386 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0153122 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.00890366 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0030045 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.048812 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0789166 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0151932 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0195506 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0217811 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.023356 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0121633 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.023848 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.00515051 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.01107 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.00387483 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0112759 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0166008 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0873786 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0409753 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0342639 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0217583 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.029637 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00577334 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0075031 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0128079 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0105054 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00605881 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.00593377 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0281605 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0794529 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.107064 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.00345768 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0783147 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0370414 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0777832 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0133268 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0716514 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.240423 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.141678 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00307628 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0793449 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.050802 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.026521 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0214848 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0116295 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00808651 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.000961519 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0169427 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00953683 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00692318 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0145498 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0307099 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00710984 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0140396 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00431876 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.000947953 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00622038 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0287233 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00698485 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0162074 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0201161 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.128558 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0310681 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0176459 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.026722 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0462416 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0125993 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0461012 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0179648 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0153238 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0217582 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.029637 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00577337 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00750307 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0128079 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0105053 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00605877 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.00593395 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0484557 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0687414 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0209577 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.03679 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0475941 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0117777 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0041781 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.059345 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0322896 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.032686 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0507537 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0223909 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0106955 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.000770245 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0232209 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0437675 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0224884 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0114164 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.434109 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.180379 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0756409 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0459038 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00776088 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0334095 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0174546 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0183537 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.030262 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.000883745 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.112444 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.133322 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0998746 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.115935 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0348316 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0063339 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0257012 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0732038 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0633595 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0697429 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.235068 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0163328 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0385679 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.043799 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0416643 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0228539 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0902261 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0998746 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.115935 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0348316 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0063339 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0257012 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0732038 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0633596 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0404588 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.030036 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0172349 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0168335 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0427866 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0882384 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0288006 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0403204 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0333096 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0133911 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0216153 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.225127 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.312623 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0337008 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.151684 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0205888 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0519004 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0217952 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0279526 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.104014 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.0586585 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0135812 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0456008 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.134412 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.254493 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.222167 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0135812 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.134406 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0374951 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0519528 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0162773 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.00319892 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0136897 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0225794 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0143089 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0556205 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.15113 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.282353 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.275613 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0826904 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.15113 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0424987 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.194781 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0210692 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0111546 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0145409 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0204659 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0573668 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.1248 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.155006 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.188752 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0778011 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.124794 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0121391 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.166044 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0516263 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0187274 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0384855 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.0461185 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0692788 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.25028 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0686032 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.000294857 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0724315 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0327208 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.0635452 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0226648 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.047111 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0494582 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0586922 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.117478 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0991957 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0481671 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.190185 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00944377 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0475175 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0453637 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00336186 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0225793 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.018438 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0103869 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0340738 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.21615 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0707315 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0771319 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0392431 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0133726 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0189116 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0152797 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0568764 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.15113 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0424987 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.194781 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0210692 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0111546 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0145409 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0204659 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0573669 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0327208 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0632152 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0213168 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.047111 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0486163 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0586049 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.119229 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.162401 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00748253 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00724869 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0285268 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0864466 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0471688 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0223589 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.02187 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0521649 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0457488 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0873675 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.205847 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.37853 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.162399 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0898977 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0250767 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0151431 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0130281 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0337105 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0807391 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0136211 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0161413 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.00404562 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.00326147 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.288964 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.15017 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0161413 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.00320047 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.00587007 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0515286 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.288964 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00926237 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0765324 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0123245 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0561315 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0601098 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.475476 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.211413 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0556447 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0600544 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.118471 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0194301 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.475476 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0055256 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.156402 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00161416 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0404502 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.410146 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.158622 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0763368 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0403886 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.197244 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0544703 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.410146 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0454873 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.121887 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0414084 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.449925 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0670151 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0131915 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0276777 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0185329 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0280613 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.449925 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0796501 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0190656 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0619477 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.120484 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.00876932 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0533073 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0437451 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0573016 # DEPENDENCYPART_SIBL
