# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(2,10),(2,22),0.00928463 # DEPENDENCYPART_SIBL
(2,11),(2,12),-0.0109169 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.00140049 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0445392 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.0315691 # DEPENDENCYPART_SIBL
(2,11),(2,16),-0.0109169 # DEPENDENCYPART_SIBL
(2,11),(2,17),-0.0024724 # DEPENDENCYPART_SIBL
(2,11),(2,21),-0.00980049 # DEPENDENCYPART_SIBL
(2,11),(2,22),-0.00489673 # DEPENDENCYPART_SIBL
(2,12),(2,13),0.0121506 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.1051 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.105204 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.00679632 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.00587368 # DEPENDENCYPART_SIBL
(2,12),(2,21),0.00224264 # DEPENDENCYPART_SIBL
(2,12),(2,22),-0.0171303 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0384135 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0530832 # DEPENDENCYPART_SIBL
(2,13),(2,16),0.0225738 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.02608 # DEPENDENCYPART_SIBL
(2,13),(2,21),0.0227623 # DEPENDENCYPART_SIBL
(2,13),(2,22),-0.00897981 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.0609274 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.00683584 # DEPENDENCYPART_SIBL
(2,14),(2,17),0.014921 # DEPENDENCYPART_SIBL
(2,14),(2,21),0.0113468 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.00655882 # DEPENDENCYPART_SIBL
(2,15),(2,16),0.0270958 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.284049 # DEPENDENCYPART_SIBL
(2,15),(2,21),0.279052 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.40774 # DEPENDENCYPART_SIBL
(2,16),(2,17),0.00587368 # DEPENDENCYPART_SIBL
(2,16),(2,21),0.00224264 # DEPENDENCYPART_SIBL
(2,16),(2,22),-0.0171303 # DEPENDENCYPART_SIBL
(2,17),(2,21),0.0137959 # DEPENDENCYPART_SIBL
(2,17),(2,22),0.000487337 # DEPENDENCYPART_SIBL
(2,21),(2,22),0.0147677 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.187966 # DEPENDENCYPART_SIBL
(4,1),(4,3),-0.307964 # DEPENDENCYPART_SIBL
(4,1),(4,5),0.00784122 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0105507 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0412622 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0419989 # DEPENDENCYPART_SIBL
(4,1),(4,13),0.0388775 # DEPENDENCYPART_SIBL
(4,1),(4,17),0.0420951 # DEPENDENCYPART_SIBL
(4,1),(4,22),0.147138 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.260001 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.0167822 # DEPENDENCYPART_SIBL
(4,2),(4,6),0.0098707 # DEPENDENCYPART_SIBL
(4,2),(4,7),0.0135286 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0296268 # DEPENDENCYPART_SIBL
(4,2),(4,13),0.0367662 # DEPENDENCYPART_SIBL
(4,2),(4,17),0.0335598 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.116359 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0903453 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0442888 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0225207 # DEPENDENCYPART_SIBL
(4,3),(4,10),-0.0306532 # DEPENDENCYPART_SIBL
(4,3),(4,13),-0.0382382 # DEPENDENCYPART_SIBL
(4,3),(4,17),-0.0326537 # DEPENDENCYPART_SIBL
(4,3),(4,22),-0.0954496 # DEPENDENCYPART_SIBL
(4,5),(4,6),0.2084 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.434905 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.162824 # DEPENDENCYPART_SIBL
(4,5),(4,13),0.452039 # DEPENDENCYPART_SIBL
(4,5),(4,17),0.417319 # DEPENDENCYPART_SIBL
(4,5),(4,22),0.0787788 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.00212102 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.0230241 # DEPENDENCYPART_SIBL
(4,6),(4,13),0.0115577 # DEPENDENCYPART_SIBL
(4,6),(4,17),0.00748896 # DEPENDENCYPART_SIBL
(4,6),(4,22),0.0786999 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.0610981 # DEPENDENCYPART_SIBL
(4,7),(4,13),0.0504659 # DEPENDENCYPART_SIBL
(4,7),(4,17),0.0440779 # DEPENDENCYPART_SIBL
(4,7),(4,22),0.226103 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0516901 # DEPENDENCYPART_SIBL
(4,10),(4,17),0.0499364 # DEPENDENCYPART_SIBL
(4,10),(4,22),0.120818 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.0499438 # DEPENDENCYPART_SIBL
(4,13),(4,22),0.191836 # DEPENDENCYPART_SIBL
(4,17),(4,22),0.201091 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.013426 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.16048 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0843621 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0238317 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.193223 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.126845 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00830868 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.100728 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.041175 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0115547 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0658898 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0302428 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0276969 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0158881 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0658898 # DEPENDENCYPART_SIBL
(7,1),(7,17),0.0414902 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.0595288 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.114088 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0734633 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0164834 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0799342 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.103523 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0391869 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0439559 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0021626 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0428657 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0279284 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.055556 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0104695 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0157263 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0279284 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0487656 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0379178 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.00533066 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0142587 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0874728 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.121517 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0984936 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.000315674 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0273177 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0495696 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0777035 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0894395 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0273647 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0905003 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0777035 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0729956 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.0618853 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.103884 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0828563 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.158873 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0536187 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0147521 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.030087 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.060005 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.122968 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.136372 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0341234 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0546922 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.122968 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.104894 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.079348 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0133943 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.148292 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0338 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0142532 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0021151 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0587312 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0834065 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0527197 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0328649 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.042711 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0834065 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0369383 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0247995 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00289286 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0631787 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0547904 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0310269 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.078667 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0718829 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.147941 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.046645 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0132698 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0718829 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.13103 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.118025 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0534828 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.784426 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.00406406 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0603217 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0823688 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.212189 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.029402 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.094375 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.0823688 # DEPENDENCYPART_SIBL
(7,8),(7,17),0.15281 # DEPENDENCYPART_SIBL
(7,8),(7,21),0.151529 # DEPENDENCYPART_SIBL
(7,8),(7,22),0.0359851 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0410114 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0426382 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0320361 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.205078 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.110779 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0311963 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0320361 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.146514 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.141958 # DEPENDENCYPART_SIBL
(7,9),(7,22),0.167115 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00242696 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00366518 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00137157 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0195318 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.000955942 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00366518 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0089289 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.0122555 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0232054 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.00444268 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0486218 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00692251 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0347573 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.00444268 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.050928 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0582561 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0185145 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0274866 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0746072 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0237316 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0161903 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0345376 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0381686 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0116849 # DEPENDENCYPART_SIBL
(7,13),(7,14),0.0083929 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.0265958 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.0208401 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0206091 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0239269 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0087529 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.00153214 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00927899 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0331648 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.036739 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.00443111 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0103191 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.210736 # DEPENDENCYPART_SIBL
(7,15),(7,21),0.205739 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.388187 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0345376 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0381686 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0116849 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0315001 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.00437541 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0186558 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.168995 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0757753 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.331227 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0157857 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.135077 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.331227 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0181933 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0326624 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.16324 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0239552 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0223739 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.118592 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.129017 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.157536 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.00432897 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.401941 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.000193651 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0331377 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.401941 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0578882 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.151207 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.134131 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0531773 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0961257 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.07253 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.079381 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0162072 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.389874 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00341975 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0318896 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.389874 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0433413 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0864506 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.149341 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0489426 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.00805818 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.113157 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.127526 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.13343 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0815937 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0582084 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0255207 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.111627 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0196811 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.388753 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0754555 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0152889 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.295885 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.310179 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.213472 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0333557 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.362125 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.073865 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0618125 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.335745 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0666185 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0711375 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.287488 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.297555 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0562976 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.463605 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.051222 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.132713 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.154209 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0485791 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.141365 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0942022 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.101053 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0340612 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.111627 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0196811 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.388753 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0754555 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0152889 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.295885 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.310179 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.213472 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0153324 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0376236 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0203997 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.00961627 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0320099 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.0317733 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.00699819 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0517666 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0210289 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.027335 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0439145 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.045598 # DEPENDENCYPART_SIBL
(9,11),(9,22),0.00152467 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00726174 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0926042 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0344799 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0343686 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.000485696 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0483014 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0247902 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0248009 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0333718 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.348074 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.348237 # DEPENDENCYPART_SIBL
(9,15),(9,22),0.406105 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0268314 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0153209 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0397526 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.120079 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.0674448 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0755171 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.187962 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.307968 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.00832504 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.122096 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0297584 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.142743 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.122096 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0237251 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0169637 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.260001 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0318215 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.333348 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0106773 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0515311 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.333348 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.125694 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00374152 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.00492456 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.347681 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0737476 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.156589 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.347681 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.129077 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.067299 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.641588 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0345254 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.15489 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.641588 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.413592 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00247281 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0687437 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.137812 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0455728 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.10529 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0459184 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0442912 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.268777 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.115269 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0251554 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.324898 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.104941 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0147793 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.10529 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0459184 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0212204 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.585307 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.125324 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.122642 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.113447 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0144156 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0561984 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0561487 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.118615 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.00360141 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.114819 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0173338 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00204405 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00530841 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0457015 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0625784 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00915539 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0317272 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0234012 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.19139 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0289894 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0315803 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0390445 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.101117 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0215058 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0226796 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.294118 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.296503 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0236369 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.140533 # DEPENDENCYPART_SIBL
