# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(13,1),(13,18),0.288957 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.053859 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0330674 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.056362 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.0330674 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0415529 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.255555 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.110808 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0138974 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.221696 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.134344 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.136154 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.3742 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.137946 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.255555 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.110234 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0165999 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0304822 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0233066 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.017721 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0220337 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0304822 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0436853 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0304822 # DEPENDENCYPART_SIBL
(13,2),(13,26),0.0398752 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.156412 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0129962 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.092186 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.20681 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.20699 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.190771 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0240624 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.662013 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.155843 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0110338 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00331961 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.00861709 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0530946 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.00846929 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00331961 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.00907785 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00331961 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.0285178 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.00274249 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.133184 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.11762 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.113886 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.44115 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0624412 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.662794 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00623144 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0403761 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00411379 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0400778 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0564812 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0356739 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.00411379 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0329131 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.00411379 # DEPENDENCYPART_SIBL
(13,4),(13,26),-0.00425193 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.277173 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.154921 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.153198 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.641677 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.163107 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.317123 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0462258 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.019421 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00337853 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.00884004 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0419612 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0106439 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00337853 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.00109885 # DEPENDENCYPART_SIBL
(13,5),(13,23),0.00337853 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.0415857 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0538386 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0558039 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0716173 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0675184 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.448274 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0464381 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0127333 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0134043 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.119437 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.017901 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.111295 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0134043 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0113354 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.0134043 # DEPENDENCYPART_SIBL
(13,6),(13,26),0.215983 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0310636 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.324936 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0322798 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.353782 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0661358 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0177127 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.000829927 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.034819 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.046949 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0356776 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.000829927 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0270583 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.000829927 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.128373 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.325812 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0317727 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.353627 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0645591 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0173962 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00607139 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0291601 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0338927 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0300195 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.00607139 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0140283 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.00607139 # DEPENDENCYPART_SIBL
(13,8),(13,26),0.121955 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0101938 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.408123 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0253304 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0387249 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00844461 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0368986 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0507504 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0348466 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.00844461 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0346477 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.00844461 # DEPENDENCYPART_SIBL
(13,9),(13,26),0.0238545 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.43199 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.040332 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0260963 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0315671 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0402656 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0332115 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0345495 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0315671 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0198688 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.0315671 # DEPENDENCYPART_SIBL
(13,10),(13,26),0.0680313 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.155843 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0110338 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00331961 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00861709 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0530946 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00846929 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00331961 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.00907785 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.00331961 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0285178 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0403761 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00411379 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0400748 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0564806 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0356709 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00411379 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0329118 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00411379 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.00425058 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0176082 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0183185 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0171429 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0182537 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0176082 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0124631 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0176082 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.0357031 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0596698 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0612693 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0603037 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00471394 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.103086 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.00471394 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.0485651 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.182878 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0476813 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0764132 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.169079 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0764132 # DEPENDENCYPART_SIBL
(13,17),(13,26),0.213486 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.15172 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.151575 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00263645 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.151575 # DEPENDENCYPART_SIBL
(13,18),(13,26),0.069421 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0748409 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.143443 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0748409 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.21711 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.103086 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.00471394 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.0485651 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.342981 # DEPENDENCYPART_SIBL
(13,21),(13,26),0.0787788 # DEPENDENCYPART_SIBL
(13,23),(13,26),0.0485651 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0167796 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0707563 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.000871152 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.221696 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.134344 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.136154 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.3742 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.137946 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.255555 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.110234 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0138975 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.255555 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0834532 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.017721 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0220337 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0304822 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0304822 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0538386 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0558039 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0716173 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0675184 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.448274 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0464381 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0135451 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.448274 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.122493 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.017901 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.111295 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0134043 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0134043 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0310636 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.324936 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0322798 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.353782 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0661358 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0618645 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.353782 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.00147447 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.046949 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0356776 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.000829927 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.000829927 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.325812 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0317727 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.353627 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0645591 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0505864 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.353627 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.00175493 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0338927 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0300195 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.00607139 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.00607139 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0101938 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.408123 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0253304 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0569251 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.408123 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0397005 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0507504 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0348466 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00844461 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.00844461 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.43199 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.040332 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0578853 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.43199 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.129236 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0332115 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0345495 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0315671 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0315671 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.155843 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0129962 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.662013 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0774182 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0530946 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00846929 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00331961 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00331961 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00307406 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.662675 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00556981 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0564806 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0356709 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00411379 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00411379 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.317123 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0244742 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.042831 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0109354 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00337853 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00337853 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0774182 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0530946 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00846929 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.00331961 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.00331961 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0407029 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00700178 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0061831 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0061831 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.15172 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.151575 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.151575 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0748409 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0748409 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.00471394 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.00193508 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.101571 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0187594 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.0726112 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.024993 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0467748 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0690199 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0208075 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.143286 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.101571 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0187174 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0737068 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.101571 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0284361 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0737068 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.225113 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0572968 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0311362 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.000864866 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.029393 # DEPENDENCYPART_SIBL
(17,1),(17,23),0.0311362 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.0584903 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.0311362 # DEPENDENCYPART_SIBL
(17,1),(17,26),0.10906 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.125097 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.00620434 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0014438 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.00989494 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0464925 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0269503 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.080661 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0757268 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.125097 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.00620434 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.000347193 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.125097 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00533559 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.000347193 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0421712 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.269197 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.143483 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0146435 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0720721 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.143483 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0836205 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.143483 # DEPENDENCYPART_SIBL
(17,2),(17,26),0.00428281 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0172298 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0199792 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0582499 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0107257 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0272811 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0102176 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.131765 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.125584 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0172274 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.0188825 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.125584 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.00833095 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0188825 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0717581 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0308165 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0245112 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0377119 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0223062 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0245112 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0270089 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0245112 # DEPENDENCYPART_SIBL
(17,3),(17,26),-0.0634124 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0178295 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0272159 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0205968 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.00660862 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0451519 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.109956 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.20532 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0260318 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0189262 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.20532 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0438043 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0189262 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0537317 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0138069 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.00929094 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0135491 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.00583006 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.00929094 # DEPENDENCYPART_SIBL
(17,4),(17,24),0.0134441 # DEPENDENCYPART_SIBL
(17,4),(17,25),0.00929094 # DEPENDENCYPART_SIBL
(17,4),(17,26),0.00510955 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0285249 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0256275 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.00950891 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0950924 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.117795 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0624385 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.00196896 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0299001 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0624385 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0172924 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.0299001 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0367545 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0286396 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.00813495 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.000360446 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0181782 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.00813495 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.0298788 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.00813661 # DEPENDENCYPART_SIBL
(17,5),(17,26),0.00929886 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0417045 # DEPENDENCYPART_SIBL
