# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(12,21),(12,22),0.0318816 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0316122 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0452303 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.00581933 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.00285457 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0919364 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0934082 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.00620734 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0626431 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.292232 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.109413 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0697491 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.167026 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.292232 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00650827 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0210878 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0388946 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0214387 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0210878 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0388946 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.00650154 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.00101594 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0140503 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0829432 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0846667 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.016729 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0973497 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.402808 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.174558 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.14308 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.15725 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.402808 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0173167 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.101478 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.00428873 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0150249 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.101478 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.00428873 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0179122 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0463256 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0627651 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0644886 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.00811054 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0833567 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.37025 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.153094 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.121617 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.136987 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.37025 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0142908 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0925009 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.000187147 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0144092 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0925009 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.000187147 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0148864 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0425317 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.016089 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.00287628 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0652546 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.300876 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0514944 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0384997 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.121583 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.300876 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0605333 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0159206 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00961583 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0240866 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0159206 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00961583 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0605662 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0372713 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.00255419 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0652546 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.300876 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0514944 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0384997 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.121583 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.300876 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0605334 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0161533 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00961583 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0240866 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0161533 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.00961583 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0605662 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.0379155 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0999337 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.414869 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.171402 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.139925 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.156329 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.414869 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0195113 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0952889 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.00166055 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0160783 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0952889 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.00166055 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0201068 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0507787 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.388454 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0178083 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0262989 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0603588 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.388454 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0042696 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0586745 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0464279 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0318686 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0586745 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0464279 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0041667 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0965106 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0934406 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.11368 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.127117 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.093515 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0302809 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0466754 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0369887 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0216679 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0466754 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0369887 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0302133 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0861549 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.181651 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.29527 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.386479 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0730139 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0528558 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0459505 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0614072 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0528558 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0459505 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0733027 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0493731 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.22992 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.368185 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0341731 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0182099 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00879771 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0513484 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0182099 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00879771 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0344619 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.055691 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.202529 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0138526 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0579354 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0203517 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0182319 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0579354 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0203517 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0136596 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0112687 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0302809 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0466754 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0369887 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0216679 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0466754 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0369887 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0302133 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0861549 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0539014 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0315052 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.000627456 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0539014 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0315052 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0255665 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0368165 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.102825 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00660511 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0704046 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.102825 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0645433 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0432895 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0294902 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0957499 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.045729 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0469033 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0236834 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00132647 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0209843 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.00805588 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0118227 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.102825 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0645433 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0432895 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0469033 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0236834 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0375229 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.168293 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.372656 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0750581 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.212039 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0369256 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0538397 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.357897 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0758198 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.191099 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0455481 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0597418 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0154469 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0409941 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0052166 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.00367323 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.143695 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00117219 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0206275 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0200787 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0742354 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0151431 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0601147 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0792176 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0462974 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0477692 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0792182 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0902555 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.289579 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.111794 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.077857 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.153988 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.289579 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.203858 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0557588 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0676438 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.00538247 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0676438 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.00688186 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.0129957 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.150465 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.155843 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0129956 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.20699 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.190771 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0352003 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0310504 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0280396 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.190771 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.15472 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.177271 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0530946 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00331961 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0530946 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.00427239 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0421285 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0438521 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0215764 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.152963 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.630075 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.223165 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.191665 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.352985 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.630075 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.465368 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.051521 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0399095 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.00522846 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0399095 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0442377 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.00338278 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.00415426 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.113554 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.440921 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0874253 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0756602 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.23729 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.440921 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.360853 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0111547 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0564806 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.00388112 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0564806 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.000216539 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.00383217 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.113554 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.440921 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0874253 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0756602 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.23729 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.440921 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.360853 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0131243 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0564806 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.00411379 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0564806 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.000216547 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.153189 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.64886 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.220915 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.189415 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.354808 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.64886 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.466807 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0538943 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0428318 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.00324175 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0428318 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0446881 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.313879 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0621108 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0830514 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0697273 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.313879 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.157469 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.056762 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0337668 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.00602675 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0337668 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0232484 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.116909 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.162944 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0596429 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0456326 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.225533 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0382178 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0507504 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00844461 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0507504 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.00378308 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.124335 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.167848 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0614325 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.165432 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00212112 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0550729 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0340956 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0550729 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0860153 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.130617 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0646094 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.133516 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0228595 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0268848 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0127685 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0268848 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0640645 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0113041 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0211585 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0590653 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00833417 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0158065 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.00833417 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0273277 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.225533 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0382178 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0507504 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00844461 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0507504 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00378308 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0144333 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0162874 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0390189 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0162874 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0326933 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0567573 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00452639 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0567573 # DEPENDENCYPART_SIBL
(16,15),(16,22),2.54854e-05 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.151575 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0890418 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0876024 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0612693 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0611732 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0876024 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0243516 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0214055 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0404558 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0419276 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0247396 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0361031 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.361496 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.143924 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0800112 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.100237 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.361496 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0382963 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0418526 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0247397 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0173003 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.154765 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.06091 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0602661 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0232437 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.048582 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.015795 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0175185 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0512392 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0575163 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.4675 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.156482 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.10071 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0849843 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.4675 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0791089 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0172347 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0512482 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0399949 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.162454 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0728165 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0431029 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.00611178 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.00436955 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.00264606 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0264173 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0435368 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.43496 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.135032 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.07926 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0647387 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.43496 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0598111 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.00292983 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0264263 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0194115 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.153496 # DEPENDENCYPART_SIBL
(18,4),(18,21),0.0683573 # DEPENDENCYPART_SIBL
