# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(10,18),(10,24),0.096601 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.0376708 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.211166 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.101941 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.662013 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.00331961 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0366518 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00331961 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0366518 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0585764 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.080801 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.170333 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0737202 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0363833 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0265422 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0108831 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0154223 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0262612 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0565952 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0760149 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0262612 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0318512 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0133677 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0609195 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0767798 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0150849 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.0104363 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0148116 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0132084 # DEPENDENCYPART_SIBL
(14,1),(14,24),-0.0238525 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.397769 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.209541 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.00867142 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0154166 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0304309 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0151391 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0151357 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.159381 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0337082 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0151357 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.0563714 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.0645938 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0034889 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0337877 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0332096 # DEPENDENCYPART_SIBL
(14,2),(14,20),0.0459985 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0283175 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0643851 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0024433 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.318301 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0355006 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0321386 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.108147 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0267487 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0324195 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0869186 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.00113436 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0324195 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0876369 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.0218517 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.00185448 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0124554 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0669444 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.195911 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0639338 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0216047 # DEPENDENCYPART_SIBL
(14,3),(14,24),0.198796 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0261891 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0317021 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0794509 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0314793 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0314211 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0142958 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0446673 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0314211 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0245641 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0139483 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.000962892 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00920493 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0326404 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0559071 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.00942319 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0141094 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.110124 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0227491 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0274329 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0224713 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0224682 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.129928 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0110777 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0224682 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0553923 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.0560174 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0300792 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0315954 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0337043 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0430662 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0285308 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0557887 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.000136301 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0504171 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0070256 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.00669736 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0886765 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.015793 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.00669736 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0474487 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.232399 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00557442 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0246558 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.035276 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.00186572 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0154138 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.232361 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0149191 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0318019 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0317642 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0959769 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.022928 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0317642 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0616989 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.013676 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0429982 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0246978 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.057414 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.216592 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0411456 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0138491 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.176504 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00954246 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0907003 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0157684 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.00954246 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0477933 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.229909 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0150193 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0237352 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0356207 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00254252 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0192481 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.229871 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.021767 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0890328 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0157665 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00574894 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0477941 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.233695 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.000560421 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0222986 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0356215 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.000171722 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0157766 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.233657 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.00815188 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0279272 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0100827 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0577652 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0626685 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0194507 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0166029 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0327176 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.150897 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0172471 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0628791 # DEPENDENCYPART_SIBL
(14,11),(14,24),0.100182 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0116838 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.12504 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0114531 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.047854 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0581564 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0142779 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0130756 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.00421491 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0112789 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0952526 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0477941 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.233695 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.000560421 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0222986 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0356215 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.000171722 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0157766 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.233657 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.00815188 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0307177 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0426384 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.043197 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0161118 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0720463 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0448973 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0307797 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.0413139 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.00941697 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0682151 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0481209 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0601764 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.00571597 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0463033 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.0584892 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00600901 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.121405 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.185194 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0471249 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0670037 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.00726496 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0311922 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0598846 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0214198 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0314182 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0224368 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0445528 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0110702 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.00730531 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0479906 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0298818 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0850013 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.173438 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0171578 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0502146 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0591394 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.111121 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0129962 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.138025 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.662013 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00907785 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0366518 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0086177 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00335044 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.794005 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.317123 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00283849 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.00593509 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00765816 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00334771 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.38659 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0168208 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00302511 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0141082 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0080218 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00907785 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0366518 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0086177 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.00335044 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.188805 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.425607 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.342981 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00743232 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0165959 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.076413 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.140005 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.254383 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.161474 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0962699 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0719862 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0824938 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0831065 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0722671 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0242732 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0722671 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0869007 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0181766 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0722671 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.254383 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0149979 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0566053 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0238987 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0243546 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.0119869 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.397678 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.226847 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0113452 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.012459 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0608666 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0127369 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.0127399 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.163342 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0127399 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.187715 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0318987 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0127399 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.397678 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.00140442 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0599376 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.00549051 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0359809 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.00407964 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.269036 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0248903 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.00719334 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0795552 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0125825 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0069124 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.11344 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0069124 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.103281 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0636405 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0069124 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00717915 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0288682 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.218826 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0419668 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0210449 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.210933 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.00529483 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0261796 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0960709 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0259565 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0258987 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.00153439 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0258987 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0920172 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0588212 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0258987 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.126613 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0098413 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0938425 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.00924858 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0251249 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.127273 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.00601705 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0586597 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.00629531 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.00629798 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.135019 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00629798 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.179109 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.00847996 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.00629798 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.338453 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.000356256 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0577653 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.00645694 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0280019 # DEPENDENCYPART_SIBL
(18,5),(18,24),-0.00614654 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0894242 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0144606 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.014132 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.106905 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.014132 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.179406 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0113519 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.014132 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.362683 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0218907 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0231905 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.00220414 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.086247 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.00373371 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0509735 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0509361 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0514781 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0509361 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0427952 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0658842 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0509361 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.338427 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.02156 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.181828 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0358403 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0175719 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.166013 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0169698 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.108918 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0169698 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.180452 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0113346 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0169698 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.367875 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0215742 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0224856 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.00159978 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0837109 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0106097 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.107251 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0131763 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.180449 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0113326 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0131763 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.363354 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0215736 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0248562 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.001872 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.0874965 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.00300527 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0428603 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0454271 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0509659 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0428603 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.018487 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.015771 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.157047 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0172083 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0925901 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.0898885 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.180449 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0113326 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0131763 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.363354 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0215736 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0248562 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.001872 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0874965 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.00300527 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0917933 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0183867 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00374547 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00410601 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.019378 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00278775 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.032538 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0349495 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.021081 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0798154 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0541896 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.000440667 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0189878 # DEPENDENCYPART_SIBL
