# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(18,8),(18,20),0.0284101 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00424682 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0269894 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.0352971 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.00603075 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.00602675 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0129951 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.190771 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.567434 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0129951 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.138025 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.567434 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0129951 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.155841 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.00907785 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0176293 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.00403678 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0192324 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0086177 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.00332362 # DEPENDENCYPART_SIBL
(18,9),(18,27),-0.00331961 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.641687 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.269111 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0181071 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.794005 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.269111 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0181071 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0462247 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00283849 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.056649 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.00586473 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.0046257 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.00765816 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.00337051 # DEPENDENCYPART_SIBL
(18,10),(18,27),0.00337853 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.273529 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.056924 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.231586 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.273529 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.056924 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0253294 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0346477 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0254797 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.00138481 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0175547 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0278874 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.00844862 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.00844461 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.000854651 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.121022 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.497702 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.000854651 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.204724 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0165824 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0198253 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00729292 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0093281 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0121052 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.00571953 # DEPENDENCYPART_SIBL
(18,12),(18,27),-0.00571552 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.794005 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.269111 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0181071 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0462247 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00283849 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.056649 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.00586473 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0046257 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00765816 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.00337051 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.00337853 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.291422 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.10299 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00289731 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0168208 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0235226 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00457743 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0097511 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0141082 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.00799224 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.00798823 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.000854651 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.204724 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0165824 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0198253 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00729292 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0093281 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0121052 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.00571953 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.00571552 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0462247 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00283849 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.056649 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00586473 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0046257 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00765816 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.00337051 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.00337853 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0329118 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00671756 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00337442 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00961179 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0400735 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.00412181 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.00411379 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.162828 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.341904 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.123415 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.425607 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.34298 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.342981 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.024386 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.000848766 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0508492 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0253795 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.0253805 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0343795 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0584953 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0112114 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0112123 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0223336 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.000371957 # DEPENDENCYPART_SIBL
(18,22),(18,27),-0.000371006 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0764122 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.0764132 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.00465048 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0698089 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.298168 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0255542 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0171271 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0227637 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0227657 # DEPENDENCYPART_SIBL
(20,16),(20,28),0.0355014 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.298168 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0255542 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0171271 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0227637 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.0227657 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.0355014 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00138895 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0145495 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0115497 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0115497 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0154377 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0212265 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0336649 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0336649 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.00535733 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0326995 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0326995 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.0359013 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.040384 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.00652151 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.00651562 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.0011168 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.564963 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0011168 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.140233 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.564963 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0011168 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.158288 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0011168 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.19208 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0108648 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0192335 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.00413296 # DEPENDENCYPART_SIBL
(21,9),(21,27),-0.00412895 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.277921 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0483356 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.784888 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.277921 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0483356 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0373966 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0483356 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.63157 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.035198 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.00708836 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.000704107 # DEPENDENCYPART_SIBL
(21,10),(21,27),-0.000696089 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.00832583 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.125945 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.492516 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.00832583 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.209891 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.00832583 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.217206 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.016704 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.00932866 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.00652781 # DEPENDENCYPART_SIBL
(21,12),(21,27),-0.0065238 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.784888 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.277921 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0483356 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0373966 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0483356 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.63157 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.035198 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.00708836 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.000704107 # DEPENDENCYPART_SIBL
(21,13),(21,27),-0.000696089 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.291717 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0883121 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.00258989 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0883121 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0408836 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0374223 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.00976095 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.00880927 # DEPENDENCYPART_SIBL
(21,14),(21,27),-0.00880526 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00832583 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.209891 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00832583 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.217206 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.016704 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.00932866 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.00652781 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0065238 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0373966 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0483356 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.63157 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.035198 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00708836 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.000704107 # DEPENDENCYPART_SIBL
(21,16),(21,27),-0.000696089 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0175232 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.439688 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0207503 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00961182 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00492901 # DEPENDENCYPART_SIBL
(21,17),(21,27),-0.00492099 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.63157 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.035198 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00708836 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.000704107 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.000696089 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0646787 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.01759 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.00929107 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.00928707 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.018705 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0252391 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0252431 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.000372284 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.000371332 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.00464937 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0791205 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0725687 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0791205 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.0303629 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0814927 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.215728 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.0814927 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.037541 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0814927 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0291505 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0814927 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.215728 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.084701 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.110874 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0358646 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.0978256 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.0978256 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.023136 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.0758344 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.3819 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.13801 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.0792143 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.117994 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.0792143 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.0405995 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0792143 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0277264 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0792143 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.117994 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0554002 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.145718 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.160472 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.100047 # DEPENDENCYPART_SIBL
(22,4),(22,27),0.100047 # DEPENDENCYPART_SIBL
(22,4),(22,28),0.0166659 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.00353781 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.0684849 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0560231 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.36279 # DEPENDENCYPART_SIBL
(22,6),(22,13),0.0560231 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.163564 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0560231 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0340999 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0560231 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.36279 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0167156 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0871213 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0133254 # DEPENDENCYPART_SIBL
(22,6),(22,25),0.186668 # DEPENDENCYPART_SIBL
(22,6),(22,27),0.18667 # DEPENDENCYPART_SIBL
(22,6),(22,28),-0.0138231 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.13801 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.0792143 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.117994 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.0792143 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.0405995 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.0792143 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.0277264 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0792143 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.117994 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0554002 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.145718 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.160472 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.100047 # DEPENDENCYPART_SIBL
(22,7),(22,27),0.100047 # DEPENDENCYPART_SIBL
(22,7),(22,28),0.0166659 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.00706373 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.375291 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.00706373 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0547466 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.00706373 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0288283 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.00706373 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.375291 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0123961 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0226038 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.138749 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.0140731 # DEPENDENCYPART_SIBL
(22,8),(22,27),0.0140731 # DEPENDENCYPART_SIBL
(22,8),(22,28),0.0921707 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.363494 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0580523 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.163566 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0580523 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0344281 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0580523 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.363494 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0167163 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0891505 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0147574 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.189229 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.189231 # DEPENDENCYPART_SIBL
(22,10),(22,28),-0.0155339 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0449915 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0963071 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0449915 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0102089 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0449915 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0205045 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.00190922 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.100783 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.187564 # DEPENDENCYPART_SIBL
(22,11),(22,25),0.086232 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.086232 # DEPENDENCYPART_SIBL
(22,11),(22,28),0.153392 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.163566 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0580523 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0344281 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0580523 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.363494 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0167163 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0891505 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0147574 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.189229 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.189231 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.0155339 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0445447 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0179324 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0445447 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0354209 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.00543396 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0692983 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.00740131 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.0227484 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0227484 # DEPENDENCYPART_SIBL
(22,14),(22,28),0.00844249 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0344281 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0580523 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.363494 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0167163 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0891505 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0147574 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.189229 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.189231 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.0155339 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0109753 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.244004 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0256238 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0286157 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0295047 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0379174 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0379194 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.00133689 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.363494 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0167163 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0891505 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0147574 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.189229 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.189231 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0155339 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00190922 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.100783 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.187564 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.086232 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.086232 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.153392 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0724041 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0297939 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0733885 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.0733885 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0581763 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0162689 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.211504 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.211506 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0179502 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0777695 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0777695 # DEPENDENCYPART_SIBL
(22,23),(22,28),0.082638 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.0198878 # DEPENDENCYPART_SIBL
(22,25),(22,28),-0.0224661 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0224602 # DEPENDENCYPART_SIBL
