# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(2,5),(2,11),0.000231333 # DEPENDENCYPART_SIBL
(2,5),(2,12),0.0263673 # DEPENDENCYPART_SIBL
(2,5),(2,13),-0.00906838 # DEPENDENCYPART_SIBL
(2,5),(2,14),0.0576149 # DEPENDENCYPART_SIBL
(2,5),(2,15),0.0118097 # DEPENDENCYPART_SIBL
(2,5),(2,17),-0.00133142 # DEPENDENCYPART_SIBL
(2,5),(2,18),0.052022 # DEPENDENCYPART_SIBL
(2,5),(2,19),0.0520221 # DEPENDENCYPART_SIBL
(2,5),(2,22),0.0520221 # DEPENDENCYPART_SIBL
(2,5),(2,23),-0.00660792 # DEPENDENCYPART_SIBL
(2,6),(2,7),0.0263357 # DEPENDENCYPART_SIBL
(2,6),(2,8),-0.00807781 # DEPENDENCYPART_SIBL
(2,6),(2,9),-0.0191188 # DEPENDENCYPART_SIBL
(2,6),(2,10),-0.0337608 # DEPENDENCYPART_SIBL
(2,6),(2,11),-0.0189344 # DEPENDENCYPART_SIBL
(2,6),(2,12),0.0430489 # DEPENDENCYPART_SIBL
(2,6),(2,13),0.0376743 # DEPENDENCYPART_SIBL
(2,6),(2,14),0.0705722 # DEPENDENCYPART_SIBL
(2,6),(2,15),0.00542112 # DEPENDENCYPART_SIBL
(2,6),(2,17),0.026204 # DEPENDENCYPART_SIBL
(2,6),(2,18),-0.0191054 # DEPENDENCYPART_SIBL
(2,6),(2,19),-0.0191053 # DEPENDENCYPART_SIBL
(2,6),(2,22),-0.0191053 # DEPENDENCYPART_SIBL
(2,6),(2,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(2,7),(2,8),-0.0421256 # DEPENDENCYPART_SIBL
(2,7),(2,9),-0.024382 # DEPENDENCYPART_SIBL
(2,7),(2,10),-0.0340721 # DEPENDENCYPART_SIBL
(2,7),(2,11),-0.0297868 # DEPENDENCYPART_SIBL
(2,7),(2,12),-0.000360313 # DEPENDENCYPART_SIBL
(2,7),(2,13),-0.0198067 # DEPENDENCYPART_SIBL
(2,7),(2,14),-0.0144386 # DEPENDENCYPART_SIBL
(2,7),(2,15),-0.0132389 # DEPENDENCYPART_SIBL
(2,7),(2,17),-0.034625 # DEPENDENCYPART_SIBL
(2,7),(2,18),-0.0243687 # DEPENDENCYPART_SIBL
(2,7),(2,19),-0.0243686 # DEPENDENCYPART_SIBL
(2,7),(2,22),-0.0243686 # DEPENDENCYPART_SIBL
(2,7),(2,23),-0.0123971 # DEPENDENCYPART_SIBL
(2,8),(2,9),-0.00333578 # DEPENDENCYPART_SIBL
(2,8),(2,10),-0.0126837 # DEPENDENCYPART_SIBL
(2,8),(2,11),0.00071457 # DEPENDENCYPART_SIBL
(2,8),(2,12),0.00837353 # DEPENDENCYPART_SIBL
(2,8),(2,13),-0.0146789 # DEPENDENCYPART_SIBL
(2,8),(2,14),-0.0229019 # DEPENDENCYPART_SIBL
(2,8),(2,15),-0.00219159 # DEPENDENCYPART_SIBL
(2,8),(2,17),0.026393 # DEPENDENCYPART_SIBL
(2,8),(2,18),-0.00332241 # DEPENDENCYPART_SIBL
(2,8),(2,19),-0.0033223 # DEPENDENCYPART_SIBL
(2,8),(2,22),-0.0033223 # DEPENDENCYPART_SIBL
(2,8),(2,23),-0.0143409 # DEPENDENCYPART_SIBL
(2,9),(2,10),-0.0355561 # DEPENDENCYPART_SIBL
(2,9),(2,11),-0.0200769 # DEPENDENCYPART_SIBL
(2,9),(2,12),0.04158 # DEPENDENCYPART_SIBL
(2,9),(2,13),0.0368583 # DEPENDENCYPART_SIBL
(2,9),(2,14),0.0697561 # DEPENDENCYPART_SIBL
(2,9),(2,15),0.00460507 # DEPENDENCYPART_SIBL
(2,9),(2,17),0.0250499 # DEPENDENCYPART_SIBL
(2,9),(2,18),-0.0205743 # DEPENDENCYPART_SIBL
(2,9),(2,19),-0.0205742 # DEPENDENCYPART_SIBL
(2,9),(2,22),-0.0205742 # DEPENDENCYPART_SIBL
(2,9),(2,23),-0.000832274 # DEPENDENCYPART_SIBL
(2,10),(2,11),-0.032052 # DEPENDENCYPART_SIBL
(2,10),(2,12),0.0260727 # DEPENDENCYPART_SIBL
(2,10),(2,13),0.0271337 # DEPENDENCYPART_SIBL
(2,10),(2,14),0.0574042 # DEPENDENCYPART_SIBL
(2,10),(2,15),-0.00778973 # DEPENDENCYPART_SIBL
(2,10),(2,17),0.0152855 # DEPENDENCYPART_SIBL
(2,10),(2,18),-0.0356273 # DEPENDENCYPART_SIBL
(2,10),(2,19),-0.0356272 # DEPENDENCYPART_SIBL
(2,10),(2,22),-0.0356272 # DEPENDENCYPART_SIBL
(2,10),(2,23),-0.0159697 # DEPENDENCYPART_SIBL
(2,11),(2,12),0.0599745 # DEPENDENCYPART_SIBL
(2,11),(2,13),-0.0311838 # DEPENDENCYPART_SIBL
(2,11),(2,14),0.0240114 # DEPENDENCYPART_SIBL
(2,11),(2,15),0.00686378 # DEPENDENCYPART_SIBL
(2,11),(2,17),0.00667706 # DEPENDENCYPART_SIBL
(2,11),(2,18),-0.00448339 # DEPENDENCYPART_SIBL
(2,11),(2,19),-0.00448328 # DEPENDENCYPART_SIBL
(2,11),(2,22),-0.00448328 # DEPENDENCYPART_SIBL
(2,11),(2,23),0.0178063 # DEPENDENCYPART_SIBL
(2,12),(2,13),-0.00239327 # DEPENDENCYPART_SIBL
(2,12),(2,14),0.0235503 # DEPENDENCYPART_SIBL
(2,12),(2,15),0.10013 # DEPENDENCYPART_SIBL
(2,12),(2,17),0.0603791 # DEPENDENCYPART_SIBL
(2,12),(2,18),0.0765195 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.07652 # DEPENDENCYPART_SIBL
(2,12),(2,22),0.07652 # DEPENDENCYPART_SIBL
(2,12),(2,23),0.0489202 # DEPENDENCYPART_SIBL
(2,13),(2,14),0.0232041 # DEPENDENCYPART_SIBL
(2,13),(2,15),0.0162688 # DEPENDENCYPART_SIBL
(2,13),(2,17),0.057094 # DEPENDENCYPART_SIBL
(2,13),(2,18),0.00590852 # DEPENDENCYPART_SIBL
(2,13),(2,19),0.00590863 # DEPENDENCYPART_SIBL
(2,13),(2,22),0.00590863 # DEPENDENCYPART_SIBL
(2,13),(2,23),-0.0217477 # DEPENDENCYPART_SIBL
(2,14),(2,15),0.100694 # DEPENDENCYPART_SIBL
(2,14),(2,17),0.173063 # DEPENDENCYPART_SIBL
(2,14),(2,18),0.0841889 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0841891 # DEPENDENCYPART_SIBL
(2,14),(2,22),0.0841891 # DEPENDENCYPART_SIBL
(2,14),(2,23),0.036328 # DEPENDENCYPART_SIBL
(2,15),(2,17),0.0496185 # DEPENDENCYPART_SIBL
(2,15),(2,18),0.0329895 # DEPENDENCYPART_SIBL
(2,15),(2,19),0.0329896 # DEPENDENCYPART_SIBL
(2,15),(2,22),0.0329896 # DEPENDENCYPART_SIBL
(2,15),(2,23),-0.0115944 # DEPENDENCYPART_SIBL
(2,17),(2,18),-0.0238516 # DEPENDENCYPART_SIBL
(2,17),(2,19),-0.0238515 # DEPENDENCYPART_SIBL
(2,17),(2,22),-0.0238515 # DEPENDENCYPART_SIBL
(2,17),(2,23),-0.0109796 # DEPENDENCYPART_SIBL
(2,18),(2,19),-0.0191057 # DEPENDENCYPART_SIBL
(2,18),(2,22),-0.0191057 # DEPENDENCYPART_SIBL
(2,18),(2,23),-1.66808e-05 # DEPENDENCYPART_SIBL
(2,19),(2,22),-0.0191053 # DEPENDENCYPART_SIBL
(2,19),(2,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(2,22),(2,23),-1.62179e-05 # DEPENDENCYPART_SIBL
(4,1),(4,2),0.00466481 # DEPENDENCYPART_SIBL
(4,1),(4,3),0.279665 # DEPENDENCYPART_SIBL
(4,1),(4,6),0.0402634 # DEPENDENCYPART_SIBL
(4,1),(4,7),0.0459136 # DEPENDENCYPART_SIBL
(4,1),(4,9),0.0402634 # DEPENDENCYPART_SIBL
(4,1),(4,10),0.0409982 # DEPENDENCYPART_SIBL
(4,1),(4,11),0.250331 # DEPENDENCYPART_SIBL
(4,1),(4,12),0.0575363 # DEPENDENCYPART_SIBL
(4,1),(4,14),-0.000917572 # DEPENDENCYPART_SIBL
(4,1),(4,23),0.0415528 # DEPENDENCYPART_SIBL
(4,2),(4,3),0.434738 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.124001 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0335064 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.124001 # DEPENDENCYPART_SIBL
(4,2),(4,10),-0.124307 # DEPENDENCYPART_SIBL
(4,2),(4,11),0.098539 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.0949829 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.044498 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.042562 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0754555 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0175236 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.016618 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.297142 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.00885234 # DEPENDENCYPART_SIBL
(4,3),(4,14),0.0503263 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.213472 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0210349 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0240434 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0266943 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.0414629 # DEPENDENCYPART_SIBL
(4,6),(4,12),0.013313 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0497573 # DEPENDENCYPART_SIBL
(4,6),(4,23),0.00247674 # DEPENDENCYPART_SIBL
(4,7),(4,9),0.00626867 # DEPENDENCYPART_SIBL
(4,7),(4,10),0.00609748 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0247902 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.0193346 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0527972 # DEPENDENCYPART_SIBL
(4,7),(4,23),0.0318736 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.027184 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0416261 # DEPENDENCYPART_SIBL
(4,9),(4,12),0.0129865 # DEPENDENCYPART_SIBL
(4,9),(4,14),-0.0497573 # DEPENDENCYPART_SIBL
(4,9),(4,23),0.00247674 # DEPENDENCYPART_SIBL
(4,10),(4,11),-0.042757 # DEPENDENCYPART_SIBL
(4,10),(4,12),0.0100935 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0510717 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.000230685 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.137759 # DEPENDENCYPART_SIBL
(4,11),(4,14),-0.0622632 # DEPENDENCYPART_SIBL
(4,11),(4,23),0.0329812 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0702997 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.0259896 # DEPENDENCYPART_SIBL
(4,14),(4,23),0.0109467 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.203784 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.108861 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.287471 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.123751 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.143151 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.171467 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0949858 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0487376 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.0803633 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0810926 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0267501 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0542302 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.256209 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0696767 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0323121 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.00204607 # DEPENDENCYPART_SIBL
(7,2),(7,9),0.0553799 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0550694 # DEPENDENCYPART_SIBL
(7,2),(7,15),0.0283453 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.116468 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0995751 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0265097 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0457218 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0162464 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0153363 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.033684 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0116419 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0213935 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0368985 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.010894 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.0102989 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0169065 # DEPENDENCYPART_SIBL
(7,4),(7,23),0.0526462 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0779129 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0231295 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0231242 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0253687 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.0234461 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00770433 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.00530929 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0272517 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0421222 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00497522 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.0258933 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.00732199 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0244338 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.00461503 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0195546 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.245751 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0693917 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0500586 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0463869 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0682956 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00662016 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.00631444 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0387855 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0232429 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0397713 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.00662006 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.00662016 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.00662016 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.104065 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0362096 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0602592 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0816051 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00708782 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00618244 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0140869 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0610572 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.00462639 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.00708782 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00708782 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.00708782 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0472834 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0214065 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0329381 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0266983 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0272881 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0245311 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0787953 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.026538 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0266983 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0266983 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0266983 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0530067 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.209907 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0109584 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0109587 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0175525 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0481026 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0101077 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0109584 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0109584 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0109584 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0278186 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0204537 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0180656 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0226302 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00400201 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.017659 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0204537 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0204537 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0204537 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00903889 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00903694 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0045184 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0227738 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.00967056 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00903889 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.00903889 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00903889 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0563045 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.036521 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.111808 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.059908 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0591187 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0591187 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0591187 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0353905 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.108916 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0585941 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0564538 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0564538 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0564538 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0974438 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0100284 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0532794 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0532794 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.0532794 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0141688 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.161904 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.161904 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.161904 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0203113 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0203113 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0203113 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0594451 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0594451 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0594451 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.126288 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.361839 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.203784 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.108861 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.015453 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.101592 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.063629 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0237887 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.313283 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.101088 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.270863 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0504274 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0695837 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0184491 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00633387 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.105326 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.273529 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0569251 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0201474 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0305927 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00935109 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.287471 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0944221 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.116392 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0413149 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0119999 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.000557568 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.192038 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0935349 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00571693 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0442267 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0504348 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00098921 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0636555 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00181197 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0103117 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.12443 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.352504 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.201926 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.11283 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.017323 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0935056 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0617704 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0158968 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0227953 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.308014 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.101087 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.26795 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0504389 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0736023 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0184491 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0504389 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00628638 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.101766 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.274175 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0533427 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.00902219 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0270326 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.0533427 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00870515 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.284557 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0944335 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.120411 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0413149 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0944335 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0116687 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00420817 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.196138 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0972006 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00420817 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.00700776 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0400759 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.050332 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0183056 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00311864 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0602917 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00683846 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.00206863 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00687643 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0105703 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00413135 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.0267935 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0581129 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0845491 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.110586 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0329484 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.00636034 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0019259 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0287552 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0499989 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.000335049 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0307207 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0263104 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0121238 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0210517 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0234289 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0216631 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.021663 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.023262 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.021663 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.000381815 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0793449 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.050802 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0121793 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0263397 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00480197 # DEPENDENCYPART_SIBL
