# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(4,15),(4,19),-0.0243107 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.00689544 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.0246361 # DEPENDENCYPART_SIBL
(4,16),(4,19),-0.0243107 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.00689544 # DEPENDENCYPART_SIBL
(4,18),(4,19),-0.0280298 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.01126 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0174997 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0241338 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0197708 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.014851 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0114871 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.00590517 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0490053 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0316785 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0144605 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.00590517 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.00152895 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.00636187 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00636187 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.00636187 # DEPENDENCYPART_SIBL
(5,1),(5,19),-0.01446 # DEPENDENCYPART_SIBL
(5,1),(5,20),0.00825829 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0247629 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.000816864 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.0121306 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00971689 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.121643 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00741644 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0199597 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.00971689 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0156389 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0047426 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0047426 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0047426 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0199595 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0166602 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0235302 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0101335 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0108023 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.104885 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0137625 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0593857 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0108023 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0327465 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.00274551 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.00274551 # DEPENDENCYPART_SIBL
(5,3),(5,16),0.00274551 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0593859 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.00822338 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.000667986 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00136415 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0556436 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0297295 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0125895 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.00136415 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0105474 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.00781006 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00781006 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.00781006 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0125887 # DEPENDENCYPART_SIBL
(5,4),(5,20),0.0152473 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0402775 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0377887 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0369023 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.020151 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0402775 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0453764 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0163311 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0163311 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0163311 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0201464 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.00202819 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.164405 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.00399373 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.193074 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0137515 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.814741 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0758915 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0758915 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0758915 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.193076 # DEPENDENCYPART_SIBL
(5,7),(5,20),0.0481928 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0204274 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.031402 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0469318 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0398529 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0199843 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0199843 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0199843 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0314014 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0231893 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0416162 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00835942 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.138312 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00639449 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.00639449 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.00639449 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0416158 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0129534 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0597207 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.000718056 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.00450667 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.00450667 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.00450667 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.00570239 # DEPENDENCYPART_SIBL
(5,10),(5,20),0.0177122 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.814741 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0758915 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0758915 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0758915 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.193076 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.0481928 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0142721 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0142721 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0142721 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.107983 # DEPENDENCYPART_SIBL
(5,12),(5,20),0.123988 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0192399 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0192399 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0193907 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.000222962 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0192399 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0193907 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.000222962 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0193907 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.000222962 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0177129 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.190205 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.276731 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.152511 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.15273 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00290917 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0075874 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.164972 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0690387 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0685844 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.00758841 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0576395 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0560838 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0556336 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0113354 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.117646 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0345003 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0137797 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0350468 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.013803 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0345869 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.425605 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0508501 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0322755 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0408156 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0403799 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.00143583 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.245054 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00561185 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00254377 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00035618 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0117161 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0887101 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0887101 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0887101 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.08827 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0025436 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0190015 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0217103 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.013646 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0123725 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0173819 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.160255 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0206633 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.0489713 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00229743 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0319132 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.048841 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.048841 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.048841 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0482127 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0489713 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.0635717 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0360783 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0373444 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0496297 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.114356 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0257214 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0313114 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0481165 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0117 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0153616 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0153616 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0153616 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0147333 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0313114 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.00848728 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0587345 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.037386 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.290302 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00148073 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.066841 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0297889 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.113033 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0368461 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0368461 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0368461 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0368508 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0668417 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.123913 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.037196 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.288827 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.000426856 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0646337 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0308897 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.111996 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0378348 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0378348 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0378348 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0378395 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0646344 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.121533 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.244861 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00562125 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00565956 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00720443 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00821345 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0899575 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0899575 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0899575 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0895174 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00565938 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0235817 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0417861 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.142953 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0119128 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.109452 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0243364 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0243364 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0243364 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0237479 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.142953 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.29769 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.027288 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0166343 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0357689 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00672365 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00672365 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00672365 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00660645 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.027288 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0688635 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.179986 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.00207765 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.114655 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.114655 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.114655 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.114655 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.00438554 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.211433 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.25586 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.141639 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.141639 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.141639 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.141249 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.24025 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0842808 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0959227 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0959227 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0959227 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0961578 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.05918 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0938853 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0265686 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0265686 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.026632 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0394178 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.000430906 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0265686 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.026632 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0394178 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.000430906 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.026632 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0394178 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.000430906 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0398411 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.000303428 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.211434 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0788412 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0787127 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.174993 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0514313 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.116683 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00109422 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0148754 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0284241 # DEPENDENCYPART_SIBL
(9,2),(9,14),0.0261609 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0261609 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.0261609 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0255299 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00109491 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.1337 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0583489 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0879457 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.223711 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.141841 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.00233313 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.00933414 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0108236 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0151646 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0151646 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0151646 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0151548 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00233105 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0601081 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0885595 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.22351 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.14192 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.00234314 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0095384 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0105726 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0154625 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0154625 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0154625 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0154526 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00234106 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0597126 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.181692 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.186579 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0161705 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00454023 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.049185 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00920548 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00920548 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00920548 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00876313 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0161696 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0390784 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.385625 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00291885 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0108678 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0194027 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0706344 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0706344 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0706344 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0700424 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00291816 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0672959 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0043897 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0135331 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.045319 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0175733 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0175733 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0175733 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0175565 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.00439039 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.162616 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0351716 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0191569 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00763172 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00763172 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00763172 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00787117 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0069529 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00563213 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.204348 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0186089 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0186089 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0186089 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0192389 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0487151 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0171949 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0505574 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0505574 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0505574 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0510319 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.00512791 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0117494 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00700485 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00700485 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0066996 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0128789 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0604494 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00700485 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0066996 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0128789 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0604494 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0066996 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0128789 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0604494 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0133523 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0596884 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.00561839 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0317994 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0290873 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0105281 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.00900837 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.018198 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0953581 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0491179 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0618247 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.00638089 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00290275 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0207161 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0106758 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0106758 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0106758 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0207161 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0111116 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0156893 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00695168 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0227017 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.00030884 # DEPENDENCYPART_SIBL
(10,2),(10,5),3.15845e-05 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0432373 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0770158 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0675563 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0149536 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.00868562 # DEPENDENCYPART_SIBL
