# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(14,21),(14,29),0.108302 # DEPENDENCYPART_SIBL
(14,21),(14,30),0.024449 # DEPENDENCYPART_SIBL
(14,21),(14,31),0.124079 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0303849 # DEPENDENCYPART_SIBL
(14,23),(14,26),-0.0265004 # DEPENDENCYPART_SIBL
(14,23),(14,27),-0.0336899 # DEPENDENCYPART_SIBL
(14,23),(14,28),-0.0102326 # DEPENDENCYPART_SIBL
(14,23),(14,29),-0.0374846 # DEPENDENCYPART_SIBL
(14,23),(14,30),-0.0102326 # DEPENDENCYPART_SIBL
(14,23),(14,31),-0.0177168 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0243596 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.0395919 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.0310714 # DEPENDENCYPART_SIBL
(14,24),(14,29),-0.0241889 # DEPENDENCYPART_SIBL
(14,24),(14,30),-0.0310714 # DEPENDENCYPART_SIBL
(14,24),(14,31),-0.0262925 # DEPENDENCYPART_SIBL
(14,26),(14,27),-0.0343376 # DEPENDENCYPART_SIBL
(14,26),(14,28),-0.0258168 # DEPENDENCYPART_SIBL
(14,26),(14,29),-0.0189344 # DEPENDENCYPART_SIBL
(14,26),(14,30),-0.0258168 # DEPENDENCYPART_SIBL
(14,26),(14,31),-1.62179e-05 # DEPENDENCYPART_SIBL
(14,27),(14,28),-0.000299359 # DEPENDENCYPART_SIBL
(14,27),(14,29),-0.0596355 # DEPENDENCYPART_SIBL
(14,27),(14,30),-0.000299359 # DEPENDENCYPART_SIBL
(14,27),(14,31),-0.019304 # DEPENDENCYPART_SIBL
(14,28),(14,29),-0.00376902 # DEPENDENCYPART_SIBL
(14,28),(14,30),-0.00834468 # DEPENDENCYPART_SIBL
(14,28),(14,31),0.00999069 # DEPENDENCYPART_SIBL
(14,29),(14,30),0.00460667 # DEPENDENCYPART_SIBL
(14,29),(14,31),0.0178063 # DEPENDENCYPART_SIBL
(14,30),(14,31),0.00999069 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.172822 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.172822 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.178967 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.172822 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.172822 # DEPENDENCYPART_SIBL
(16,15),(16,28),0.17793 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.103263 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.17793 # DEPENDENCYPART_SIBL
(16,15),(16,31),0.211599 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00340088 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0300369 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.00623739 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.00340088 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.0108274 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.00460064 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.0108274 # DEPENDENCYPART_SIBL
(16,17),(16,31),0.0870678 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0300369 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.00623739 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.00340088 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0108274 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.00460064 # DEPENDENCYPART_SIBL
(16,19),(16,30),-0.0108274 # DEPENDENCYPART_SIBL
(16,19),(16,31),0.0870678 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.00952546 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.00952547 # DEPENDENCYPART_SIBL
(16,20),(16,28),-0.030326 # DEPENDENCYPART_SIBL
(16,20),(16,29),0.104381 # DEPENDENCYPART_SIBL
(16,20),(16,30),-0.030326 # DEPENDENCYPART_SIBL
(16,20),(16,31),0.101172 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.00340088 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0108277 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.00460076 # DEPENDENCYPART_SIBL
(16,24),(16,30),-0.0108277 # DEPENDENCYPART_SIBL
(16,24),(16,31),0.0765545 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0108274 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.00460064 # DEPENDENCYPART_SIBL
(16,26),(16,30),-0.0108274 # DEPENDENCYPART_SIBL
(16,26),(16,31),0.0870678 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0149264 # DEPENDENCYPART_SIBL
(16,28),(16,30),0.00914053 # DEPENDENCYPART_SIBL
(16,28),(16,31),0.103154 # DEPENDENCYPART_SIBL
(16,29),(16,30),0.00882661 # DEPENDENCYPART_SIBL
(16,29),(16,31),0.027837 # DEPENDENCYPART_SIBL
(16,30),(16,31),0.103154 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.265254 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.052728 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.00686505 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0172814 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0715783 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.299726 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0242439 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0103106 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0410892 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0103264 # DEPENDENCYPART_SIBL
(17,4),(17,27),0.041361 # DEPENDENCYPART_SIBL
(17,4),(17,28),0.0314489 # DEPENDENCYPART_SIBL
(17,4),(17,29),-0.00544396 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0953523 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.000855746 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.204546 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.159954 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.542227 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0734233 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.00571552 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0165824 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.00573148 # DEPENDENCYPART_SIBL
(17,8),(17,27),-0.0186228 # DEPENDENCYPART_SIBL
(17,8),(17,28),0.0128225 # DEPENDENCYPART_SIBL
(17,8),(17,29),-0.0121052 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0425928 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.167049 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.112776 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0137909 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.032065 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.00492737 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0133197 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.00177142 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.0163807 # DEPENDENCYPART_SIBL
(17,9),(17,28),0.0111691 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.047305 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0471612 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.153199 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.317123 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0904256 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.00337853 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00283849 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.000883404 # DEPENDENCYPART_SIBL
(17,12),(17,27),0.0405775 # DEPENDENCYPART_SIBL
(17,12),(17,28),0.0131405 # DEPENDENCYPART_SIBL
(17,12),(17,29),0.00765816 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.113542 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.662675 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0398578 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00413038 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0334573 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.00414624 # DEPENDENCYPART_SIBL
(17,13),(17,27),-0.00771133 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.12967 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.0405282 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.353507 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0102777 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00602675 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0137764 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.00605061 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.00410481 # DEPENDENCYPART_SIBL
(17,14),(17,28),0.0368651 # DEPENDENCYPART_SIBL
(17,14),(17,29),0.0352971 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0704794 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00331961 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00907785 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00333552 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.00749537 # DEPENDENCYPART_SIBL
(17,15),(17,28),0.118008 # DEPENDENCYPART_SIBL
(17,15),(17,29),0.0086177 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00433473 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0336431 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.00749067 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.0150474 # DEPENDENCYPART_SIBL
(17,16),(17,28),0.00516053 # DEPENDENCYPART_SIBL
(17,16),(17,29),0.0291588 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.103086 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.00187736 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0500916 # DEPENDENCYPART_SIBL
(17,19),(17,28),0.0153997 # DEPENDENCYPART_SIBL
(17,19),(17,29),0.058216 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.342981 # DEPENDENCYPART_SIBL
(17,20),(17,27),0.0811855 # DEPENDENCYPART_SIBL
(17,20),(17,28),-0.00164701 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.425607 # DEPENDENCYPART_SIBL
(17,24),(17,27),0.0500916 # DEPENDENCYPART_SIBL
(17,24),(17,28),0.0153995 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.0582158 # DEPENDENCYPART_SIBL
(17,27),(17,28),0.0928186 # DEPENDENCYPART_SIBL
(17,27),(17,29),0.074109 # DEPENDENCYPART_SIBL
(17,28),(17,29),0.135197 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.034321 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.034321 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0319383 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0987279 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0738838 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.034321 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.000397836 # DEPENDENCYPART_SIBL
(18,7),(18,24),0.0152732 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.076568 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0265208 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0375262 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0503167 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.076568 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0227369 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0180867 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0265208 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0375262 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0503167 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.076568 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0227369 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0180867 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.229495 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0462814 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0132246 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0245819 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0225622 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0252008 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0677177 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0116088 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0225864 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0484383 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0427868 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0789437 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0227369 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0180867 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0360587 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0953523 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.000855746 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.208402 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.000855746 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.204546 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.159954 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.542227 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0734233 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.000855746 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.184776 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0165824 # DEPENDENCYPART_SIBL
(19,8),(19,24),-0.00573148 # DEPENDENCYPART_SIBL
(19,8),(19,27),-0.0186228 # DEPENDENCYPART_SIBL
(19,8),(19,28),0.0128225 # DEPENDENCYPART_SIBL
(19,8),(19,29),-0.0121052 # DEPENDENCYPART_SIBL
(19,8),(19,30),0.0128225 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0425928 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.159688 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0425928 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.167049 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.112776 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0137909 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.032065 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0425928 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.154019 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0133197 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.00177142 # DEPENDENCYPART_SIBL
(19,9),(19,27),0.0163807 # DEPENDENCYPART_SIBL
(19,9),(19,28),0.0111691 # DEPENDENCYPART_SIBL
(19,9),(19,29),0.047305 # DEPENDENCYPART_SIBL
(19,9),(19,30),0.0111691 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0347691 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.018106 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0471612 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.153199 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.317123 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0904256 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.018106 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0278649 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.00283849 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.000883404 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.0405775 # DEPENDENCYPART_SIBL
(19,10),(19,28),0.0131405 # DEPENDENCYPART_SIBL
(19,10),(19,29),0.00765816 # DEPENDENCYPART_SIBL
(19,10),(19,30),0.0131405 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.00309812 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.00527801 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.113542 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.662687 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0395319 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.00309812 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0160631 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0329144 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.00413265 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.0077139 # DEPENDENCYPART_SIBL
(19,11),(19,28),0.129941 # DEPENDENCYPART_SIBL
(19,11),(19,29),-0.040076 # DEPENDENCYPART_SIBL
(19,11),(19,30),0.129941 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0471612 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.153199 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.317123 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0904256 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.018106 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0278649 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00283849 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.000883404 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0405775 # DEPENDENCYPART_SIBL
(19,12),(19,28),0.0131405 # DEPENDENCYPART_SIBL
(19,12),(19,29),0.00765816 # DEPENDENCYPART_SIBL
(19,12),(19,30),0.0131405 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.113542 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.662675 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0398578 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0031783 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0160424 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0334573 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.00414624 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.00771133 # DEPENDENCYPART_SIBL
(19,13),(19,28),0.12967 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.0405282 # DEPENDENCYPART_SIBL
(19,13),(19,30),0.12967 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.353507 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0102777 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0504274 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0796385 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0137764 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.00605061 # DEPENDENCYPART_SIBL
(19,14),(19,27),0.00410481 # DEPENDENCYPART_SIBL
(19,14),(19,28),0.0368651 # DEPENDENCYPART_SIBL
(19,14),(19,29),0.0352971 # DEPENDENCYPART_SIBL
(19,14),(19,30),0.0368651 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0704794 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0129962 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.139333 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00907785 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.00333552 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.00749537 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.118008 # DEPENDENCYPART_SIBL
(19,15),(19,29),0.0086177 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.118008 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0599651 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0328732 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0336431 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.00749067 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0150474 # DEPENDENCYPART_SIBL
(19,16),(19,28),0.00516053 # DEPENDENCYPART_SIBL
(19,16),(19,29),0.0291588 # DEPENDENCYPART_SIBL
(19,16),(19,30),0.00516053 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0278649 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00283849 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.000883404 # DEPENDENCYPART_SIBL
(19,17),(19,27),0.0405775 # DEPENDENCYPART_SIBL
(19,17),(19,28),0.0131405 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.00765816 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.0131405 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0407238 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00414025 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.00782692 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.123917 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.0433785 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.123917 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.342981 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0811855 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.00164701 # DEPENDENCYPART_SIBL
(19,20),(19,29),0.425607 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.00164701 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0500916 # DEPENDENCYPART_SIBL
(19,24),(19,28),0.0153995 # DEPENDENCYPART_SIBL
(19,24),(19,29),0.0582158 # DEPENDENCYPART_SIBL
(19,24),(19,30),0.0153995 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.0928186 # DEPENDENCYPART_SIBL
(19,27),(19,29),0.074109 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.0928186 # DEPENDENCYPART_SIBL
(19,28),(19,29),0.135197 # DEPENDENCYPART_SIBL
(19,28),(19,30),-0.0305097 # DEPENDENCYPART_SIBL
(19,29),(19,30),0.135434 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0194483 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.0195497 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.327313 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.164714 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0143512 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0194483 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0101609 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0194483 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0147111 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0280236 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0119616 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0194483 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0160306 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0194483 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.327313 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0800969 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.0154732 # DEPENDENCYPART_SIBL
(21,2),(21,26),-0.0154723 # DEPENDENCYPART_SIBL
(21,2),(21,28),0.0161273 # DEPENDENCYPART_SIBL
(21,2),(21,29),0.135109 # DEPENDENCYPART_SIBL
(21,2),(21,30),0.0161273 # DEPENDENCYPART_SIBL
(21,2),(21,31),0.10308 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0247183 # DEPENDENCYPART_SIBL
(21,3),(21,6),0.389874 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.165658 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0211372 # DEPENDENCYPART_SIBL
(21,3),(21,10),-0.0200428 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0230095 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0200428 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0241204 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0326415 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0120522 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0200428 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0242139 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0200428 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.389874 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0290734 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0779307 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.0804009 # DEPENDENCYPART_SIBL
(21,3),(21,28),-0.043792 # DEPENDENCYPART_SIBL
(21,3),(21,29),0.113961 # DEPENDENCYPART_SIBL
(21,3),(21,30),-0.043792 # DEPENDENCYPART_SIBL
(21,3),(21,31),0.13343 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.385906 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.167085 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.0230432 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0198481 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0229944 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0198481 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0241053 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0306551 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0139582 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0198481 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0241988 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0198481 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.385906 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0287859 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.0759122 # DEPENDENCYPART_SIBL
(21,5),(21,26),0.0783824 # DEPENDENCYPART_SIBL
(21,5),(21,28),-0.0426948 # DEPENDENCYPART_SIBL
(21,5),(21,29),0.11489 # DEPENDENCYPART_SIBL
(21,5),(21,30),-0.0426948 # DEPENDENCYPART_SIBL
(21,5),(21,31),0.133949 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.114743 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.0603965 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.00229214 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.023435 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.00229214 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0222202 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0657353 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0438327 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.00229214 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0263774 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.00229214 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0255207 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0177926 # DEPENDENCYPART_SIBL
