# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(14,27),(14,29),-0.000824486 # DEPENDENCYPART_SIBL
(14,27),(14,31),-0.00119754 # DEPENDENCYPART_SIBL
(14,27),(14,32),0.030901 # DEPENDENCYPART_SIBL
(14,28),(14,29),0.0405445 # DEPENDENCYPART_SIBL
(14,28),(14,31),0.0836258 # DEPENDENCYPART_SIBL
(14,28),(14,32),0.0569168 # DEPENDENCYPART_SIBL
(14,29),(14,31),-0.0106211 # DEPENDENCYPART_SIBL
(14,29),(14,32),0.00832692 # DEPENDENCYPART_SIBL
(14,31),(14,32),0.0109847 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.353599 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.00258584 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.00806686 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.158877 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.656248 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.311029 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0172096 # DEPENDENCYPART_SIBL
(18,9),(18,26),0.00337853 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.00337824 # DEPENDENCYPART_SIBL
(18,9),(18,31),0.00334164 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0226781 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0854044 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.3837 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.394199 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0274198 # DEPENDENCYPART_SIBL
(18,11),(18,26),0.0153642 # DEPENDENCYPART_SIBL
(18,11),(18,27),0.0153642 # DEPENDENCYPART_SIBL
(18,11),(18,31),0.0153639 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.152663 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.641563 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.317243 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0259768 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.00397522 # DEPENDENCYPART_SIBL
(18,13),(18,27),0.00397493 # DEPENDENCYPART_SIBL
(18,13),(18,31),0.00393833 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.313877 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.353507 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0582232 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.00688567 # DEPENDENCYPART_SIBL
(18,14),(18,27),-0.00690312 # DEPENDENCYPART_SIBL
(18,14),(18,31),-0.00688791 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.408128 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.043376 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.00844461 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.00844577 # DEPENDENCYPART_SIBL
(18,15),(18,31),-0.00861375 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0211439 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.00331961 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.00331968 # DEPENDENCYPART_SIBL
(18,16),(18,31),-0.00332004 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0042146 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.00421489 # DEPENDENCYPART_SIBL
(18,17),(18,31),-0.00425149 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.00471191 # DEPENDENCYPART_SIBL
(18,26),(18,31),0.00471331 # DEPENDENCYPART_SIBL
(18,27),(18,31),0.00471059 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0771792 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.156992 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.320644 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0412394 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.165926 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.157466 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0588861 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0364649 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0295512 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.029109 # DEPENDENCYPART_SIBL
(19,10),(19,27),-0.0291095 # DEPENDENCYPART_SIBL
(19,10),(19,31),-0.0291459 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0807573 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.203233 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0192385 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.083336 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0807718 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0297422 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0147604 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.00035353 # DEPENDENCYPART_SIBL
(19,11),(19,26),-0.000331232 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.000331355 # DEPENDENCYPART_SIBL
(19,11),(19,31),-0.000331448 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.320644 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0412394 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.162444 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.153985 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0588861 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0366595 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0289545 # DEPENDENCYPART_SIBL
(19,13),(19,26),-0.0285122 # DEPENDENCYPART_SIBL
(19,13),(19,27),-0.0285128 # DEPENDENCYPART_SIBL
(19,13),(19,31),-0.0285491 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0760745 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0313446 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0213568 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0337861 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.046192 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0457866 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0457745 # DEPENDENCYPART_SIBL
(19,15),(19,27),-0.0457757 # DEPENDENCYPART_SIBL
(19,15),(19,31),-0.0459436 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0671695 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0716297 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0123856 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0154508 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0109238 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0106984 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0106986 # DEPENDENCYPART_SIBL
(19,16),(19,31),-0.0106988 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.167355 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0613016 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0407308 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0382269 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0377847 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0377852 # DEPENDENCYPART_SIBL
(19,17),(19,31),-0.0378216 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0588861 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0364649 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0307409 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0302987 # DEPENDENCYPART_SIBL
(19,18),(19,27),-0.0302992 # DEPENDENCYPART_SIBL
(19,18),(19,31),-0.0303356 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0142971 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0283536 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0283579 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.028356 # DEPENDENCYPART_SIBL
(19,20),(19,31),0.0283406 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0680242 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0680248 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0731579 # DEPENDENCYPART_SIBL
(19,21),(19,31),0.0680169 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.0885823 # DEPENDENCYPART_SIBL
(19,23),(19,27),0.0885802 # DEPENDENCYPART_SIBL
(19,23),(19,31),0.0885823 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.0885868 # DEPENDENCYPART_SIBL
(19,26),(19,31),0.0885889 # DEPENDENCYPART_SIBL
(19,27),(19,31),0.0885857 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0078098 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.000621885 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0151564 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.000112547 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0636447 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.328633 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0295517 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.00450265 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.000353031 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0375295 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0192455 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.140024 # DEPENDENCYPART_SIBL
(20,3),(20,24),0.0500435 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0500428 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.14047 # DEPENDENCYPART_SIBL
(20,3),(20,27),0.140469 # DEPENDENCYPART_SIBL
(20,3),(20,28),0.0152415 # DEPENDENCYPART_SIBL
(20,3),(20,29),0.0246168 # DEPENDENCYPART_SIBL
(20,3),(20,30),0.0246196 # DEPENDENCYPART_SIBL
(20,3),(20,31),0.140402 # DEPENDENCYPART_SIBL
(20,3),(20,32),0.0374086 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.00606819 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.00567885 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.00555885 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.071906 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.341202 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0229358 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.000943648 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.00509327 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0451932 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0200905 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.141364 # DEPENDENCYPART_SIBL
(20,7),(20,24),0.0529757 # DEPENDENCYPART_SIBL
(20,7),(20,25),0.052975 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.141811 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.14181 # DEPENDENCYPART_SIBL
(20,7),(20,28),0.0338952 # DEPENDENCYPART_SIBL
(20,7),(20,29),0.0230098 # DEPENDENCYPART_SIBL
(20,7),(20,30),0.0230126 # DEPENDENCYPART_SIBL
(20,7),(20,31),0.141743 # DEPENDENCYPART_SIBL
(20,7),(20,32),0.045172 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0151452 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.00100858 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0636447 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.32867 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0295517 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.00562378 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.00147416 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0375295 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0192447 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.140036 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0500435 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0500428 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.140481 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.14048 # DEPENDENCYPART_SIBL
(20,10),(20,28),0.0152549 # DEPENDENCYPART_SIBL
(20,10),(20,29),0.0246168 # DEPENDENCYPART_SIBL
(20,10),(20,30),0.0246196 # DEPENDENCYPART_SIBL
(20,10),(20,31),0.140413 # DEPENDENCYPART_SIBL
(20,10),(20,32),0.0374091 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.027041 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0656905 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.347444 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.00245749 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0266267 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0270346 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0754381 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0151725 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0613312 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.0369086 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0369086 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0613463 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.0613455 # DEPENDENCYPART_SIBL
(20,11),(20,28),0.0252494 # DEPENDENCYPART_SIBL
(20,11),(20,29),0.0156773 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.0156794 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.0613272 # DEPENDENCYPART_SIBL
(20,11),(20,32),0.0185089 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0636447 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.32867 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0295517 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.00214249 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00200713 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0375295 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0194393 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.140632 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0498534 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0498527 # DEPENDENCYPART_SIBL
(20,13),(20,26),0.141078 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.141077 # DEPENDENCYPART_SIBL
(20,13),(20,28),0.0147648 # DEPENDENCYPART_SIBL
(20,13),(20,29),0.0246168 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0246196 # DEPENDENCYPART_SIBL
(20,13),(20,31),0.14101 # DEPENDENCYPART_SIBL
(20,13),(20,32),0.0448761 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.403371 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0323269 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.019035 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.016368 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0130518 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0194161 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00247557 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0581007 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0580839 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0024678 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.00248605 # DEPENDENCYPART_SIBL
(20,14),(20,28),0.00691192 # DEPENDENCYPART_SIBL
(20,14),(20,29),0.0243198 # DEPENDENCYPART_SIBL
(20,14),(20,30),0.024322 # DEPENDENCYPART_SIBL
(20,14),(20,31),-0.00248889 # DEPENDENCYPART_SIBL
(20,14),(20,32),0.163526 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0416912 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0102506 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0180721 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0205167 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0211591 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0583459 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0874863 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0874863 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.058363 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0583601 # DEPENDENCYPART_SIBL
(20,15),(20,28),0.00801192 # DEPENDENCYPART_SIBL
(20,15),(20,29),0.07534 # DEPENDENCYPART_SIBL
(20,15),(20,30),0.0753501 # DEPENDENCYPART_SIBL
(20,15),(20,31),0.0581652 # DEPENDENCYPART_SIBL
(20,15),(20,32),0.23577 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.00928676 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0159033 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0157533 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0533494 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0068798 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.01843 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.01843 # DEPENDENCYPART_SIBL
(20,16),(20,26),0.00710546 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.00710461 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0418094 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0358215 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.0358194 # DEPENDENCYPART_SIBL
(20,16),(20,31),0.00708575 # DEPENDENCYPART_SIBL
(20,16),(20,32),-0.0632773 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0113726 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0364641 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0213353 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.134378 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0500214 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.0500207 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.134824 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.134823 # DEPENDENCYPART_SIBL
(20,17),(20,28),0.00749985 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.0246015 # DEPENDENCYPART_SIBL
(20,17),(20,30),0.0246043 # DEPENDENCYPART_SIBL
(20,17),(20,31),0.134756 # DEPENDENCYPART_SIBL
(20,17),(20,32),0.0221265 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0375186 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0192447 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.138846 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0500429 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0500422 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.139291 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.13929 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.014075 # DEPENDENCYPART_SIBL
(20,18),(20,29),0.0246168 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.0246196 # DEPENDENCYPART_SIBL
(20,18),(20,31),0.139224 # DEPENDENCYPART_SIBL
(20,18),(20,32),0.0362089 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00693428 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0618157 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0580483 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0580483 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0618239 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.0618225 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.00470114 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.0172824 # DEPENDENCYPART_SIBL
(20,19),(20,30),0.0172846 # DEPENDENCYPART_SIBL
(20,19),(20,31),0.0618048 # DEPENDENCYPART_SIBL
(20,19),(20,32),0.0128198 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00258676 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0109506 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0109344 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.00258676 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0077204 # DEPENDENCYPART_SIBL
(20,21),(20,28),0.0353098 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.00173361 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.00173361 # DEPENDENCYPART_SIBL
(20,21),(20,31),0.00257765 # DEPENDENCYPART_SIBL
(20,21),(20,32),-0.00226468 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0704199 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0704042 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0127016 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0127002 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.0700428 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.0361998 # DEPENDENCYPART_SIBL
(20,23),(20,30),0.0362019 # DEPENDENCYPART_SIBL
(20,23),(20,31),0.0127004 # DEPENDENCYPART_SIBL
(20,23),(20,32),0.0382557 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.00213499 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0243649 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0243648 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.032025 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.035204 # DEPENDENCYPART_SIBL
(20,24),(20,30),0.0352049 # DEPENDENCYPART_SIBL
(20,24),(20,31),0.0243628 # DEPENDENCYPART_SIBL
(20,24),(20,32),0.0829453 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0243002 # DEPENDENCYPART_SIBL
(20,25),(20,27),0.0243001 # DEPENDENCYPART_SIBL
(20,25),(20,28),0.0319943 # DEPENDENCYPART_SIBL
(20,25),(20,29),0.035204 # DEPENDENCYPART_SIBL
(20,25),(20,30),0.0352049 # DEPENDENCYPART_SIBL
(20,25),(20,31),0.0242981 # DEPENDENCYPART_SIBL
(20,25),(20,32),0.0829201 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0127068 # DEPENDENCYPART_SIBL
(20,26),(20,28),0.0700479 # DEPENDENCYPART_SIBL
(20,26),(20,29),0.0362028 # DEPENDENCYPART_SIBL
(20,26),(20,30),0.0362049 # DEPENDENCYPART_SIBL
(20,26),(20,31),0.012707 # DEPENDENCYPART_SIBL
(20,26),(20,32),0.0382557 # DEPENDENCYPART_SIBL
(20,27),(20,28),0.0755083 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.0362028 # DEPENDENCYPART_SIBL
(20,27),(20,30),0.0362049 # DEPENDENCYPART_SIBL
(20,27),(20,31),0.0127042 # DEPENDENCYPART_SIBL
(20,27),(20,32),0.0439708 # DEPENDENCYPART_SIBL
(20,28),(20,29),0.116616 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.116618 # DEPENDENCYPART_SIBL
(20,28),(20,31),0.11755 # DEPENDENCYPART_SIBL
(20,28),(20,32),0.0362054 # DEPENDENCYPART_SIBL
(20,29),(20,30),0.0230147 # DEPENDENCYPART_SIBL
(20,29),(20,31),-0.00826561 # DEPENDENCYPART_SIBL
(20,29),(20,32),0.0234488 # DEPENDENCYPART_SIBL
(20,30),(20,31),-0.00826441 # DEPENDENCYPART_SIBL
(20,30),(20,32),0.0234516 # DEPENDENCYPART_SIBL
(20,31),(20,32),0.0382386 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0668597 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.108038 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.274697 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0621887 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0663941 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0886017 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.16515 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.15487 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.145902 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.145901 # DEPENDENCYPART_SIBL
(21,10),(21,26),0.155304 # DEPENDENCYPART_SIBL
(21,10),(21,27),0.155258 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.0743582 # DEPENDENCYPART_SIBL
(21,10),(21,29),0.0760719 # DEPENDENCYPART_SIBL
(21,10),(21,31),0.155249 # DEPENDENCYPART_SIBL
(21,10),(21,32),0.0794334 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.108038 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.274697 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.06567 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0698754 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0886017 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.166296 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.155466 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.145712 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.145711 # DEPENDENCYPART_SIBL
(21,13),(21,26),0.155901 # DEPENDENCYPART_SIBL
(21,13),(21,27),0.155855 # DEPENDENCYPART_SIBL
(21,13),(21,28),0.0738681 # DEPENDENCYPART_SIBL
(21,13),(21,29),0.0760719 # DEPENDENCYPART_SIBL
(21,13),(21,31),0.155846 # DEPENDENCYPART_SIBL
(21,13),(21,32),0.0869004 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.465285 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.112107 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.114802 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.108591 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.110939 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.119485 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0698485 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.0698316 # DEPENDENCYPART_SIBL
(21,14),(21,26),0.119485 # DEPENDENCYPART_SIBL
(21,14),(21,27),0.119405 # DEPENDENCYPART_SIBL
(21,14),(21,28),0.0014921 # DEPENDENCYPART_SIBL
(21,14),(21,29),0.0271127 # DEPENDENCYPART_SIBL
(21,14),(21,31),0.119467 # DEPENDENCYPART_SIBL
(21,14),(21,32),0.145322 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0172862 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.025135 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0303849 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.104807 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.106263 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0870335 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0870333 # DEPENDENCYPART_SIBL
