# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(11,21),(11,24),-0.00934732 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.000108844 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0690958 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0384422 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0952864 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0690958 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0383086 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.312034 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.172191 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0952864 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0065129 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.00584038 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0052096 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0054027 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.00562396 # DEPENDENCYPART_SIBL
(12,1),(12,20),-0.00726276 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0416861 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.00584038 # DEPENDENCYPART_SIBL
(12,1),(12,24),0.0123654 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0128604 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.20699 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.662013 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0129962 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.190771 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0973065 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.20699 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0363802 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00331961 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0035676 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.00463266 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.00907785 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0182401 # DEPENDENCYPART_SIBL
(12,4),(12,21),-0.0807166 # DEPENDENCYPART_SIBL
(12,4),(12,23),-0.00331961 # DEPENDENCYPART_SIBL
(12,4),(12,24),-0.0285178 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.153198 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.317123 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.018111 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.641108 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.413634 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.153198 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00616324 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.00402041 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0435126 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00051867 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0022126 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0186975 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0107932 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.00388585 # DEPENDENCYPART_SIBL
(12,5),(12,24),0.0423993 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.353507 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.05043 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.313659 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.101088 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0345952 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0237038 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00604448 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0225436 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.00648216 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0137764 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0306139 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0164596 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.00604738 # DEPENDENCYPART_SIBL
(12,6),(12,24),0.121933 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0129962 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.190771 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0973065 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.20699 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0363802 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00331961 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0035676 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00463266 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00907785 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0182401 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0807166 # DEPENDENCYPART_SIBL
(12,7),(12,23),-0.00331961 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0285178 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.641687 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.413639 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.153199 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00647618 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00337853 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0435129 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00116055 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00283849 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0186449 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0107932 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00324398 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.041682 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.105326 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.140124 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0410976 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00844461 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00448787 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00535767 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0346477 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.014747 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0661543 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.00844629 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0238545 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.116208 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0184257 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0114091 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0184572 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0134997 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0401258 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.00636041 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0334273 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0114093 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.0872952 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0237038 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00602675 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0225436 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00646442 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0137764 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0306139 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0163392 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.00602965 # DEPENDENCYPART_SIBL
(12,11),(12,24),0.121936 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0595822 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0776013 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0594694 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0311099 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0935287 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.134115 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0619989 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.431288 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0611654 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.00462513 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.103086 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0529001 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0164225 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.00926088 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0485651 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0529834 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0875205 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0107213 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0330748 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0519613 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.103604 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.102735 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0529001 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0164225 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.00919048 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.0545105 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.170208 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.192562 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.347815 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0787788 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0151483 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.00731817 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.106555 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0427563 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0769552 # DEPENDENCYPART_SIBL
(12,23),(12,24),0.0485524 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00463266 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00331961 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.00919048 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0505474 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.191079 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.165039 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.052158 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.153905 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.052158 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.189145 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.170253 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0132261 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.00401646 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.185234 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0959023 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.192169 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.163596 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0749928 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.152734 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0749928 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.190876 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.181903 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0329287 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.00111451 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.196884 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.102299 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.293755 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0429861 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.207563 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0429861 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0623432 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.10254 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0501459 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0202656 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.11336 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.132256 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.124387 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.301077 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.124387 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.110138 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.144956 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0171486 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0295972 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.152467 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.192224 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.154616 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0750037 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.19204 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.178877 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0305209 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00213184 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.193857 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.101702 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0254447 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0795473 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.034026 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.072356 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.014259 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.040762 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0294785 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.19204 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.178877 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0305209 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.00213184 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.193857 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.101702 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0487586 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0319504 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0197332 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0481682 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0834287 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0287905 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0506237 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0230162 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0179896 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.105351 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.00103999 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.087121 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0485254 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.00601903 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0146081 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0775441 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0791501 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.178323 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0791546 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.325844 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.297202 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.0791546 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.245355 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0171166 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0791546 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.27588 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0250225 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.076629 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.151514 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0766335 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.28055 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.272927 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0766335 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.211316 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0379537 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0766335 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.245852 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0234489 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.151521 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0766399 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.281869 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.272939 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0766399 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.212908 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0379537 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0766399 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.245851 # DEPENDENCYPART_SIBL
(17,5),(17,23),0.0210644 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.00075978 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.255989 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0696684 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00075978 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.154391 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0764508 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.00075978 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.115614 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.0597449 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.282447 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.272943 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0766444 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.213197 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0379537 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0766444 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.24586 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0204225 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0995668 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0485302 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0042458 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.131528 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0485302 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.10572 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0206304 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0340931 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0836776 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0988662 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0340931 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.112487 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0152794 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.213197 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0379537 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0766444 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.24586 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0204225 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0927215 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0110627 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0830979 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00302321 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0679355 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0350725 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0225869 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.24586 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0204225 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0189313 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.052372 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0952864 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0690958 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0522384 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.29441 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.159038 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0522384 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.138271 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0690958 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0522384 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.159699 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0396952 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.00905827 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.00726276 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0416861 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.00678059 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.122179 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.348142 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0688844 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.579054 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.361175 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0688844 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.247551 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.348142 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0688844 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.229781 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.00614716 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0187389 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0165228 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.00861843 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.00712826 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.353507 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0643598 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.296035 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.087934 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0643598 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.119603 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.353507 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0643598 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.110486 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0811185 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.000905879 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0306139 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0164596 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.00510717 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.000972432 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.173109 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0841142 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.000972432 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.157831 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.662052 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.000972432 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0816081 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.133096 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.00560437 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0182401 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0807166 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0023794 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.579633 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.36118 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0688794 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.247841 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.348141 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0688794 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.229791 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0061466 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.018113 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0164701 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00861843 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.00648639 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0586487 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.00958446 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.127141 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.434784 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.00958446 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.114936 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0254158 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0219034 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0128319 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0680694 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0113211 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.126267 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0136272 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.416701 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.126267 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.111288 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.146274 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0275228 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.00768812 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.034755 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0127488 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.247841 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.348141 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0688794 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.229791 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0061466 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.018113 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0164701 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00861843 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.00648639 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.421029 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0747417 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0479679 # DEPENDENCYPART_SIBL
