# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(6,10),(6,17),-0.023664 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0159644 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0236204 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.0297878 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0110452 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.000763946 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0263357 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0430489 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0126694 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.019148 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00214795 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0191053 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0190848 # DEPENDENCYPART_SIBL
(6,11),(6,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0664583 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0092611 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0042351 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0715916 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0280619 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0716688 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0180054 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.0239615 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.000360313 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0165362 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0236639 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0159644 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0236203 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0297878 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.010899 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0374016 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0764074 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.215597 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.07652 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.194485 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0489202 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0147068 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00012095 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0146637 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.0141407 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.00346592 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.00217821 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0191359 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.019115 # DEPENDENCYPART_SIBL
(6,17),(6,21),-7.93706e-05 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0239438 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0412402 # DEPENDENCYPART_SIBL
(6,18),(6,21),0.0975424 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0190848 # DEPENDENCYPART_SIBL
(6,19),(6,21),-1.62179e-05 # DEPENDENCYPART_SIBL
(6,20),(6,21),0.0475809 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.0745837 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0958581 # DEPENDENCYPART_SIBL
(7,2),(7,11),0.0958581 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0964566 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0964566 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.00523974 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0306029 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0156708 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0888775 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0828269 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0297007 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00416754 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.042138 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0297006 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0828269 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.00355207 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00354813 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00416775 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0250183 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0233133 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0251849 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0218597 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0799111 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0196683 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.00618387 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0154024 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0184406 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0061838 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0196683 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0187446 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0187486 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0154022 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.000571993 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.00113245 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0208516 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.187102 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00332863 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0444191 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00397522 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00551362 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0444979 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.00332863 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0566495 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0566581 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00393833 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0123509 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0116305 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.049149 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0331344 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0600044 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0078758 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0309554 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0602198 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0331344 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0267684 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0267723 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0078758 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.063753 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0673856 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.126058 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.153297 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.342981 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.123332 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.153297 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00482316 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.162811 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.16283 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.342946 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.422792 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.425411 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0787788 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0547466 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0194146 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00595321 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0902079 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0480033 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0480136 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0547457 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0552399 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0558269 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.105862 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0275598 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0611732 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.103086 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0308888 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0309029 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00471393 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0587286 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0580182 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.0485651 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.0189261 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0377671 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0169861 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0169935 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0177243 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0321592 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.0346203 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.114911 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0902079 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0480033 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0480136 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0547458 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0552399 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0558269 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.106008 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.162811 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.16283 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.342946 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.422792 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.425411 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0787788 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.035348 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0253746 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0503156 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0507929 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.120822 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0253866 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0503301 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0508073 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.120833 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0587275 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0580172 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0485481 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.0592944 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.238509 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.220424 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.151689 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0803244 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.282615 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00037434 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0211166 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.000777665 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.256209 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0571088 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0597633 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.282615 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00037434 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0205199 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00184634 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0204629 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00622134 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.01511 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0306029 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.104322 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0149547 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.513493 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0985749 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.042138 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0297006 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00354813 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.00416775 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00491761 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.15306 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0187993 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.641522 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0315398 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00551359 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0446881 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0566582 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00334084 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0845251 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0211435 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.383425 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0191403 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0184406 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0061838 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0187486 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0154022 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0504274 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.313879 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0713604 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0353023 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0232484 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0284113 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00602898 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.641687 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0321257 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00551359 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0446881 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0566582 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00334164 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0158274 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00360887 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00378308 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0254865 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00861375 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00694291 # DEPENDENCYPART_SIBL
(11,10),(11,13),-6.84417e-05 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00644133 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0046711 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0189261 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0169935 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0177243 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0480136 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0547458 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0253866 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0163672 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.403371 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00901544 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0163672 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0581007 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00691192 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0243202 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.024322 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00248888 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.135566 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00246779 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.116641 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.163526 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.32867 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0137272 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.00049924 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0500435 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0152549 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0246128 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0246196 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.140413 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0185401 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.140481 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.00408132 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0374091 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00456415 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0181094 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0874863 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.00801192 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0753488 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0753501 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0581652 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.191295 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.058363 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.161534 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.23577 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0109918 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0936299 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0158227 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0257954 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0257966 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0221386 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0341445 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0221674 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.018449 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0562794 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0500435 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0152549 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0246128 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0246196 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.140413 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0185401 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.140481 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00408132 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0374091 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.032025 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0352034 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0352049 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0243628 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0220965 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0243649 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0176718 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0829453 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.11661 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.116618 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.11755 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.206904 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.117586 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.216724 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0362054 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0230155 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.008269 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0372475 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00826736 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0329541 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0234489 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00826441 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0372413 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00826277 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0329479 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0234516 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0140725 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0127066 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0109708 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0382386 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0668937 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0219606 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.100217 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0109697 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0382557 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0759205 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0757834 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.151693 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0762927 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.282593 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0227443 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0762927 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.288593 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0199428 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0172195 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0172315 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0205195 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0157845 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0205564 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.0145502 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0621801 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.151693 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0803283 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.282618 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.023052 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0803283 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.289739 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0206705 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0172195 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0172315 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.021117 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0164005 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0211539 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0151662 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0696471 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.000778602 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.256209 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0104789 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.000778602 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0996397 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0237382 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.022816 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0228205 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0597633 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0504626 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0597656 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0490439 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.125238 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.282618 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.023052 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.076847 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.288593 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0211606 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0172195 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0172315 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0205203 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0164005 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0205572 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0151662 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0621801 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0229748 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0485465 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.125503 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0431696 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00389972 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00389577 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0204629 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0129683 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0206321 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0142527 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0204113 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.013572 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.234701 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0164633 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.00655289 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00654896 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0224322 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0163967 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0224421 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0155957 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00981876 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.288593 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0211606 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0172195 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0172315 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0205203 # DEPENDENCYPART_SIBL
