# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(5,6),(5,21),0.0107094 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0265974 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.069613 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0624659 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.156144 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.162399 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.377582 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0298811 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.395771 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.162399 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0898977 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00668916 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.00682381 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0352087 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.00296874 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0196661 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.00682381 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.000828537 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0023596 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0457047 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.0963639 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0662868 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0023596 # DEPENDENCYPART_SIBL
(5,10),(5,24),0.0155163 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0437356 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0904807 # DEPENDENCYPART_SIBL
(5,14),(5,21),0.0643178 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.000574103 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0136211 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0973965 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0107108 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0265988 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.0759835 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.395771 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.162399 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0898977 # DEPENDENCYPART_SIBL
(5,21),(5,23),0.0217554 # DEPENDENCYPART_SIBL
(5,21),(5,24),0.106194 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0136087 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0215789 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0432306 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.082357 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0130715 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00124479 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0319709 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0276735 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00794506 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0148291 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.0223062 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0242619 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.015352 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00124479 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.026948 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.00889057 # DEPENDENCYPART_SIBL
(6,1),(6,19),-0.0304657 # DEPENDENCYPART_SIBL
(6,1),(6,20),-0.00691784 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0156105 # DEPENDENCYPART_SIBL
(6,1),(6,24),-0.0225724 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00199904 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0867975 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.000377233 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0280849 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0285538 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0163858 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0142521 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0311062 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.021917 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0116245 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0188165 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0280849 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00511215 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0157916 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0376237 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0136049 # DEPENDENCYPART_SIBL
(6,2),(6,21),0.035182 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.0458087 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.217534 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.033531 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0233597 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0165837 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00177719 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0193516 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0124838 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0776357 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.00742507 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0343354 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0233597 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.0244595 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.00824606 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0305439 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.00440042 # DEPENDENCYPART_SIBL
(6,3),(6,21),0.0255036 # DEPENDENCYPART_SIBL
(6,3),(6,24),0.0491246 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.034361 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0589347 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00623589 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0475792 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00396827 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.00389018 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.033044 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0428141 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.00388458 # DEPENDENCYPART_SIBL
(6,4),(6,16),0.0589347 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.0569943 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0305675 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0385556 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0285995 # DEPENDENCYPART_SIBL
(6,4),(6,21),0.0250065 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.071744 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0508193 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0376351 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.00692596 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0267174 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0458634 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0050283 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.010342 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0019998 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0508193 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0386646 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.00939432 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0175231 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.00719047 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0166148 # DEPENDENCYPART_SIBL
(6,5),(6,24),0.0483561 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0644432 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0600506 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0312379 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.033057 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.121532 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0738233 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.184168 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.00903217 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.80901 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0957879 # DEPENDENCYPART_SIBL
(6,7),(6,19),0.12978 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0974407 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.20408 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0606226 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.102997 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.044213 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0400038 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0640694 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.105567 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0151161 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00209679 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00308074 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0357833 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0256797 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0430534 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0111226 # DEPENDENCYPART_SIBL
(6,8),(6,24),0.00648046 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00282381 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0352738 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0675443 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0254554 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0227139 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0565089 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0388502 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0030704 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.00737632 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.00100796 # DEPENDENCYPART_SIBL
(6,10),(6,21),0.0168899 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.00575539 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0233207 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.0541015 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.00118277 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0605444 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.017756 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.0284073 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0304462 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0409224 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0314754 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0619781 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0061612 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0803585 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.020786 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0629358 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0517141 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.18551 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.0146163 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0363247 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0156474 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0671451 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.0091199 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0110203 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0398448 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.000729274 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.067061 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0120909 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00459778 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.011059 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.03667 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0213558 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.027315 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.044098 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0393985 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.00022959 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0045348 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.00183285 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.0122888 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.00160064 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0645914 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0028967 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00294065 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0260995 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00491859 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0126889 # DEPENDENCYPART_SIBL
(6,15),(6,24),0.019137 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.80901 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0957879 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.12978 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0974407 # DEPENDENCYPART_SIBL
(6,16),(6,21),0.20408 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0606226 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0201042 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0111013 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0242805 # DEPENDENCYPART_SIBL
(6,17),(6,21),0.0730178 # DEPENDENCYPART_SIBL
(6,17),(6,24),0.127177 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.010183 # DEPENDENCYPART_SIBL
(6,18),(6,20),-0.0104081 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0103004 # DEPENDENCYPART_SIBL
(6,18),(6,24),-0.00951192 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0222121 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.00673117 # DEPENDENCYPART_SIBL
(6,19),(6,24),0.00477042 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.00668034 # DEPENDENCYPART_SIBL
(6,20),(6,24),-0.00448496 # DEPENDENCYPART_SIBL
(6,21),(6,24),0.0525282 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0473215 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.105626 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.00190322 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0513974 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.375892 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.233141 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.00995434 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.028331 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.233831 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.000171722 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.000560421 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0118875 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.0017711 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.000237296 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0516048 # DEPENDENCYPART_SIBL
(8,2),(8,23),0.233798 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.00815188 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.14936 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0107729 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00513722 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.162728 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0266704 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0333904 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00923962 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.029682 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00581905 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0510795 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0222837 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0372441 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0315295 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0597849 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0296356 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.00703526 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00500318 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0180245 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0456468 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0351116 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0277449 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0172533 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0343361 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0367132 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0124678 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0172214 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0363052 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0331289 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.076742 # DEPENDENCYPART_SIBL
(8,4),(8,23),-0.0343625 # DEPENDENCYPART_SIBL
(8,4),(8,24),0.0084844 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0652819 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.298983 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00893914 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00996495 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0311088 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00894992 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.00509443 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0113718 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0207598 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.006826 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00054785 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0290784 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.00892572 # DEPENDENCYPART_SIBL
(8,5),(8,24),0.0296997 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.447812 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.008663 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0322623 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0652413 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00844612 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.221803 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0483289 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.122613 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0682761 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0764441 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.29256 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.00847528 # DEPENDENCYPART_SIBL
(8,6),(8,24),0.19576 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0218233 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0618094 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0655657 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0218518 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.195911 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00185448 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0780238 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0361002 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0327957 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.327848 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0218255 # DEPENDENCYPART_SIBL
(8,7),(8,24),0.198796 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0100122 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0524926 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0480143 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0582186 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00354875 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0882171 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0508897 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0650277 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0406096 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0480155 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0566091 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0495682 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0268415 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0511763 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00825179 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0540286 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0157123 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.010737 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0621032 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0268403 # DEPENDENCYPART_SIBL
(8,11),(8,24),0.0149206 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0191399 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0509378 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0119761 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0380866 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0224415 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0191945 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0597676 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0191411 # DEPENDENCYPART_SIBL
(8,12),(8,24),0.0520344 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0601764 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00941697 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0876359 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0492806 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0634182 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0425674 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0462174 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0584892 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.16027 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0534311 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0245035 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0198151 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0200918 # DEPENDENCYPART_SIBL
(8,15),(8,23),0.0850621 # DEPENDENCYPART_SIBL
(8,15),(8,24),0.173437 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.175917 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0483546 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0748357 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.201497 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0670649 # DEPENDENCYPART_SIBL
(8,16),(8,24),0.00726496 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0381074 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0504528 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0561572 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0753621 # DEPENDENCYPART_SIBL
(8,17),(8,24),0.109461 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0783121 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0610143 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.027377 # DEPENDENCYPART_SIBL
(8,18),(8,24),0.00555466 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0346236 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.022562 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.0303775 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0982697 # DEPENDENCYPART_SIBL
(8,21),(8,24),0.23478 # DEPENDENCYPART_SIBL
(8,23),(8,24),-0.0585241 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.19395 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.177204 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.128938 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.5086 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.00348636 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.317023 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.291577 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.278583 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00618842 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.234905 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.374501 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00846048 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.329448 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00835295 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0178046 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0552904 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.244183 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0189695 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.352347 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.523139 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.143796 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.059717 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0603734 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0470013 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.00848123 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0597215 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.152624 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0185994 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0185017 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.138768 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0834561 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.00579323 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0260323 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00018676 # DEPENDENCYPART_SIBL
